,SUPT5H (6829)
ACH-000004,-1.5055784193000001
ACH-000007,-1.36248997024
ACH-000009,-1.3626672124
ACH-000011,-1.43865849855
ACH-000012,-1.4409336916100002
ACH-000013,-1.6056658565900002
ACH-000014,-1.36819371391
ACH-000015,-1.53418260889
ACH-000017,-1.21318502479
ACH-000018,-0.9492273883969999
ACH-000019,-1.57056206936
ACH-000021,-1.2671991309000001
ACH-000022,-1.6327475230000001
ACH-000025,-1.34142082639
ACH-000028,-1.3155927683700002
ACH-000030,-1.26330113061
ACH-000035,-1.33278652485
ACH-000036,-1.2385407501999999
ACH-000037,-1.8612406809
ACH-000039,-1.28043091347
ACH-000040,-1.34699295214
ACH-000041,-1.11815477662
ACH-000042,-1.21898542544
ACH-000045,-1.46499914867
ACH-000047,-1.19615266669
ACH-000052,-1.54594112191
ACH-000053,-1.37730220122
ACH-000054,-1.43470464252
ACH-000055,-1.3348059489200002
ACH-000060,-1.09324144915
ACH-000067,-1.11785677303
ACH-000070,-1.37784718903
ACH-000075,-1.16953914364
ACH-000078,-1.21265726375
ACH-000082,-1.33766645224
ACH-000085,-1.3840568695299997
ACH-000086,-1.19519772782
ACH-000087,-1.1891694662899999
ACH-000092,-1.4917602743
ACH-000095,-1.24548732183
ACH-000097,-1.23691118584
ACH-000098,-1.26462864555
ACH-000099,-1.5675114826199998
ACH-000108,-1.5971282980000001
ACH-000113,-1.51826338831
ACH-000115,-1.19462764374
ACH-000116,-1.5107211095200002
ACH-000118,-1.48807095587
ACH-000120,-1.35006199249
ACH-000123,-1.5418165276700002
ACH-000127,-1.18713234489
ACH-000128,-1.62706164099
ACH-000132,-1.47117073628
ACH-000133,-1.3036794803899998
ACH-000137,-1.62571839329
ACH-000138,-1.5072920057299999
ACH-000142,-1.55902364542
ACH-000143,-1.25689435285
ACH-000146,-1.5214907275299998
ACH-000148,-1.39536337718
ACH-000150,-1.30762387169
ACH-000152,-1.19934971891
ACH-000153,-1.65322324998
ACH-000159,-1.3469550489300002
ACH-000160,-0.9895641620569999
ACH-000163,-1.11658815918
ACH-000167,-1.38792313083
ACH-000168,-1.42837732102
ACH-000169,-1.3016196849700001
ACH-000178,-1.5244202790999999
ACH-000182,-1.39483032947
ACH-000183,-1.51600045444
ACH-000188,-1.46355500885
ACH-000189,-1.34315097884
ACH-000190,-1.11477421369
ACH-000198,-1.38239644542
ACH-000204,-1.2650587517
ACH-000206,-1.29575064709
ACH-000207,-1.7172044611000001
ACH-000211,-1.4254410844999998
ACH-000215,-1.15199704875
ACH-000221,-1.0938664122600001
ACH-000222,-1.26966629686
ACH-000223,-1.16046114986
ACH-000226,-1.20003256783
ACH-000227,-1.25851109154
ACH-000228,-1.5804287638499999
ACH-000231,-0.926607320416
ACH-000232,-1.3983837930899998
