,CARS2 (79587)
ACH-000004,-0.248386477727
ACH-000007,-0.197225863647
ACH-000009,-0.378367724661
ACH-000011,-0.12452856438
ACH-000012,-0.588109433581
ACH-000013,-0.582148291276
ACH-000014,-0.552694891301
ACH-000015,-0.7757503660870001
ACH-000017,-0.4130696782
ACH-000018,-0.43122730008999993
ACH-000019,-0.362897031634
ACH-000021,-0.31912975415100003
ACH-000022,-0.38654297563600004
ACH-000025,-0.477796879107
ACH-000028,-0.680378424728
ACH-000030,-0.354665649586
ACH-000035,-0.6137281686949999
ACH-000036,0.011135969055000002
ACH-000037,-0.691746592542
ACH-000039,-0.310726322614
ACH-000040,-0.448135329741
ACH-000041,-0.283521363345
ACH-000042,-0.39688032432899994
ACH-000045,-0.767135867116
ACH-000047,-0.6222705138600001
ACH-000052,-0.211702308658
ACH-000053,-0.0567870542627
ACH-000054,-0.202519135208
ACH-000055,-0.365935412672
ACH-000060,-0.314829664672
ACH-000067,-0.379196775805
ACH-000070,-0.830902857115
ACH-000075,-0.258543961929
ACH-000078,-0.504110912268
ACH-000082,-0.454860939608
ACH-000085,-0.51561595605
ACH-000086,-0.528068519586
ACH-000087,-0.606142206435
ACH-000092,-0.237208031622
ACH-000095,-0.24686655202
ACH-000097,-0.322014432771
ACH-000098,-0.49254296030199995
ACH-000099,-0.7227309724609999
ACH-000108,-0.21473076958700002
ACH-000113,-0.754837992659
ACH-000115,-0.927594555074
ACH-000116,-0.34797073450599997
ACH-000118,-0.768117696699
ACH-000120,-0.38923907969099997
ACH-000123,-0.34936812103299997
ACH-000127,-0.448451068389
ACH-000128,-0.700221529326
ACH-000132,-0.549820196361
ACH-000133,-0.207361897939
ACH-000137,-0.23904583571600002
ACH-000138,-0.646864788245
ACH-000142,-0.121543951026
ACH-000143,-0.674420434184
ACH-000146,-0.38680097264700003
ACH-000148,-0.327794909866
ACH-000150,-0.598102739468
ACH-000152,-0.45299082479900005
ACH-000153,-0.295990817274
ACH-000159,-0.317387329714
ACH-000160,-0.7228091177279999
ACH-000163,-0.317231589705
ACH-000167,-0.088931905014
ACH-000168,-0.326548141608
ACH-000169,-0.5167515736739999
ACH-000178,-0.31639550267
ACH-000182,-0.7396341176710001
ACH-000183,-0.47158431262100003
ACH-000188,-0.269361323941
ACH-000189,-0.343302565555
ACH-000190,-0.35243452306
ACH-000198,-0.6997826724930001
ACH-000204,-0.705823268054
ACH-000206,-0.43626441351499995
ACH-000207,-0.893927345432
ACH-000211,-0.398914755178
ACH-000215,-0.464904763991
ACH-000221,-0.7874866286679999
ACH-000222,-0.24131897425299997
ACH-000223,-0.270261761348
ACH-000226,-0.130111057058
ACH-000227,-0.413624205221
ACH-000228,-0.40928674123099995
ACH-000231,-0.284840733701
ACH-000232,-0.628731326499
ACH-000233,-0.732546495413
ACH-000234,-0.41033274298199995
ACH-000235,-0.29536924204799997
ACH-000237,-0.23372051566500002
ACH-000238,-0.396815596579
ACH-000243,-0.438889697877
ACH-000244,-0.314991048743
ACH-000246,-0.72467673545
ACH-000248,-0.624164099901
ACH-000250,-0.139180560417
ACH-000251,-0.5447915074849999
ACH-000253,-0.26109817564599996
ACH-000255,-0.367105701237
ACH-000256,-0.17953301112599998
ACH-000257,-0.9458821848710001
ACH-000258,-0.591246306911
ACH-000259,-0.640090030462
ACH-000260,-0.187624341429
ACH-000261,-0.159396271063
ACH-000262,-0.37201534764399996
ACH-000263,-0.338256351944
ACH-000264,-0.361631895652
ACH-000265,-0.7652295851819999
ACH-000266,-0.46356193530699996
ACH-000272,-0.567496530198
ACH-000273,-0.25860913614
ACH-000274,-0.41028378548199995
ACH-000277,-0.581911440563
ACH-000278,-0.26606406331300003
ACH-000279,-0.701698984031
ACH-000280,-0.545864213753
ACH-000281,-0.607945541456
ACH-000288,-0.425710208881
ACH-000291,-0.380191222204
ACH-000293,-0.45798618646399997
ACH-000294,-0.413834193596
ACH-000295,-0.623661983293
ACH-000296,-0.164822207984
ACH-000302,-0.934426121848
ACH-000304,-0.4477609008
ACH-000307,-0.30954023988
ACH-000308,-0.24211552095400002
ACH-000310,-0.0687239447765
ACH-000311,-0.17226240930199999
ACH-000312,-0.283448529025
ACH-000315,-0.314902151732
ACH-000316,-0.582014119311
ACH-000317,-0.9726142849799999
ACH-000318,-0.335180598347
ACH-000319,-0.019165022218900003
ACH-000320,-0.6772222568880001
ACH-000322,-0.5840557618559999
ACH-000323,-0.542734124586
ACH-000324,-0.28711895560600004
ACH-000329,-0.35183669535800005
ACH-000330,-0.433239464405
ACH-000331,-0.308328579958
ACH-000332,-0.231239128189
ACH-000334,-0.18215234416700002
ACH-000335,-0.632649500271
ACH-000336,-0.371541759344
ACH-000337,-0.39019331094099996
ACH-000339,-0.18553853035300003
ACH-000341,-0.245922168437
ACH-000348,-0.633238061179
ACH-000350,-0.5978320875199999
ACH-000352,-0.5192156860230001
ACH-000356,-0.0840363797192
ACH-000361,-0.35971893550899997
ACH-000362,-0.189510278741
ACH-000363,-0.324932465833
ACH-000364,-0.438566559327
ACH-000365,-0.429399379898
ACH-000366,-0.324469055668
ACH-000368,-0.234918794947
ACH-000374,-0.835650600394
ACH-000375,-0.351141835423
ACH-000376,-0.6639197296630001
ACH-000381,-0.33060891604000003
ACH-000383,-0.34400230810099997
ACH-000387,-0.231048411998
ACH-000389,0.253468088055
ACH-000390,-0.47468794758599997
ACH-000393,-0.296255090005
ACH-000395,-0.341597123536
ACH-000397,-0.291694115376
ACH-000401,-0.5154109474899999
ACH-000402,-0.9667404931270001
ACH-000403,-0.35894958794200005
ACH-000404,-0.571064811032
ACH-000406,-0.680659911936
ACH-000407,-0.315216243113
ACH-000408,-0.894399798453
ACH-000410,-0.26014256913199996
ACH-000411,-0.291326678725
