,IRF2BPL (64207)
ACH-000004,-0.140155777764
ACH-000007,-0.209794912795
ACH-000009,-0.0419186650388
ACH-000011,0.03753104501230001
ACH-000012,-0.17254312227000002
ACH-000013,-0.11654312140100001
ACH-000014,-0.36961837893700006
ACH-000015,-0.04337349201809999
ACH-000017,0.06094762396819999
ACH-000018,-0.22253127548700002
ACH-000019,-0.381120805022
ACH-000021,-0.046709253649000006
ACH-000022,-0.289672311237
ACH-000025,-0.326800041161
ACH-000028,-0.0133121968686
ACH-000030,-0.301083639916
ACH-000035,0.00944349906166
ACH-000036,0.261478775062
ACH-000037,-0.193591744634
ACH-000039,-0.022646096112
ACH-000040,0.369341198667
ACH-000041,0.116482786084
ACH-000042,-0.00481611973154
ACH-000045,-0.17446212901099997
ACH-000047,-0.257769707741
ACH-000052,-0.39578537703
ACH-000053,-0.24699256241599998
ACH-000054,-0.106293536501
ACH-000055,-0.0949181613599
ACH-000060,-0.420377054407
ACH-000067,0.018389351607
ACH-000070,-0.229632987322
ACH-000075,-0.0560754819687
ACH-000078,-0.072785332751
ACH-000082,-0.280664013629
ACH-000085,-0.0816662628944
ACH-000086,-0.0033155736042500003
ACH-000087,-0.124870026298
ACH-000092,0.013557104729899998
ACH-000095,-0.138896928132
ACH-000097,-0.123251096722
ACH-000098,0.267191432023
ACH-000099,0.11778664458799999
ACH-000108,-0.0680201784033
ACH-000113,-0.0410209419058
ACH-000115,-0.07046592656930001
ACH-000116,-0.08836582914760001
ACH-000118,0.0246530121806
ACH-000120,-0.143636296898
ACH-000123,-0.203224259387
ACH-000127,-0.06788911039699999
ACH-000128,-0.240513648687
ACH-000132,-0.0883893649122
ACH-000133,0.0734902656504
ACH-000137,-0.0960134894715
ACH-000138,-0.218349339644
ACH-000142,-0.21759942144799999
ACH-000143,-0.136953324922
ACH-000146,-0.19594814562399998
ACH-000148,-0.127166862514
ACH-000150,-0.112253852028
ACH-000152,0.050649213950899996
ACH-000153,-0.0662037645828
ACH-000159,-0.152355666863
ACH-000160,-0.265901797208
ACH-000163,-0.155071797095
ACH-000167,-0.42664541677699996
ACH-000168,-0.0235443731319
ACH-000169,-0.178809139137
ACH-000178,-0.19531409630999996
ACH-000182,-0.052588984626
ACH-000183,-0.191327242632
ACH-000188,-0.056451778539000005
ACH-000189,-0.728766510703
ACH-000190,-0.20970047421399998
ACH-000198,-0.440416985105
ACH-000204,-0.07410284169300001
ACH-000206,-1.50317650313
ACH-000207,-0.08107386360169999
ACH-000211,-0.26534097539900003
ACH-000215,-0.221735937394
ACH-000221,0.0541655232245
ACH-000222,-0.17076087828699998
ACH-000223,-0.142152953705
ACH-000226,-0.0419232718688
ACH-000227,-0.122198832064
ACH-000228,-0.37822490676799997
ACH-000231,-0.0863241514339
ACH-000232,0.106088909627
ACH-000233,-0.199889475009
ACH-000234,-0.0086252357795
ACH-000235,-0.130084450331
ACH-000237,-0.0912416900619
ACH-000238,0.00995305115485
ACH-000243,-0.202530354673
ACH-000244,0.035565445421800006
ACH-000246,-0.0441469441029
ACH-000248,-0.198406646235
ACH-000250,-0.222200493011
ACH-000251,-0.530811565754
ACH-000253,-0.0354389485297
ACH-000255,-0.00556652803283
ACH-000256,-0.017694313625
ACH-000257,-0.111940663103
ACH-000258,0.00351413816463
ACH-000259,-0.0599876667431
