,NPFFR1 (64106)
ACH-000004,-0.13775305107799998
ACH-000007,-0.0189441521728
ACH-000009,-0.171741043681
ACH-000011,-0.00978921001389
ACH-000012,-0.00775780209858
ACH-000013,0.08557725784710002
ACH-000014,0.023736924671400005
ACH-000015,-0.192712956932
ACH-000017,0.155271970183
ACH-000018,-0.33478169646899997
ACH-000019,-0.046102410003000006
ACH-000021,-0.0581304792014
ACH-000022,-0.187731895028
ACH-000025,-0.115059002444
ACH-000028,-0.137984461668
ACH-000030,-0.358523170352
ACH-000035,-0.42894480802
ACH-000036,-0.122071837632
ACH-000037,-0.123503187632
ACH-000039,-0.0951156710949
ACH-000040,-0.131462043492
ACH-000041,-0.107187676207
ACH-000042,-0.0249252430534
ACH-000045,-0.189667658018
ACH-000047,-0.0584689325093
ACH-000052,0.023218574762900002
ACH-000053,-0.153899790507
ACH-000054,-0.12410565699300001
ACH-000055,0.08410759891689999
ACH-000060,-0.0162233941624
ACH-000067,-0.224486389469
ACH-000070,0.0504089064635
ACH-000075,0.06342354703030001
ACH-000078,-0.027640362759700002
ACH-000082,-0.026460200329900003
ACH-000085,-0.10730480013900001
ACH-000086,-0.17321158017000002
ACH-000087,-0.318720792654
ACH-000092,0.09096341331430001
ACH-000095,-0.0691563673303
ACH-000097,-0.20128440104000003
ACH-000098,-0.15341947482
ACH-000099,-0.14648362337999998
ACH-000108,-0.136742088318
ACH-000113,-0.0743589230326
ACH-000115,-0.114434446082
ACH-000116,-0.127102882142
ACH-000118,-0.143474013155
ACH-000120,-0.066690729111
ACH-000123,-0.038346359320300005
ACH-000127,-0.350362979843
ACH-000128,0.114124968915
ACH-000132,-0.036616105609
ACH-000133,0.04863671525859999
ACH-000137,-0.321153848716
ACH-000138,-0.0321438029099
ACH-000142,0.08067816790089999
ACH-000143,-0.191690223409
ACH-000146,-0.110223645381
ACH-000148,-0.166776299223
ACH-000150,-0.0848011693451
ACH-000152,-0.212083140152
ACH-000153,0.325573880151
ACH-000159,0.009745781463510001
ACH-000160,-0.057657477784900005
ACH-000163,-0.157234679741
ACH-000167,-0.037116276663699994
ACH-000168,-0.253507006373
ACH-000169,0.059021776371
ACH-000178,0.0598813531264
ACH-000182,-0.223622211127
ACH-000183,0.030131877273300002
ACH-000188,-0.004367313990560001
ACH-000189,-0.155356088818
ACH-000190,-0.39102639598300004
ACH-000198,-0.037810183635
ACH-000204,-0.265451347256
ACH-000206,0.09109572791480001
ACH-000207,-0.06992195993610001
