,CNNM2 (54805)
ACH-000004,-0.16446399924799998
ACH-000007,0.0466724478101
ACH-000009,-0.0351451236119
ACH-000011,-0.203451172597
ACH-000012,-0.143379101895
ACH-000013,-0.08277715530289999
ACH-000014,-0.051375863068
ACH-000015,-0.20132772092999998
ACH-000017,0.0168410992015
ACH-000018,-0.226398233799
ACH-000019,-0.109181752809
ACH-000021,0.0371530758236
ACH-000022,-0.0049582248153
ACH-000025,-0.244632719968
ACH-000028,-0.00270893974152
ACH-000030,-0.13932592986700001
ACH-000035,-0.019085900072400002
ACH-000036,0.0258459514557
ACH-000037,-0.19819770028900002
ACH-000039,-0.012763003121400001
ACH-000040,-0.218955155751
ACH-000041,-0.0639209426447
ACH-000042,-0.134659939702
ACH-000045,0.08757763150879999
ACH-000047,-0.10813187699599999
ACH-000052,-0.19933847197000001
ACH-000053,0.00433277375249
ACH-000054,-0.127795579879
ACH-000055,0.0853201633454
ACH-000060,-0.17995689568700002
ACH-000067,-0.0635491223752
ACH-000070,-0.07302372455239999
ACH-000075,-0.242458221501
ACH-000078,-0.081779896108
ACH-000082,-0.113968858738
ACH-000085,0.024886042270999997
ACH-000086,-0.18205639944200003
ACH-000087,-0.08693457313269999
ACH-000092,-0.0742054046161
ACH-000095,-0.0458716443816
ACH-000097,-0.0179531890895
ACH-000098,-0.174084328372
ACH-000099,-0.07080633661550001
ACH-000108,-0.0460395017117
ACH-000113,-0.13344585239099999
ACH-000115,-0.0368672398104
ACH-000116,-0.0222526126752
ACH-000118,-0.06674459951780001
ACH-000120,-0.0418185173504
ACH-000123,-0.0412601366942
ACH-000127,-0.143844478196
ACH-000128,-0.10681027034900001
ACH-000132,-0.0634170534993
ACH-000133,-0.10850283981799999
ACH-000137,-0.15075354307
ACH-000138,-0.00214633345841
ACH-000142,0.0241560486894
ACH-000143,-0.020526976269999997
ACH-000146,0.0369226729186
ACH-000148,-0.205413201741
ACH-000150,-0.0703290438463
ACH-000152,-0.21457197975
ACH-000153,-0.0759527685297
ACH-000159,-0.121215423642
ACH-000160,-0.23495284543
ACH-000163,0.022396129504
ACH-000167,-0.37969825328100004
ACH-000168,-0.105648384494
ACH-000169,-0.307931598622
ACH-000178,-0.125849051459
ACH-000182,-0.213951533925
ACH-000183,0.13285711045499998
ACH-000188,-0.106247558095
ACH-000189,-0.178601859757
ACH-000190,-0.140521950418
ACH-000198,-0.10856227489
ACH-000204,-0.409513452063
ACH-000206,-0.105891930793
ACH-000207,-0.214519129973
ACH-000211,-0.12660007052000002
ACH-000215,-0.00523327006538
ACH-000221,-0.0321795914491
ACH-000222,-0.033612738017
ACH-000223,-0.141938653507
ACH-000226,-0.0577723533218
ACH-000227,0.03780657649269999
ACH-000228,-0.0402437967464
ACH-000231,-0.103647023899
ACH-000232,-0.0273966568923
ACH-000233,-0.32734437600099997
ACH-000234,-0.0895882116971
ACH-000235,-0.030337619542700003
ACH-000237,-0.223776031991
ACH-000238,-0.154394024099
ACH-000243,-0.200276639272
ACH-000244,0.0497329284769
ACH-000246,-0.125692883525
ACH-000248,-0.0291215404561
ACH-000250,-0.102720732281
ACH-000251,-0.17947739291200002
ACH-000253,-0.124581743392
ACH-000255,-0.147246980892
ACH-000256,0.09431380979949999
ACH-000257,0.19987430494300001
ACH-000258,-0.0598504980719
ACH-000259,-0.0571340159401
ACH-000260,-0.0340642372386
ACH-000261,-0.0326503975296
ACH-000262,-0.159424541969
ACH-000263,-0.0184027376099
ACH-000264,-0.0728839374272
ACH-000265,-0.165036367502
ACH-000266,-0.131582102528
ACH-000272,-0.063495237149
ACH-000273,-0.0734577315984
ACH-000274,-0.0360053193426
ACH-000277,-0.09276591804199999
ACH-000278,-0.153952425492
ACH-000279,-0.17982064180399998
ACH-000280,-0.006973737407289999
ACH-000281,-0.289010223236
ACH-000288,-0.12171780724000002
ACH-000291,-0.06611719959239999
ACH-000293,-0.0741231364174
ACH-000294,-0.00518864436796
ACH-000295,-0.190572002592
ACH-000296,-0.136484222785
ACH-000302,-0.07091274479399999
ACH-000304,0.0841560742976
ACH-000307,-0.0757907084778
ACH-000308,-0.173887460345
ACH-000310,-0.0057508034399
ACH-000311,-0.18351382587099999
ACH-000312,-0.203417350572
ACH-000315,-0.105188294025
ACH-000316,-0.119473544921
ACH-000317,-0.0771984781951
ACH-000318,0.039697817921599994
ACH-000319,-0.169563676157
ACH-000320,-0.36384191570299995
ACH-000322,-0.0475045109435
ACH-000323,-0.281435221142
ACH-000324,-0.059762289475699996
ACH-000329,-0.17111712221900002
ACH-000330,0.0288672079653
ACH-000331,-0.22700674715
ACH-000332,-0.136845455443
ACH-000334,-0.153971937962
ACH-000335,-0.18798693749499998
ACH-000336,-0.0362576138979
ACH-000337,-0.22319657662300002
ACH-000339,-0.105462008214
ACH-000341,-0.230557941593
ACH-000348,-0.031140692710099997
ACH-000350,-0.117515869017
ACH-000352,-0.105027165848
ACH-000356,-0.0508372362483
ACH-000361,0.21051784911200003
ACH-000362,-0.00766386082376
ACH-000363,0.0300070771663
ACH-000364,-0.136766032517
ACH-000365,-0.0380995100935
ACH-000366,0.0139992750504
ACH-000368,-0.238145869425
ACH-000374,-0.11607234055
ACH-000375,-0.137428599286
ACH-000376,-0.0359684124842
ACH-000381,0.0760971255442
ACH-000383,-0.108075852826
ACH-000387,0.022892897777900004
ACH-000389,-0.282437309164
ACH-000390,-0.0171344266602
ACH-000393,0.033028502735299996
ACH-000395,-0.15822152147399998
ACH-000397,-0.0287718042173
ACH-000401,-0.0178969512895
ACH-000402,0.11324068518500001
ACH-000403,-0.204233233749
ACH-000404,-0.0451761820766
ACH-000406,-0.13738632964000003
ACH-000407,-0.166576144252
ACH-000408,-0.0933990462294
ACH-000410,-0.025799949856500002
ACH-000411,-0.17653624543299998
ACH-000414,-0.00316169554467
ACH-000415,-0.123417379205
ACH-000416,-0.127634814114
ACH-000420,0.0946638322898
ACH-000421,-0.05121128198890001
ACH-000424,-0.369150993843
ACH-000425,-0.103233270913
ACH-000426,0.011309911794399998
ACH-000427,-0.0414878550362
ACH-000433,0.0221088426838
ACH-000436,-0.314277769884
ACH-000444,-0.0414343917435
ACH-000445,-0.16970975746300002
ACH-000448,-0.174355805402
ACH-000450,-0.11168285820599999
ACH-000452,-0.173620314374
ACH-000454,-0.126954265101
ACH-000458,-0.0772902172651
ACH-000459,0.160042155821
ACH-000460,-0.0721435326693
ACH-000461,-0.0020540660085300003
ACH-000463,-0.15249300941500002
ACH-000464,-0.23152519791200002
ACH-000466,-0.0680403284965
ACH-000467,-0.0789844485513
ACH-000468,-0.0344876051211
ACH-000469,-0.12256060879200001
ACH-000470,-0.219927246224
ACH-000471,0.0111609384938
ACH-000472,-0.18027016301600002
ACH-000473,-0.148743958311
ACH-000475,-0.06289915893260001
ACH-000476,-0.158938901321
ACH-000477,-0.04648718633280001
ACH-000480,-0.102276975632
ACH-000481,-0.0663286422857
ACH-000483,0.100600923023
ACH-000484,0.0319433720393
ACH-000485,-0.116709251314
ACH-000486,-0.0498769056767
ACH-000487,0.0282776324206
ACH-000488,-0.000743676358281
ACH-000490,-0.142717522294
ACH-000491,0.132567808354
ACH-000495,-0.18873718390500002
ACH-000496,-0.09216989575439999
ACH-000499,-0.0400579529448
ACH-000500,-0.175568902955
ACH-000502,-0.10336109811899999
ACH-000503,-0.40733372817900004
ACH-000505,-0.20482901209899998
ACH-000507,-0.181345793431
ACH-000510,-0.15743305013699999
ACH-000511,-0.020831132850099996
ACH-000512,0.009847176956969999
ACH-000516,-0.053386471142699995
ACH-000517,-0.0285399203881
ACH-000518,-0.11879753830499999
ACH-000520,-0.20402781087900002
ACH-000521,-0.133920205288
ACH-000522,0.158442787767
ACH-000524,-0.06992036791619999
ACH-000527,0.00404505280881
ACH-000528,-0.09048345835310001
ACH-000537,-0.0502434729946
ACH-000541,-0.190634585246
ACH-000542,-0.146354254745
ACH-000544,0.004807440999270001
ACH-000545,-0.028359810014499998
ACH-000547,-0.504443188594
ACH-000548,-0.10453168226
ACH-000549,-0.45703884946
ACH-000550,0.011124540404900001
ACH-000552,-0.110731908192
ACH-000556,-0.146170581787
ACH-000557,0.00894033554735
ACH-000570,0.0119362192012
ACH-000571,-0.09236373534180001
ACH-000573,-0.13853074445
ACH-000576,-0.018794008635099998
ACH-000580,-0.0430960844513
ACH-000584,-0.0174207122946
ACH-000585,-0.113742011876
ACH-000588,-0.0094609037666
ACH-000589,-0.0490374464225
ACH-000591,-0.272145786665
ACH-000593,-0.13602230013900002
ACH-000600,-0.22260579388
ACH-000601,-0.107491603354
ACH-000604,-0.34159220513000005
ACH-000605,-0.0890863185354
ACH-000606,-0.062235597771
ACH-000608,-0.0224995945577
ACH-000614,-0.09286516171760001
ACH-000616,-0.327991946006
ACH-000618,-0.0680443801209
ACH-000619,-0.147497522277
ACH-000620,0.0055810413357299995
ACH-000621,-0.109603647484
ACH-000622,-0.363578851352
ACH-000623,-0.0706997519349
ACH-000624,-0.0328639613659
ACH-000627,-0.0676458160751
ACH-000630,-0.035245884314999996
ACH-000632,-0.0777392953985
ACH-000633,-0.116943160418
ACH-000637,0.08702752589939998
ACH-000638,-0.103002084669
ACH-000646,-0.052282576594
ACH-000647,-0.149517545185
ACH-000648,-0.10604726480900001
ACH-000649,-0.125260283503
ACH-000651,-0.283571738827
ACH-000652,-0.11586305137700001
ACH-000653,0.00756889730111
ACH-000657,0.039304073424
ACH-000658,-0.0408197549255
ACH-000661,0.0241870395129
ACH-000662,-0.635963802447
ACH-000663,0.05055577255509999
ACH-000665,-0.034520752525
ACH-000671,0.0104814858406
ACH-000673,-0.21997365262899998
ACH-000676,-0.124740037679
ACH-000677,-0.319997880814
