,SRXN1 (140809)
ACH-000004,-0.057605807216400004
ACH-000007,-0.574849119664
ACH-000009,-0.052258427656300004
ACH-000011,-0.0745087921085
ACH-000012,-0.24222935780699997
ACH-000013,-0.250482900002
ACH-000014,-0.25685136731400005
ACH-000015,-0.15740610499000002
ACH-000017,-0.48356068749
ACH-000018,-0.323288855178
ACH-000019,0.102193159839
ACH-000021,-0.030286573587
ACH-000022,-0.348871501747
ACH-000025,-0.265037768572
ACH-000028,-0.151682202092
ACH-000030,-0.323000103953
ACH-000035,-0.28946088718
ACH-000036,-0.170271171739
ACH-000037,-0.23009348951699998
ACH-000039,-0.528180238276
ACH-000040,-0.49124012470899997
ACH-000041,-0.265345557612
ACH-000042,-0.300460480913
ACH-000045,-0.143190232579
ACH-000047,-0.40838721721199994
ACH-000052,-0.468061931563
ACH-000053,-0.286140644919
ACH-000054,-0.498374081793
ACH-000055,-0.230275558554
ACH-000060,-0.446075180736
ACH-000067,-0.309032364393
ACH-000070,-0.318967655541
ACH-000075,-0.325636480819
ACH-000078,-0.18613106083500003
ACH-000082,-0.295038787651
ACH-000085,0.09573198607580001
ACH-000086,-0.176797159206
ACH-000087,0.016568098078000002
ACH-000092,-0.379376571715
ACH-000095,-0.282765151665
ACH-000097,-0.0778266795853
ACH-000098,-0.28269560146899997
ACH-000099,-0.228706047119
ACH-000108,0.06583266912840001
ACH-000113,-0.16337009182499998
ACH-000115,-0.40228436075
ACH-000116,-0.430265824715
ACH-000118,-0.184748360059
ACH-000120,-0.29552815206599997
ACH-000123,-0.13553378289999998
ACH-000127,-0.341763531752
ACH-000128,-0.5470232343779999
ACH-000132,-0.43335506692599995
ACH-000133,-0.24834283656300002
ACH-000137,-0.058019235588
ACH-000138,-0.148762889807
ACH-000142,-0.20172279538899998
ACH-000143,-0.12449875906999999
ACH-000146,-0.249524279572
ACH-000148,-0.06214165962090001
ACH-000150,-0.29856208476199997
ACH-000152,-0.210014035863
ACH-000153,-0.100474893893
ACH-000159,-0.225257759934
ACH-000160,-0.0762873108035
ACH-000163,-0.06408532136219999
ACH-000167,-0.306609483934
ACH-000168,-0.187794305794
ACH-000169,-0.449767411148
ACH-000178,-0.190114831004
ACH-000182,-0.275220026597
ACH-000183,-0.307939985572
ACH-000188,-0.256049289229
ACH-000189,-0.25424479195300004
ACH-000190,-0.48635549537100004
ACH-000198,-0.231964254042
ACH-000204,-0.502288187018
ACH-000206,-0.328934219871
ACH-000207,-0.152582293101
ACH-000211,-0.333118235659
ACH-000215,-0.425301052358
ACH-000221,-0.300891429727
ACH-000222,0.169367798851
ACH-000223,-0.166741987805
ACH-000226,-0.20279867793099998
ACH-000227,-0.197891709043
ACH-000228,-0.259149318734
ACH-000231,-0.35814492492899996
ACH-000232,-0.22975311286
ACH-000233,-0.17177215977600002
ACH-000234,-0.254398088196
ACH-000235,-0.20687096052600001
ACH-000237,-0.38116992424999996
ACH-000238,-0.28680980475400003
ACH-000243,-0.253112845387
ACH-000244,-0.374909091128
ACH-000246,-0.301322139999
ACH-000248,-0.1953693395
