,SFSWAP (6433)
ACH-000350,-1.01274597446
ACH-000352,-0.658617301685
ACH-000356,-0.6740421281300001
ACH-000361,-0.7156578150380001
ACH-000362,-0.845861240993
ACH-000363,-0.7716844467849999
ACH-000364,-0.657647163969
ACH-000365,-0.821119254218
ACH-000366,-0.659107939259
ACH-000368,-0.6803222937010001
ACH-000374,-0.521272242667
ACH-000375,-0.876947228618
ACH-000376,-0.750479732895
ACH-000381,-0.697221992964
ACH-000383,-0.445720715674
ACH-000387,-1.2596350097799998
ACH-000389,-0.98799335707
ACH-000390,-0.700940785126
ACH-000393,-0.982570914144
ACH-000395,-0.970547809113
ACH-000397,-0.767715576016
ACH-000401,-0.7195450146089999
ACH-000402,-0.906276634038
ACH-000403,-0.948568547979
ACH-000404,-0.60208339336
ACH-000406,-0.7567460371170001
ACH-000407,-0.46373672384900005
ACH-000408,-0.749939835244
ACH-000410,-0.656050437465
ACH-000411,-0.565833900292
ACH-000414,-0.697959555232
ACH-000415,-0.621215065527
ACH-000416,-0.955832857811
ACH-000420,-0.880482868881
ACH-000421,-0.810903873692
ACH-000424,-0.6049721775060001
ACH-000425,-0.574590952966
ACH-000426,-0.705763199169
ACH-000427,-0.987985225456
ACH-000433,-0.719414164859
ACH-000436,-0.6535974055680001
ACH-000444,-0.9171546858480001
ACH-000445,-0.8111175748999999
ACH-000448,-0.7780849771230001
ACH-000450,-0.6894679715979999
ACH-000452,-0.953894303403
ACH-000454,-0.777705963316
ACH-000458,-0.7331279209270001
ACH-000459,-0.137844901248
ACH-000460,-1.0738984473
ACH-000461,-0.7170127707780001
ACH-000463,-0.809308348909
ACH-000464,-0.854980381504
ACH-000466,-1.08750024958
ACH-000467,-0.989569808044
ACH-000468,-1.1576571421700002
ACH-000469,-0.6431069024930001
ACH-000470,-0.834240638072
ACH-000471,-0.693413808475
ACH-000472,-1.03106129202
ACH-000473,-0.843113371073
ACH-000475,-0.7884218586130001
ACH-000476,-0.54342472818
ACH-000477,-0.601235190132
ACH-000480,-0.912067842616
ACH-000481,-0.831774175727
ACH-000483,-0.818933737896
ACH-000484,-1.08384937564
ACH-000485,-0.835948774728
ACH-000486,-0.7387600233789999
ACH-000487,-0.66591348855
ACH-000488,-0.728797776436
ACH-000490,-0.915930584324
ACH-000491,-1.10216497907
ACH-000495,-0.315877734021
ACH-000496,-0.6194326469179999
ACH-000499,-0.46966525409500004
ACH-000500,-0.432485225604
ACH-000502,-1.01511883823
ACH-000503,-1.02246161167
ACH-000505,-0.538513619235
ACH-000507,-0.692290423642
ACH-000510,-0.632681838684
ACH-000511,-0.90616827406
ACH-000512,-0.57219203598
ACH-000516,-1.01345755162
ACH-000517,-0.838089953157
ACH-000518,-0.7457074997229999
ACH-000520,-0.6285556511
ACH-000521,-1.05932528924
ACH-000522,-0.673241040666
ACH-000524,-1.04086707192
ACH-000527,-0.839844874153
ACH-000528,-0.8676892821709999
ACH-000537,-0.767729681824
ACH-000541,-0.626580192627
ACH-000542,-0.611568341634
ACH-000544,-0.663336065918
ACH-000545,-0.7436018119869999
ACH-000547,-1.07729475544
ACH-000548,-0.8320206882340001
ACH-000549,-0.700524236063
ACH-000550,-0.955697321383
ACH-000552,-0.754453082409
ACH-000556,-0.865911069687
ACH-000557,-0.8000639087899999
ACH-000570,-0.668442373019
ACH-000571,-0.774624226508
ACH-000573,-0.965495519579
ACH-000576,-0.847085110613
ACH-000580,-0.974319684956
ACH-000584,-0.622165288642
ACH-000585,-0.850077097643
ACH-000588,-0.4652278866
ACH-000589,-0.964446934882
ACH-000591,-0.919099864887
ACH-000593,-0.7410680485050001
ACH-000600,-0.602086051634
ACH-000601,-0.879113419111
ACH-000604,-0.42974329064499994
ACH-000605,-0.946236303583
ACH-000606,-0.852547090471
ACH-000608,-0.935741576708
ACH-000614,-0.8491198539779999
ACH-000616,-0.450712237801
ACH-000618,-1.03719102535
ACH-000619,-0.879216616875
ACH-000620,-0.504728756201
ACH-000621,-0.9534769196439999
ACH-000622,-0.736865530846
ACH-000623,-0.8936694900509999
ACH-000624,-0.8103124066590001
ACH-000627,-0.694306588179
ACH-000630,-0.686412045166
ACH-000632,-0.793498487381
ACH-000633,-1.14841530906
ACH-000637,-0.881012201855
ACH-000638,-0.782518060061
ACH-000646,-0.440580156639
ACH-000647,-0.640470526537
ACH-000648,-0.873488242846
ACH-000649,-0.639316536048
ACH-000651,-0.865879264496
ACH-000652,-0.8989323882220001
ACH-000653,-0.6140529347770001
ACH-000657,-0.744018826914
ACH-000658,-0.610871966209
ACH-000661,-0.6761407381669999
ACH-000662,-0.842175931852
ACH-000663,-0.861320598361
ACH-000665,-0.523706179334
ACH-000671,-0.459768398118
ACH-000673,-0.602568884391
ACH-000676,-0.675278742694
ACH-000677,-0.7336926931829999
ACH-000681,-0.839199624083
ACH-000682,-0.6771268493729999
ACH-000683,-0.6589377809870001
ACH-000684,-0.8798440002179999
ACH-000688,-0.842235259976
ACH-000693,-0.808667210713
ACH-000694,-0.635732469398
ACH-000695,-1.1079389327299998
ACH-000696,-0.846314713884
ACH-000697,-0.626793214932
ACH-000699,-1.30854189721
ACH-000701,-0.81449069097
ACH-000706,-0.631321726014
ACH-000711,-0.6970149733769999
ACH-000713,-0.32297627131400003
ACH-000714,-0.7518414589579999
ACH-000718,-0.9408080548450001
ACH-000720,-0.670547854877
ACH-000721,-0.556665701165
ACH-000724,-0.938293491021
ACH-000725,-0.920793091338
ACH-000732,-0.635528332396
ACH-000734,-0.709649088636
ACH-000735,-1.01305816311
ACH-000736,-0.490585267653
ACH-000738,-0.6349589631889999
ACH-000746,-0.633638815481
ACH-000747,-0.774302349463
ACH-000748,-0.9788059021709999
ACH-000753,-0.702532735679
ACH-000756,-0.700148183974
ACH-000757,-1.13786286984
ACH-000758,-0.929516197289
ACH-000760,-0.950772824869
ACH-000763,-1.07727083104
ACH-000764,-0.982240665034
ACH-000765,-0.598663530643
ACH-000766,-0.811491845371
ACH-000767,-0.588189081109
ACH-000768,-0.859104142605
ACH-000769,-0.937130573915
ACH-000770,-0.770664441743
ACH-000771,-0.898599134827
ACH-000773,-0.831669728442
ACH-000776,-0.884740885459
ACH-000777,-0.9975885127330001
ACH-000778,-0.6892684753499999
ACH-000781,-0.6970897268999999
ACH-000782,-1.11788290501
ACH-000783,-1.08203599785
ACH-000784,-0.687401106714
ACH-000785,-1.33685038206
ACH-000787,-0.7028743075949999
ACH-000788,-0.655397282175
ACH-000791,-0.550681357104
ACH-000792,-0.738882885446
ACH-000794,-0.611621988262
ACH-000796,-0.689289827519
ACH-000799,-0.875506616238
ACH-000800,-0.5802950254479999
ACH-000802,-0.739509449085
ACH-000804,-0.698739935526
ACH-000805,-0.552240376979
ACH-000809,-0.684675567299
ACH-000810,-0.49428681763000004
ACH-000811,-0.926746375799
ACH-000817,-1.15246748106
ACH-000819,-0.7601398117479999
ACH-000820,-0.855272720607
ACH-000821,-1.09146418469
ACH-000822,-0.691386481095
ACH-000823,-0.8265843518880001
ACH-000824,-0.894170785656
ACH-000827,-0.858412383809
ACH-000829,-0.8601600427770001
ACH-000831,-0.7172473710189999
ACH-000832,-0.724531075285
ACH-000833,-0.731355026481
ACH-000834,-0.580006806187
ACH-000835,-0.7532754990870001
ACH-000836,-0.798769486136
ACH-000837,-0.846635020383
ACH-000838,-0.666847674908
ACH-000839,-0.771058268179
ACH-000840,-1.0453778855700002
ACH-000841,-0.6814614363570001
ACH-000843,-0.715270696075
ACH-000846,-0.645694922855
ACH-000847,-0.7424409229160001
ACH-000848,-0.7302210694210001
ACH-000849,-0.982108362598
ACH-000851,-0.8795971954520001
ACH-000855,-0.856041435941
ACH-000856,-0.633479188318
ACH-000858,-0.7741667046340001
ACH-000859,-0.500257599448
ACH-000861,-0.705428640187
ACH-000862,-0.885751282821
ACH-000865,-0.910772159593
ACH-000866,-0.724339253775
ACH-000867,-0.923990913203
ACH-000869,-0.8305873456739999
ACH-000872,-0.548953268375
ACH-000873,-0.651227045253
ACH-000876,-0.8698593750579999
ACH-000878,-1.08938920879
ACH-000880,-0.8645412174700001
ACH-000881,-0.748657521885
ACH-000882,-0.645143010972
ACH-000884,-0.988498696594
ACH-000885,-0.6956530452869999
ACH-000887,-0.8155499528129999
ACH-000888,-0.577534177089
ACH-000889,-0.248815176412
ACH-000890,-0.6692647919210001
ACH-000896,-0.723535156428
ACH-000898,-1.00198824845
ACH-000900,-0.68016322397
ACH-000901,-0.842330067086
ACH-000905,-0.6857077911
ACH-000906,-0.793274603383
ACH-000907,-0.954718695238
ACH-000910,-0.541509964513
ACH-000911,-0.695842457121
ACH-000912,-0.8936242741760001
ACH-000913,-0.6408767529230001
ACH-000915,-0.37866621858599997
ACH-000916,-0.587181854812
ACH-000917,-1.08810378003
ACH-000921,-0.876173348662
ACH-000924,-0.961498328422
ACH-000926,-0.704533781417
ACH-000928,-0.57210633014
ACH-000929,-0.92193899385
ACH-000932,-1.0
ACH-000935,-0.8333980101080001
ACH-000936,-0.763751478661
ACH-000937,-0.804131945795
ACH-000938,-0.706111763739
ACH-000939,-0.870472191793
ACH-000941,-0.546767885661
ACH-000943,-0.673470872635
ACH-000946,-0.939030997713
ACH-000947,-0.697622887333
ACH-000948,-0.765379526438
ACH-000950,-0.554389068016
ACH-000953,-0.428045644755
ACH-000957,-0.769150087949
ACH-000958,-0.8665075553299999
ACH-000960,-0.8121963278409999
ACH-000963,-0.922963952105
ACH-000968,-0.6924743389650001
ACH-000969,-0.556198816739
ACH-000973,-0.8614923142470001
ACH-000974,-0.658967360952
ACH-000975,-0.594510777399
ACH-000976,-0.897490841467
ACH-000978,-0.7210963858789999
ACH-000980,-0.813334151194
ACH-000984,-1.28326137284
ACH-000986,-0.8315005970329999
ACH-000988,-0.7514669705949999
ACH-000993,-0.8117338325210001
ACH-000994,-0.513559568112
ACH-000996,-0.8165317694099999
ACH-001001,-0.681964600881
ACH-001020,-1.02639692183
ACH-001028,-0.473378051637
ACH-001031,-0.633069568363
ACH-001038,-0.663467347482
ACH-001048,-0.630165190889
ACH-001050,-0.746265881875
ACH-001053,-0.595611369562
ACH-001054,-0.7709474576450001
ACH-001061,-0.866862316003
ACH-001067,-0.625055327318
ACH-001075,-0.733062149689
ACH-001096,-0.725927250098
ACH-001128,-0.6107863691790001
ACH-001134,-0.938817542024
ACH-001151,-0.8395882480519999
ACH-001163,-0.714635136614
ACH-001164,-0.9569343068009999
ACH-001173,-0.932601359301
ACH-001183,-0.826731211944
ACH-001184,-0.722875020072
ACH-001190,-0.619016528488
ACH-001192,-0.390842319592
ACH-001193,-0.9480682548989999
ACH-001196,-0.792116635977
ACH-001197,-0.780627900963
ACH-001205,-0.567740450304
ACH-001211,-0.8771343347239999
ACH-001212,-1.01182466677
ACH-001228,-1.00966740727
ACH-001232,-0.916639895719
ACH-001239,-0.8066569254100001
ACH-001274,-0.9369681680940001
ACH-001275,-0.66336613524
ACH-001277,-0.8331632041689999
ACH-001278,-0.80417569956
ACH-001280,-0.794733803456
ACH-001283,-0.9053896634890001
ACH-001289,-0.891360383173
ACH-001295,-0.9460777897239999
ACH-001300,-0.460549404331
ACH-001301,-0.5746401764360001
ACH-001302,-0.726077776512
ACH-001303,-0.5838863346850001
ACH-001306,-0.895760885947
ACH-001318,-0.669344760489
ACH-001322,-1.16050768753
ACH-001328,-0.692600906146
ACH-001332,-0.553773507285
ACH-001333,-0.945725696366
ACH-001336,-0.716759176946
ACH-001340,-0.683827259525
ACH-001346,-0.78412866781
ACH-001353,-0.7356916448
ACH-001354,-0.629275927257
ACH-001367,-0.891861760364
ACH-001368,-0.576664782563
ACH-001374,-0.814890470077
ACH-001375,-0.880462564145
ACH-001377,-0.623160433014
ACH-001380,-0.7520168726659999
ACH-001391,-0.414136684739
ACH-001407,-0.5451604640550001
ACH-001408,-0.858668971776
ACH-001413,-0.9272658049279999
ACH-001430,-0.812753734329
ACH-001431,-1.01219834141
ACH-001450,-0.8896157823280001
ACH-001496,-0.8203499916879999
ACH-001500,-0.760569988802
ACH-001521,-1.2594229616700001
ACH-001523,-0.6733733789
ACH-001532,-0.775653624902
ACH-001536,-0.823602156902
ACH-001550,-0.691168643176
ACH-001552,-0.928464289453
ACH-001554,-0.5922130782980001
ACH-001645,-0.7182240130930001
ACH-001654,-0.788124922043
ACH-001715,-0.7737636520360001
ACH-001735,-0.683631648176
ACH-001736,-0.816175204629
ACH-001737,-0.7670221002420001
ACH-001740,-0.9213477475290001
ACH-001745,-0.902787669545
ACH-001750,-0.902006772983
ACH-001765,-0.718728700747
ACH-001956,-0.82573686199
ACH-001957,-1.07410603266
