,ARMS2 (387715)
ACH-000004,0.15013512396099998
ACH-000007,0.0953032354215
ACH-000009,0.107249259165
ACH-000011,0.00992713614925
ACH-000012,0.188459160874
ACH-000013,0.14152149605699998
ACH-000014,0.26932159345
ACH-000015,0.03896499225780001
ACH-000017,-0.0629908164715
ACH-000018,0.410415204198
ACH-000019,0.0350980459674
ACH-000021,0.197838829911
ACH-000022,-0.070299962078
ACH-000025,0.14667670109
ACH-000028,0.29446756994600004
ACH-000030,0.0237172130924
ACH-000035,0.0924568271758
ACH-000036,0.125133573394
ACH-000037,0.0633749728364
ACH-000039,0.243137066717
ACH-000040,0.11648543317700001
ACH-000041,-0.024538831608199998
ACH-000042,-0.057482508892
ACH-000045,0.298760982167
ACH-000047,0.17813367704799998
ACH-000052,0.04242913851149999
ACH-000053,0.113183863343
ACH-000054,-0.022681151259499998
ACH-000055,0.145480946697
ACH-000060,0.022156140450900003
ACH-000067,0.207113930817
ACH-000070,-0.0734748655339
ACH-000075,-0.0595418366194
ACH-000078,0.218646736052
ACH-000082,0.07631474223010001
ACH-000085,0.152843323338
ACH-000086,0.07788233204850001
ACH-000087,0.0524523329103
ACH-000092,0.0675347044051
ACH-000095,0.0776978810989
ACH-000097,0.0753519165787
ACH-000098,0.0661688265945
ACH-000099,0.0613489070426
ACH-000108,0.0698103760048
ACH-000113,0.15103463833900002
ACH-000115,0.0735343362989
ACH-000116,0.00448925194169
ACH-000118,0.11147675483200001
ACH-000120,0.232384308151
ACH-000123,0.159879952685
ACH-000127,0.10983327946900001
ACH-000128,0.154071189332
ACH-000132,0.00730331950317
ACH-000133,0.184285309127
ACH-000137,-0.119252725406
ACH-000138,0.129145840687
ACH-000142,-0.19408249036800002
ACH-000143,0.014371599076
ACH-000146,0.163346195602
ACH-000148,0.04893560373169999
ACH-000150,0.00165267328994
ACH-000152,0.0504997203292
ACH-000153,0.190404128052
ACH-000159,0.0164908087699
ACH-000160,0.168794974399
ACH-000163,0.159693655903
ACH-000167,-0.26193006824799997
ACH-000168,-0.0336246245847
ACH-000169,-0.16161265608
ACH-000178,0.05373939162190001
ACH-000182,-0.012140356394499998
ACH-000183,0.008393465926890002
ACH-000188,-0.056037903356499996
ACH-000189,0.0860714460155
ACH-000190,0.12292965279899999
ACH-000198,0.139087613665
ACH-000204,-0.07647776874710001
ACH-000206,-0.171603810173
ACH-000207,0.19939891022300002
ACH-000211,0.072809305954
ACH-000215,0.17324516476399998
ACH-000221,0.126939728158
ACH-000222,0.116242276017
ACH-000223,-0.00863666535815
ACH-000226,0.132839046993
ACH-000227,0.113453335271
ACH-000228,0.154300407645
ACH-000231,0.05019975634959999
ACH-000232,0.09881475769239999
ACH-000233,0.158665413293
ACH-000234,-0.11378138995300001
ACH-000235,0.05820317189759999
ACH-000237,0.07228430706780001
ACH-000238,0.11246058636499999
ACH-000243,0.134939871678
ACH-000244,0.192591183902
ACH-000246,0.08330878464819999
ACH-000248,0.09955202945830001
ACH-000250,0.026216006794099998
ACH-000251,0.0253757101146
ACH-000253,0.038178466243199996
ACH-000255,0.0211420789707
ACH-000256,0.184443534776
ACH-000257,-0.045759558233400006
ACH-000258,0.19586951020799998
ACH-000259,0.131044315757
ACH-000260,0.0762555590314
ACH-000261,0.0487942970744
ACH-000262,0.135859493483
ACH-000263,0.142049242863
ACH-000264,0.0565149422977
ACH-000265,0.102820830138
ACH-000266,0.0134727579954
ACH-000272,-0.008274023388609998
ACH-000273,0.109511015359
ACH-000274,0.054191130825399995
ACH-000277,-0.146497764779
ACH-000278,0.104089125186
ACH-000279,0.0184136230448
ACH-000280,0.18405885124899998
ACH-000281,-0.0324945356563
ACH-000288,-0.091898992911
ACH-000291,0.11071564745100002
ACH-000293,-0.113511315855
ACH-000294,0.0563096901169
ACH-000295,0.114792729552
ACH-000296,0.148443575767
ACH-000302,0.039867277901199996
ACH-000304,0.14690881176200002
ACH-000307,0.024895326219799997
ACH-000308,0.059852974852900004
ACH-000310,0.237899029223
ACH-000311,0.190129852688
ACH-000312,0.0388779514711
ACH-000315,0.160374643867
ACH-000316,-0.0292632896185
ACH-000317,0.129138501599
ACH-000318,-0.015533006426200001
ACH-000319,0.10340943693700001
ACH-000320,-0.156436367006
ACH-000322,-0.117933541918
ACH-000323,-0.038561951980900004
ACH-000324,0.07056322027300001
ACH-000329,-0.0397221324775
ACH-000330,0.0956899280985
ACH-000331,0.0444415422021
ACH-000332,0.07493332550810002
ACH-000334,-0.031428683297099996
ACH-000335,0.145185953507
ACH-000336,0.427667327201
ACH-000337,-0.251633250007
ACH-000339,0.17247486138300003
ACH-000341,0.00626010072736
ACH-000348,-0.120303557481
ACH-000350,0.059188173402899995
ACH-000352,0.081611274695
ACH-000356,0.21563170301800003
ACH-000361,0.160209818453
ACH-000362,0.210217018493
ACH-000363,-0.241606844582
ACH-000364,-0.136470228374
ACH-000365,0.0769327402892
ACH-000366,0.12981477466
ACH-000368,0.06696261002290001
ACH-000374,0.024414964871799998
ACH-000375,0.0133004035261
ACH-000376,0.0346866658555
ACH-000381,0.259776611017
ACH-000383,0.135078684631
