,EFTUD1 (79631)
ACH-000004,-0.743681774389
ACH-000007,-0.7777351935600001
ACH-000009,-1.07861253262
ACH-000011,-0.8396118000689999
ACH-000012,-1.15020445396
ACH-000013,-0.995360889471
ACH-000014,-0.8926373527089999
ACH-000015,-0.7884797394290001
ACH-000017,-0.8478742666769999
ACH-000018,-1.12326886425
ACH-000019,-0.701816833482
ACH-000021,-0.7154210915710001
ACH-000022,-0.776668463963
ACH-000025,-0.911358311941
ACH-000028,-0.539702183185
ACH-000030,-1.01083647835
ACH-000035,-0.8063180013600001
ACH-000036,-0.719362940483
ACH-000037,-1.32922879412
ACH-000039,-0.839405440888
ACH-000040,-1.13314409047
ACH-000041,-0.40529418884999996
ACH-000042,-0.962505814392
ACH-000045,-0.8289800933339999
ACH-000047,-0.879217211827
ACH-000052,-0.897482806092
ACH-000053,-0.813160704656
ACH-000054,-1.10402775076
ACH-000055,-0.9970991809090001
ACH-000060,-1.02686778464
ACH-000067,-1.19802260277
ACH-000070,-1.0144173352799999
ACH-000075,-1.1264932810600001
ACH-000078,-1.0134183355
ACH-000082,-0.893982517504
ACH-000085,-1.04063279974
ACH-000086,-0.990693548521
ACH-000087,-1.1996907571100002
ACH-000092,-0.957672106534
ACH-000095,-0.990374950175
ACH-000097,-1.09405634335
ACH-000098,-0.790903383566
ACH-000099,-1.17271788026
ACH-000108,-0.957392826676
ACH-000113,-0.738739949543
ACH-000115,-0.69658373697
ACH-000116,-1.0187333682200002
ACH-000118,-1.0470821264899999
ACH-000120,-1.10381572981
ACH-000123,-0.864653631089
ACH-000127,-0.8819972146960001
ACH-000128,-1.14080218725
ACH-000132,-1.2424693361399999
ACH-000133,-0.856119215934
ACH-000137,-1.06988899235
ACH-000138,-0.967285417306
ACH-000142,-0.97923757469
ACH-000143,-0.681117051434
ACH-000146,-0.468047262585
ACH-000148,-0.728032795808
ACH-000150,-1.27670809275
ACH-000152,-0.9454736949200001
ACH-000153,-1.16339745992
ACH-000159,-0.795301150051
ACH-000160,-1.2119436261299998
ACH-000163,-0.998382480267
ACH-000167,-1.56327378933
ACH-000168,-0.812135945265
ACH-000169,-0.85038575559
ACH-000178,-0.916542947377
ACH-000182,-0.91378349365
ACH-000183,-0.850526707536
ACH-000188,-0.756292487665
ACH-000189,-0.907874691512
ACH-000190,-0.9403864730570001
ACH-000198,-0.9627193234129999
ACH-000204,-0.8125669607680001
ACH-000206,-0.7924248517970001
ACH-000207,-1.0431429618299999
ACH-000211,-1.08262483849
ACH-000215,-0.922738546773
ACH-000221,-0.7586919551700001
ACH-000222,-0.986333499722
ACH-000223,-1.00870891063
ACH-000226,-0.606020979147
ACH-000227,-0.9447337640250001
ACH-000228,-1.1956226295799999
ACH-000231,-0.876647794773
ACH-000232,-0.9210447801680001
ACH-000233,-0.8021835620350001
ACH-000234,-1.18749673216
ACH-000235,-0.996713808223
ACH-000237,-1.06664877857
ACH-000238,-1.08547612973
ACH-000243,-1.0487665005
ACH-000244,-0.7950504440330001
ACH-000246,-1.10520452168
ACH-000248,-1.0253935634
ACH-000250,-0.9208623862459999
ACH-000251,-0.9548733642209999
ACH-000253,-1.0847206275799999
ACH-000255,-1.16427620725
ACH-000256,-0.967161207419
ACH-000257,-0.9045332049950001
ACH-000258,-0.939792272922
ACH-000259,-0.838417698565
ACH-000260,-0.739657969256
ACH-000261,-0.736402805677
ACH-000262,-0.930382345186
ACH-000263,-0.9544545091009999
ACH-000264,-1.13213045077
ACH-000265,-1.07980941519
ACH-000266,-1.43964112884
ACH-000272,-1.22023344005
ACH-000273,-0.98198481455
