,POTEH (23784)
ACH-000004,-0.185049962592
ACH-000007,-0.0633161164107
ACH-000009,-0.09715509749849999
ACH-000011,-0.128872106541
ACH-000012,-0.309355548386
ACH-000013,-0.255798754506
ACH-000014,-0.44489737699299997
ACH-000015,-0.09806942653449999
ACH-000017,-0.46788201162199994
ACH-000018,-0.17591318723299998
ACH-000019,-0.610638141968
ACH-000021,0.08244741886450001
ACH-000022,-0.309913922912
ACH-000025,-0.6133027165730001
ACH-000028,-0.29463662667
ACH-000030,-0.150849384444
ACH-000035,-0.14808255949000002
ACH-000036,-0.281216946756
ACH-000037,-0.693622657861
ACH-000039,-0.29513899379999997
ACH-000040,-0.300054912286
ACH-000041,-0.474260601243
ACH-000042,-0.060734512002999994
ACH-000045,0.20857382574799999
ACH-000047,-0.271220801763
ACH-000052,-0.370409610449
ACH-000053,-0.269189563538
ACH-000054,-0.11827994468599999
ACH-000055,-0.10915804585000001
ACH-000060,-0.28624920800799997
ACH-000067,-0.391242530951
ACH-000070,-0.326055545471
ACH-000075,-0.0602833811439
ACH-000078,0.11925462307399999
ACH-000082,-0.11305767220799999
ACH-000085,-0.292241736906
ACH-000086,-0.29507672751200004
ACH-000087,-0.112541726086
ACH-000092,-0.0812854541666
ACH-000095,-0.35440347112099996
ACH-000097,-0.108108350077
ACH-000098,0.04482781366019999
ACH-000099,-0.11016798277999999
ACH-000108,-0.510076273124
ACH-000113,-0.34078275614200004
ACH-000115,-0.045361534992800004
ACH-000116,0.0207354725238
ACH-000118,-0.47050553580700005
ACH-000120,-0.19510708117800002
ACH-000123,-0.206094828184
ACH-000127,-0.11984131027
ACH-000128,-0.672688011575
ACH-000132,-0.286195868676
ACH-000133,-0.481567317491
ACH-000137,-0.0716464086741
ACH-000138,-0.147926595035
ACH-000142,-0.379580153321
ACH-000143,-0.24558946611699997
ACH-000146,-0.00988671920257
ACH-000148,-0.284410652415
ACH-000150,-0.10913768280300001
ACH-000152,-0.5081059977210001
ACH-000153,0.035106900860800004
ACH-000159,-0.14024830559
ACH-000160,-0.31344060043
ACH-000163,-0.157196957815
ACH-000167,-0.29888082294
ACH-000168,-0.157339354067
ACH-000169,-0.167953958427
ACH-000178,-0.111141616563
ACH-000182,0.063169063318
ACH-000183,0.07971409250969999
ACH-000188,-0.19601106847600003
ACH-000189,-0.09912842054339999
ACH-000190,-0.24453586206
ACH-000198,-0.163686435996
ACH-000204,-0.43409822703100004
ACH-000206,-0.416490286073
ACH-000207,-0.144608448314
ACH-000211,-0.289202521902
ACH-000215,-0.25646439863000003
ACH-000221,-0.33903629323
ACH-000222,-0.530415972824
ACH-000223,0.0207200547328
ACH-000226,-0.391008032627
ACH-000227,0.00499360286838
ACH-000228,-0.026215679575299997
ACH-000231,-0.11098678372700001
ACH-000232,-0.40900001690800003
ACH-000233,-0.023522911189599996
ACH-000234,0.082228252367
ACH-000235,-0.269818178235
ACH-000237,0.0560579958096
ACH-000238,-0.0604259618071
ACH-000243,-0.26013216513799997
ACH-000244,-0.115976521325
ACH-000246,-0.057249928828
ACH-000248,-0.835771773478
ACH-000250,-0.315976985075
ACH-000251,-0.201563459928
ACH-000253,-0.119447442285
ACH-000255,-0.18029904083599999
ACH-000256,-0.056129808289
ACH-000257,-0.271386974871
ACH-000258,-0.534661767579
ACH-000259,-0.130653330683
ACH-000260,-0.058174828931999996
ACH-000261,-0.228691208278
ACH-000262,-0.16168873137700002
ACH-000263,-0.0951426798673
ACH-000264,-0.157581928249
ACH-000265,-0.18161929716400002
ACH-000266,-0.380033692862
ACH-000272,-0.390384772377
ACH-000273,-0.200748488812
ACH-000274,-0.251487742226
ACH-000277,-0.109963371919
ACH-000278,-0.12744799914899999
ACH-000279,-0.398631310731
ACH-000280,-0.379801494125
ACH-000281,-0.056197895083499996
ACH-000288,-0.34263740546
ACH-000291,-0.154661422281
ACH-000293,-0.039160368420899996
ACH-000294,-0.657641090982
ACH-000295,-0.09487856569160001
ACH-000296,-0.313916568431
ACH-000302,-0.253061682919
ACH-000304,-0.25758948682599997
ACH-000307,-0.0015947002357600002
ACH-000308,-0.15967203999399998
ACH-000310,-0.286184801792
ACH-000311,-0.43141580412299996
ACH-000312,-0.294128502246
ACH-000315,-0.186831144938
ACH-000316,-0.279424257537
ACH-000317,-0.0438159826389
ACH-000318,-0.316446759181
ACH-000319,-0.298569185064
ACH-000320,-0.41580647421800004
ACH-000322,-0.33253203619399996
ACH-000323,-0.353516426835
ACH-000324,-0.298000678353
ACH-000329,-0.228671676272
ACH-000330,-0.247847697888
ACH-000331,0.035253552437
ACH-000332,-0.30521263318
ACH-000334,-0.295882855925
ACH-000335,-0.324217851386
ACH-000336,-0.258514788827
ACH-000337,0.0824730368599
ACH-000339,-0.171799735867
ACH-000341,-0.312815156042
ACH-000348,-0.41163374655
ACH-000350,-0.32895131758699997
ACH-000352,-0.198644965001
ACH-000356,-0.19844976164099998
ACH-000361,-0.051471424060699995
ACH-000362,-0.348909753723
ACH-000363,-0.223213643662
ACH-000364,-0.0894826284849
ACH-000365,-0.190992728011
ACH-000366,-0.128899172676
ACH-000368,-0.37719891258
ACH-000374,-0.141904630414
ACH-000375,-0.207838845153
ACH-000376,-0.24704652727600002
ACH-000381,-0.304649548702
ACH-000383,-0.104622545879
ACH-000387,-0.296844967614
ACH-000389,-0.285023934272
ACH-000390,-0.338391617134
ACH-000393,-0.431256603153
ACH-000395,-0.10527800882300001
ACH-000397,-0.34601544783
ACH-000401,-0.401411943018
ACH-000402,-0.646885255519
ACH-000403,-0.272035242254
ACH-000404,-0.08387488428039999
ACH-000406,-0.073099950089
ACH-000407,-0.424902060135
ACH-000408,-0.20432179553
ACH-000410,-0.237091525298
ACH-000411,-0.40609489066699994
ACH-000414,-0.210746849031
ACH-000415,-0.13494284840999998
ACH-000416,-0.141566921333
ACH-000420,-0.27802147859000004
ACH-000421,-0.16930859093800002
ACH-000424,-0.4245242601
ACH-000425,-0.32526488163199996
ACH-000426,-0.599736149059
ACH-000427,0.020252588861799998
ACH-000433,-0.223191485565
ACH-000436,-0.327169292224
ACH-000444,-0.28906651813400003
ACH-000445,-0.320735519404
ACH-000448,-0.101077196184
ACH-000450,-0.38469813166699995
ACH-000452,-0.354202444666
ACH-000454,-0.562563422951
ACH-000458,-0.10110033271800001
ACH-000459,-0.14104557856
ACH-000460,-0.40864650654600004
ACH-000461,-0.757438030582
ACH-000463,-0.20608499609900002
ACH-000464,-0.216467455982
ACH-000466,-0.262433439898
ACH-000467,-0.25696964702799996
ACH-000468,-0.183858043759
ACH-000469,-0.552825966394
ACH-000470,-0.375874856157
ACH-000471,-0.157458766823
ACH-000472,-0.35779714113600003
ACH-000473,-0.25754493449099997
ACH-000475,-0.434369457163
ACH-000476,-0.149933587939
ACH-000477,0.04112034353
ACH-000480,-0.153593921099
ACH-000481,-0.520627637097
ACH-000483,-0.122764527907
ACH-000484,-0.337724677388
ACH-000485,-0.355974912371
ACH-000486,-0.24113198539
ACH-000487,-0.133176511854
ACH-000488,-0.22917454581099997
ACH-000490,-0.406940536814
ACH-000491,0.0
ACH-000495,-0.47898970053400003
ACH-000496,-0.287070176539
ACH-000499,-0.45638599322499995
ACH-000500,0.136807600321
