,DDX60L (91351)
ACH-000004,0.0359691471176
ACH-000007,0.296589396921
ACH-000009,0.216011585804
ACH-000011,0.168594475703
ACH-000012,0.15696589285499998
ACH-000013,0.36994481947999996
ACH-000014,0.106131574299
ACH-000015,0.325031976305
ACH-000017,0.23446578941
ACH-000018,0.14853435223300002
ACH-000019,0.0415789588106
ACH-000021,0.106461367297
ACH-000022,0.116110725342
ACH-000025,0.302366011138
ACH-000028,0.34559057922799996
ACH-000030,0.22217533124299998
ACH-000035,0.315419260689
ACH-000036,0.328243029925
ACH-000037,0.0944108022461
ACH-000039,0.129117207517
ACH-000040,0.190020888901
ACH-000041,0.235240599236
ACH-000042,0.12748964520199998
ACH-000045,0.233110599182
ACH-000047,0.00476467283342
ACH-000052,0.47413076967900003
ACH-000053,0.0216622568827
ACH-000054,0.19002216218100001
ACH-000055,0.17455233775600001
ACH-000060,0.220567353606
ACH-000067,0.162462634121
ACH-000070,0.13028882964400001
ACH-000075,0.305041696526
ACH-000078,0.20482320696400003
ACH-000082,0.172570750897
ACH-000085,0.36524966073299997
ACH-000086,0.211791221616
ACH-000087,0.491958576518
ACH-000092,0.194550364862
ACH-000095,0.10609119363399999
ACH-000097,0.193144357743
ACH-000098,0.221617665998
ACH-000099,0.012933611845599999
ACH-000108,0.0543044526515
ACH-000113,0.18846081399599998
ACH-000115,0.3103125493
ACH-000116,0.123652863433
ACH-000118,0.14325802053300002
ACH-000120,-0.0107587916196
ACH-000123,0.161013441975
ACH-000127,0.14936355437
ACH-000128,0.22299281901999998
ACH-000132,0.257208325274
ACH-000133,0.18205018689199998
ACH-000137,0.190107862973
ACH-000138,0.214139708416
ACH-000142,0.162782414248
ACH-000143,0.0717041859123
ACH-000146,0.234952842517
ACH-000148,0.108794887107
ACH-000150,0.19013066152
ACH-000152,0.15588729103399998
ACH-000153,0.027212805141400002
ACH-000159,0.15263861048
ACH-000160,0.124790392126
ACH-000163,0.19957926116500002
ACH-000167,-0.0754035781297
ACH-000168,-0.0244112328058
ACH-000169,0.114908366799
ACH-000178,0.22963888598499999
ACH-000182,0.146947594835
ACH-000183,0.14673757325099998
ACH-000188,0.19416116234900002
ACH-000189,0.134820640173
ACH-000190,0.0344423494991
ACH-000198,0.281902920965
ACH-000204,0.155254557018
ACH-000206,0.232224692944
ACH-000207,0.11134999511
ACH-000211,0.11779096265000001
ACH-000215,0.27794395479899997
ACH-000221,0.38803632925
ACH-000222,0.166825868041
ACH-000223,0.0866332072098
ACH-000226,0.11230510738
ACH-000227,-0.068838554745
ACH-000228,0.09490713202289998
ACH-000231,0.22161515743000001
ACH-000232,0.14056403605599999
ACH-000233,0.176901088018
ACH-000234,0.144593704405
ACH-000235,-0.0253106628675
ACH-000237,0.0991505861963
ACH-000238,0.195556795979
ACH-000243,0.137151713101
ACH-000244,-0.125673315309
ACH-000246,0.268287430685
ACH-000248,0.215242651052
ACH-000250,0.11990108105599999
ACH-000251,-0.008330592122189999
ACH-000253,0.306925277981
ACH-000255,0.209445950304
ACH-000256,0.155409400548
ACH-000257,0.0278709621992
ACH-000258,-0.103052217239
ACH-000259,0.06440610493700001
ACH-000260,0.084686368433
ACH-000261,0.22080487401299997
ACH-000262,0.157457736321
ACH-000263,0.351510622791
ACH-000264,0.222487663081
ACH-000265,0.033696631328099996
ACH-000266,0.043668778543400004
ACH-000272,0.116524313393
ACH-000273,0.266247161336
ACH-000274,0.0643818703299
