,RUVBL2 (10856)
ACH-000004,-1.43672944372
ACH-000007,-1.4873372475100002
ACH-000009,-1.70669432074
ACH-000011,-1.7937047685799998
ACH-000012,-1.57393754396
ACH-000013,-1.8805763417099997
ACH-000014,-1.4999983356600002
ACH-000015,-1.63637400041
ACH-000017,-1.6344099074599998
ACH-000018,-1.52392308051
ACH-000019,-1.87456059857
ACH-000021,-1.6617095545899998
ACH-000022,-1.8199831416799999
ACH-000025,-1.5518189080000002
ACH-000028,-1.61252966754
ACH-000030,-1.54162525747
ACH-000035,-1.3445547673500002
ACH-000036,-1.34124212801
ACH-000037,-2.14296981627
ACH-000039,-1.78111143155
ACH-000040,-1.50892984563
ACH-000041,-1.9039552026400002
ACH-000042,-1.662853245
ACH-000045,-1.5963228882299998
ACH-000047,-1.28852675795
ACH-000052,-1.6720691351299999
ACH-000053,-1.65643476604
ACH-000054,-1.34868130618
ACH-000055,-1.4561947847299999
ACH-000060,-1.6124939624099999
ACH-000067,-1.6246601074
ACH-000070,-1.50306367829
ACH-000075,-1.5763360259799999
ACH-000078,-1.9517335362200001
ACH-000082,-1.91472092132
ACH-000085,-1.38887283647
ACH-000086,-1.47646759155
ACH-000087,-1.5810545145100001
ACH-000092,-1.35871689008
ACH-000095,-1.71448896295
ACH-000097,-1.59784454289
ACH-000098,-1.54888125148
ACH-000099,-1.7086077440600003
ACH-000108,-1.65448475113
ACH-000113,-1.4809868966100002
ACH-000115,-1.6051753847
ACH-000116,-1.39330545258
ACH-000118,-1.4581315069499998
ACH-000120,-1.6247679209099999
ACH-000123,-1.64447363276
ACH-000127,-1.62307370779
ACH-000128,-1.57732091926
ACH-000132,-1.29388955393
ACH-000133,-1.50156985552
ACH-000137,-1.45816733749
ACH-000138,-1.27476322589
ACH-000142,-1.6317236543
ACH-000143,-1.45762547771
ACH-000146,-1.85001554936
ACH-000148,-1.56704158032
ACH-000150,-1.3745017564
ACH-000152,-1.32505153183
ACH-000153,-1.72532808551
ACH-000159,-1.4685434857700002
ACH-000160,-1.43739112266
ACH-000163,-1.43627464426
ACH-000167,-1.7255861912200001
ACH-000168,-1.5009916868900002
ACH-000169,-1.5175007544499999
ACH-000178,-1.53067424782
ACH-000182,-1.6271821934000001
ACH-000183,-1.46587784537
ACH-000188,-1.5672895606900001
ACH-000189,-1.36328878852
ACH-000190,-1.1336464263600001
ACH-000198,-1.57412322512
ACH-000204,-1.8872486048599997
ACH-000206,-1.55679178925
ACH-000207,-2.10510621882
ACH-000211,-1.3521064685799997
ACH-000215,-1.46067234591
ACH-000221,-1.50362563213
ACH-000222,-1.62654233826
ACH-000223,-1.5350462111399998
ACH-000226,-1.4555188646200001
ACH-000227,-1.6604042996500001
ACH-000228,-1.5551190386700002
ACH-000231,-1.29589101255
ACH-000232,-1.6039590321500001
ACH-000233,-1.6888569672100002
ACH-000234,-1.4677294364500002
ACH-000235,-1.5668398582299998
ACH-000237,-1.5398487028
ACH-000238,-1.45651084704
ACH-000243,-1.5633747010799999
ACH-000244,-1.4874107012399997
ACH-000246,-1.70885217005
ACH-000248,-1.66118305528
ACH-000250,-1.5468293387
ACH-000251,-1.5406747210299998
ACH-000253,-1.5814648826
ACH-000255,-1.54076068464
ACH-000256,-1.7427289343599999
ACH-000257,-1.8145918588599999
ACH-000258,-1.8802403797799998
ACH-000259,-1.41697071287
ACH-000260,-1.46999585167
ACH-000261,-1.53527328882
ACH-000262,-1.27570298064
ACH-000263,-1.6078572166299998
ACH-000264,-1.51012899958
ACH-000265,-1.58841199893
ACH-000266,-1.57315933903
ACH-000272,-1.5055297678600001
ACH-000273,-1.5322898294799998
ACH-000274,-1.6263997967
ACH-000277,-1.8897844780200002
ACH-000278,-1.64704264185
ACH-000279,-1.7667167610299999
ACH-000280,-1.58759197479
ACH-000281,-2.04075607306
ACH-000288,-1.45194313282
ACH-000291,-1.37571778477
ACH-000293,-1.6756661406
ACH-000294,-2.10953427975
ACH-000295,-1.6173890681799998
ACH-000296,-1.5677119982299998
ACH-000302,-1.9307133668799998
ACH-000304,-1.0693541770200001
ACH-000307,-1.3927327981
ACH-000308,-1.83001833528
ACH-000310,-1.852361445
ACH-000311,-1.24282487579
ACH-000312,-1.58917845431
ACH-000315,-1.32476897231
ACH-000316,-1.6231509305
ACH-000317,-1.29530409565
ACH-000318,-1.67803322465
ACH-000319,-1.44011569079
ACH-000320,-1.55095294891
ACH-000322,-1.6508047231799998
ACH-000323,-1.3001348193200002
ACH-000324,-1.5402322562000001
ACH-000329,-1.56136106557
ACH-000330,-1.39129092389
ACH-000331,-1.40075631583
ACH-000332,-1.5421761242899998
ACH-000334,-1.2720313183299998
ACH-000335,-1.4414716896200002
ACH-000336,-1.84741732251
ACH-000337,-1.7069395139599999
ACH-000339,-1.54165896825
ACH-000341,-1.72301647909
ACH-000348,-1.65682075624
ACH-000350,-1.9982626466099997
ACH-000352,-1.5286427169799999
ACH-000356,-1.3470670085499998
ACH-000361,-1.6520323940600001
ACH-000362,-1.4324106124
ACH-000363,-1.6651273908700002
ACH-000364,-1.7772179504599996
ACH-000365,-1.4910018469400002
ACH-000366,-1.9470310674400002
ACH-000368,-1.65188917032
ACH-000374,-1.4966319287
ACH-000375,-1.2024555725200001
ACH-000376,-1.4509954491
ACH-000381,-1.58072974335
ACH-000383,-2.08565296537
ACH-000387,-1.37440574357
ACH-000389,-1.6318382605500001
ACH-000390,-1.8680740028
ACH-000393,-1.4859492132499998
ACH-000395,-1.35041160833
ACH-000397,-1.48482698376
ACH-000401,-1.65815064395
ACH-000402,-2.0683241824
ACH-000403,-1.66071787254
ACH-000404,-1.4962776274
ACH-000406,-1.5888808655700002
ACH-000407,-1.6979085881600002
ACH-000408,-1.6922082716999998
ACH-000410,-1.3363303986200001
ACH-000411,-1.60019177717
ACH-000414,-1.3640437688999998
ACH-000415,-1.74538278246
ACH-000416,-1.44625886954
ACH-000420,-1.3883227768900002
ACH-000421,-1.53481442854
ACH-000424,-1.42532483155
ACH-000425,-1.14402656363
ACH-000426,-1.1655612290000001
ACH-000427,-1.8523844953200002
ACH-000433,-1.6882843653900002
ACH-000436,-1.74671393683
ACH-000444,-1.48783252911
ACH-000445,-1.1914310104799999
ACH-000448,-1.4559361357799998
ACH-000450,-1.58102008913
ACH-000452,-1.4462201217500001
ACH-000454,-1.5041381824200002
ACH-000458,-1.42968736795
ACH-000459,-1.13449483906
ACH-000460,-1.41938774688
ACH-000461,-1.55004883995
ACH-000463,-1.7347492863099998
ACH-000464,-1.6345265038299999
ACH-000466,-1.6190266431799998
ACH-000467,-1.4231271021399998
ACH-000468,-1.80964570366
ACH-000469,-1.33253052644
ACH-000470,-1.8647952354599997
ACH-000471,-1.50543336025
ACH-000472,-1.7862193039200003
ACH-000473,-1.6009763906099999
ACH-000475,-1.5299633877399998
ACH-000476,-1.3462024478
ACH-000477,-1.6562472883500001
ACH-000480,-1.4112235722
ACH-000481,-1.34944217699
ACH-000483,-1.65487773005
ACH-000484,-1.45139183412
ACH-000485,-1.82728899115
ACH-000486,-1.4077464394299999
ACH-000487,-1.54387577998
ACH-000488,-1.5737773500499999
ACH-000490,-1.32264042869
ACH-000491,-1.88620310629
ACH-000495,-1.23985394554
ACH-000496,-1.56995631002
ACH-000499,-1.7417784977000002
ACH-000500,-1.1309804205299998
ACH-000502,-1.5500158775100001
ACH-000503,-1.57306031162
ACH-000505,-1.89485412872
ACH-000507,-1.5156853293299999
ACH-000510,-1.7484087438999998
ACH-000511,-1.5689344515399999
ACH-000512,-1.27476600513
ACH-000516,-1.49867449058
ACH-000517,-1.5475063567899998
ACH-000518,-1.56955489612
ACH-000520,-1.5532169733599999
ACH-000521,-1.40862402694
ACH-000522,-1.3265396288
ACH-000524,-1.7342164580300001
ACH-000527,-1.5174767753
ACH-000528,-1.39282397041
ACH-000537,-1.61480243046
ACH-000541,-1.73262417982
ACH-000542,-1.55243726326
ACH-000544,-1.5470486180200003
ACH-000545,-1.55179975149
ACH-000547,-1.5277770842200002
ACH-000548,-1.60696716368
ACH-000549,-1.5657449691799998
ACH-000550,-1.6849062367899998
ACH-000552,-1.4660946861500002
ACH-000556,-1.53014227582
ACH-000557,-1.8613735391
ACH-000570,-1.67228304667
ACH-000571,-1.69857723241
ACH-000573,-1.69404468826
ACH-000576,-1.5288380059
ACH-000580,-1.7027599650100003
ACH-000584,-1.67581304269
ACH-000585,-1.58888059217
ACH-000588,-1.4726919117800001
ACH-000589,-1.4941458871899997
ACH-000591,-1.7886892108400003
ACH-000593,-1.6948244600600002
ACH-000600,-1.5307225287200001
ACH-000601,-1.44481152991
ACH-000604,-1.20252807839
ACH-000605,-1.50176004565
ACH-000606,-1.48745182641
ACH-000608,-1.83774689757
ACH-000614,-1.49022119145
ACH-000616,-1.7171570722299998
ACH-000618,-1.36513097658
ACH-000619,-1.4062908238999998
ACH-000620,-1.4459156595500002
ACH-000621,-1.6562419051100001
ACH-000622,-1.8287990586000002
ACH-000623,-1.47227080791
ACH-000624,-1.5535401570200003
ACH-000627,-1.5860154314500001
ACH-000630,-1.3155437673200001
ACH-000632,-1.5941509625299999
ACH-000633,-1.7476668857599997
ACH-000637,-1.4557613271799998
ACH-000638,-1.56614707895
ACH-000646,-1.27184176929
ACH-000647,-1.57778858748
ACH-000648,-1.6485482052
ACH-000649,-1.7600501095099998
ACH-000651,-1.4465666719799999
ACH-000652,-1.70149499236
ACH-000653,-1.69390616725
ACH-000657,-1.6395642931799999
ACH-000658,-1.72926014509
ACH-000661,-1.4591083613799998
ACH-000662,-2.0323758112599997
ACH-000663,-1.56522134659
ACH-000665,-1.3260851547799999
ACH-000671,-1.90492325035
ACH-000673,-1.5928916331
ACH-000676,-1.57989139227
ACH-000677,-1.7304028059799998
ACH-000681,-1.44841078808
ACH-000682,-1.63743441808
ACH-000683,-1.66436927843
ACH-000684,-1.47613538439
ACH-000688,-1.44423200625
ACH-000693,-1.58245253004
ACH-000694,-1.61062780373
ACH-000695,-1.63941679915
ACH-000696,-1.45196714436
ACH-000697,-1.64764173845
ACH-000699,-1.9779221080400002
ACH-000701,-1.41943426007
ACH-000706,-1.55587558414
ACH-000711,-1.33563157494
ACH-000713,-1.55864243196
ACH-000714,-1.48339052137
ACH-000718,-1.48674425873
ACH-000720,-1.73502996854
ACH-000721,-1.4276584848299998
ACH-000724,-2.10402012754
ACH-000725,-1.4031200056
ACH-000732,-1.30252342764
ACH-000734,-1.7232020986400003
ACH-000735,-1.31082646051
ACH-000736,-1.45535831456
ACH-000738,-1.6337388307799998
ACH-000746,-1.60798816633
ACH-000747,-1.39611392213
ACH-000748,-1.48679639291
ACH-000753,-1.7586939237299999
