,GPX8 (493869)
ACH-000004,-0.142118589436
ACH-000007,-0.25483367459
ACH-000009,-0.177183644137
ACH-000011,-0.532030743239
ACH-000012,-0.326493163601
ACH-000013,-0.25546143010899997
ACH-000014,-0.40787233833400005
ACH-000015,-0.324948138267
ACH-000017,-0.19011412346
ACH-000018,-0.139422027346
ACH-000019,-0.573230119685
ACH-000021,-0.36499482703
ACH-000022,-0.271812306838
ACH-000025,-0.151097684446
ACH-000028,-0.41297781684199997
ACH-000030,-0.295279773266
ACH-000035,-0.12727924959
ACH-000036,-0.505059079241
ACH-000037,-0.549236115905
ACH-000039,-0.383324419669
ACH-000040,-0.228066282632
ACH-000041,-0.261662094146
ACH-000042,-0.157654394403
ACH-000045,-0.142858796931
ACH-000047,-0.23498119679
ACH-000052,-0.396402850381
ACH-000053,-0.194904483858
ACH-000054,-0.410543335595
ACH-000055,0.044850112403600005
ACH-000060,-0.2366273314
ACH-000067,-0.208328417685
ACH-000070,-0.0640417807387
ACH-000075,-0.332192277519
ACH-000078,-0.19082968727400001
ACH-000082,-0.308240356622
ACH-000085,-0.316593681319
ACH-000086,-0.21266783617899998
ACH-000087,-0.591526897108
ACH-000092,-0.369526789119
ACH-000095,-0.285292539954
ACH-000097,-0.32331044560899996
ACH-000098,-0.370275974007
ACH-000099,-0.148888245615
ACH-000108,-0.279717849869
ACH-000113,-0.17054861090300003
ACH-000115,-0.269880939057
ACH-000116,-0.33602999154700003
ACH-000118,-0.31757632958
ACH-000120,-0.499159267631
ACH-000123,-0.303993658769
ACH-000127,-0.227882513366
ACH-000128,-0.230308874044
ACH-000132,-0.334621634041
ACH-000133,-0.506675955738
ACH-000137,-0.176342375986
ACH-000138,-0.21419544223099998
ACH-000142,-0.33517742813900003
ACH-000143,-0.212364076505
ACH-000146,0.0141657044318
ACH-000148,-0.296076401349
ACH-000150,-0.412438908873
ACH-000152,-0.24342362281
ACH-000153,-0.424012237179
ACH-000159,-0.308833945298
ACH-000160,-0.010998475784
ACH-000163,-0.552127272782
ACH-000167,-0.08666925076300001
ACH-000168,-0.31219789954300003
ACH-000169,-0.20646613269000003
ACH-000178,-0.240947877565
ACH-000182,-0.20263314960200002
ACH-000183,-0.153008725548
ACH-000188,-0.364736507403
ACH-000189,-0.444835851243
ACH-000190,-0.338529773943
ACH-000198,-0.228129776672
ACH-000204,-0.372852244254
ACH-000206,0.11142523109300001
ACH-000207,0.06818003701019999
ACH-000211,-0.245450959363
ACH-000215,-0.154436827928
ACH-000221,-0.10162264405400001
ACH-000222,-0.449150353303
ACH-000223,-0.160283292339
ACH-000226,-0.366311476656
ACH-000227,-0.240661627739
ACH-000228,-0.22773078702799998
ACH-000231,-0.279229640975
ACH-000232,-0.297846676996
ACH-000233,0.0890624929851
ACH-000234,-0.41195506379
ACH-000235,-0.190870928282
ACH-000237,-0.197157062
ACH-000238,-0.382650626172
ACH-000243,-0.302056007941
ACH-000244,-0.537290128184
ACH-000246,-0.29415762316599997
ACH-000248,-0.08005241310710001
ACH-000250,-0.130932554515
ACH-000251,-0.263111156816
ACH-000253,-0.24454286582100002
ACH-000255,-0.34689535644
ACH-000256,-0.5069597958300001
ACH-000257,-0.463869563029
ACH-000258,-0.0791837098804
ACH-000259,-0.152100440162
ACH-000260,-0.275327234802
ACH-000261,-0.507496038158
ACH-000262,-0.14682061625999998
ACH-000263,-0.254829194128
ACH-000264,-0.259020850197
ACH-000265,-0.183124995502
ACH-000266,-0.295688921205
ACH-000272,-0.329145978728
ACH-000273,-0.381503806944
ACH-000274,-0.498533078037
ACH-000277,-0.38967953879
ACH-000278,-0.320523868665
ACH-000279,-0.392291812187
ACH-000280,-0.383036304876
ACH-000281,0.014085709803599999
ACH-000288,-0.263399778536
ACH-000291,-0.205447247619
ACH-000293,-0.8223329386
ACH-000294,0.151991242918
ACH-000295,-0.384670598647
