,G3BP2 (9908)
ACH-000004,-0.237593571635
ACH-000007,-0.12355733826500001
ACH-000009,-0.0898367825482
ACH-000011,0.09017202495639999
ACH-000012,0.06198545787330001
ACH-000013,-0.045795423722599995
ACH-000014,-0.05758113831140001
ACH-000015,0.12179812827099999
ACH-000017,-0.042024004222099995
ACH-000018,-0.0972642557832
ACH-000019,-0.178776733702
ACH-000021,-0.013210010026200002
ACH-000022,0.0644866373042
ACH-000025,0.188873737572
ACH-000028,-0.0945663046602
ACH-000030,-0.0335395779179
ACH-000035,0.109258373955
ACH-000036,0.154969618913
ACH-000037,0.205988812564
ACH-000039,0.041491767090800005
ACH-000040,0.14553649594499998
ACH-000041,-0.00221842586185
ACH-000042,0.0343247518088
ACH-000045,-0.099461566842
ACH-000047,-0.022297727990299998
ACH-000052,-0.070540646564
ACH-000053,-0.0745331011557
ACH-000054,-0.0384975732331
ACH-000055,0.22903653784400002
ACH-000060,-0.14948379191400002
ACH-000067,-0.215395507862
ACH-000070,-0.10354587328800001
ACH-000075,-0.0914932312402
ACH-000078,0.0894695908687
ACH-000082,0.0338405468184
ACH-000085,0.0164027713871
ACH-000086,0.292200806197
ACH-000087,0.0491391267549
ACH-000092,0.119690839441
ACH-000095,0.262933856613
ACH-000097,-0.0205426359555
ACH-000098,-0.0313748472085
ACH-000099,0.22218125810800002
ACH-000108,0.09954276295769998
ACH-000113,-0.0577559545373
ACH-000115,-0.028927421298199998
ACH-000116,-0.0903794386964
ACH-000118,0.0595895034022
ACH-000120,-0.013588049971700001
ACH-000123,0.12454901673699999
ACH-000127,-0.052181935012999996
ACH-000128,0.11417211651900001
ACH-000132,0.0253290754684
ACH-000133,0.136326876866
ACH-000137,0.154837490754
ACH-000138,0.22947892565000003
ACH-000142,0.098869865634
ACH-000143,-0.07326988252660001
ACH-000146,-0.0843284378623
ACH-000148,0.043565546067000006
ACH-000150,0.158025997384
ACH-000152,0.217091017788
ACH-000153,-0.27076679212099997
ACH-000159,0.0307037161602
ACH-000160,-0.0659354764083
ACH-000163,0.142816604811
ACH-000167,0.29118890379900003
ACH-000168,0.10300313888599999
ACH-000169,0.0046305124008599995
ACH-000178,0.147168034418
ACH-000182,-0.06482727768799999
ACH-000183,-0.134136873327
ACH-000188,0.112191842425
ACH-000189,0.0366119336603
ACH-000190,0.137085575825
ACH-000198,-0.34294791556800003
ACH-000204,-0.40526498894
ACH-000206,-0.132216804248
ACH-000207,-0.173840355308
ACH-000211,-0.10250259812899999
ACH-000215,-0.014819683175299999
ACH-000221,0.163714697016
ACH-000222,-0.0850280326539
ACH-000223,0.00772149766275
ACH-000226,-0.0319923047567
ACH-000227,0.0215007092184
ACH-000228,-0.0828844960716
ACH-000231,-0.047627873530199996
ACH-000232,0.166869468507
ACH-000233,0.0461361970224
ACH-000234,0.0175271119649
ACH-000235,0.18313876211199998
ACH-000237,0.321723337005
ACH-000238,0.178008552233
ACH-000243,0.010675767375
ACH-000244,-0.220041761484
ACH-000246,0.144666562161
ACH-000248,0.0320754576437
ACH-000250,-0.0451674318137
ACH-000251,0.025557519980900004
ACH-000253,-0.009098532717299998
ACH-000255,0.116280996031
ACH-000256,0.0628454104837
ACH-000257,-0.0543771110244
ACH-000258,0.123429413121
ACH-000259,0.176964675676
ACH-000260,0.219212974342
ACH-000261,0.142521136375
ACH-000262,0.122625964802
ACH-000263,-0.372058450215
ACH-000264,0.061452845168500005
ACH-000265,0.046177757650499994
ACH-000266,-0.06960853738860001
ACH-000272,0.10618570264499999
ACH-000273,0.124159701053
ACH-000274,0.140808337319
ACH-000277,-0.353133772135
ACH-000278,0.100572335094
ACH-000279,-0.0919039686215
ACH-000280,-0.0314639204282
ACH-000281,0.313975764407
ACH-000288,0.12991144217800002
ACH-000291,-0.172186222388
ACH-000293,0.13576130792000002
ACH-000294,-0.0217529132302
ACH-000295,-0.117879697489
ACH-000296,0.00709570810465
ACH-000302,-0.04598935110719999
ACH-000304,0.363979724865
ACH-000307,-0.10273699584799999
