,CD5L (922)
ACH-000258,-0.274623285584
ACH-000259,-0.160753613071
ACH-000260,-0.185747748592
ACH-000261,-0.21335474851599998
ACH-000262,-0.000940906881322
ACH-000263,-0.112157364415
ACH-000264,-0.24671950208299998
ACH-000265,-0.240116500865
ACH-000266,-0.0978964783242
ACH-000272,-0.28406868879999997
ACH-000273,-0.201764286499
ACH-000274,0.111033471764
ACH-000277,-0.0875867596009
ACH-000278,-0.181335236756
ACH-000279,-0.18920507457600003
ACH-000280,-0.114432898775
ACH-000281,-0.127627262573
ACH-000288,-0.08289219987680001
ACH-000291,-0.148365397185
ACH-000293,-0.274416981721
ACH-000294,-0.11273094445800001
ACH-000295,-0.19908277828600002
ACH-000296,-0.197107774663
ACH-000302,-0.058344232278199994
ACH-000304,0.0396080569449
ACH-000307,-0.0838475971759
ACH-000308,-0.183324352366
ACH-000310,-0.051686775304300006
ACH-000311,-0.38488362658200004
ACH-000312,-0.0361656592624
ACH-000315,-0.13771559641699999
ACH-000316,-0.08855845974339999
ACH-000317,-0.323558711439
ACH-000318,-0.111834701
ACH-000319,-0.163194923215
ACH-000320,-0.0770936800567
ACH-000322,-0.10362405006400001
ACH-000323,-0.19660810995099998
ACH-000324,-0.023844585012
ACH-000329,-0.024984148111299998
ACH-000330,-0.230545075187
ACH-000331,-0.252360193121
ACH-000332,-0.0809355181535
ACH-000334,0.0647136868989
ACH-000335,-0.122746042699
ACH-000336,-0.34633161452699995
ACH-000337,-0.127893398957
ACH-000339,-0.0161513517621
ACH-000341,-0.0141912389775
ACH-000348,-0.18631613177
ACH-000350,-0.263754626668
ACH-000352,-0.104052276728
ACH-000356,-0.26303008462099997
ACH-000361,-0.165764531055
ACH-000362,-0.120850878399
ACH-000363,-0.161680715146
ACH-000364,0.0672534611264
ACH-000365,-0.13004472618899998
ACH-000366,-0.14525048712400002
ACH-000368,-0.0750800757503
ACH-000374,-0.023161542884100002
ACH-000375,-0.14829072566999998
ACH-000376,-0.17472120636100003
ACH-000381,-0.0662787167727
ACH-000383,-0.232571759212
ACH-000387,-0.117825720797
ACH-000389,-0.176614566188
ACH-000390,-0.039482881303400004
ACH-000393,0.046157559343999996
ACH-000395,-0.05842615994030001
ACH-000397,-0.0276238995475
ACH-000401,-0.21142318261
ACH-000402,-0.0267194717876
ACH-000403,-0.043641931090900005
ACH-000404,-0.287939913948
ACH-000406,-0.150810852126
ACH-000407,-0.17540143883900003
ACH-000408,0.023049218838999998
ACH-000410,-0.42306402154
ACH-000411,-0.0990822628279
ACH-000414,-0.149272652711
ACH-000415,-0.006562275299609999
ACH-000416,-0.21802758365299998
ACH-000420,-0.252675940923
ACH-000421,-0.10721782590399999
ACH-000424,-0.282822315229
ACH-000425,-0.031869162178599995
ACH-000426,-0.524830355933
ACH-000427,-0.0308911110933
ACH-000433,-0.160171130483
ACH-000436,-0.465964670718
ACH-000444,-0.236890040104
ACH-000445,-0.162106008029
ACH-000448,-0.125374548661
ACH-000450,-0.15066661790400002
ACH-000452,-0.057880110249899995
ACH-000454,-0.392534194742
ACH-000458,-0.0670076319393
ACH-000459,0.00344085833839
ACH-000460,-0.07897529468089999
ACH-000461,0.0218228764923
ACH-000463,0.00444587834748
ACH-000464,-0.301457311324
ACH-000466,-0.11593963769200001
ACH-000467,-0.024843407393400005
ACH-000468,-0.194460116444
ACH-000469,-0.05183075279280001
ACH-000470,0.023818412481299997
ACH-000471,-0.0769684784299
ACH-000472,-0.0311040344196
ACH-000473,-0.0708457288059
ACH-000475,-0.128194919268
ACH-000476,-0.18406076589099998
ACH-000477,0.086562203411
ACH-000480,-0.33919080454800005
ACH-000481,-0.11606295363399999
ACH-000483,-0.146895777089
ACH-000484,-0.191121702354
ACH-000485,-0.0017270354193399998
ACH-000486,-0.048430535897000006
ACH-000487,0.008283622450370001
ACH-000488,-0.07816433593500001
ACH-000490,-0.165648755638
ACH-000491,-0.10750154549100001
ACH-000495,-0.22666308439
ACH-000496,-0.102187543565
ACH-000499,-0.0166924611947
ACH-000500,-0.500159580757
ACH-000502,-0.0956145574845
ACH-000503,-0.283452821505
ACH-000505,-0.196504552292
ACH-000507,-0.118621417583
ACH-000510,-0.172582859364
ACH-000511,-0.069543185178
ACH-000512,-0.0690766962625
ACH-000516,-0.171259051468
ACH-000517,-0.08087011181499999
ACH-000518,-0.171711574161
ACH-000520,0.00493777650083
ACH-000521,-0.42320328258900003
ACH-000522,-0.19262667552
ACH-000524,-0.0719378157202
ACH-000527,-0.156812844209
ACH-000528,-0.100559355959
ACH-000537,-0.157459543959
ACH-000541,-0.352488454696
ACH-000542,-0.133092528341
ACH-000544,-0.178344172683
ACH-000545,-0.0308408531922
ACH-000547,-0.08781545880960001
ACH-000548,-0.260407592974
ACH-000549,-0.06909638659310001
ACH-000550,-0.11110317878699999
ACH-000552,-0.13716962931600002
ACH-000556,-0.156438524628
ACH-000557,-0.19401484395
ACH-000570,-0.0269224885379
ACH-000571,0.0359527050382
ACH-000573,-0.225465795617
ACH-000576,-0.160196705405
ACH-000580,-0.433059279012
ACH-000584,-0.14307249274800002
ACH-000585,-0.06763122655159999
ACH-000588,-0.177747060145
ACH-000589,-0.11816111162999998
ACH-000591,0.17825951355300002
ACH-000593,-0.13429103719799998
ACH-000600,-0.201300379392
ACH-000601,-0.153163810167
ACH-000604,-0.126688764564
ACH-000605,-0.209947154943
ACH-000606,-0.15470371409000003
ACH-000608,-0.0543337595745
ACH-000614,-0.246515742997
ACH-000616,-0.175645168065
ACH-000618,-0.20072259565099998
ACH-000619,-0.0727360041459
ACH-000620,-0.127435636711
ACH-000621,-0.00506010458691
ACH-000622,-0.0736111402916
ACH-000623,-0.0367349965081
ACH-000624,-0.0952091063848
ACH-000627,-0.178960039714
ACH-000630,-0.176950141322
ACH-000632,-0.0589728742956
ACH-000633,-0.23110368537300002
ACH-000637,0.0680039133484
ACH-000638,-0.18030313829
ACH-000646,-0.230645440116
ACH-000647,-0.412078956992
ACH-000648,-0.0865514686888
ACH-000649,-0.086002080486
ACH-000651,-0.145712142846
ACH-000652,-0.14358879478199998
ACH-000653,-0.0586531239131
ACH-000657,-0.17730523704300002
ACH-000658,-0.38272916409999996
ACH-000661,-0.028980571282200003
ACH-000662,-0.273489638849
ACH-000663,-0.16060213442500001
ACH-000665,-0.148530082994
ACH-000671,-0.13361317359799998
ACH-000673,-0.105603616356
ACH-000676,-0.168533034905
ACH-000677,-0.215076772153
ACH-000681,-0.142036834822
ACH-000682,-0.22280843112399998
ACH-000683,-0.5192504055780001
ACH-000684,-0.245721645805
ACH-000688,-0.015626748081
ACH-000693,-0.163436364597
ACH-000694,-0.0237990241169
ACH-000695,0.136778633362
ACH-000696,-0.160964807602
ACH-000697,-0.33754045356299994
ACH-000699,-0.125379268132
ACH-000701,-0.179693656382
ACH-000706,0.0125150660871
ACH-000711,-0.113811747753
ACH-000713,-0.325028811427
ACH-000714,-0.451555468167
ACH-000718,0.004123421192389999
ACH-000720,-0.10898200337200001
ACH-000721,-0.176723407596
ACH-000724,-0.0848206923813
ACH-000725,-0.288152650172
ACH-000732,-0.172500730035
ACH-000734,-0.124852999734
ACH-000735,-0.11107944812699999
ACH-000736,-0.16625345133400002
ACH-000738,-0.21136263413800002
ACH-000746,-0.117335680865
ACH-000747,-0.229441001807
ACH-000748,-0.21940669695099999
ACH-000753,-0.25165677027600003
ACH-000756,-0.146686364613
ACH-000757,-0.182655616384
ACH-000758,-0.19696545969300003
ACH-000760,-0.16955632230300002
ACH-000763,-0.18703249744199998
ACH-000764,-0.233893935542
ACH-000765,-0.156630852106
ACH-000766,-0.0531518582038
ACH-000767,-0.21189220740200002
ACH-000768,-0.232906614242
ACH-000769,-0.0764029621977
ACH-000770,-0.167925487253
ACH-000771,-0.0952968580288
ACH-000773,0.0343715596155
ACH-000776,-0.00428651293831
ACH-000777,-0.179546762736
ACH-000778,-0.023468286873900002
ACH-000781,-0.187008023894
ACH-000782,-0.09843712910560001
ACH-000783,-0.101927436931
ACH-000784,-0.0790153488379
ACH-000785,-0.19945705608699998
ACH-000787,-0.15248930256100002
ACH-000788,-0.222254050402
ACH-000791,-0.23604833398800001
ACH-000792,-0.284523593174
ACH-000794,0.091418723843
ACH-000796,0.0122110839291
ACH-000799,-0.118192783504
ACH-000800,-0.256493712313
ACH-000802,-0.158535059809
ACH-000804,-0.0595649449049
ACH-000805,-0.128245598233
ACH-000809,-0.302299600683
ACH-000810,0.156700990312
ACH-000811,-0.110455539931
ACH-000817,-0.11881341742200001
ACH-000819,-0.195322011111
ACH-000820,-0.281351923862
ACH-000821,0.040717889967
ACH-000822,-0.183574990314
ACH-000823,-0.168120272264
ACH-000824,-0.287157803247
ACH-000827,-0.19623153317000003
ACH-000829,0.000858132072285
ACH-000831,-0.0004917935530199999
ACH-000832,-0.22352485683499998
ACH-000833,-0.280195204706
ACH-000834,-0.166823146796
ACH-000835,-0.166650418808
ACH-000836,-0.124031270744
ACH-000837,-0.131498612885
ACH-000838,-0.363807061687
ACH-000839,0.0631095999221
ACH-000840,-0.251228806662
ACH-000841,-0.171392915927
ACH-000843,-0.169734030713
ACH-000846,-0.196756735035
ACH-000847,-0.115900386447
ACH-000848,-0.22070903144
ACH-000849,-0.0222016144847
ACH-000851,-0.18066827592999998
ACH-000855,-0.41113909318400005
ACH-000856,-0.0955726754919
ACH-000858,-0.173130317086
ACH-000859,-0.11697404197599999
ACH-000861,-0.142906732891
ACH-000862,-0.0931820506958
ACH-000865,-0.199690453062
ACH-000866,-0.10317668194900001
ACH-000867,-0.110608315996
ACH-000869,-0.314948778142
ACH-000872,-0.037762091428199994
ACH-000873,-0.213387758283
ACH-000876,-0.176449110094
ACH-000878,-0.1342144217
ACH-000880,-0.139237677943
ACH-000881,-0.186480361644
ACH-000882,-0.113798448653
ACH-000884,-0.23344139204300002
ACH-000885,-0.0995841654068
ACH-000887,-0.15000241505
ACH-000888,-0.204317429857
ACH-000889,-0.25101609021
ACH-000890,-0.115099835888
ACH-000896,-0.28709540808600004
ACH-000898,-0.011966252027
ACH-000900,-0.164856587884
ACH-000901,-0.106634419166
ACH-000905,-0.177272674128
ACH-000906,-0.115719624726
ACH-000907,0.022859933582200002
ACH-000910,-0.12980060912
ACH-000911,-0.000557183910998
ACH-000912,-0.20242505876800002
ACH-000913,-0.22843173919100002
ACH-000915,0.00667377723962
ACH-000916,-0.299043214058
ACH-000917,-0.0995127783193
ACH-000921,-0.20807907980700002
ACH-000924,-0.272752745194
ACH-000926,-0.16383861438
ACH-000928,-0.0876479268399
ACH-000929,-0.125112282546
ACH-000932,-0.20143127585499998
ACH-000935,-0.0609674078017
ACH-000936,-0.18807124034000003
ACH-000937,-0.136765373816
ACH-000938,-0.204448954338
ACH-000939,-0.136218851567
ACH-000941,-0.26104571008099997
ACH-000943,-0.178773009126
ACH-000946,-0.06163776279659999
ACH-000947,-0.281673711815
ACH-000948,-0.152796566646
ACH-000950,-0.120441137523
ACH-000953,-0.153202933037
ACH-000957,0.034486169176300006
ACH-000958,-0.22133208441100002
ACH-000960,-0.0883119358147
ACH-000963,-0.147778372179
ACH-000968,-0.36257591889799995
ACH-000969,-0.13661160737800002
ACH-000973,-0.185334568484
ACH-000974,-0.37739351589299996
ACH-000975,-0.20968338500300002
ACH-000976,-0.101377640233
ACH-000978,-0.6905946656309999
ACH-000980,-0.20288053681600002
ACH-000984,-0.315106541034
ACH-000986,-0.156287980473
ACH-000988,-0.170004768167
ACH-000993,-0.07456427830660001
ACH-000994,-0.0390102227164
ACH-000996,-0.203273919431
ACH-001001,-0.151840495645
ACH-001020,-0.019556000744099997
ACH-001028,-0.127072569189
ACH-001031,-0.120460409159
ACH-001038,-0.163300820747
ACH-001048,-0.12051590997400001
ACH-001050,-0.0782793324154
ACH-001053,-0.0304685965997
ACH-001054,-0.28712871339400003
ACH-001061,-0.105680474958
ACH-001067,0.009925111580450001
ACH-001075,-0.184173504979
ACH-001096,-0.151713287354
ACH-001128,0.0472659290572
ACH-001134,-0.05433991208459999
ACH-001151,-0.165315784061
ACH-001163,-0.362145496034
ACH-001164,-0.16865765408
ACH-001173,-0.0930252939428
ACH-001183,0.124277303442
ACH-001184,-0.26737498676
ACH-001190,-0.0643916769631
ACH-001192,-0.361474843406
ACH-001193,-0.40804746481700005
ACH-001196,-0.259176863123
ACH-001197,-0.106718073939
ACH-001205,-0.05434115161590001
ACH-001211,-0.0955367694472
ACH-001212,-0.27946923240800003
ACH-001228,-0.243679561733
ACH-001232,-0.113829882159
ACH-001239,-0.20689314598
ACH-001274,-0.0335127845559
ACH-001275,-0.16810376641600003
ACH-001277,-0.371684907186
ACH-001278,-0.0826028970185
ACH-001280,0.142395371222
ACH-001283,-0.15958218617699998
ACH-001289,-0.315584520832
ACH-001295,-0.141786857126
ACH-001300,0.00758874457221
ACH-001301,-0.127770161848
ACH-001302,0.0975590038316
ACH-001303,-0.160642275615
ACH-001306,-0.202625850016
ACH-001318,-0.31192865700399997
ACH-001322,-0.24002712631499998
ACH-001328,0.015742880344700002
ACH-001332,-0.17431722144
ACH-001333,-0.136445901545
ACH-001336,-0.153315809057
ACH-001340,-0.128359759801
ACH-001346,-0.07410151463499999
ACH-001353,-0.205788316603
ACH-001354,-0.23054361573399998
ACH-001367,-0.09563067118210002
ACH-001368,-0.198632214765
ACH-001374,0.14604906808499998
ACH-001375,-0.06468185989900001
ACH-001377,-0.160532386798
ACH-001380,-0.168626447953
ACH-001391,-0.0968094959007
ACH-001407,-0.133606227629
ACH-001408,-0.189813183118
ACH-001413,0.085126306685
ACH-001430,-0.11589412006300001
ACH-001431,-0.261433138504
ACH-001450,-0.0745517779626
ACH-001496,-0.027498932231400004
ACH-001500,-0.0820409341755
ACH-001521,0.196459995073
ACH-001523,-0.103462821724
ACH-001532,-0.159581305719
ACH-001536,-0.04171312786319999
ACH-001550,-0.015367704223200001
ACH-001552,-0.117330627771
ACH-001554,-0.174399896257
ACH-001645,-0.24704337876999996
ACH-001654,-0.10596812456499999
ACH-001715,-0.015071742558200001
ACH-001735,-0.131843202128
ACH-001736,-0.112241981051
ACH-001737,0.254078757812
ACH-001740,-0.0204232501013
ACH-001745,-0.00022196531144999998
ACH-001750,-0.109318789042
ACH-001765,-0.264083323459
ACH-001956,-0.135494057
ACH-001957,-0.206660988116
