,CXXC1 (30827)
ACH-000004,-0.581894389917
ACH-000007,-0.691721473161
ACH-000009,-0.6400110688539999
ACH-000011,-0.42681358463299995
ACH-000012,-0.5282032683560001
ACH-000013,-0.523355331927
ACH-000014,-0.6489180554739999
ACH-000015,-0.702270982327
ACH-000017,-0.49308846061899997
ACH-000018,-0.6842943950560001
ACH-000019,-0.538403635079
ACH-000021,-0.348265516642
ACH-000022,-0.217261918822
ACH-000025,-0.8147806362309999
ACH-000028,-0.407615242269
ACH-000030,-0.744976394067
ACH-000035,-0.477398270441
ACH-000036,-0.45638403858000004
ACH-000037,-0.708730163328
ACH-000039,-0.536644554207
ACH-000040,-0.609867164821
ACH-000041,-0.8355137742829999
ACH-000042,-0.9143516281849999
ACH-000045,-0.6084803507559999
ACH-000047,-0.7135075054889999
ACH-000052,-0.844944473004
ACH-000053,-0.27024343561299996
ACH-000054,-0.7054195164129999
ACH-000055,-0.5993240376250001
ACH-000060,-0.42196239859800005
ACH-000067,-0.638451896681
ACH-000070,-0.564738376073
ACH-000075,-0.380121910186
ACH-000078,-0.370723747085
ACH-000082,-0.7058891505830001
ACH-000085,-0.973712430971
ACH-000086,-0.49827025251699997
ACH-000087,-0.697616126839
ACH-000092,-0.164946924414
ACH-000095,-0.5592441318320001
ACH-000097,-0.48129545260300005
ACH-000098,-0.880380550558
ACH-000099,-0.339107480098
ACH-000108,-0.582886282778
ACH-000113,-0.708085957878
ACH-000115,-0.718229725396
ACH-000116,-0.529736810063
ACH-000118,-0.6713192951170001
ACH-000120,-0.8097473720049999
ACH-000123,-0.41086402059199995
ACH-000127,-0.50987555997
ACH-000128,-0.438123509113
ACH-000132,-0.760801198377
ACH-000133,-0.459918044071
ACH-000137,-0.784668120831
ACH-000138,-0.293649615566
ACH-000142,-0.662095239076
ACH-000143,-0.432680038886
ACH-000146,-0.555964658834
ACH-000148,-0.529127765402
ACH-000150,-0.510549939688
ACH-000152,-0.24952883828000003
ACH-000153,-0.547356098683
ACH-000159,-0.563546330974
ACH-000160,-0.326420550749
ACH-000163,-0.30844108607500004
ACH-000167,0.0815534421274
ACH-000168,-0.555330092334
ACH-000169,-0.358593012571
ACH-000178,-0.583874604178
ACH-000182,-0.627278100723
ACH-000183,-0.621921242952
ACH-000188,-0.576716616769
ACH-000189,-0.372740729246
ACH-000190,-0.11194394270199999
ACH-000198,-0.580137480611
ACH-000204,-0.448879501492
ACH-000206,-0.45707781631300004
ACH-000207,-1.03421228847
ACH-000211,-0.529765508322
ACH-000215,-0.31052076502500003
ACH-000221,-0.9724268401620001
ACH-000222,-0.903657198713
ACH-000223,-0.8421812803100001
ACH-000226,-0.429491240215
ACH-000227,-0.883956358092
ACH-000228,-0.924031286851
ACH-000231,-0.388618899604
ACH-000232,-0.688412535124
ACH-000233,-0.513615260129
ACH-000234,-0.36172705400399996
ACH-000235,-0.6125229910509999
ACH-000237,-0.571329485422
ACH-000238,-0.644849395686
ACH-000243,-0.7023614817080001
ACH-000244,-0.044549280646800006
ACH-000246,0.17964368955600002
ACH-000248,-0.49039255088399997
ACH-000250,-0.585291988477
ACH-000251,-0.446993086798
ACH-000253,-0.194978674357
ACH-000255,-0.713015382059
ACH-000256,-0.588001447377
ACH-000257,-0.394548189468
ACH-000258,-0.86496296901
ACH-000259,-0.6643177963369999
ACH-000260,-0.608267796104
ACH-000261,-0.7442285585100001
ACH-000262,-0.679732202625
ACH-000263,-0.776789507822
ACH-000264,-0.591617185779
ACH-000265,-0.670599494003
ACH-000266,-0.728276801655
ACH-000272,-0.364309366915
ACH-000273,-0.685036980563
ACH-000274,-0.738611797732
ACH-000277,-0.507269383649
ACH-000278,-0.28706031556
ACH-000279,-0.516242103503
ACH-000280,-0.45510728664800004
