,SF3A3 (10946)
ACH-000004,-1.20142682193
ACH-000007,-1.26096163764
ACH-000009,-1.98411698218
ACH-000011,-1.5584097708700002
ACH-000012,-1.4818997986700002
ACH-000013,-1.5548027416499999
ACH-000014,-1.38778738627
ACH-000015,-1.03798368403
ACH-000017,-1.8716990481400002
ACH-000018,-1.35766076194
ACH-000019,-1.6005601275299999
ACH-000021,-1.19322872398
ACH-000022,-1.7106662562600001
ACH-000025,-1.27435869446
ACH-000028,-1.4015668067700002
ACH-000030,-1.35694485639
ACH-000035,-1.3670067480099999
ACH-000036,-1.24772069078
ACH-000037,-1.7388959292099997
ACH-000039,-1.40341532341
ACH-000040,-1.20453745365
ACH-000041,-1.5015908148100001
ACH-000042,-1.20109255867
ACH-000045,-1.32836686469
ACH-000047,-1.43375919852
ACH-000052,-1.10797391588
ACH-000053,-1.36129913575
ACH-000054,-1.10602471974
ACH-000055,-1.48318966883
ACH-000060,-1.2838392041600002
ACH-000067,-0.917328671847
ACH-000070,-1.2992559482100001
ACH-000075,-1.05573471339
ACH-000078,-0.994981234902
ACH-000082,-1.1880585069299998
ACH-000085,-1.10654848673
ACH-000086,-0.91886691543
ACH-000087,-0.9580625004760001
ACH-000092,-1.22501701911
ACH-000095,-1.2618147175399999
ACH-000097,-1.5088645350999998
ACH-000098,-1.0894109694299998
ACH-000099,-1.42400952489
ACH-000108,-1.15184717289
ACH-000113,-1.40973168375
ACH-000115,-2.12671832316
ACH-000116,-0.94090071887
ACH-000118,-1.40742961444
ACH-000120,-1.43472645854
ACH-000123,-1.52064121657
ACH-000127,-1.52984612213
ACH-000128,-1.05934573867
ACH-000132,-1.3134899179200001
ACH-000133,-1.30867387317
ACH-000137,-1.045977875
ACH-000138,-1.31484991271
ACH-000142,-1.17317048979
ACH-000143,-1.41234857183
ACH-000146,-1.54460942004
ACH-000148,-1.17031266
ACH-000150,-1.4528237031
ACH-000152,-1.24219467051
ACH-000153,-1.22322124513
ACH-000159,-1.08456193984
ACH-000160,-1.4910804467200003
ACH-000163,-1.4372775671899998
ACH-000167,-1.6387076511
ACH-000168,-1.25988874969
ACH-000169,-1.213350421
ACH-000178,-1.12625968504
ACH-000182,-1.15338615771
ACH-000183,-1.30694198185
ACH-000188,-1.2807518784
ACH-000189,-0.79124184731
ACH-000190,-1.06643951795
ACH-000198,-1.34723435028
ACH-000204,-1.1515196731100001
ACH-000206,-1.3451250446899998
ACH-000207,-1.09903917075
ACH-000211,-1.02897071641
ACH-000215,-0.961260388494
ACH-000221,-0.826590071712
ACH-000222,-1.4730386917700002
ACH-000223,-1.5395222633599999
ACH-000226,-1.1896725433700002
ACH-000227,-1.7859751964500001
ACH-000228,-1.26711804621
ACH-000231,-1.06660352955
ACH-000232,-1.3986945086700002
ACH-000233,-1.25648380769
ACH-000234,-1.23177213276
ACH-000235,-1.29652666466
ACH-000237,-1.25216532886
ACH-000238,-1.42491340822
ACH-000243,-1.4268658693
ACH-000244,-1.09569939991
ACH-000246,-1.24057279665
ACH-000248,-1.08551094103
ACH-000250,-1.0342378411700002
ACH-000251,-0.965228467253
ACH-000253,-1.21993854173
ACH-000255,-1.11271116221
ACH-000256,-0.902318803767
ACH-000257,-1.3940164699200002
ACH-000258,-1.5417741887399998
ACH-000259,-1.4344156684600002
ACH-000260,-1.33959735065
