,UCKL1 (54963)
ACH-000004,-0.10330030672599999
ACH-000007,-0.020949559171
ACH-000009,-0.125584509609
ACH-000011,-0.0357248465504
ACH-000012,0.052726966886599995
ACH-000013,-0.026884221129900004
ACH-000014,-0.162140747615
ACH-000015,-0.0225944869057
ACH-000017,-0.221585260948
ACH-000018,-0.08552927927489999
ACH-000019,-0.460181913098
ACH-000021,0.00884446962022
ACH-000022,-0.194114022891
ACH-000025,0.0196999913157
ACH-000028,-0.102561397234
ACH-000030,-0.046891527208
ACH-000035,-0.152044040527
ACH-000036,-0.130898620964
ACH-000037,0.066817039863
ACH-000039,0.0667116057155
ACH-000040,-0.11779928545999999
ACH-000041,-0.159520658558
ACH-000042,-0.317105470429
ACH-000045,-0.0419390852292
ACH-000047,-0.220168498972
ACH-000052,0.09320937431080001
ACH-000053,0.023542863140000002
ACH-000054,-0.042541696598100004
ACH-000055,-0.306829170458
ACH-000060,-0.13562049573899998
ACH-000067,-0.023785864205900002
ACH-000070,-0.0120869450487
ACH-000075,0.00289891202293
ACH-000078,-0.335501786778
ACH-000082,-0.020506721218000002
ACH-000085,-0.126904159098
ACH-000086,-0.0682815168101
ACH-000087,-0.141003151349
ACH-000092,0.03498711046919999
ACH-000095,-0.18114287406
ACH-000097,-0.0643436687025
ACH-000098,-0.0910210095417
ACH-000099,-0.07167249671260001
ACH-000108,-0.133440195817
ACH-000113,-0.230358352639
ACH-000115,-0.0975169938064
ACH-000116,-0.18708341735300002
ACH-000118,-0.0815729151588
ACH-000120,-0.0032420506427
ACH-000123,-0.09747258717360001
ACH-000127,0.029597300825099995
ACH-000128,-0.0919532263825
ACH-000132,-0.0552163549008
ACH-000133,0.029199336031299997
ACH-000137,0.007776606297770001
ACH-000138,-0.049803052674900004
ACH-000142,0.029357217078800003
ACH-000143,-0.16135732466299998
ACH-000146,-0.04114907444219999
ACH-000148,-0.0869552066024
ACH-000150,-0.11214135857999999
ACH-000152,-0.187266134511
ACH-000153,0.127366513194
ACH-000159,-0.059754130003000006
ACH-000160,0.0942444143974
ACH-000163,0.0341284671894
ACH-000167,0.06556688363839999
ACH-000168,-0.03516316412
ACH-000169,-0.22413276431499998
ACH-000178,-0.11554001995100001
ACH-000182,0.13860609462200002
ACH-000183,-0.177021040683
ACH-000188,0.07575747044339999
ACH-000189,-0.171720138603
ACH-000190,0.104103346388
ACH-000198,-0.00639629674836
ACH-000204,-0.0894983989329
ACH-000206,-0.0157274735876
ACH-000207,0.106297508061
ACH-000211,-0.06097918157480001
ACH-000215,-0.06147096673119999
ACH-000221,-0.181901530372
ACH-000222,0.023187311771999997
ACH-000223,-0.0299084665961
ACH-000226,0.132639616634
ACH-000227,-0.113814866635
ACH-000228,-0.08433037228330001
ACH-000231,-0.07504896696619999
ACH-000232,-0.0809750276119
ACH-000233,-0.0508828039621
ACH-000234,-0.12348733741599999
ACH-000235,-0.192672592944
ACH-000237,0.14555961092800002
ACH-000238,-0.11331165299200001
ACH-000243,0.0521015175446
ACH-000244,0.0379950894805
ACH-000246,-0.0357766912026
ACH-000248,-0.16888428847800002
ACH-000250,-0.10074222778400001
ACH-000251,0.11899996387
ACH-000253,-0.040619757743599993
ACH-000255,-0.0567051452446
ACH-000256,-0.315341716891
ACH-000257,-0.0272113518402
ACH-000258,0.0379784227503
ACH-000259,-0.125466864461
ACH-000260,-0.08357387944839999
ACH-000261,-0.118533527277
ACH-000262,-0.310463055685
ACH-000263,0.032301892073499996
ACH-000264,-0.019614580849799997
ACH-000265,-0.021471531189
ACH-000266,-0.10682669502900001
ACH-000272,-0.0559557798079
ACH-000273,-0.0849198431416
ACH-000274,-0.052199984116
ACH-000277,-0.47583991223899996
