,HPCAL1 (3241)
ACH-000004,-0.0854964170768
ACH-000007,-0.0118773022418
ACH-000009,-0.0506899898986
ACH-000011,-0.061579413628699994
ACH-000012,-0.0170155128031
ACH-000013,-0.0422621227941
ACH-000014,0.304807741564
ACH-000015,-0.058551350488
ACH-000017,-0.101538518635
ACH-000018,-0.00362370601049
ACH-000019,0.054582918600500005
ACH-000021,-0.039176801291800005
ACH-000022,-0.0275525767916
ACH-000025,0.036409359932800006
ACH-000028,0.0517076458197
ACH-000030,-0.0393211461535
ACH-000035,-0.005316263369890001
ACH-000036,0.0234869732007
ACH-000037,-0.185793040044
ACH-000039,-0.193928874865
ACH-000040,-0.0815199654404
ACH-000041,-0.045179607684899994
ACH-000042,-0.209553776103
ACH-000045,-0.044561652681400006
ACH-000047,0.0102994682716
ACH-000052,0.07151008861560001
ACH-000053,-0.100249994341
ACH-000054,-0.0012561334181
ACH-000055,-0.11584886591700001
ACH-000060,-0.0510193510905
ACH-000067,-0.128056666358
ACH-000070,0.059002745713
ACH-000075,-0.298867769784
ACH-000078,-0.105260940833
ACH-000082,0.034574741567300005
ACH-000085,0.0512064908811
ACH-000086,-0.09986239749610001
ACH-000087,-0.051665482728000006
ACH-000092,-0.29265906892
ACH-000095,-0.0855923054708
ACH-000097,0.101112530035
ACH-000098,-0.066837875832
ACH-000099,-0.21474807092099998
ACH-000108,-0.254524299656
ACH-000113,0.05607854737890001
ACH-000115,-0.181902658957
ACH-000116,-0.14793079487299998
ACH-000118,-0.0475082953522
ACH-000120,-0.156725576196
ACH-000123,-0.137008175511
ACH-000127,-0.0798154063439
ACH-000128,-0.167030437121
ACH-000132,0.000764285083142
ACH-000133,-0.10915808662000001
ACH-000137,0.0752802275002
ACH-000138,0.0911908984948
ACH-000142,-0.201962748396
ACH-000143,-0.0065778867969599995
ACH-000146,-0.136315927477
ACH-000148,0.00744606351248
ACH-000150,-0.258598379873
ACH-000152,-0.08725629419730001
ACH-000153,0.000489867521538
ACH-000159,-0.08684374564339999
ACH-000160,0.0354149262368
