,ASAH2B (653308)
ACH-000190,-0.299504955447
ACH-000198,-0.0643637750119
ACH-000204,-0.424267983634
ACH-000206,-0.22304992850699998
ACH-000207,-0.039630227404400004
ACH-000211,-0.215861339545
ACH-000215,-0.14794889303
ACH-000221,-0.0313816596134
ACH-000222,-0.244224818903
ACH-000223,-0.156139610446
ACH-000226,-0.182452907795
ACH-000227,-0.058821635206000006
ACH-000228,-0.300216816442
ACH-000231,-0.111047812716
ACH-000232,-0.17459477362599998
ACH-000233,-0.09490501889389999
ACH-000234,-0.0716289437271
ACH-000235,-0.210159455719
ACH-000237,-0.10964801267100001
ACH-000238,-0.167162039775
ACH-000243,-0.20276091574400001
ACH-000244,-0.304479093107
ACH-000246,-0.220865084186
ACH-000248,-0.156082507365
ACH-000250,-0.163341670505
ACH-000251,-0.315621442465
ACH-000253,-0.0629839257871
ACH-000255,-0.280524915251
ACH-000256,-0.150792440363
ACH-000257,-0.28552604225699996
ACH-000258,-0.220052066349
ACH-000259,-0.0196163552802
ACH-000260,-0.223483816181
ACH-000261,-0.211091317864
ACH-000262,-0.250078336694
ACH-000263,-0.441468387509
ACH-000264,-0.15790782397800002
ACH-000265,-0.102001086928
ACH-000266,-0.18223047204300002
ACH-000272,-0.158059774552
ACH-000273,-0.144904563201
ACH-000274,-0.097156042607
ACH-000277,-0.270699864263
ACH-000278,-0.0380373224259
ACH-000279,-0.298789756961
ACH-000280,-0.146060201249
ACH-000281,-0.08283170530730001
ACH-000288,-0.131369113653
ACH-000291,-0.152532414781
ACH-000293,-0.41157208571599996
ACH-000294,-0.37687528073700005
ACH-000295,-0.136493848833
ACH-000296,-0.07814041293150001
ACH-000302,-0.119283994661
ACH-000304,-0.227454420075
ACH-000307,-0.10204966427500001
ACH-000308,-0.151491640327
ACH-000310,-0.11386311112299999
ACH-000311,-0.26295849137899996
ACH-000312,-0.187466294003
ACH-000315,-0.20110570276599998
ACH-000316,-0.274487858852
ACH-000317,-0.0198460432519
ACH-000318,-0.118090572805
ACH-000319,-0.362385272843
ACH-000320,-0.369557214964
ACH-000322,-0.317441106641
ACH-000323,-0.254906756425
ACH-000324,-0.290814201384
ACH-000329,-0.149115364631
ACH-000330,-0.21525401589200002
ACH-000331,-0.23513183621199998
ACH-000332,-0.133882962791
ACH-000334,-0.2987072018
ACH-000335,-0.34565131308200003
ACH-000336,-0.44122545325
ACH-000337,-0.41732019675899995
ACH-000339,-0.10279621345699999
ACH-000341,-0.282724092034
ACH-000348,-0.250030798098
ACH-000350,-0.0910140237232
ACH-000352,-0.12546741092299998
ACH-000356,-0.19830803507599998
ACH-000361,-0.271058927307
ACH-000362,-0.14121161377
ACH-000363,-0.300511781312
ACH-000364,-0.0866438444353
ACH-000365,-0.191643400543
ACH-000366,-0.108975961628
ACH-000368,-0.11955013144400001
ACH-000374,-0.209367969398
ACH-000375,-0.0505990013139
ACH-000376,-0.14674815392
ACH-000381,-0.09723955751869999
ACH-000383,-0.182457740093
ACH-000387,0.0114616411199
ACH-000389,-0.037839627284800004
ACH-000390,-0.306664372197
ACH-000393,-0.196917868976
ACH-000395,-0.13291902373
ACH-000397,-0.153622759489
ACH-000401,-0.0941168479576
ACH-000402,-0.0968481824323
ACH-000403,-0.252004910305
ACH-000404,0.0493113869707
ACH-000406,-0.322596463283
ACH-000407,-0.0932641612349
ACH-000408,-0.013640736536799999
ACH-000410,-0.199680016191
ACH-000411,-0.21784905367899998
ACH-000414,-0.164997820793
ACH-000415,-0.14676835898600002
ACH-000416,-0.128241238638
ACH-000420,-0.404282259944
ACH-000421,-0.0116727907914
ACH-000424,-0.396408130172
ACH-000425,-0.0727096841864
ACH-000426,-0.103463786126
ACH-000427,-0.271112354459
ACH-000433,-0.00584778427231
ACH-000436,-0.225622202341
ACH-000444,0.0103586218451
ACH-000445,-0.123720217171
ACH-000448,-0.126989847913
ACH-000450,-0.17295785527199997
ACH-000452,-0.28274109046
ACH-000454,-0.292026095862
ACH-000458,-0.21305400433899999
ACH-000459,0.22523015536
ACH-000460,0.0042649692836
ACH-000461,-0.271641095601
ACH-000463,-0.173025925791
ACH-000464,-0.386157237752
ACH-000466,0.0365096991857
ACH-000467,-0.177812746769
ACH-000468,-0.250933470587
ACH-000469,-0.114299208868
ACH-000470,0.0634392709715
ACH-000471,-0.10175933329
ACH-000472,-0.257506534761
ACH-000473,-0.035829237077900006
ACH-000475,-0.16157421679700001
ACH-000476,-0.0153489503923
ACH-000477,-0.0666124944577
ACH-000480,-0.257159833574
ACH-000481,-0.352259391315
ACH-000483,-0.15510891019
ACH-000484,-0.2465360304
ACH-000485,0.00755138872626
ACH-000486,-0.08728024108719999
ACH-000487,-0.0303516567243
ACH-000488,-0.140254935433
ACH-000490,-0.206190130726
ACH-000491,-0.22927667349300002
ACH-000495,-0.44866230005
ACH-000496,-0.27406583396
ACH-000499,-0.07060400869589999
ACH-000500,0.241284962251
ACH-000502,-0.23878094759100002
ACH-000503,-0.46690477888099996
ACH-000505,-0.217716780087
ACH-000507,-0.13501205329000002
ACH-000510,-0.118251712501
ACH-000511,-0.415286478486
ACH-000512,-0.610816200683
ACH-000516,-0.10075402431
ACH-000517,-0.103531393522
ACH-000518,-0.062991817164
ACH-000520,-0.039812083303400005
ACH-000521,0.0255041415394
ACH-000522,-0.041901634905
ACH-000524,-0.124781053256
ACH-000527,-0.0992709592195
ACH-000528,-0.10113492869999999
ACH-000537,-0.183356489674
ACH-000541,-0.39318759786799995
ACH-000542,-0.0451896558276
ACH-000544,-0.08945386799869999
ACH-000545,-0.20058929672000003
ACH-000547,0.189572689408
ACH-000548,-0.283868938972
ACH-000549,-0.169790458981
ACH-000550,-0.241826371294
ACH-000552,-0.22312060718199997
ACH-000556,-0.140753375948
ACH-000557,-0.136671176347
ACH-000570,-0.275547662167
ACH-000571,-0.236140434195
ACH-000573,-0.354826274409
ACH-000576,-0.137088830235
ACH-000580,-0.191649569071
ACH-000584,-0.044950987876000006
ACH-000585,-0.14409185224999999
ACH-000588,-0.333018619347
ACH-000589,-0.17250802224800002
ACH-000591,-0.195374741591
ACH-000593,-0.0673959203451
ACH-000600,-0.229390120267
ACH-000601,-0.0442536368372
ACH-000604,-0.372010603659
ACH-000605,-0.204060033921
ACH-000606,-0.263715757788
ACH-000608,-0.10395056130699999
ACH-000614,-0.08933316638739999
ACH-000616,-0.029775995592400004
ACH-000618,-0.180218526402
ACH-000619,-0.022593448552200003
ACH-000620,-0.12223087861300001
ACH-000621,-0.216917766498
ACH-000622,-0.22384398153299997
ACH-000623,-0.0843614990499
ACH-000624,-0.107353877812
ACH-000627,-0.16658523722000002
ACH-000630,-0.13425243370200002
ACH-000632,-0.199017189375
ACH-000633,-0.24446576380899998
ACH-000637,-0.0327607593915
ACH-000638,-0.042049559360100006
ACH-000646,-0.06821219536539999
ACH-000647,-0.11390295587000002
ACH-000648,-0.295156093596
ACH-000649,-0.15175847369999998
ACH-000651,-0.178282765865
ACH-000652,-0.152043003545
ACH-000653,-0.325307842096
ACH-000657,-0.19543538297600002
ACH-000658,-0.133824566742
ACH-000661,-0.366155957438
ACH-000662,-0.125633628595
ACH-000663,-0.137834071011
ACH-000665,-0.116976844938
ACH-000671,-0.168761897844
ACH-000673,-0.158034656688
ACH-000676,-0.231922722617
ACH-000677,-0.15317459842
ACH-000681,-0.31138090405
ACH-000682,-0.317034431132
ACH-000683,-0.205394469143
ACH-000684,-0.171465578565
ACH-000688,-0.0703250077362
ACH-000693,-0.184797831566
ACH-000694,-0.191278234963
ACH-000695,-0.108077999082
ACH-000696,-0.14983502777000002
ACH-000697,-0.24462403703299998
ACH-000699,-0.17234506019600002
ACH-000701,-0.159237691465
ACH-000706,-0.110449563868
ACH-000711,-0.21027391864999997
ACH-000713,-0.232809102062
ACH-000714,-0.20237146225699998
ACH-000718,-0.256146183526
ACH-000720,0.030221299331000002
ACH-000721,-0.159767809066
ACH-000724,0.163015459729
ACH-000725,-0.038903953224999996
ACH-000732,-0.257602177943
ACH-000734,-0.22574005174000003
ACH-000735,-0.0696326207633
ACH-000736,-0.37164068233
ACH-000738,-0.194402045269
ACH-000746,-0.0701691879413
ACH-000747,-0.124124516999
ACH-000748,-0.107500746781
ACH-000753,-0.0471625471868
ACH-000756,-0.0860995708029
ACH-000757,-0.34273633821800004
ACH-000758,-0.17923480908599998
ACH-000760,-0.0555285056351
ACH-000763,-0.207976221665
ACH-000764,-0.240585773913
ACH-000765,-0.201005405902
ACH-000766,-0.239138817588
ACH-000767,-0.302432464133
ACH-000768,-0.11397960377800001
ACH-000769,-0.08421465846889999
ACH-000770,-0.23518747277899998
ACH-000771,-0.057260763371500004
ACH-000773,-0.245886042409
ACH-000776,-0.21032897313700002
ACH-000777,-0.19832551403299997
ACH-000778,-0.10053451213600001
ACH-000781,-0.16380085976
ACH-000782,-0.259018928097
ACH-000783,-0.228841667071
ACH-000784,-0.0817509392467
ACH-000785,-0.403645566722
ACH-000787,-0.134123528263
ACH-000788,-0.171752044215
ACH-000791,-0.249270329291
ACH-000792,-0.0659248929769
ACH-000794,-0.399745989466
ACH-000796,-0.0518859166198
ACH-000799,-0.219740640802
ACH-000800,-0.31546548042399997
ACH-000802,-0.176361932092
ACH-000804,-0.0160503540106
ACH-000805,0.00395690132972
ACH-000809,-0.35621644518299994
ACH-000810,-0.192887931509
ACH-000811,-0.1295939628
ACH-000817,-0.05475930351009999
ACH-000819,-0.0809885806227
ACH-000820,0.08318246687260002
ACH-000821,-0.180537615589
ACH-000822,-0.142684799965
ACH-000823,-0.0880105080353
ACH-000824,-0.25731944457199996
ACH-000827,-0.111782454865
ACH-000829,-0.0420407807936
ACH-000831,-0.303393405017
ACH-000832,-0.23339597876600002
ACH-000833,-0.257914947782
ACH-000834,-0.217563334014
ACH-000835,-0.18051035172899998
ACH-000836,-0.46786194232600004
ACH-000837,-0.152717718826
ACH-000838,-0.46986090116400003
ACH-000839,-0.12585037986300002
ACH-000840,-0.0390692767713
ACH-000841,-0.179134408682
ACH-000843,0.0830950456351
ACH-000846,-0.059345441376199994
ACH-000847,-0.147436747391
ACH-000848,-0.181793535592
ACH-000849,-0.361979676923
ACH-000851,-0.19187173811
ACH-000855,-0.212802701721
ACH-000856,0.048262195707
ACH-000858,-0.292153460988
ACH-000859,-0.0324168946937
ACH-000861,-0.11005636904999999
ACH-000862,-0.289061387482
ACH-000865,-0.105191580212
ACH-000866,-0.118242065606
ACH-000867,-0.15761386854599999
ACH-000869,-0.08870297687090001
ACH-000872,0.135030358958
ACH-000873,-0.316502047016
ACH-000876,-0.18986730724800002
ACH-000878,-0.39991663592200005
ACH-000880,-0.216109275698
ACH-000881,-0.129388446975
ACH-000882,-0.270068076728
ACH-000884,-0.203137674496
ACH-000885,-0.129401413897
ACH-000887,-0.11540373103700001
ACH-000888,-0.30513645737100004
ACH-000889,-0.254876236569
ACH-000890,-0.253341282584
ACH-000896,-0.233073485973
ACH-000898,-0.06084282432
ACH-000900,-0.274750144165
ACH-000901,-0.096278800537
ACH-000905,-0.194788878145
ACH-000906,-0.0417356671301
ACH-000907,-0.303158005757
ACH-000910,-0.153149731787
ACH-000911,-0.22641560897500002
ACH-000912,-0.112873848785
ACH-000913,-0.10293224431
ACH-000915,-0.0939747576619
ACH-000916,-0.05985720411780001
ACH-000917,0.0366866172599
ACH-000921,-0.13722474159000003
ACH-000924,-0.155364712272
ACH-000926,-0.250631689107
ACH-000928,-0.0820865319544
ACH-000929,-0.0445403530061
ACH-000932,-0.142342970145
ACH-000935,-0.138098795062
ACH-000936,-0.117067261564
ACH-000937,-0.109827368314
ACH-000938,-0.136207784235
ACH-000939,-0.007749324665569999
ACH-000941,-0.24922463133499997
ACH-000943,-0.0970130267053
ACH-000946,-0.235551006556
ACH-000947,-0.217375352826
ACH-000948,-0.17561583679
ACH-000950,-0.09839115978610001
ACH-000953,-0.015146335924500001
ACH-000957,-0.030570480666999997
ACH-000958,-0.44030267743
ACH-000960,-0.07802709701610001
ACH-000963,-0.28846620186099997
ACH-000968,-0.09706045238669998
ACH-000969,-0.0412612259422
ACH-000973,-0.20321822119600003
ACH-000974,-0.0110904307791
ACH-000975,-0.127702567651
ACH-000976,-0.0012983208065399999
ACH-000978,-0.52894343558
ACH-000980,-0.156495407861
ACH-000984,-0.28105661071800003
ACH-000986,-0.208808115423
ACH-000988,-0.179814026489
ACH-000993,-0.0081924616016
ACH-000994,-0.0971044727901
ACH-000996,-0.0082597217507
ACH-001001,-0.21838638950999997
ACH-001020,-0.313514008023
ACH-001028,-0.145599123937
ACH-001031,-0.103494702225
ACH-001038,-0.08593772548910002
ACH-001048,-0.156005000547
ACH-001050,0.0812911036989
ACH-001053,-0.327873820428
ACH-001054,0.0222985107065
ACH-001061,-0.176116455355
ACH-001067,0.35780097257
ACH-001075,-0.30623735099
ACH-001096,-0.0162041026872
ACH-001128,-0.274476674627
ACH-001134,-0.024998964800999997
ACH-001151,-0.172640691142
ACH-001163,-0.214299408057
ACH-001164,-0.0274664732503
ACH-001173,-0.151960948998
ACH-001183,-0.156197705908
ACH-001184,0.0871359552651
ACH-001190,-0.250584163555
ACH-001192,-0.08459082661699999
ACH-001193,-0.507288759915
ACH-001196,-0.394911003559
ACH-001197,-0.13361689074000002
ACH-001205,0.0115931769443
ACH-001211,-0.238702652858
ACH-001212,-0.08518518742219999
ACH-001228,-0.0296709870081
ACH-001232,0.00285345426692
ACH-001239,-0.12860650642000002
ACH-001274,-0.224803361067
ACH-001275,-0.143629793531
ACH-001277,-0.489676521912
ACH-001278,-0.13668931691199998
ACH-001280,0.030025511695
ACH-001283,-0.115964714131
ACH-001289,0.0663359727281
ACH-001295,-0.0951341992323
ACH-001300,-0.116948406614
ACH-001301,-0.0213757650827
ACH-001302,0.017844287926700002
ACH-001303,0.0026533933766900004
ACH-001306,-0.126947646888
ACH-001318,-0.19735717164500002
ACH-001322,-0.237780350588
ACH-001328,-0.23432184170200002
ACH-001332,0.041561012646800004
ACH-001333,-0.0540843348984
ACH-001336,-0.138127785098
ACH-001340,-0.034759137234900005
ACH-001346,0.016402629745
ACH-001353,-0.227854251543
ACH-001354,-0.143347079428
ACH-001367,-0.0634019710601
ACH-001368,-0.11445784252699999
ACH-001374,0.023025001908299998
ACH-001375,-0.214684579792
ACH-001377,-0.141126084865
ACH-001380,-0.15443469428
ACH-001391,-0.316777768202
ACH-001407,-0.182948995739
ACH-001408,0.033121353901
ACH-001413,-0.0990331917847
ACH-001430,0.08476926499230002
ACH-001431,0.18847235572299997
ACH-001450,-0.24617807143599998
ACH-001496,-0.13883160268300002
ACH-001500,-0.079704242295
ACH-001521,-0.29975842623300003
ACH-001523,-0.0266897985084
ACH-001532,-0.046756054239800005
ACH-001536,-0.040768317281400006
ACH-001550,-0.273669652986
ACH-001552,-0.228120371254
ACH-001554,-0.130921888693
ACH-001645,0.0261790422284
ACH-001654,0.047597950716399995
ACH-001715,-0.242909661591
ACH-001735,-0.166402753364
ACH-001736,-0.150999253108
ACH-001737,-0.185169681096
ACH-001740,-0.210839258428
ACH-001745,-0.027110206196300002
ACH-001750,-0.0594334509692
ACH-001765,-0.10439491237500001
ACH-001956,-0.33178434618299996
ACH-001957,-0.42033726745800004
