,SF3A2 (8175)
ACH-000004,-1.5359087858000002
ACH-000007,-1.66979078769
ACH-000009,-1.91935095846
ACH-000011,-1.27931712765
ACH-000012,-1.6259403252700002
ACH-000013,-1.8791896530599999
ACH-000014,-1.58339997361
ACH-000015,-1.61199801968
ACH-000017,-1.65997342185
ACH-000018,-1.4285710545299999
ACH-000019,-1.64743238563
ACH-000021,-1.72940474597
ACH-000022,-1.7924314411000002
ACH-000025,-1.44398099889
ACH-000028,-1.5998893432299999
ACH-000030,-1.56579977754
ACH-000035,-1.57003246787
ACH-000036,-1.384840626
ACH-000037,-1.77582763405
ACH-000039,-1.5409756661200003
ACH-000040,-1.26629433088
ACH-000041,-1.79458554667
ACH-000042,-1.5662677445700002
ACH-000045,-1.42562838613
ACH-000047,-1.6485125915099998
ACH-000052,-1.29245729036
ACH-000053,-1.52992118711
ACH-000054,-1.20298240734
ACH-000055,-1.66758555098
ACH-000060,-1.57760889137
ACH-000067,-1.43588991025
ACH-000070,-1.61487059018
ACH-000075,-1.37380745704
ACH-000078,-1.67745208942
ACH-000082,-1.4980055318
ACH-000085,-1.48245365917
ACH-000086,-1.4139169365200002
ACH-000087,-1.3646387216
ACH-000092,-1.2654114438200001
ACH-000095,-1.5262654408399998
ACH-000097,-1.6421538426499998
ACH-000098,-1.51959486345
ACH-000099,-1.87394330355
ACH-000108,-1.43935079581
ACH-000113,-1.50727150382
ACH-000115,-2.89697940411
ACH-000116,-1.5767893987900001
ACH-000118,-1.30195144394
ACH-000120,-1.3846514088600002
ACH-000123,-1.49385318738
ACH-000127,-1.84577904906
ACH-000128,-1.7410480323500002
ACH-000132,-1.39326492651
ACH-000133,-1.51562726472
ACH-000137,-1.32525050807
ACH-000138,-1.7138084993599998
ACH-000142,-1.6647773061000002
ACH-000143,-1.62015177116
ACH-000146,-1.61520495241
ACH-000148,-1.34028150189
ACH-000150,-1.6167050102
ACH-000152,-1.2617632003200001
ACH-000153,-1.43537337147
ACH-000159,-1.5510435185
ACH-000160,-1.5209361892
ACH-000163,-1.29900384172
ACH-000167,-1.65613316541
ACH-000168,-1.5309528323700001
ACH-000169,-1.35461456162
ACH-000178,-1.46042289271
