,MEF2D (4209)
ACH-000335,-0.163026022126
ACH-000336,-1.11819839453
ACH-000337,-0.28350149949299996
ACH-000339,-0.060404793783599996
ACH-000341,-0.156915065727
ACH-000348,0.00746181335786
ACH-000350,-0.279990646144
ACH-000352,-0.011577669632200001
ACH-000356,-0.030012858636
ACH-000361,-0.209795914633
ACH-000362,-0.9946100325139999
ACH-000363,0.029687859093
ACH-000364,0.0063372542351
ACH-000365,-0.0318828884901
ACH-000366,-0.138056477826
ACH-000368,0.008932803430450002
ACH-000374,0.035044440251500004
ACH-000375,-0.473782224613
ACH-000376,-0.224082635168
ACH-000381,-0.19540562697900002
ACH-000383,-0.264548313292
ACH-000387,0.0324370940062
ACH-000389,0.170353998447
ACH-000390,-0.277079493379
ACH-000393,-0.06953375724489999
ACH-000395,0.103285833136
ACH-000397,0.072394138188
ACH-000401,-0.12597557148
ACH-000402,0.169496821424
ACH-000403,-0.23283471811
ACH-000404,-0.287540798714
ACH-000406,-0.153962390529
ACH-000407,-0.109476763824
ACH-000408,-0.154922895173
ACH-000410,-0.0724913802746
ACH-000411,-0.08772717208799999
ACH-000414,-0.122965308739
ACH-000415,-0.142671317028
ACH-000416,-0.10489838071900001
ACH-000420,-0.25169528546799996
ACH-000421,-0.0494431276136
ACH-000424,-0.141708759534
ACH-000425,-0.266948555235
ACH-000426,-0.170368623151
ACH-000427,-0.12550354782700002
ACH-000433,-0.374927085941
ACH-000436,0.014791982400700001
ACH-000444,-0.139113977823
ACH-000445,-0.213396099807
ACH-000448,-0.365340304469
ACH-000450,-0.0407938294047
ACH-000452,-0.0538114122621
ACH-000454,-0.294532949563
ACH-000458,-0.0117032879682
ACH-000459,-0.0845856247882
ACH-000460,-0.014946998001000002
ACH-000461,-0.105428956964
ACH-000463,-0.236147719889
ACH-000464,-0.29972081855599997
ACH-000466,-0.192771110933
ACH-000467,-0.387013105591
ACH-000468,-0.102119942524
ACH-000469,0.125230899349
ACH-000470,-0.0668315254287
ACH-000471,-0.142418806404
ACH-000472,-0.0855587741933
ACH-000473,-0.160656775003
ACH-000475,-0.130957490796
ACH-000476,0.0813873776843
ACH-000477,-0.329375713167
ACH-000480,-0.0926124698738
ACH-000481,-0.28196440715
ACH-000483,-0.143735309136
ACH-000484,-0.10324510330299999
ACH-000485,0.0101250832009
ACH-000486,-0.147815489479
ACH-000487,0.033611921030200005
ACH-000488,-0.132656130396
ACH-000490,-0.136346785631
ACH-000491,-0.0323309518359
ACH-000495,-0.315384768956
ACH-000496,-0.049646326717800005
ACH-000499,-0.0460224222265
ACH-000500,-0.055774685540300004
ACH-000502,-0.27448881292800004
ACH-000503,-0.40765327950900004
ACH-000505,-0.49647026633100005
ACH-000507,0.0499228507391
ACH-000510,-0.118653254455
ACH-000511,-0.125816458918
ACH-000512,-0.501296268895
ACH-000516,-0.10972460835999999
ACH-000517,-0.174586299651
ACH-000518,-0.0237691445182
ACH-000520,-0.16167371080499998
ACH-000521,-0.338441575334
ACH-000522,-0.242656467294
ACH-000524,-0.11209442798800001
ACH-000527,-0.09677334608449999
ACH-000528,-0.124628605582
ACH-000537,0.130494669264
ACH-000541,-0.369597946227
ACH-000542,-0.0700654378678
ACH-000544,-0.297776736568
ACH-000545,-0.06887261596439999
ACH-000547,-0.130691300428
ACH-000548,0.130254686665
ACH-000549,-0.0523107182063
ACH-000550,-0.23197144255399998
ACH-000552,-0.0348593671729
ACH-000556,-0.133772574962
ACH-000557,-0.116085299098
ACH-000570,-0.028939673892700003
ACH-000571,-0.163390534141
ACH-000573,-0.0847520478277
ACH-000576,-0.100246939869
ACH-000580,-0.382946671681
ACH-000584,-0.12221621852
ACH-000585,-0.103320880709
ACH-000588,-0.116462959137
ACH-000589,-0.126279888161
ACH-000591,0.23252511335200002
ACH-000593,-0.189364947788
ACH-000600,-0.319472489471
ACH-000601,-0.212797881888
ACH-000604,-0.15878268525699998
ACH-000605,-0.0963889790312
ACH-000606,-0.183773267263
ACH-000608,-0.353749325641
ACH-000614,-0.157897415639
ACH-000616,-0.19095781011399998
ACH-000618,0.012278254821200001
ACH-000619,-0.20211466662799998
ACH-000620,-0.00577921863474
ACH-000621,-0.051984476670199994
ACH-000622,-0.152993733944
ACH-000623,-0.0577008108698
ACH-000624,0.0241085195488
ACH-000627,-0.113057049721
ACH-000630,-0.0973037450203
ACH-000632,0.112195187447
ACH-000633,-0.0989240289875
ACH-000637,0.0789472365899
ACH-000638,-0.0791374817946
ACH-000646,0.12479732201400001
ACH-000647,-0.248356436915
ACH-000648,-0.22838744590100002
ACH-000649,-0.142729567646
ACH-000651,-0.0464311013715
ACH-000652,0.009280549880629999
ACH-000653,-0.24440033151999999
ACH-000657,-0.0964843076234
ACH-000658,0.0558404818899
ACH-000661,0.039971381577
ACH-000662,0.0627979774031
ACH-000663,-0.201744182657
ACH-000665,-0.0910971533481
ACH-000671,-0.0972272783413
ACH-000673,-0.225091904973
ACH-000676,-0.23903785216200002
ACH-000677,-0.321824220517
ACH-000681,-0.412940137029
ACH-000682,-0.13853659051
ACH-000683,-0.46489304620399996
ACH-000684,-0.23157958940499998
ACH-000688,-0.00968843588743
ACH-000693,-0.057286504358099996
ACH-000694,-0.12794230381
ACH-000695,0.08941258383819999
ACH-000696,0.0485490334169
ACH-000697,-0.214355342221
ACH-000699,-0.00984610080727
ACH-000701,-0.099412856157
ACH-000706,-0.220224361497
ACH-000711,-0.08481670297499999
ACH-000713,-0.0506158245921
ACH-000714,-0.6819597071960001
ACH-000718,-0.265445931954
ACH-000720,0.0489064890379
ACH-000721,-0.14857258677100002
ACH-000724,0.0749611546062
ACH-000725,-0.328284581915
ACH-000732,-0.12493466780500001
ACH-000734,-0.149238311042
ACH-000735,-0.0985923350463
ACH-000736,0.00377254903353
ACH-000738,-0.0295348016268
ACH-000746,-0.0243728283556
ACH-000747,-0.045975930734
ACH-000748,-0.129367578763
ACH-000753,-0.249419654234
ACH-000756,0.027113978868200002
ACH-000757,0.0279870707329
ACH-000758,-0.12280804049499999
ACH-000760,0.0266962960433
ACH-000763,-0.332017313847
ACH-000764,-0.0767967775593
ACH-000765,-0.20745320638
ACH-000766,-0.152918603371
ACH-000767,0.0622465028979
ACH-000768,-0.129881986052
ACH-000769,-0.11245033233400001
ACH-000770,-0.27336122885
ACH-000771,-0.096989723928
ACH-000773,-0.0599533428005
ACH-000776,0.0911519635334
ACH-000777,-0.255725523911
ACH-000778,-0.09923140791789999
ACH-000781,-0.204770336994
ACH-000782,0.0536867612875
ACH-000783,-0.0830427549666
ACH-000784,-0.206837113614
ACH-000785,-0.43308139324199996
ACH-000787,-0.17562166865899997
ACH-000788,-0.0734998685894
ACH-000791,-0.243802439505
ACH-000792,0.0219551535566
ACH-000794,-0.109778211733
ACH-000796,-0.209415936881
ACH-000799,-0.276310847829
ACH-000800,-0.185355213963
ACH-000802,-0.11269347307199999
ACH-000804,-0.617686312764
ACH-000805,-0.630426348717
ACH-000809,-0.0426525267172
ACH-000810,0.130095375384
ACH-000811,-0.12119850472799999
ACH-000817,-0.619680039884
ACH-000819,-0.0392221218243
ACH-000820,-0.0310120953217
ACH-000821,-0.535488537615
ACH-000822,-0.356093271237
ACH-000823,0.09617404133379999
ACH-000824,-0.034849445898800006
ACH-000827,-0.13552155644400002
ACH-000829,-0.235414811481
ACH-000831,0.06558621720430001
ACH-000832,0.0714171219348
ACH-000833,0.0953594808158
ACH-000834,-0.119894942009
ACH-000835,-0.11791966470000001
ACH-000836,-0.13771953166099998
ACH-000837,-0.112261058433
ACH-000838,-0.249440285775
ACH-000839,-0.023832015227
ACH-000840,-0.317000541567
ACH-000841,-0.164523787095
ACH-000843,-0.214310949159
ACH-000846,-0.269431266916
ACH-000847,-0.0566734164905
ACH-000848,-0.110680808112
ACH-000849,-0.257836539437
ACH-000851,0.00385755490258
ACH-000855,0.0643703370851
ACH-000856,-0.288874025369
ACH-000858,-0.10238123221
ACH-000859,0.0635369899061
ACH-000861,-0.276625154318
ACH-000862,-0.06129628076430001
ACH-000865,-0.057171721506300004
ACH-000866,-0.08408560645169999
ACH-000867,-0.401209481873
ACH-000869,-0.078802599269
ACH-000872,-0.0456192031461
ACH-000873,-0.0587366657129
ACH-000876,-0.159208284448
ACH-000878,0.0840110866124
ACH-000880,-0.557653882519
ACH-000881,0.050340017266300004
ACH-000882,0.128707131985
ACH-000884,-0.067361845755
ACH-000885,-0.245496785314
ACH-000887,-0.209963768775
ACH-000888,-0.06574578748189999
ACH-000889,-0.270121747673
ACH-000890,0.0110391880327
ACH-000896,-0.0473916543506
ACH-000898,-0.203701599087
ACH-000900,-0.503893072168
ACH-000901,-0.263262832953
ACH-000905,-0.222806671593
ACH-000906,-0.041267225447999996
ACH-000907,-0.185020630099
ACH-000910,-0.120719616001
ACH-000911,-0.12659771207
ACH-000912,-0.07433987547389999
ACH-000913,-0.113235889019
ACH-000915,-0.00910702114353
ACH-000916,-0.405463588702
ACH-000917,-0.07212937154089999
ACH-000921,-0.153319976992
ACH-000924,-0.23100533273600002
ACH-000926,-0.0298126758732
ACH-000928,-0.039674613832199994
ACH-000929,-0.424014231898
ACH-000932,0.0294210709315
ACH-000935,-0.198856901915
ACH-000936,-0.4465009267
ACH-000937,-0.0694219082239
ACH-000938,-0.440387028148
ACH-000939,-0.13412410955700002
ACH-000941,-0.233896071266
ACH-000943,0.0233192817313
ACH-000946,-0.08586891367100001
ACH-000947,0.144722068496
ACH-000948,-0.547551681275
ACH-000950,-0.162446958045
ACH-000953,-0.0476407712928
ACH-000957,0.14042734470899998
ACH-000958,0.0598340140417
ACH-000960,-0.20043141915399998
ACH-000963,-0.121098720054
ACH-000968,-0.0453129416986
ACH-000969,0.0834285429326
ACH-000973,-0.009566069498639999
ACH-000974,-0.157576501295
ACH-000975,-0.05787967363009999
ACH-000976,-0.136019876568
ACH-000978,0.561176740745
ACH-000980,-0.077587551083
ACH-000984,-0.34368446333
ACH-000986,-0.0354578814232
ACH-000988,-0.215052497502
ACH-000993,-0.154950356808
ACH-000994,0.0176610087184
ACH-000996,-0.16532755382
ACH-001001,-0.09430732339220001
ACH-001020,-0.0785852930168
ACH-001028,-0.113459134579
ACH-001031,-0.253789824173
ACH-001038,-0.0628691095963
ACH-001048,-0.0928803951802
ACH-001050,-0.0350036158219
ACH-001053,-0.0315364777902
ACH-001054,0.0338056055417
ACH-001061,-0.0987266725031
ACH-001067,0.13264154553
ACH-001075,-0.113615236897
ACH-001096,-0.0321461442715
ACH-001128,-0.696272827266
ACH-001134,0.060716114265
ACH-001151,-0.170805232861
ACH-001163,-0.337260077715
ACH-001164,-0.311885995112
ACH-001173,0.0253284324568
ACH-001183,-0.09758199604800001
ACH-001184,-0.078159828101
ACH-001190,-0.271818167434
ACH-001192,-0.24768999235199998
ACH-001193,-0.109606580741
ACH-001196,-0.084664826675
ACH-001197,-0.0730127066579
ACH-001205,0.062503465615
ACH-001211,0.10599106635399999
ACH-001212,-0.121397679087
ACH-001228,-0.227819447989
ACH-001232,-0.103152970537
ACH-001239,-0.0557512669783
ACH-001274,-0.0759971050499
ACH-001275,-0.06965772321710001
ACH-001277,-0.0489363953054
ACH-001278,-0.0113045001568
ACH-001280,-0.349664069467
ACH-001283,0.00909714175792
ACH-001289,-0.040792634344300006
ACH-001295,0.00930782567741
ACH-001300,0.0441949547654
ACH-001301,-0.17124242351799998
ACH-001302,0.027464039737299998
ACH-001303,-0.17472671092599998
ACH-001306,-0.22257704008
ACH-001318,-0.0295308071091
ACH-001322,0.12730107180800002
ACH-001328,-0.167616034533
ACH-001332,0.09352947841600001
ACH-001333,-0.09686755107010002
ACH-001336,-0.0592885992457
ACH-001340,-0.022880281836799996
ACH-001346,-0.055502099192699994
ACH-001353,-0.084733442642
ACH-001354,-0.009201305786469998
ACH-001367,0.09958236101880001
ACH-001368,-0.18457957348
ACH-001374,-0.166846299363
ACH-001375,-0.296535439631
ACH-001377,-0.109536862579
ACH-001380,0.021085788509999998
ACH-001391,-0.010956986892500001
ACH-001407,-0.0523025132866
ACH-001408,-0.11955993422599999
ACH-001413,-0.12382566775800001
ACH-001430,-0.16893406813099998
ACH-001431,0.09795143402460002
ACH-001450,-0.10177722674300001
ACH-001496,-0.0948158237117
ACH-001500,-0.191295578687
ACH-001521,-0.10448523985
ACH-001523,-0.111194280947
ACH-001532,-0.0770696086192
ACH-001536,-0.23830341123000004
ACH-001550,-0.010306583922
ACH-001552,0.188308799934
ACH-001554,-0.148804236669
ACH-001645,-0.006320054181620001
ACH-001654,-0.337486299401
ACH-001715,0.130897295631
ACH-001735,-0.088360198323
ACH-001736,-0.0822394918991
ACH-001737,0.0342690508774
ACH-001740,-0.0389904907838
ACH-001745,-0.0132749760067
ACH-001750,-0.16068842952600002
ACH-001765,-0.132682557601
ACH-001956,-0.19714597162300002
ACH-001957,-0.0892931837703
