,PTPRA (5786)
ACH-000004,0.0754238077313
ACH-000007,-0.11280375326
ACH-000009,-0.0023144759720700003
ACH-000011,0.0486127114066
ACH-000012,0.15237410583
ACH-000013,0.0124669948755
ACH-000014,-0.119152295236
ACH-000015,0.404790405728
ACH-000017,0.103189592827
ACH-000018,0.05829346196830001
ACH-000019,0.206836837482
ACH-000021,0.167514263376
ACH-000022,0.154837768426
ACH-000025,0.23754594346000002
ACH-000028,0.0637205490995
ACH-000030,0.0738205745271
ACH-000035,0.07034874301369999
ACH-000036,0.16878866974
ACH-000037,0.24042430677299997
ACH-000039,0.17861492040399998
ACH-000040,0.08699267464299999
ACH-000041,0.173327580851
ACH-000042,0.14262296188100002
ACH-000045,-0.071443268851
ACH-000047,0.10060265391699999
ACH-000052,-0.0412884330062
ACH-000053,0.131856425085
ACH-000054,0.141584074504
ACH-000055,0.366725589781
ACH-000060,0.34675795224399997
ACH-000067,0.0626531803124
ACH-000070,0.0582720161874
ACH-000075,0.35059502459200004
ACH-000078,-0.0136284818428
ACH-000082,0.285663020376
ACH-000085,-0.128236936911
ACH-000086,0.21318671160900002
ACH-000087,0.0113442902655
ACH-000092,0.0830846989381
ACH-000095,0.1032953725
ACH-000097,0.058060957028700004
ACH-000098,0.176118428197
ACH-000099,0.032593060959799997
ACH-000108,0.0471881698001
ACH-000113,0.16332752058299999
ACH-000115,-0.0136540963588
ACH-000116,0.180226680678
ACH-000118,0.035180376116499996
ACH-000120,0.22857267948100002
ACH-000123,0.19474195565699998
ACH-000127,0.030319456290599997
ACH-000128,0.170759928927
ACH-000132,0.112707348401
ACH-000133,0.06380080793269999
ACH-000137,0.289966806209
ACH-000138,0.0971887793444
ACH-000142,0.22957941083
ACH-000143,0.08348772017020001
ACH-000146,0.0997111810667
ACH-000148,0.0114877345233
ACH-000150,-0.0683040893331
ACH-000152,0.164671581234
ACH-000153,0.0976161971215
ACH-000159,0.0868054510924
ACH-000160,-0.08128341247330001
ACH-000163,0.37249024118699997
ACH-000167,-0.00968660401248
ACH-000168,0.05150771963769999
ACH-000169,-0.0914589986993
ACH-000178,0.199179179346
ACH-000182,0.09056337315749999
ACH-000183,0.17832940174000003
ACH-000188,0.220771887222
ACH-000189,0.114977943249
ACH-000190,0.0212233325907
ACH-000198,-0.514378436468
ACH-000204,0.173570187349
ACH-000206,-0.0470260135889
ACH-000207,0.360768220814
ACH-000211,0.00570795873211
ACH-000215,0.147313563383
ACH-000221,0.145209797853
ACH-000222,0.0157230510187
ACH-000223,0.014782150624700001
ACH-000226,0.222588314074
ACH-000227,0.0384910839907
ACH-000228,0.109607124057
ACH-000231,0.040785995255699994
ACH-000232,-0.11025718825
ACH-000233,-0.113112156564
ACH-000234,0.022496560013999998
ACH-000235,0.0807526822399
ACH-000237,0.235952085875
ACH-000238,0.0112456768015
ACH-000243,-0.149715294068
ACH-000244,-0.141768514625
ACH-000246,-0.0185587361886
ACH-000248,0.155246293555
ACH-000250,0.11484341594
ACH-000251,-0.162164096585
ACH-000253,0.129691345751
ACH-000255,0.08231830079800001
ACH-000256,0.129976117434
ACH-000257,0.0324406707392
ACH-000258,0.2251021534
ACH-000259,0.1098371676
ACH-000260,-0.0240215093774
ACH-000261,0.0128838752622
ACH-000262,0.24565507388099997
ACH-000263,-0.174139636832
ACH-000264,0.0712522319746
ACH-000265,-0.0913373111232
ACH-000266,0.25034174976999995
ACH-000272,0.0692031229282
ACH-000273,0.0854270177214
ACH-000274,-0.131120591191
ACH-000277,0.144900619798
ACH-000278,0.10546823009199999
ACH-000279,0.047142958049
ACH-000280,0.18309230145
ACH-000281,-0.0859474090927
ACH-000288,-0.0402543910964
ACH-000291,0.0238669166839
ACH-000293,-0.145909647893
ACH-000294,-0.135724335346
ACH-000295,-0.0336323504814
ACH-000296,0.110068725075
ACH-000302,0.33420433030900004
ACH-000304,0.222679695439
ACH-000307,0.0997422415447
ACH-000308,0.059758393476999995
ACH-000310,-0.0254380110858
ACH-000311,0.201468550191
ACH-000312,0.215160071615
ACH-000315,0.1415952743
ACH-000316,0.168431124966
ACH-000317,0.0653977585384
ACH-000318,0.07861804507060001
ACH-000319,0.19649454410999997
ACH-000320,-0.0473261805501
ACH-000322,0.257691721335
ACH-000323,0.21000161316100002
ACH-000324,-0.0403933133806
ACH-000329,-0.0726929885578
ACH-000330,0.00036860489967000003
ACH-000331,0.116360213763
ACH-000332,0.0719393449779
ACH-000334,0.030226041773999998
ACH-000335,0.307105080754
ACH-000336,0.110962674166
ACH-000337,0.275470151519
ACH-000339,0.0785026892934
ACH-000341,0.10033972624399999
ACH-000348,0.111322202328
ACH-000350,0.159430577499
ACH-000352,0.00949561543342
ACH-000356,0.1254817708
ACH-000361,0.177731251894
ACH-000362,0.033470810489999996
ACH-000363,0.12872449133199998
ACH-000364,0.0877865754703
ACH-000365,0.178985115944
ACH-000366,0.153614465564
ACH-000368,0.302049205627
ACH-000374,0.300266048111
ACH-000375,-0.19288870576699998
ACH-000376,-0.00904922927772
ACH-000381,0.0596369729747
ACH-000383,0.14577805701500002
ACH-000387,0.00967437819301
ACH-000389,0.04610842254369999
ACH-000390,0.0196466681993
ACH-000393,0.12461068804099999
ACH-000395,0.14711156498
ACH-000397,0.181023698736
ACH-000401,0.0575877583397
ACH-000402,0.174329860264
ACH-000403,0.07302084048489998
