,SSH3 (54961)
ACH-000004,0.140160510268
ACH-000007,0.129351713313
ACH-000009,0.20178033234499998
ACH-000011,-0.0319473475068
ACH-000012,0.019962025927799998
ACH-000013,0.149160856885
ACH-000014,0.0668460798886
ACH-000015,0.118310688795
ACH-000017,-0.11570126935999998
ACH-000018,0.0156961443413
ACH-000019,-0.136779648834
ACH-000021,0.041334258612000005
ACH-000022,0.191847180557
ACH-000025,0.232849279415
ACH-000028,0.117650452285
ACH-000030,0.133082842128
ACH-000035,0.258579095404
ACH-000036,0.0279938632816
ACH-000037,-0.184125994228
ACH-000039,-0.161768759669
ACH-000040,0.129723998378
ACH-000041,-0.0936640898339
ACH-000042,-0.08205910973130001
ACH-000045,-0.0194649285715
ACH-000047,0.048191943012699995
ACH-000052,0.163968191295
ACH-000053,0.0519453781107
ACH-000054,-0.055155338005
ACH-000055,0.334336775391
ACH-000060,-0.031004547494099997
ACH-000067,0.18814081926399998
ACH-000070,-0.0103849988969
ACH-000075,0.0574737767489
ACH-000078,0.17539754207000002
ACH-000082,0.09708536550079999
ACH-000085,0.204099073092
ACH-000086,0.0496937094843
ACH-000087,0.022006019180400002
ACH-000092,0.0667474959872
ACH-000095,0.006981955550439999
ACH-000097,-0.0186403602091
ACH-000098,0.025574589616
ACH-000099,0.079181977101
ACH-000108,0.216832044067
ACH-000113,0.177605693315
ACH-000115,-0.148790976501
ACH-000116,-0.11054204610099999
ACH-000118,0.10375763892999999
ACH-000120,-0.0418804600449
ACH-000123,0.0929013573038
ACH-000127,0.105417112123
ACH-000128,0.328917534975
ACH-000132,0.08599018454610001
ACH-000133,0.132706318528
ACH-000137,-0.248668054785
ACH-000138,-0.0010948859728499999
ACH-000142,-0.0682925284496
ACH-000143,-0.131289638904
ACH-000146,-0.05356508974930001
ACH-000148,0.0961242832377
ACH-000150,0.17996756926899998
ACH-000152,0.29285298438
ACH-000153,0.48581158597900004
ACH-000159,-0.140465152204
ACH-000160,-0.374634428152
ACH-000163,0.176711804678
ACH-000167,-0.227822592942
ACH-000168,0.263095191277
ACH-000169,0.00308226931738
ACH-000178,0.0534301834638
ACH-000182,0.0328405147207
ACH-000183,-0.0187466843628
ACH-000188,-0.0422064608794
ACH-000189,-0.0349578486809
ACH-000190,0.138612298603
ACH-000198,0.10856637697799999
ACH-000204,-0.0498857210599
ACH-000206,0.203389927183
ACH-000207,-0.176270423268
ACH-000211,-0.042383763402100004
ACH-000215,0.0771839949739
ACH-000221,-0.0146191346621
ACH-000222,0.139544846496
ACH-000223,0.0027410125790000004
ACH-000226,0.115078621019
ACH-000227,0.402985466853
ACH-000228,0.0575094591298
ACH-000231,0.0785253879995
ACH-000232,0.14817438185999998
ACH-000233,0.151913135958
ACH-000234,0.17680100457000003
ACH-000235,0.036118008540199996
ACH-000237,0.14379333946599998
ACH-000238,0.193429862687
ACH-000243,0.108862854818
ACH-000244,-0.140274310458
ACH-000246,-0.0131099823116
ACH-000248,0.165332861154
ACH-000250,-0.13235827170999998
ACH-000251,-0.182441938781
ACH-000253,0.12186527573599999
ACH-000255,-0.052261695460299996
ACH-000256,-0.0323964560365
ACH-000257,-0.30898972118900003
ACH-000258,0.137536195296
ACH-000259,0.0385031246364
ACH-000260,0.0272345192347
ACH-000261,-0.05919909739180001
ACH-000262,0.0831724338539
ACH-000263,0.44358596437700004
ACH-000264,-0.0162825173035
ACH-000265,0.161225822695
ACH-000266,0.139334081799
ACH-000272,-0.162440072681
ACH-000273,0.233907297662
ACH-000274,0.165978175375
ACH-000277,-0.36239803509400004
ACH-000278,0.23654812132199998
ACH-000279,0.13132856588
ACH-000280,0.0628899444364
ACH-000281,0.368596877554
ACH-000288,0.105405843904
ACH-000291,0.0818417513027
ACH-000293,-0.0214127787871
ACH-000294,-0.108077847228
ACH-000295,0.21930808569200003
ACH-000296,-0.043976418966499994
ACH-000302,0.14166453730999998
ACH-000304,0.25134878030200003
ACH-000307,0.184751569901
ACH-000308,-0.0384738665164
ACH-000310,0.166271019785
ACH-000311,0.129842557497
ACH-000312,0.22409141488899997
ACH-000315,0.0021132641987199998
ACH-000316,-0.00560838086006
ACH-000317,-0.167469428311
ACH-000318,-0.031543354297700006
ACH-000319,-0.074565207948
ACH-000320,0.287296595652
ACH-000322,-0.0357024418297
ACH-000323,-0.00528131375137
ACH-000324,-0.0753118798222
ACH-000329,0.06925950311269999
ACH-000330,0.08106509018
ACH-000331,-0.0264255700565
ACH-000332,0.16143172988399998
ACH-000334,0.0179456229599
ACH-000335,0.110886445207
ACH-000336,-0.359206291155
ACH-000337,0.24513529413600002
ACH-000339,0.12561470469799998
ACH-000341,0.37097110338699996
ACH-000348,-0.0255157155132
ACH-000350,0.224619939805
ACH-000352,0.185772163558
ACH-000356,-0.490928062007
ACH-000361,-0.264963543437
ACH-000362,-0.038369744731699996
ACH-000363,0.142358632234
ACH-000364,0.0037544933584899996
ACH-000365,0.101773071449
ACH-000366,-0.0775336518116
ACH-000368,0.052066892622999995
ACH-000374,-0.0937209469135
ACH-000375,0.061148587443
ACH-000376,-0.0540016750588
ACH-000381,0.0807444008058
ACH-000383,0.133735234173
