,PDGFRA (5156)
ACH-000291,-0.254073084859
ACH-000293,0.0404183039443
ACH-000294,0.00141375895819
ACH-000295,-0.205127306897
ACH-000296,-0.31285038596299997
ACH-000302,-0.141901081841
ACH-000304,-0.35216914592799997
ACH-000307,-0.342544921949
ACH-000308,-0.14729588369000002
ACH-000310,-0.219380084908
ACH-000311,-0.320604631791
ACH-000312,-0.23866333915100002
ACH-000315,-0.258450991681
ACH-000316,-0.23900546303000003
ACH-000317,-0.392975302242
ACH-000318,-0.025399312792700003
ACH-000319,-0.633211370881
ACH-000320,-0.379500884615
ACH-000322,-0.24630730429499997
ACH-000323,-1.44907076021
ACH-000324,-0.13101052911
ACH-000329,-0.479839546427
ACH-000330,-0.5428570416049999
ACH-000331,-0.050381601434699996
ACH-000332,-0.15644973567700002
ACH-000334,0.0779285038073
ACH-000335,-0.0373234858093
ACH-000336,-0.515822217331
ACH-000337,-0.313766316767
ACH-000339,-0.41890977735600005
ACH-000341,-0.19734955213
ACH-000348,-0.478190956169
ACH-000350,-0.0134989527557
ACH-000352,-0.22921492237100002
ACH-000356,-0.22890971750599998
ACH-000361,-0.37462594790700005
ACH-000362,-0.269239990959
ACH-000363,-0.190006295405
ACH-000364,-0.340517409336
ACH-000365,-0.163473614599
ACH-000366,-0.39457402899300004
ACH-000368,-0.339688415809
ACH-000374,-0.39179208828400003
ACH-000375,-0.460081615005
ACH-000376,-0.13084137731599998
ACH-000381,-0.41044966303999997
ACH-000383,-0.131896007235
ACH-000387,-0.303180579191
ACH-000389,-0.519801847917
ACH-000390,-0.19571963328400002
ACH-000393,-0.165618958759
ACH-000395,-0.226466992432
ACH-000397,-0.283106464407
ACH-000401,-0.5838480583560001
ACH-000402,-0.0803146181231
ACH-000403,-0.283621226432
ACH-000404,0.136287459502
ACH-000406,-0.23984419230999998
ACH-000407,-0.21120784223900002
ACH-000408,-0.5016264176290001
ACH-000410,-0.46172016478999994
ACH-000411,-0.10901039279100001
ACH-000414,-0.161453582139
ACH-000415,-0.322760564089
ACH-000416,-0.306323776928
ACH-000420,-0.187644100379
ACH-000421,-0.27828295968600003
ACH-000424,-0.080114597758
ACH-000425,-0.219316578582
ACH-000426,-0.122969077344
ACH-000427,-0.06481062326090001
ACH-000433,0.171614196356
ACH-000436,-0.11782514138
ACH-000444,-0.23455547375100003
ACH-000445,-0.310050016367
ACH-000448,-0.285291687652
ACH-000450,-0.535055655529
ACH-000452,-0.114694460049
ACH-000454,-0.302303059221
ACH-000458,0.00764293103949
ACH-000459,-0.09768104981869999
ACH-000460,-0.274078913109
ACH-000461,-0.12556058279899998
ACH-000463,-0.193638916875
ACH-000464,-0.911308303726
ACH-000466,-0.11520233201999999
ACH-000467,-0.15242972524
ACH-000468,-0.417291620352
ACH-000469,-0.542865977206
ACH-000470,-0.085953351677
ACH-000471,-0.0770153497395
ACH-000472,-0.21112142637400003
ACH-000473,-0.08991898171260002
ACH-000475,-0.076048674527
ACH-000476,-0.146285736992
ACH-000477,-0.327944769659
ACH-000480,-0.25080440011599997
ACH-000481,-0.125133672472
ACH-000483,-0.203820111189
ACH-000484,0.132968687014
ACH-000485,-0.38098132436899995
ACH-000486,-0.301905608812
ACH-000487,-0.256978750931
ACH-000488,-0.21614156390500003
ACH-000490,-0.26019530781399997
ACH-000491,-0.335583047006
ACH-000495,0.062483407482699996
ACH-000496,-0.256686152514
ACH-000499,0.0170730452141
ACH-000500,-0.569427930503
ACH-000502,-0.313713494549
ACH-000503,0.0666280283752
ACH-000505,-0.0192406534065
ACH-000507,-0.238252383991
ACH-000510,-0.359511855791
ACH-000511,-0.255148721001
ACH-000512,-0.260193455256
ACH-000516,-0.0715227661256
ACH-000517,-0.154512668261
ACH-000518,-0.137407341117
ACH-000520,-0.112850334089
ACH-000521,-0.149386674199
ACH-000522,-0.38496921868100004
ACH-000524,-0.105849212696
ACH-000527,-0.238406717227
ACH-000528,-0.216151248389
ACH-000537,-0.20016197061500002
ACH-000541,-0.09367398459699999
ACH-000542,-0.27013493993500004
ACH-000544,-0.298787643593
ACH-000545,-0.146794036987
ACH-000547,-0.203662835387
ACH-000548,-0.20605821676
ACH-000549,-0.496506875867
ACH-000550,-0.120086017378
ACH-000552,-0.09634824153100001
ACH-000556,-0.278379080241
ACH-000557,-0.00791620733887
ACH-000570,-0.260331722836
ACH-000571,-0.16877868080800001
ACH-000573,-0.162946248513
ACH-000576,-0.09200423636739999
ACH-000580,-0.331141211984
ACH-000584,-0.22297691761100003
ACH-000585,-0.25658622601
ACH-000588,-0.259310875183
ACH-000589,-0.426076680692
ACH-000591,-0.548209919194
ACH-000593,-0.44798252006899997
ACH-000600,-0.297335223538
ACH-000601,-0.265899654494
ACH-000604,-0.18320822406399997
ACH-000605,-0.08285200843189999
ACH-000606,-0.269425582078
ACH-000608,-0.25105324858000005
ACH-000614,0.07944069632760001
ACH-000616,-0.374107824653
ACH-000618,-0.24592376107500002
ACH-000619,-0.300475215311
ACH-000620,-0.18705927679200002
ACH-000621,-0.265193931223
ACH-000622,-0.64883185451
ACH-000623,-0.579357871757
ACH-000624,-0.332113498894
ACH-000627,-0.21256709397999998
ACH-000630,-0.127032576092
ACH-000632,-0.211477670455
ACH-000633,-0.704979797667
ACH-000637,-0.148850626543
ACH-000638,-0.372527391087
ACH-000646,-0.12408232218000001
ACH-000647,-0.36650754698700005
ACH-000648,-0.284098946028
ACH-000649,-0.39046249369499997
ACH-000651,-0.29270288094700003
ACH-000652,0.0205194943111
ACH-000653,0.024878706443199998
ACH-000657,-0.302021314666
ACH-000658,-0.06304532453959999
ACH-000661,-0.11267002818399999
ACH-000662,-0.222956552594
ACH-000663,-0.14020944805
ACH-000665,-0.290697075606
ACH-000671,-0.281892686804
ACH-000673,-0.809052650899
ACH-000676,-0.291054287038
ACH-000677,-0.27084031382
ACH-000681,-0.399710003636
ACH-000682,-0.195998568131
ACH-000683,-0.157649630061
ACH-000684,-0.461449646449
ACH-000688,-0.6450291603
ACH-000693,-0.355190206571
ACH-000694,-0.21973749471
ACH-000695,-0.18567940392700003
ACH-000696,-0.252485248185
ACH-000697,-0.572391431717
ACH-000699,-0.24484218004
ACH-000701,-0.17141303028299998
ACH-000706,-0.0430514237316
ACH-000711,-0.300806512057
ACH-000713,-0.458260732022
ACH-000714,-0.170402325647
ACH-000718,-0.320632191822
ACH-000720,-0.173895341371
ACH-000721,-0.933773702551
ACH-000724,-0.396501697905
ACH-000725,-0.7736832634370001
ACH-000732,-0.280670436241
ACH-000734,-0.307687759231
ACH-000735,-0.27921610664200003
ACH-000736,-0.13458322174100001
ACH-000738,-0.271636385197
ACH-000746,-0.437329390446
ACH-000747,-0.7883573495589999
ACH-000748,-0.125211317911
ACH-000753,-0.19318039806600001
ACH-000756,-0.306115043139
ACH-000757,-0.22783624653999998
ACH-000758,-0.239164648064
ACH-000760,-0.39228539150499997
ACH-000763,-0.22536853808200003
ACH-000764,-0.290681120754
ACH-000765,-0.342004583607
ACH-000766,-0.321067678266
ACH-000767,-0.435507291092
ACH-000768,-0.19567417442
ACH-000769,-0.325686860368
ACH-000770,-0.274418796859
ACH-000771,-0.15032511099999998
ACH-000773,-0.20648124986699998
ACH-000776,-0.457174018895
ACH-000777,-0.15727022681299999
ACH-000778,-0.182628272475
ACH-000781,-0.29925481453
ACH-000782,-0.0975226188315
ACH-000783,-0.114741847665
ACH-000784,-0.16994967272599998
ACH-000785,-0.32000861677
ACH-000787,-0.337661710329
ACH-000788,-0.24009499982500002
ACH-000791,-0.329999869448
ACH-000792,-0.07224089217589999
ACH-000794,-0.540840617709
ACH-000796,-0.131446193708
ACH-000799,-0.237164320535
ACH-000800,-0.32809920089
ACH-000802,-0.355843971913
ACH-000804,-0.46113969313600006
ACH-000805,-0.236471389128
ACH-000809,-0.212496908573
ACH-000810,-0.394820986336
ACH-000811,-0.011718281437600002
ACH-000817,-0.127929470963
ACH-000819,-0.14039529862800001
ACH-000820,-0.144842540831
ACH-000821,-0.590038937728
ACH-000822,0.182484086233
ACH-000823,-0.32167318561999997
ACH-000824,-0.320293949059
ACH-000827,-0.33422007746800003
ACH-000829,-0.0944015362322
ACH-000831,-0.07061642895310001
ACH-000832,-0.156135559049
ACH-000833,-0.567928426429
ACH-000834,-0.150112043633
ACH-000835,-0.321647199409
ACH-000836,-0.23437223458
ACH-000837,-0.255397779285
ACH-000838,0.16959661704
ACH-000839,-0.286610276035
ACH-000840,-0.446063109088
ACH-000841,-0.30634820999699997
ACH-000843,-0.38300169677100004
ACH-000846,-0.339482807659
ACH-000847,-0.644834993685
ACH-000848,-0.143508107329
ACH-000849,-0.138123938674
ACH-000851,-0.036927249589
ACH-000855,-0.171117197245
ACH-000856,-0.28756450019499996
ACH-000858,-0.344518954165
ACH-000859,-0.251401698111
ACH-000861,-0.251993722855
ACH-000862,-0.0517254555823
ACH-000865,-0.22520824789500002
ACH-000866,-0.268424513967
ACH-000867,-0.192475324564
ACH-000869,-0.0678275203009
ACH-000872,-0.284571613215
ACH-000873,-0.41206801710600005
ACH-000876,-0.252257932408
ACH-000878,-0.39075550748800003
ACH-000880,-0.311418574274
ACH-000881,-0.351579004412
ACH-000882,-0.144703954032
ACH-000884,-0.22007518162099998
ACH-000885,-0.300136131897
ACH-000887,-0.205868215638
ACH-000888,-0.283518769767
ACH-000889,-0.13778061571699998
ACH-000890,-0.149718555266
ACH-000896,-0.32623750001400004
ACH-000898,-0.305706674199
ACH-000900,-0.516114375025
ACH-000901,-0.390104066214
ACH-000905,-0.37561806830600003
ACH-000906,-0.286495445171
ACH-000907,-0.42809097364
ACH-000910,-0.159727609331
ACH-000911,-0.328228355175
ACH-000912,-0.196902727529
ACH-000913,-0.19445776281
ACH-000915,-0.226159161351
ACH-000916,0.140851252618
ACH-000917,-0.343973719381
ACH-000921,-0.23966287069000003
ACH-000924,-0.46068348740000004
ACH-000926,-0.30931330851
ACH-000928,-0.34926292376699997
ACH-000929,-0.36024750763700003
ACH-000932,-0.9004317848610001
ACH-000935,-0.392037396463
ACH-000936,-0.206376404269
ACH-000937,-0.197066472478
ACH-000938,-0.18044375989599998
ACH-000939,0.0167293938512
ACH-000941,-0.16829163436500003
ACH-000943,-0.302847677867
ACH-000946,-0.17249231740499998
ACH-000947,-0.289340692614
ACH-000948,-0.189818388389
ACH-000950,-0.434102338821
ACH-000953,-0.434896864696
ACH-000957,-0.425937505863
ACH-000958,-0.24886583614100002
ACH-000960,-0.152815588527
ACH-000963,-0.36515433428599997
ACH-000968,-0.18280153943
ACH-000969,-0.324207040451
ACH-000973,-0.221496860372
ACH-000974,-0.236581391138
ACH-000975,-0.346277708719
ACH-000976,-0.327018011705
ACH-000978,0.186469295706
ACH-000980,-0.052087479623099994
ACH-000984,-0.520858127718
ACH-000986,-0.41565512621
ACH-000988,-0.09706994355149999
ACH-000993,-0.40339752422799996
ACH-000994,-0.278102682166
ACH-000996,-0.335744256433
ACH-001001,-0.315095837769
ACH-001020,-0.36156329987400004
ACH-001028,-0.261126252715
ACH-001031,-0.253048260276
ACH-001038,-0.265512007084
ACH-001048,-0.23981083510899998
ACH-001050,-0.207264488098
ACH-001053,-0.319472073505
ACH-001054,-0.24111930323199998
ACH-001061,-0.40701906675800004
ACH-001067,-0.186846595255
ACH-001075,-0.134250628896
ACH-001096,-0.010321055165299999
ACH-001128,-0.509299168707
ACH-001134,-0.255511781886
ACH-001151,-0.164019916181
ACH-001163,-0.238087696824
ACH-001164,-0.334558231225
ACH-001173,-0.12176689103499999
ACH-001183,-0.08296856516310001
ACH-001184,-0.563930851365
ACH-001190,-0.33565196482799997
ACH-001192,-0.393724867873
ACH-001193,0.16928659943
ACH-001196,-0.056446495292
ACH-001197,-0.00826868153363
ACH-001205,0.0367236998264
ACH-001211,-0.302440535284
ACH-001212,-0.493499323676
ACH-001228,-0.286065369675
ACH-001232,-0.179047327634
ACH-001239,-0.19482589356199997
ACH-001274,-0.040761594669
ACH-001275,-0.609647307202
ACH-001277,-0.12144840200099999
ACH-001278,-0.151332716148
ACH-001280,-0.5511093456530001
ACH-001283,-0.32246668603900003
ACH-001289,0.060414413521699996
ACH-001295,-0.18313713143
ACH-001300,-0.31724946790999997
ACH-001301,-0.21397275855099998
ACH-001302,-0.11226485762499999
ACH-001303,-0.300255348979
ACH-001306,-0.39814870266099994
ACH-001318,-0.319122249838
ACH-001322,-0.706323683282
ACH-001328,-0.410092438305
ACH-001332,-0.541785300823
ACH-001333,-0.558732254675
ACH-001336,-0.25315433844
ACH-001340,-0.125263086287
ACH-001346,-0.475762124894
ACH-001353,-0.149436964355
ACH-001354,-0.0769329595279
ACH-001367,-0.609373743604
ACH-001368,-0.9898101506810001
ACH-001374,-0.458196450067
ACH-001375,-0.147085111567
ACH-001377,-0.10880390786699999
ACH-001380,-0.207319951377
ACH-001391,-0.374352855356
ACH-001407,-0.12910536439099998
ACH-001408,-0.21643932936500002
ACH-001413,-0.404340432468
ACH-001430,-0.09517448294610001
ACH-001431,-0.0660558315728
ACH-001450,-0.49552554678000005
ACH-001496,-0.09174567587580001
ACH-001500,-0.450168183059
ACH-001521,0.004503011025729999
ACH-001523,-0.0824519775506
ACH-001532,-0.147282523661
ACH-001536,-0.148700193849
ACH-001550,-0.241222390273
ACH-001552,-0.372243187539
ACH-001554,-0.0840675389818
ACH-001645,-0.15819939698
ACH-001654,-0.0339915058558
ACH-001715,-0.230555785253
ACH-001735,-0.194562040548
ACH-001736,-0.239653948808
ACH-001737,0.22366270947500003
ACH-001740,-0.043892585773
ACH-001745,-0.136740427869
ACH-001750,-0.331733783769
ACH-001765,-0.261757103493
ACH-001956,-0.253996736008
ACH-001957,-0.262191126759
