,CACNA1C (775)
ACH-000004,-0.0641098649098
ACH-000007,0.00648893375991
ACH-000009,0.120721399247
ACH-000011,-0.0090024999131
ACH-000012,0.115621833521
ACH-000013,0.0757477964645
ACH-000014,-0.0243509281752
ACH-000015,0.116567059632
ACH-000017,-0.161214740503
ACH-000018,0.0531398500155
ACH-000019,-0.119856201338
ACH-000021,-0.0612058143803
ACH-000022,-0.149473994561
ACH-000025,-0.0712793497617
ACH-000028,0.09030164519739999
ACH-000030,0.120319596382
ACH-000035,0.00483352441342
ACH-000036,-0.0583201086297
ACH-000037,0.275796863733
ACH-000039,-0.016756074973899998
ACH-000040,0.166647622039
ACH-000041,-0.0906679172666
ACH-000042,0.09646098521369999
ACH-000045,0.28775636460000004
ACH-000047,-0.0271731389697
ACH-000052,-0.012679642972099999
ACH-000053,0.053502101795800006
ACH-000054,0.030808075060099995
ACH-000055,-0.0179168092833
ACH-000060,0.0473004830068
ACH-000067,0.074299732212
ACH-000070,-0.11576839274700002
ACH-000075,-0.041595190854699995
ACH-000078,0.0776465219817
ACH-000082,0.108974293856
ACH-000085,-0.019209099554000002
ACH-000086,-0.128363165535
ACH-000087,0.019915430114299998
ACH-000092,0.0633315650569
ACH-000095,0.011578757343600001
ACH-000097,0.0009479291615960001
ACH-000098,0.141395444594
ACH-000099,-0.032295896624500005
ACH-000108,-0.0358020443206
ACH-000113,0.21924891645
ACH-000115,0.09287803732950001
ACH-000116,0.0580332650088
ACH-000118,0.0727640655027
ACH-000120,0.288777536976
ACH-000123,0.007665031884879999
ACH-000127,0.005621534262869999
ACH-000128,-0.10708168086400001
ACH-000132,0.045249775138600005
ACH-000133,0.031612231016799996
ACH-000137,-0.0226655332076
ACH-000138,0.0356687046839
ACH-000142,-0.0759807931752
ACH-000143,-0.0945137236926
ACH-000146,0.036252142391400004
ACH-000148,0.0306400948745
ACH-000150,-0.0785208102865
ACH-000152,-0.06782730877899999
ACH-000153,0.116483339635
ACH-000159,0.171324681014
ACH-000160,-0.204489026901
ACH-000163,0.0643974791166
ACH-000167,0.19216504342500002
ACH-000168,0.09990090955280001
ACH-000169,0.13422613705800002
ACH-000178,-0.0142446776085
ACH-000182,0.08609876518710001
ACH-000183,0.149498626009
ACH-000188,0.239409957284
ACH-000189,0.091668253499
ACH-000190,0.176711526301
ACH-000198,-0.0370324998771
ACH-000204,0.366208542568
ACH-000206,0.120474537922
ACH-000207,0.108555656119
ACH-000211,0.10154730138800001
ACH-000215,0.035215586067199996
ACH-000221,0.0421616826976
ACH-000222,0.0110525922385
ACH-000223,0.0299149606952
ACH-000226,-0.012787301538100001
ACH-000227,-0.00228268416216
ACH-000228,-0.19241974843100002
ACH-000231,-0.0639878941257
ACH-000232,-0.107716737648
ACH-000233,0.010618637892400001
ACH-000234,-0.0613320950837
ACH-000235,0.0116503334232
ACH-000237,-0.16333322674200002
ACH-000238,0.0325375517813
ACH-000243,0.0865934397958
ACH-000244,0.122352820405
ACH-000246,-0.046392108493300006
ACH-000248,-0.0429967253134
ACH-000250,0.04788704956999999
ACH-000251,0.19978100863899997
ACH-000253,0.09594561200969999
ACH-000255,0.0770674223209
ACH-000256,0.057254298287399995
ACH-000257,-0.17163922585400002
ACH-000258,0.0262343698772
ACH-000259,-0.0550471004012
ACH-000260,0.163991140219
ACH-000261,0.0509835307019
ACH-000262,0.0118570938359
ACH-000263,0.026177545611
ACH-000264,0.0457966855821
ACH-000265,0.179552141274
ACH-000266,-0.00217023511995
ACH-000272,-0.004525302109319999
ACH-000273,0.0910326961316
ACH-000274,0.08856253725989999
ACH-000277,-0.0605137558268
ACH-000278,0.041739941705
ACH-000279,-0.17015952686799998
ACH-000280,-0.046650874038199994
ACH-000281,0.0981030972358
ACH-000288,-0.222029708794
ACH-000291,0.0647647659738
ACH-000293,-0.0751361433914
ACH-000294,-0.09807445827839999
ACH-000295,-0.259151470943
ACH-000296,0.030443147559400002
ACH-000302,0.102173474137
ACH-000304,0.121021508092
ACH-000307,-0.11802906869999999
ACH-000308,-0.010254852242899999
ACH-000310,-0.26403583251400004
ACH-000311,-0.0794312225525
ACH-000312,-0.037654189468099994
ACH-000315,-0.25706381350499996
ACH-000316,0.063779241754
ACH-000317,-0.0750119764721
ACH-000318,0.188190227377
ACH-000319,0.127084375076
ACH-000320,-0.0447376434536
