,VKORC1L1 (154807)
ACH-000004,0.0845318043062
ACH-000007,-0.262331942175
ACH-000009,-0.250963254132
ACH-000011,-0.21120706827
ACH-000012,-0.349154399144
ACH-000013,-0.049397892114900005
ACH-000014,-0.48343907941799996
ACH-000015,-0.5749896194349999
ACH-000017,-0.024690765628
ACH-000018,-0.13281087170999997
ACH-000019,-0.264686841037
ACH-000021,-0.559411096459
ACH-000022,0.0199034632133
ACH-000025,-0.729902513424
ACH-000028,-0.393179310969
ACH-000030,-0.0100297952331
ACH-000035,-0.372267713121
ACH-000036,-0.295495035026
ACH-000037,-0.38777975041999996
ACH-000039,-0.23239526011
ACH-000040,-0.436015438754
ACH-000041,-0.230889946615
ACH-000042,-0.287476698259
ACH-000045,0.038001022571699995
ACH-000047,-0.317427070313
ACH-000052,-0.566273109108
ACH-000053,-0.223058629232
ACH-000054,-0.45067118635700004
ACH-000055,-0.138136915558
ACH-000060,-0.289399354429
ACH-000067,-0.290225407667
ACH-000070,-0.39031261162299996
ACH-000075,-0.15517945503900002
ACH-000078,-0.178256368857
ACH-000082,-0.44154705925399995
ACH-000085,-0.149624279124
ACH-000086,-0.209665818432
ACH-000087,-0.15682506858
ACH-000092,-0.266224810614
ACH-000095,-0.53652186571
ACH-000097,-0.368359035553
ACH-000098,-0.489886170294
ACH-000099,-0.333736066147
ACH-000108,-0.341291015407
ACH-000113,-0.0666962777349
ACH-000115,-0.053558046847199996
ACH-000116,-0.22842414338599998
ACH-000118,-0.376347636919
ACH-000120,-0.231965118003
ACH-000123,-0.36393096266099995
ACH-000127,-0.269881914625
ACH-000128,-0.751033312237
ACH-000132,-0.446335936103
ACH-000133,-0.5205457602419999
ACH-000137,-0.189490018811
ACH-000138,-0.11480071355100001
ACH-000142,-0.159473672958
ACH-000143,-0.588924836458
ACH-000146,-0.37903774736100004
ACH-000148,-0.35455598397699994
ACH-000150,-0.054678058393599994
ACH-000152,-0.586621125233
ACH-000153,-0.206479042772
ACH-000159,-0.576268912375
ACH-000160,-0.013278536328700002
ACH-000163,-0.468098109807
ACH-000167,-0.291897942387
ACH-000168,-0.289140498301
ACH-000169,-0.482952198373
ACH-000178,-0.328076875857
ACH-000182,-0.342231233684
ACH-000183,-0.11992887112299999
ACH-000188,-0.12896129635
ACH-000189,-0.4851574508
ACH-000190,-0.267250498522
ACH-000198,-0.172247317879
ACH-000204,-0.291226454635
ACH-000206,-0.0700339512917
ACH-000207,-0.197427747505
ACH-000211,-0.304569687721
ACH-000215,-0.32851673032400003
ACH-000221,-0.496730655888
ACH-000222,-0.228150329513
ACH-000223,-0.275805463495
ACH-000226,-0.26110283754999997
ACH-000227,-0.00290849368644
ACH-000228,-0.309217703603
ACH-000231,-0.420250961655
ACH-000232,-0.519491093837
ACH-000233,-0.04968297591490001
ACH-000234,-0.223899596595
ACH-000235,-0.389641022402
ACH-000237,-0.284437165801
ACH-000238,-0.156348020863
ACH-000243,-0.274837621376
ACH-000244,-0.744760359342
ACH-000246,-0.349337535973
ACH-000248,-0.39193674335900003
ACH-000250,-0.104009240386
ACH-000251,-0.07106692786089999
ACH-000253,-0.146855529831
ACH-000255,-0.437190591489
ACH-000256,-0.148245169506
ACH-000257,-0.208344119819
ACH-000258,-0.266219049087
ACH-000259,-0.354767247477
ACH-000260,-0.339165983562
ACH-000261,-0.430269221896
ACH-000262,-0.698587343072
ACH-000263,-0.28463221818900003
ACH-000264,-0.374438208182
ACH-000265,-0.333086925022
ACH-000266,-0.29650904256
ACH-000272,-0.460598691501
ACH-000273,-0.476069024741
ACH-000274,-0.289606127856
ACH-000277,-0.199584947784
ACH-000278,-0.336248320901
ACH-000279,-0.280037718784
ACH-000280,-0.47669731521700004
ACH-000281,-0.255985227218
ACH-000288,-0.455759578554
ACH-000291,-0.165615024113
ACH-000293,-0.245883790704
ACH-000294,1.21163725516
ACH-000295,-0.323027746538
ACH-000296,-0.45123970989600004
ACH-000302,-0.21804561576200002
ACH-000304,-0.5282471227009999
ACH-000307,-0.213143485191
ACH-000308,-0.312571820014
ACH-000310,-0.305122942542
ACH-000311,-0.527538669855
ACH-000312,-0.238787726364
ACH-000315,-0.253634674055
ACH-000316,-0.455916040594
ACH-000317,-0.010660846308799998
ACH-000318,-0.567783201743
ACH-000319,-0.32626312124699997
ACH-000320,-0.427961411764
ACH-000322,-0.33867343696900004
ACH-000323,-0.16956336680999998
ACH-000324,-0.168315137378
ACH-000329,-0.00460193729987
ACH-000330,-0.36658472957500005
ACH-000331,-0.5568665242849999
ACH-000332,-0.277189738254
ACH-000334,-0.123553747905
ACH-000335,-0.142983442617
ACH-000336,-0.139456106312
ACH-000337,-0.539284872726
ACH-000339,-0.401586481179
ACH-000341,-0.643376732529
ACH-000348,-0.374626203576
ACH-000350,-0.321916215675
ACH-000352,-0.296150110701
ACH-000356,-0.29992296368099997
ACH-000361,-0.514336123952
ACH-000362,0.48118252024499997
ACH-000363,-0.288051735295
ACH-000364,-0.701778707347
ACH-000365,-0.32551107268199997
ACH-000366,-0.289442107589
ACH-000368,-0.215062422829
ACH-000374,-0.38283423698700003
ACH-000375,-0.367365725837
ACH-000376,-0.386225074873
ACH-000381,-0.465344810651
ACH-000383,-0.353569894309
ACH-000387,-0.302082590552
ACH-000389,-0.361531321624
ACH-000390,-0.370457691037
ACH-000393,-0.129109521685
ACH-000395,-0.48899261968
ACH-000397,-0.22001684939
ACH-000401,-0.35492555131
ACH-000402,-0.254284639172
ACH-000403,-0.297008720666
ACH-000404,-0.570142418297
ACH-000406,-0.42016388638499996
ACH-000407,-0.40572862078199995
ACH-000408,-0.193581835303
ACH-000410,-0.137777019122
ACH-000411,-0.5259103501619999
ACH-000414,-0.371223661308
ACH-000415,-0.645204600602
ACH-000416,-0.302454071823
ACH-000420,-0.28380942047200003
ACH-000421,-0.218415513939
ACH-000424,-0.309337961701
ACH-000425,-0.58198681058
ACH-000426,-0.558022048402
ACH-000427,-0.144167514331
ACH-000433,-0.263329791985
ACH-000436,-0.20231392989100003
ACH-000444,-0.302735267718
ACH-000445,-0.624176683267
ACH-000448,-0.517779362088
ACH-000450,-0.450000637571
ACH-000452,-0.277058140682
ACH-000454,0.0799354549629
ACH-000458,-0.257703374567
ACH-000459,-0.503243504001
ACH-000460,-0.538978651162
ACH-000461,-0.0630736033673
ACH-000463,-0.41036784192500003
ACH-000464,-0.149031766411
ACH-000466,-0.348630175326
ACH-000467,-0.110950425339
ACH-000468,-0.129944358526
ACH-000469,-0.316547256907
ACH-000470,-0.261075810023
ACH-000471,-0.36233452525
ACH-000472,-0.307156923701
ACH-000473,-0.343676009049
ACH-000475,-0.35832553040200005
ACH-000476,-0.462417925996
ACH-000477,-0.5402605479829999
ACH-000480,-0.25486596840500003
ACH-000481,-0.272203867432
ACH-000483,-0.374795320046
ACH-000484,-0.295431918377
ACH-000485,-0.139432943353
ACH-000486,-0.29698672698399997
ACH-000487,-0.594533006894
ACH-000488,-0.198595306086
ACH-000490,-0.42655204722400003
ACH-000491,-0.391716500017
ACH-000495,-0.643800843849
ACH-000496,-0.457579318649
ACH-000499,-0.348239221557
ACH-000500,-0.290040762844
ACH-000502,-0.221281499326
ACH-000503,-0.28482767829100003
ACH-000505,-0.355197885948
ACH-000507,-0.0682535161198
ACH-000510,-0.382667318312
ACH-000511,-0.116180101797
ACH-000512,-0.49480100456
ACH-000516,-0.19139664283500002
ACH-000517,-0.059783409090599995
ACH-000518,-0.298242832603
ACH-000520,-0.286499641501
ACH-000521,-0.557889359738
ACH-000522,-0.504011540252
ACH-000524,-0.159557553431
