,SLC25A26 (115286)
ACH-000004,-0.801553435651
ACH-000007,-0.836657438433
ACH-000009,-0.623158028011
ACH-000011,-0.283911165956
ACH-000012,-0.816363180908
ACH-000013,-0.649938344227
ACH-000014,-0.586270043625
ACH-000015,-0.837245770458
ACH-000017,-0.534844913658
ACH-000018,-1.0715132919700001
ACH-000019,-1.0670834117899999
ACH-000021,-0.42332661427900004
ACH-000022,-0.622036927673
ACH-000025,-0.8764209133140001
ACH-000028,-0.897474495332
ACH-000030,-0.772548413687
ACH-000035,-0.5114233035369999
ACH-000036,-0.25547882504
ACH-000037,-0.471499056854
ACH-000039,-0.873611350943
ACH-000040,-0.285932155026
ACH-000041,-0.702542076582
ACH-000042,-0.5552469558600001
ACH-000045,-0.697233747998
ACH-000047,-0.311917886459
ACH-000052,-0.550005392701
ACH-000053,-0.437827283803
ACH-000054,-0.436970426342
ACH-000055,-0.5739459026979999
ACH-000060,-0.5443490966350001
ACH-000067,-0.611196176473
ACH-000070,-0.8270652131039999
ACH-000075,-0.472765695327
ACH-000078,-0.6563676704420001
ACH-000082,-0.19216705778
ACH-000085,-0.48096035004199994
ACH-000086,-0.819791808309
ACH-000087,-0.9926122564450001
ACH-000092,-0.518995355056
ACH-000095,-0.0809591296595
ACH-000097,-0.6005319527499999
ACH-000098,-0.654719884093
ACH-000099,-0.7669925452590001
ACH-000108,-0.440308710409
ACH-000113,-0.706016495223
ACH-000115,-0.599743770101
ACH-000116,-0.652854959244
ACH-000118,-0.588293577271
ACH-000120,-0.628913817303
ACH-000123,-0.598418201949
ACH-000127,-0.75675518878
ACH-000128,-0.8648510032269999
ACH-000132,-0.165251886709
ACH-000133,-0.799330447165
ACH-000137,-0.55554908855
ACH-000138,-0.727549249739
ACH-000142,-0.6383080506050001
ACH-000143,-0.7259747995029999
ACH-000146,-0.711108484261
ACH-000148,-0.782842184242
ACH-000150,-0.674932304058
ACH-000152,-0.402344971242
ACH-000153,-0.626211875485
ACH-000159,-0.514902570827
ACH-000160,-0.595944748953
ACH-000163,-0.692365014266
ACH-000167,-0.561060761209
ACH-000168,-0.33639002220299996
ACH-000169,-0.546581452696
ACH-000178,-0.6675956981100001
ACH-000182,-0.820315728573
ACH-000183,-0.364419170676
ACH-000188,-0.872302646323
ACH-000189,-1.00297422826
ACH-000190,-0.904009016978
ACH-000198,-0.838199830491
ACH-000204,-0.378853335227
ACH-000206,-0.42428581060599996
ACH-000207,-1.1369679413299998
ACH-000211,-0.555331129432
ACH-000215,-0.837311678591
ACH-000221,-0.869967543438
ACH-000222,-0.37147170689000003
ACH-000223,-0.551964610942
ACH-000226,-0.38809244802599996
ACH-000227,-1.07998977676
ACH-000228,-0.621457476896
ACH-000231,-0.653752306682
ACH-000232,-0.968003602101
ACH-000233,-0.694524513449
ACH-000234,-0.50548996011
ACH-000235,-0.8266476153650001
ACH-000237,-0.479318525915
ACH-000238,-0.843497577238
ACH-000243,-0.551939968727
ACH-000244,-0.797396295465
ACH-000246,-0.822388763793
ACH-000248,-0.689458371179
ACH-000250,-0.363278056772
ACH-000251,-0.49202480920100006
ACH-000253,-0.743207773188
ACH-000255,-0.5888414623839999
ACH-000256,-0.255437675777
ACH-000257,-0.710744610004
ACH-000258,-0.937024877936
ACH-000259,-0.934089930597
ACH-000260,-0.373392011095
ACH-000261,-0.37142016505099995
ACH-000262,-0.642060742799
ACH-000263,-0.369509339671
ACH-000264,-0.651832533781
ACH-000265,-0.982135505534
ACH-000266,-0.366207352205
ACH-000272,-0.390588747742
ACH-000273,-0.8097115808769999
ACH-000274,-0.509747655603
ACH-000277,-0.475015136136
ACH-000278,-0.505501971425
ACH-000279,-1.2132545785200002
ACH-000280,-0.524829832996
ACH-000281,-0.84904643543
ACH-000288,-0.7166099793590001
ACH-000291,-0.622472641473
ACH-000293,-0.35591870512900003
ACH-000294,-0.484486674327
ACH-000295,-0.439647337874
ACH-000296,-0.595273161855
ACH-000302,-0.352042282929
ACH-000304,-0.724399962985
ACH-000307,-0.80090717131
ACH-000308,-0.461838651814
ACH-000310,-0.39161737324600004
ACH-000311,-0.516863333005
ACH-000312,-0.773604146479
ACH-000315,-0.536223644578
ACH-000316,-0.476699819185
ACH-000317,-1.4317241728
ACH-000318,-0.580127834899
ACH-000319,-0.6721463537019999
ACH-000320,-0.67831073736
ACH-000322,-0.36944198630900005
ACH-000323,-0.724022055325
ACH-000324,-0.626640435416
ACH-000329,-0.699048297543
ACH-000330,-0.8213451578550001
ACH-000331,-0.921898977042
ACH-000332,-0.445640387194
ACH-000334,-0.428490796705
ACH-000335,-0.8763760628389999
ACH-000336,-0.692923880248
ACH-000337,-0.6801415274729999
ACH-000339,-0.8263908116859999
ACH-000341,-0.552498724039
ACH-000348,-0.572371478462
ACH-000350,-0.657307766639
ACH-000352,-0.505149778578
ACH-000356,-0.601323612339
ACH-000361,-0.328322632438
ACH-000362,-0.709532092387
ACH-000363,-0.38085311114500003
ACH-000364,-0.8836632154459999
ACH-000365,-0.637497575902
ACH-000366,-0.776685188207
ACH-000368,-0.533707967395
ACH-000374,-1.07176936776
ACH-000375,-0.5144145567930001
ACH-000376,-0.756238801277
ACH-000381,-0.709916192099
ACH-000383,-0.548956396207
ACH-000387,-0.6811693689830001
ACH-000389,-0.23110715686
ACH-000390,-0.561169157499
ACH-000393,-0.373262267914
ACH-000395,-0.12991535209400001
ACH-000397,-0.241295628963
ACH-000401,-0.438439177524
ACH-000402,-0.7639455625210001
ACH-000403,-0.5311886824759999
ACH-000404,-0.689261189229
ACH-000406,-0.8144664295640001
ACH-000407,-0.577201810163
ACH-000408,-0.772230925204
ACH-000410,-0.823520361018
ACH-000411,-0.43375506571500005
ACH-000414,-0.7670869903759999
ACH-000415,-0.790923039438
ACH-000416,-0.156233972047
ACH-000420,-0.696220346881
ACH-000421,-0.484324157418
ACH-000424,-0.701757435777
ACH-000425,-0.5094968080219999
ACH-000426,-0.34939918375600004
ACH-000427,-0.755052074981
ACH-000433,-0.524990305515
ACH-000436,-0.599128206748
ACH-000444,-0.6752810312559999
ACH-000445,-0.499220620656
ACH-000448,-0.502238846369
ACH-000450,-0.5800053663579999
ACH-000452,-0.6672597491910001
ACH-000454,-0.9105363470610001
ACH-000458,-0.7754866417309999
ACH-000459,-1.33080934166
ACH-000460,-0.548257125247
ACH-000461,-1.23648460702
ACH-000463,-0.207914466502
ACH-000464,-0.628942327003
ACH-000466,-0.6061430749210001
ACH-000467,-0.819076490108
ACH-000468,-0.815087604984
ACH-000469,-0.76677462861
ACH-000470,-0.41958812733499995
ACH-000471,-0.44502122065399996
ACH-000472,-0.441596757896
ACH-000473,-1.1035505890700001
ACH-000475,-0.598305838332
ACH-000476,-0.468419874469
ACH-000477,-0.404153253966
ACH-000480,-0.9115793308650001
ACH-000481,-0.40856952063100005
ACH-000483,-0.560517372684
ACH-000484,-0.40978237728600003
ACH-000485,-0.208430168004
ACH-000486,-0.5714554501269999
ACH-000487,-0.8734397708949999
ACH-000488,-0.8790097823999999
ACH-000490,-1.1238479432700001
ACH-000491,-0.68519119952
ACH-000495,-0.568376196655
ACH-000496,-0.472271548393
ACH-000499,-1.2255742018200002
ACH-000500,-0.587934811908
ACH-000502,-0.49752604598800004
ACH-000503,-0.897649223095
ACH-000505,-0.38063129717699995
ACH-000507,-0.667569251383
ACH-000510,-0.639462094506
ACH-000511,-0.618448145913
ACH-000512,-0.8406382793420001
ACH-000516,-0.427813829337
ACH-000517,-0.20429690611499998
ACH-000518,-0.586808796833
ACH-000520,-0.294797838749
ACH-000521,-0.413298264968
ACH-000522,-0.762708115994
ACH-000524,-0.584926260971
ACH-000527,-0.5189893066879999
ACH-000528,-0.448306049349
ACH-000537,-0.580824056535
ACH-000541,-0.21266426414500003
ACH-000542,-0.6394502869600001
ACH-000544,-0.9907329719269999
ACH-000545,-0.828529600712
ACH-000547,-0.851085542063
ACH-000548,-0.473367255142
ACH-000549,-1.0699406415200001
ACH-000550,-0.901402635123
ACH-000552,-0.9343438097319999
ACH-000556,-0.6945912857690001
ACH-000557,-0.230377579659
ACH-000570,-0.616998380811
ACH-000571,-0.6319766813759999
ACH-000573,-0.644209594892
ACH-000576,-0.5583133574600001
ACH-000580,-0.610584638657
ACH-000584,-0.548880472428
ACH-000585,-0.537175936928
ACH-000588,-0.9164295345379999
ACH-000589,-1.0856917451299999
ACH-000591,-0.467884235357
ACH-000593,-1.00564089449
ACH-000600,-0.7885709330740001
ACH-000601,-0.896114495657
ACH-000604,-0.602410484382
ACH-000605,-0.43442421257200003
ACH-000606,-1.0480264601
ACH-000608,-0.492854761805
ACH-000614,-0.973798098181
ACH-000616,-0.818979661573
ACH-000618,-0.859725488743
ACH-000619,-1.06930532897
ACH-000620,-0.570187323632
ACH-000621,-0.468448151319
ACH-000622,-0.473140113465
ACH-000623,-0.477247616655
ACH-000624,-0.354641023693
ACH-000627,-0.610782614168
ACH-000630,-1.0765083427600002
ACH-000632,-0.5395954124660001
ACH-000633,-1.00202533952
ACH-000637,-0.524686575217
ACH-000638,-0.7892614941949999
ACH-000646,-0.711097145333
ACH-000647,-0.705663756339
ACH-000648,-0.46922628079800005
ACH-000649,-0.7314880958319999
ACH-000651,-1.04265266529
ACH-000652,-0.814121124473
ACH-000653,-0.43780874045900003
ACH-000657,-0.667505537485
ACH-000658,-0.438136147984
ACH-000661,-0.669583254741
ACH-000662,-0.7876325280769999
ACH-000663,-0.539396131323
ACH-000665,-0.424084359106
ACH-000671,-1.02184764792
ACH-000673,-0.35341437904600004
ACH-000676,-1.09067622685
ACH-000677,-1.28809687609
ACH-000681,-0.696527185864
ACH-000682,-1.02008569114
ACH-000683,-0.624634567716
ACH-000684,-0.580861354814
ACH-000688,-0.761890781729
ACH-000693,-0.8770510495460001
ACH-000694,-0.9096021017299999
ACH-000695,-0.45109863763999997
ACH-000696,-0.832840532448
ACH-000697,-0.482059850669
ACH-000699,-0.590781616402
ACH-000701,-0.541653495215
ACH-000706,-0.881365305017
ACH-000711,-0.497813696532
ACH-000713,-0.654807292947
ACH-000714,-0.41513246765
ACH-000718,-0.552403933807
ACH-000720,-0.807660962189
ACH-000721,-0.869286111087
ACH-000724,-0.506931758028
ACH-000725,-0.696658755045
ACH-000732,-0.84720142668
ACH-000734,-0.954606973038
ACH-000735,-0.706406102808
ACH-000736,-0.685273566216
ACH-000738,-0.7600945810490001
ACH-000746,-0.596715437126
ACH-000747,-0.896455425446
ACH-000748,-0.261839456514
ACH-000753,-1.0
ACH-000756,-0.749745549511
ACH-000757,-0.54018440698
ACH-000758,-0.788043765746
ACH-000760,-0.683590969504
ACH-000763,-0.696471142008
ACH-000764,-0.525800733067
ACH-000765,-0.516166276035
ACH-000766,-0.523155633417
ACH-000767,-0.5899668156050001
ACH-000768,-0.973527446259
ACH-000769,-0.810910576143
ACH-000770,-0.449356640598
ACH-000771,-0.8568571352750001
ACH-000773,-0.29408440716699996
ACH-000776,-0.62294805412
ACH-000777,-0.5275573541040001
ACH-000778,-0.833150420653
ACH-000781,-0.5608956647469999
ACH-000782,-0.8470899206820001
ACH-000783,-0.410255963442
ACH-000784,-0.9322434342649999
ACH-000785,-0.644579066371
ACH-000787,-0.7441536847679999
ACH-000788,-0.459914892193
ACH-000791,-0.469673994829
ACH-000792,-0.5821078406
ACH-000794,-0.976816150555
ACH-000796,-0.5778316518600001
ACH-000799,-0.656468031973
ACH-000800,-0.625309122464
ACH-000802,-1.1559370318000002
ACH-000804,-0.49776946553900003
ACH-000805,-0.54997945352
ACH-000809,-0.7464800598870001
ACH-000810,-0.618011041102
ACH-000811,-0.531549259871
ACH-000817,-0.5119859683820001
ACH-000819,-0.48711671063900003
ACH-000820,-0.460607421255
ACH-000821,-0.421730091931
ACH-000822,-0.55252690517
ACH-000823,-0.744884611923
ACH-000824,-0.173752922281
ACH-000827,-0.28893478942899997
ACH-000829,-0.689596902047
ACH-000831,-0.9814193761
ACH-000832,-1.12461243601
ACH-000833,-0.885358388164
ACH-000834,-0.669514413026
ACH-000835,-0.9355031922529999
ACH-000836,-0.641399039137
ACH-000837,-0.751613911692
ACH-000838,-0.577415411416
ACH-000839,-0.799996658297
ACH-000840,-0.258231950388
ACH-000841,-0.696724923093
ACH-000843,-0.737831206365
ACH-000846,-0.605090983996
ACH-000847,-0.974033092437
ACH-000848,-0.879421949444
ACH-000849,-0.445028491438
ACH-000851,-0.691103271957
ACH-000855,-0.745358676125
ACH-000856,-0.733091808335
ACH-000858,-1.0094314378
ACH-000859,-0.568908537577
ACH-000861,-0.47008062137699996
ACH-000862,-0.521345608655
ACH-000865,-0.727327001409
ACH-000866,-0.823015668116
ACH-000867,-0.580956393098
ACH-000869,-0.757736142583
ACH-000872,-0.569753668663
ACH-000873,-1.4914822728200001
ACH-000876,-1.1566225575
ACH-000878,-0.518055481745
ACH-000880,-0.712327133524
ACH-000881,-0.511913770793
ACH-000882,-0.891494939522
ACH-000884,-0.436761336617
ACH-000885,-0.9666817584880001
ACH-000887,-0.730093993352
ACH-000888,-0.558845866316
ACH-000889,-0.664200155646
ACH-000890,-0.854349848916
ACH-000896,-0.689196824597
ACH-000898,-0.33497370511999996
ACH-000900,-0.7631041166670001
ACH-000901,-0.345499328211
ACH-000905,-0.8839403181409999
ACH-000906,-0.8234429167630001
ACH-000907,-0.636505586877
ACH-000910,-1.12855455261
ACH-000911,-0.744997086855
ACH-000912,-0.329613689265
ACH-000913,-0.705574261663
ACH-000915,-0.7353419712289999
ACH-000916,-0.514064462683
ACH-000917,-0.517245862538
ACH-000921,-0.851252053859
ACH-000924,-0.7688935624590001
ACH-000926,-0.49413033076800006
ACH-000928,-0.6601013876590001
ACH-000929,-0.580198830598
ACH-000932,-0.6139695127679999
ACH-000935,-0.725995829665
ACH-000936,-1.01631704152
ACH-000937,-0.8932208120880001
ACH-000938,-0.9210436116959999
ACH-000939,-0.8222995503939999
ACH-000941,-0.9178204970280001
ACH-000943,-0.9014792821050001
ACH-000946,-0.429182935393
ACH-000947,-0.9397428194480001
ACH-000948,-0.744713511703
ACH-000950,-0.634317703579
ACH-000953,-0.235753749783
ACH-000957,-0.616886221832
ACH-000958,-0.858080789896
ACH-000960,-0.9258020406919999
ACH-000963,-0.84372834395
ACH-000968,-0.813250848926
ACH-000969,-0.939226676
ACH-000973,-1.12758698173
ACH-000974,-0.7776806803120001
ACH-000975,-0.5655249140290001
ACH-000976,-0.796536352173
ACH-000978,-0.679080973758
ACH-000980,-0.750803275943
ACH-000984,-0.7751426164759999
ACH-000986,-0.886676117001
ACH-000988,-0.466163053109
ACH-000993,-0.302273510515
ACH-000994,-0.888626066697
ACH-000996,-0.508852480463
ACH-001001,-1.0944770095799998
ACH-001020,-0.5449561960399999
ACH-001028,-0.649496967865
ACH-001031,-0.504219647175
ACH-001038,-0.742178504931
ACH-001048,-0.800876471546
ACH-001050,-0.232533754759
ACH-001053,-0.7620926302490001
ACH-001054,-0.7876781066699999
ACH-001061,-0.775912702719
ACH-001067,-0.450388572726
ACH-001075,-0.488837783879
ACH-001096,-0.7731190763779999
ACH-001128,-0.555131107452
ACH-001134,-0.450124822242
ACH-001151,-0.6354687039729999
ACH-001163,-0.7063402866240001
ACH-001164,-0.716137928138
ACH-001173,-0.9285499043100001
ACH-001183,-0.85900313409
ACH-001184,-0.742141230389
ACH-001190,-0.531580956791
ACH-001192,-0.976488606821
ACH-001193,-0.649243515273
ACH-001196,-0.9076251874860001
ACH-001197,-0.262595203482
ACH-001205,-0.753954912609
ACH-001211,-0.48789643747
ACH-001212,-0.456018952603
ACH-001228,-0.826534794262
ACH-001232,-0.8902049769660001
ACH-001239,-0.688913024661
ACH-001274,-0.545108103409
ACH-001275,-0.784744430733
ACH-001277,-0.780492593836
ACH-001278,-0.61045716808
ACH-001280,-0.8829066807260001
ACH-001283,-0.998591871893
ACH-001289,-0.65920945561
ACH-001295,-0.08102793211
ACH-001300,-0.722330623743
ACH-001301,-0.39121207621299997
ACH-001302,-0.44567836248899995
ACH-001303,-0.737856816755
ACH-001306,-0.452754175677
ACH-001318,-0.7685813471699999
ACH-001322,-0.7800498401929999
ACH-001328,-0.931523203836
ACH-001332,-1.00036151598
ACH-001333,-0.6747835227069999
ACH-001336,-0.763120560882
