,STK17B (9262)
ACH-000004,-0.210530350624
ACH-000007,0.09155281674450001
ACH-000009,-0.20978715086599997
ACH-000011,-0.14680263305400001
ACH-000012,-0.136557390928
ACH-000013,-0.0121219192224
ACH-000014,-0.21968136157499998
ACH-000015,-0.15020462943600002
ACH-000017,-0.110115128718
ACH-000018,-0.06595672731669999
ACH-000019,-0.33797267479099996
ACH-000021,-0.0455897530239
ACH-000022,-0.055883638058699996
ACH-000025,-0.042739663959
ACH-000028,-0.045846067761
ACH-000030,-0.037609154957800005
ACH-000035,0.0015888623944200003
ACH-000036,-0.00639869951284
ACH-000037,-0.00407499126933
ACH-000039,-0.09767129404920001
ACH-000040,-0.294527847298
ACH-000041,-0.293978359752
ACH-000042,-0.116742670427
ACH-000045,-0.148533901994
ACH-000047,0.06311108228830001
ACH-000052,-0.08590507004
ACH-000053,-0.238486511855
ACH-000054,-0.117333329703
ACH-000055,-0.0670002539874
ACH-000060,0.114175573252
ACH-000067,-0.0157162919927
ACH-000070,-0.15293633888699998
ACH-000075,-0.18992839134599998
ACH-000078,-0.348744228649
ACH-000082,-0.071029364443
ACH-000085,-0.09130250199920001
ACH-000086,-0.129623660178
ACH-000087,-0.000873503462158
ACH-000092,-0.241573777806
ACH-000095,-0.188422492605
ACH-000097,-0.029154942747400003
ACH-000098,-0.283992968066
ACH-000099,-0.250969306026
ACH-000108,0.010028789780700001
ACH-000113,-0.352890950153
ACH-000115,-0.21413999311299997
ACH-000116,-0.177233108891
ACH-000118,-0.0815546907677
ACH-000120,-0.0592617399574
ACH-000123,-0.19513354240699998
ACH-000127,-0.0868615993733
ACH-000128,-0.178240291372
ACH-000132,-0.005375816567
ACH-000133,-0.0957605722985
ACH-000137,-0.14909290170199999
ACH-000138,-0.012655941620200001
ACH-000142,-0.0337284040069
ACH-000143,-0.0531511949004
ACH-000146,-0.254763424753
ACH-000148,-0.0357564919017
ACH-000150,-0.0018102358376900001
ACH-000152,0.037098571541
ACH-000153,-0.14618880991900002
ACH-000159,-0.17683676536899998
ACH-000160,-0.165104025716
ACH-000163,-0.170563055444
ACH-000167,-0.247513060315
ACH-000168,-0.21666624376600002
ACH-000169,-0.0414106987881
ACH-000178,-0.07328440600939999
ACH-000182,-0.09788212674489999
ACH-000183,-0.48672377075
ACH-000188,-0.0671842156211
ACH-000189,-0.07944567048569999
ACH-000190,-0.025925555466499998
ACH-000198,-0.0618043600114
ACH-000204,0.0791418491292
ACH-000206,-0.361354449062
ACH-000207,0.113221610209
ACH-000211,-0.15222814578299998
ACH-000215,-0.146120260606
ACH-000221,-0.08794085905179999
ACH-000222,-0.00137010596193
ACH-000223,-0.26575217506
ACH-000226,-0.08386629783789999
ACH-000227,-0.26157422237100003
ACH-000228,-0.0779197962972
ACH-000231,-0.137619382676
ACH-000232,-0.0683165886838
ACH-000233,-0.38545301105400004
ACH-000234,-0.15268159295
ACH-000235,-0.0625482827502
ACH-000237,-0.149529951275
ACH-000238,-0.133429707829
ACH-000243,-0.135911105172
ACH-000244,-0.141409421749
ACH-000246,-0.0021495126533
ACH-000248,-0.021175360353299998
ACH-000250,-0.136383440893
ACH-000251,0.09584535017830001
ACH-000253,-0.0635119670677
ACH-000255,-0.04650725814730001
ACH-000256,-0.005828945200379999
ACH-000257,-0.266590928006
ACH-000258,-0.0493433612884
ACH-000259,-0.102976261505
ACH-000260,-0.151879457631
ACH-000261,-0.0181489568048
ACH-000262,0.00517523569897
ACH-000263,-0.37794457972400003
ACH-000264,-0.200952801812
ACH-000265,-0.10988966776699999
ACH-000266,-0.110810144559
ACH-000272,-0.242635341837
ACH-000273,-0.0479710387079
ACH-000274,-0.192646435196
ACH-000277,-0.186328272656
ACH-000278,-0.14892474534000003
ACH-000279,-0.161467426574
ACH-000280,-0.136752065552
ACH-000281,-0.11836654831599999
ACH-000288,-0.0697415368897
ACH-000291,-0.0601089283366
ACH-000293,-0.102546583944
ACH-000294,-0.276197813359
ACH-000295,-0.255616148938
ACH-000296,0.0282945979452
ACH-000302,-0.050115552973100004
ACH-000304,-0.0246024880687
ACH-000307,-0.128870262175
ACH-000308,-0.177968608442
ACH-000310,-0.272923563669
ACH-000311,0.0926917940588
ACH-000312,-0.154797004121
ACH-000315,0.131311873447
ACH-000316,-0.153493167986
ACH-000317,-0.118502856416
ACH-000318,-0.086952203955
ACH-000319,-0.266706223686
ACH-000320,-0.11383835169800001
ACH-000322,0.12607344684900001
ACH-000323,0.0709923535327
ACH-000324,-0.104054216756
ACH-000329,0.0708196817909
ACH-000330,-0.07167419972110001
ACH-000331,-0.05193275608180001
ACH-000332,-0.07155468530560001
ACH-000334,-0.34334967601899996
ACH-000335,0.046185767651699995
ACH-000336,-0.433024439165
ACH-000337,-0.0338132851697
ACH-000339,-0.0143484203441
ACH-000341,0.16018425095799999
ACH-000348,-0.125591194301
ACH-000350,-0.13028942344799999
ACH-000352,-0.0820536707934
ACH-000356,0.21096075209100001
ACH-000361,-0.0511826008823
ACH-000362,-0.315551334023
ACH-000363,-0.154952136215
ACH-000364,-0.108948690022
ACH-000365,-0.152705084665
ACH-000366,-0.205916257955
ACH-000368,-0.0340278736393
ACH-000374,-0.0593210849151
ACH-000375,-0.176879641314
ACH-000376,0.04257171333330001
ACH-000381,-0.08638503440300001
ACH-000383,-0.058014576642699996
ACH-000387,-0.23841454322900002
ACH-000389,0.053353933678599995
ACH-000390,-0.179542160059
ACH-000393,-0.122563128511
ACH-000395,-0.14896336007799998
ACH-000397,-0.0542729664501
ACH-000401,-0.15131401711200002
ACH-000402,-0.287649015286
ACH-000403,-0.07387596302
ACH-000404,-0.0547553446238
ACH-000406,-0.277845806554
ACH-000407,-0.180305467391
ACH-000408,-0.08132356462189999
ACH-000410,-0.0516241440167
ACH-000411,-0.142885214569
ACH-000414,-0.195468015126
ACH-000415,-0.191361581841
ACH-000416,-0.20370359059700002
ACH-000420,-0.09545741482100001
ACH-000421,-0.114509637533
ACH-000424,-0.0641083378969
ACH-000425,-0.149668110487
ACH-000426,-0.398487619731
ACH-000427,-0.09045020930749999
ACH-000433,0.159686857543
ACH-000436,-0.17011876961199998
ACH-000444,-0.00573331369525
ACH-000445,-0.067907187706
ACH-000448,-0.248779967155
ACH-000450,0.0861364293871
ACH-000452,-0.07783639836760001
ACH-000454,0.0174385727949
ACH-000458,0.0482839454678
ACH-000459,-0.0420423159434
ACH-000460,0.0927082007512
ACH-000461,0.00974417444218
ACH-000463,-0.201231953873
ACH-000464,0.008853833533780001
ACH-000466,0.00592549781739
ACH-000467,-0.09537707968560001
ACH-000468,-0.204093538297
ACH-000469,-0.032882207548700006
ACH-000470,-0.019429698558400002
ACH-000471,-0.026345008662900002
ACH-000472,-0.156931833174
ACH-000473,-0.08730267130239999
ACH-000475,-0.18664721451900002
ACH-000476,0.10059930747000001
ACH-000477,0.135944886029
ACH-000480,-0.138230454046
ACH-000481,-0.121825832004
ACH-000483,0.109844171073
ACH-000484,-0.0162904884751
ACH-000485,-0.10073454311100001
ACH-000486,-0.126043320062
ACH-000487,-0.0642795038399
ACH-000488,-0.0963020994573
ACH-000490,-0.105092722775
ACH-000491,0.0610008108991
ACH-000495,-0.273123247925
ACH-000496,-0.106820450736
ACH-000499,-0.11709073438100001
ACH-000500,-0.261080827102
ACH-000502,-0.049944843641099995
ACH-000503,-0.22160230386399998
ACH-000505,-0.19604239220699998
ACH-000507,-0.139951799896
ACH-000510,-0.14042450847899998
ACH-000511,-0.16637506273
ACH-000512,-0.7549847556929999
ACH-000516,0.0417011989693
ACH-000517,-0.1265391428
ACH-000518,-0.0909080180314
ACH-000520,-0.169480924727
ACH-000521,0.00027833886346499996
ACH-000522,-0.157010048135
ACH-000524,-0.0403295322728
ACH-000527,-0.039584447323
ACH-000528,0.00728414742131
ACH-000537,-0.05645482415030001
ACH-000541,-0.190193967888
ACH-000542,-0.14736257838
ACH-000544,0.0648766207994
ACH-000545,-0.11813870882500001
ACH-000547,0.09192288599850001
ACH-000548,-0.17271118520599998
ACH-000549,-0.152089293245
ACH-000550,-0.154417521981
ACH-000552,0.041972999766300007
ACH-000556,-0.11988157083499999
ACH-000557,-0.0649113224171
ACH-000570,-0.189504227235
ACH-000571,-0.244325449788
ACH-000573,-0.164771142079
ACH-000576,-0.190118938565
ACH-000580,-0.034076954381900004
ACH-000584,0.00481049418673
ACH-000585,-0.05018339892030001
ACH-000588,-0.284998783411
ACH-000589,0.00538784436826
