,GSG1L (146395)
ACH-000004,0.0488917677381
ACH-000007,0.29250336280699996
ACH-000009,0.03480546352680001
ACH-000011,-0.0611432650271
ACH-000012,0.00274991979736
ACH-000013,-0.15952958454500002
ACH-000014,-0.185292501831
ACH-000015,-0.165195318727
ACH-000017,0.048356612006299995
ACH-000018,-0.0819359414607
ACH-000019,-0.209747042256
ACH-000021,-0.00744802166116
ACH-000022,-0.0350510654767
ACH-000025,0.00830501094344
ACH-000028,0.0413346814479
ACH-000030,0.0732187839189
ACH-000035,-0.127966861687
ACH-000036,0.152922775351
ACH-000037,-0.26337931683000004
ACH-000039,-0.140399474182
ACH-000040,-0.0482634640737
ACH-000041,0.07735308498889999
ACH-000042,0.158013866138
ACH-000045,0.0252277298337
ACH-000047,-0.041824478103
ACH-000052,0.207308112008
ACH-000053,-0.0040929485826399995
ACH-000054,0.10958799878900001
ACH-000055,-0.117948847102
ACH-000060,0.17311488712
ACH-000067,-0.000965823736634
ACH-000070,0.051979446623099994
ACH-000075,0.039009750825300005
ACH-000078,-0.035850575531900006
ACH-000082,0.023690813418799996
ACH-000085,0.023982066123900005
ACH-000086,0.0268740577859
ACH-000087,0.0185697167451
ACH-000092,-0.0886947875
ACH-000095,0.0295942867472
ACH-000097,-0.0414471656957
ACH-000098,-0.111263945774
ACH-000099,0.00446920452461
ACH-000108,0.191105122429
ACH-000113,0.0441544174481
ACH-000115,0.116302139703
ACH-000116,-0.0776958230045
ACH-000118,-0.00566375742741
ACH-000120,-0.0495349072088
ACH-000123,-0.0146736645035
ACH-000127,-0.19864198706500003
ACH-000128,-0.0685968801073
ACH-000132,-0.0554112432269
ACH-000133,0.023045678050700003
ACH-000137,-0.0464349928123
ACH-000138,0.122509106515
ACH-000142,-0.036620404042199996
ACH-000143,0.293732025046
ACH-000146,-0.0606400057724
ACH-000148,-0.019216720182
ACH-000150,-0.07158631506539999
ACH-000152,0.0587008265199
ACH-000153,-0.156787606042
ACH-000159,0.022408479716599997
ACH-000160,0.08796751857410001
ACH-000163,-0.00920514356561
ACH-000167,0.233259091158
ACH-000168,-0.10284079282299999
ACH-000169,0.056594174231199994
ACH-000178,0.00710789058397
ACH-000182,-0.081653451424
ACH-000183,-0.127649792181
ACH-000188,0.06563341993980001
ACH-000189,0.0154418859822
ACH-000190,-0.0723935336938
ACH-000198,-0.0296560317882
ACH-000204,0.043369405105300005
ACH-000206,0.161026015656
ACH-000207,0.202883471027
ACH-000211,-0.0971211905997
ACH-000215,0.102216301226
ACH-000221,0.34698677938699996
ACH-000222,-0.153316887949
ACH-000223,-0.0109417211545
ACH-000226,-0.0688538126752
ACH-000227,0.11901607110899999
ACH-000228,-0.203970753914
ACH-000231,-0.1344865102
ACH-000232,0.027915781058299997
ACH-000233,0.00650639181958
ACH-000234,0.17598246615
ACH-000235,-0.0576475079813
ACH-000237,0.0749925197303
ACH-000238,0.0260901014422
ACH-000243,-0.015404984385299999
ACH-000244,-0.0594405602937
ACH-000246,0.041822882099900004
ACH-000248,0.0345462214802
ACH-000250,0.125596526567
ACH-000251,0.126613802803
ACH-000253,0.088132289489
ACH-000255,0.0104055195512
ACH-000256,0.23132225780699997
ACH-000257,-0.0336795404459
ACH-000258,-0.0542143142643
ACH-000259,0.0689402844444
ACH-000260,-0.100908482192
ACH-000261,-0.0597534826426
ACH-000262,-0.09576153143249999
ACH-000263,0.108490515351
ACH-000264,0.0031679264905999996
ACH-000265,-0.131754884443
ACH-000266,0.0777705660149
ACH-000272,0.08102135331780001
ACH-000273,0.0624758286918
ACH-000274,-0.00640949712417
ACH-000277,0.007416272166329999
ACH-000278,0.0987950023721
ACH-000279,0.034916424565800006
ACH-000280,-0.0779132611995
ACH-000281,0.0883028974135
ACH-000288,-0.0632822783961
ACH-000291,-0.10247006532299999
ACH-000293,-0.0514611129886
ACH-000294,-0.13481087041099998
ACH-000295,-0.325211102397
ACH-000296,0.0111998926373
ACH-000302,-0.0383842005273
ACH-000304,0.274226402617
ACH-000307,-0.056279610492799996
ACH-000308,-0.0442002258615
ACH-000310,-0.13416773786800001
ACH-000311,0.114996190382
ACH-000312,0.0512310770802
ACH-000315,-0.30038996468
ACH-000316,0.012963040056200002
ACH-000317,0.216993767924
ACH-000318,-0.170122952202
ACH-000319,-0.0518283314715
ACH-000320,0.21484842324
ACH-000322,-0.07681515268469999
ACH-000323,0.0066958610807
ACH-000324,0.05931190411119999
ACH-000329,-0.0713924166329
ACH-000330,-0.053211950805099995
ACH-000331,0.0983018413192
ACH-000332,0.0515597804696
ACH-000334,0.174141284357
ACH-000335,-0.07897698236839999
ACH-000336,0.240067681798
ACH-000337,-0.120128349761
ACH-000339,0.0369165131732
ACH-000341,-0.0313957139674
ACH-000348,-0.216826691761
ACH-000350,0.057968066796699996
ACH-000352,0.215979724961
ACH-000356,-0.36612971391800003
ACH-000361,-0.0359519398738
ACH-000362,-0.106831092249
ACH-000363,0.00462474511303
ACH-000364,0.0723183090594
