,BTF3L4 (91408)
ACH-000004,-0.39123411765199995
ACH-000007,-0.568579115168
ACH-000009,-0.648673960839
ACH-000011,-0.358363619194
ACH-000012,-0.453486001747
ACH-000013,-0.75530781515
ACH-000014,-0.430649888729
ACH-000015,-0.493876293111
ACH-000017,-0.568212346083
ACH-000018,-0.49638018651999993
ACH-000019,-0.440209203176
ACH-000021,-0.568837401845
ACH-000022,-0.478958416548
ACH-000025,-0.43749480973399996
ACH-000028,-0.561874384025
ACH-000030,-0.7155266334679999
ACH-000035,-0.5666326864469999
ACH-000036,-0.414170342077
ACH-000037,-0.733517264237
ACH-000039,-0.292166975694
ACH-000040,-0.507815898004
ACH-000041,-0.54155151974
ACH-000042,-0.542717572759
ACH-000045,-0.512434279675
ACH-000047,-0.542680284204
ACH-000052,-0.8759737846819999
ACH-000053,-0.535276436052
ACH-000054,-0.444152711171
ACH-000055,-0.326903718926
ACH-000060,-0.736021101479
ACH-000067,-0.55644020118
ACH-000070,-0.7401768212000001
ACH-000075,-0.6008871177130001
ACH-000078,-0.514010760585
ACH-000082,-0.49117608502800003
ACH-000085,-0.44541721847800003
ACH-000086,-0.36788019509000003
ACH-000087,-0.9265933810510001
ACH-000092,-0.66432457894
ACH-000095,-0.750575000144
ACH-000097,-0.5608253625649999
ACH-000098,-0.448168672154
ACH-000099,-0.573441181705
ACH-000108,-0.697511025347
ACH-000113,-0.41604358096199995
ACH-000115,-0.66304260943
ACH-000116,-0.697812383565
ACH-000118,-0.487762124185
ACH-000120,-0.386818978265
ACH-000123,-0.543553077154
ACH-000127,-0.6841427712
ACH-000128,-0.8176446131589999
ACH-000132,-0.683669287755
ACH-000133,-0.352904307999
ACH-000137,-0.290067653722
ACH-000138,-0.6269316053230001
ACH-000142,-0.8227215319399999
ACH-000143,-0.349026603283
ACH-000146,-0.647715573909
ACH-000148,-0.563999492405
ACH-000150,-0.6884674010259999
ACH-000152,-0.0928690144049
ACH-000153,-0.520855050166
ACH-000159,-0.877787583062
ACH-000160,-0.500017786582
ACH-000163,-0.684728794733
ACH-000167,-0.502443181448
ACH-000168,-0.649042358305
ACH-000169,-0.731668893011
ACH-000178,-0.472846348561
ACH-000182,-0.69878265481
ACH-000183,-0.7063669426010001
ACH-000188,-0.484753586297
ACH-000189,-0.516519976248
ACH-000190,-0.487229451995
ACH-000198,-0.620515132364
ACH-000204,-0.590518232028
ACH-000206,-0.6739652335609999
ACH-000207,-0.083686723687
ACH-000211,-0.16773798273499999
ACH-000215,-0.636366481343
ACH-000221,-0.535237185759
ACH-000222,-0.330513241939
ACH-000223,-0.7478322903899999
ACH-000226,-0.377860476016
ACH-000227,-0.7435104028280001
ACH-000228,-0.583092767298
ACH-000231,-0.630692537129
ACH-000232,-0.513397235792
ACH-000233,-0.588854194694
ACH-000234,-0.628980824531
ACH-000235,-0.592831308326
ACH-000237,-0.689809926846
ACH-000238,-0.493276653352
ACH-000243,-0.475957207158
ACH-000244,-0.5295543095709999
ACH-000246,-0.581197735699
ACH-000248,-0.180556901101
ACH-000250,-0.6184613827300001
ACH-000251,-0.526961679266
ACH-000253,-0.7222196929090001
ACH-000255,-0.581147860696
ACH-000256,-0.621641242663
ACH-000257,-0.563451023778
ACH-000258,-0.224715942447
ACH-000259,-0.568472669058
ACH-000260,-0.629775562598
ACH-000261,-0.452512064724
ACH-000262,-0.5173629019529999
ACH-000263,-0.46922113255599995
ACH-000264,-0.744030863835
ACH-000265,-0.629734203883
ACH-000266,-0.653321236497
ACH-000272,-0.458874514523
ACH-000273,-0.6971655960269999
ACH-000274,-0.752073316777
ACH-000277,-0.6205212278059999
ACH-000278,-0.7689112518979999
ACH-000279,-0.7531631740189999
ACH-000280,-0.582515952903
ACH-000281,-0.21328794084600003
ACH-000288,-0.510766020396
ACH-000291,-0.398180473676
ACH-000293,-0.260582367665
ACH-000294,-0.501137054959
ACH-000295,-0.25929965412300005
ACH-000296,-0.592329165702
ACH-000302,-0.858929223574
ACH-000304,-0.641129788616
ACH-000307,-0.63160144648
ACH-000308,-0.481465732272
ACH-000310,-0.7278288422470001
ACH-000311,-0.616142365902
ACH-000312,-0.62260640543
ACH-000315,-0.26504677231
ACH-000316,-0.200512439629
ACH-000317,-0.6807648261399999
ACH-000318,-0.512880865602
ACH-000319,-0.566077339882
ACH-000320,-0.607141138024
ACH-000322,-0.878857772768
ACH-000323,-0.58564249122
ACH-000324,-0.582558580661
ACH-000329,-0.619540882499
ACH-000330,-0.436225285175
ACH-000331,-0.56368407935
ACH-000332,-0.594082734959
ACH-000334,-0.699368619553
ACH-000335,-0.636325951234
ACH-000336,-0.252089270135
ACH-000337,-0.501099969707
ACH-000339,-0.520971332702
ACH-000341,-0.6586523838530001
ACH-000348,-0.49695596109800005
ACH-000350,-0.5728275570870001
ACH-000352,-0.509261920577
ACH-000356,-0.431212691268
ACH-000361,-0.0578922986336
ACH-000362,-0.687808163952
ACH-000363,-0.789380975002
ACH-000364,-0.5123078149360001
ACH-000365,-0.36147437976499996
ACH-000366,-0.540038248249
ACH-000368,-0.516114902112
ACH-000374,-0.467166222346
ACH-000375,-0.552911234702
ACH-000376,-0.407827403925
ACH-000381,-0.661593612222
ACH-000383,-0.777608262347
ACH-000387,-0.853058526538
ACH-000389,-0.392681348478
ACH-000390,-0.505602515563
ACH-000393,-0.369419089594
ACH-000395,-0.525184424898
ACH-000397,-0.550795514049
ACH-000401,-0.6888313270909999
ACH-000402,-0.21941352456399998
ACH-000403,-0.810038895272
ACH-000404,-1.2174109499099999
ACH-000406,-0.505278395444
ACH-000407,-0.601247198834
ACH-000408,-0.576234410856
ACH-000410,-0.382483244782
ACH-000411,-0.567831548925
ACH-000414,-0.6712131688770001
ACH-000415,-0.768578739966
ACH-000416,-0.49665944377899995
ACH-000420,-0.459017337392
ACH-000421,-0.541904004551
ACH-000424,-0.351993266505
ACH-000425,-0.581977516874
ACH-000426,-0.666149172819
ACH-000427,-0.8724715168189999
ACH-000433,-0.5830665419650001
ACH-000436,-0.308938456121
ACH-000444,-0.539446429871
ACH-000445,-0.19687678167
ACH-000448,-0.755903914778
ACH-000450,-0.498673165508
ACH-000452,-0.33073694339000004
ACH-000454,-0.431412042434
ACH-000458,-0.640218838505
ACH-000459,-0.750833408034
ACH-000460,-0.552988841849
ACH-000461,-0.785246920105
ACH-000463,-0.6074192207600001
ACH-000464,-0.503051204563
ACH-000466,-0.584558415986
ACH-000467,-0.53832505288
ACH-000468,-0.422318738588
ACH-000469,-0.455522992813
ACH-000470,-0.40036884944
ACH-000471,-0.591390529926
ACH-000472,-0.49382420182
ACH-000473,-0.43048008821199996
ACH-000475,-0.576554060609
ACH-000476,-0.486567262904
ACH-000477,-0.817974154577
ACH-000480,-0.47436524458000007
ACH-000481,-0.5552120452139999
ACH-000483,-0.6251700122070001
ACH-000484,-0.469852345588
ACH-000485,-0.330427658986
ACH-000486,-0.421211470199
ACH-000487,-0.449473702095
ACH-000488,-0.478704026937
ACH-000490,-0.5639093088229999
ACH-000491,-0.528684505463
ACH-000495,-0.954895308645
ACH-000496,-0.72856428535
ACH-000499,-0.504651079014
ACH-000500,-1.22007272111
ACH-000502,-0.41600628052199995
ACH-000503,-0.563615174833
ACH-000505,-0.441508948181
ACH-000507,-0.632585099631
ACH-000510,-0.413742370493
ACH-000511,-0.594461204709
ACH-000512,-0.43921434130500003
ACH-000516,-0.796266584092
ACH-000517,-0.6022384621329999
ACH-000518,-0.48585447951399996
ACH-000520,-0.557396077183
ACH-000521,-0.43173496145
ACH-000522,-0.681448731664
ACH-000524,-0.760462893338
ACH-000527,-0.6145685330690001
ACH-000528,-0.622998662935
ACH-000537,-0.526973363254
ACH-000541,-0.563362751398
ACH-000542,-0.556689662832
ACH-000544,-0.460247210001
ACH-000545,-0.442853984252
ACH-000547,0.140084777639
ACH-000548,-0.677365583997
ACH-000549,-0.535629401843
ACH-000550,-0.475471674033
ACH-000552,-0.557779033244
ACH-000556,-0.43338462006000006
ACH-000557,-0.501779273068
ACH-000570,-0.531330757874
ACH-000571,-0.39357601822300003
ACH-000573,-0.7299064179289999
ACH-000576,-0.657168212914
ACH-000580,-0.6661142672
ACH-000584,-0.573227324786
ACH-000585,-0.732761869575
ACH-000588,-0.543519811107
ACH-000589,-0.478452253438
ACH-000591,-0.560579833173
ACH-000593,-0.660319882792
ACH-000600,-0.769643329664
ACH-000601,-0.5382065254730001
ACH-000604,-0.43865203512100004
ACH-000605,-0.6921049845980001
ACH-000606,-0.496314505577
ACH-000608,-0.7083512558380001
ACH-000614,-0.870261972757
ACH-000616,-0.787950158729
ACH-000618,-0.624117605511
ACH-000619,-0.27914310805
ACH-000620,-0.635432626293
ACH-000621,-0.582066320677
ACH-000622,-0.5468567145409999
ACH-000623,-0.659547336362
ACH-000624,-0.505680059317
ACH-000627,-0.7273451774099999
ACH-000630,-0.656348630548
ACH-000632,-0.586806046144
ACH-000633,-0.8669379338259999
ACH-000637,-0.672084985474
ACH-000638,-0.410189313072
ACH-000646,-0.827744592611
ACH-000647,-0.569013817904
ACH-000648,-0.525361580884
ACH-000649,-0.503651321039
ACH-000651,-0.441102990441
ACH-000652,-0.564133317112
ACH-000653,-0.620955152218
ACH-000657,-0.673987248173
ACH-000658,-0.771813458211
ACH-000661,-0.617573195323
ACH-000662,-0.14246057351500002
ACH-000663,-0.7363330446330001
ACH-000665,-0.64111882598
ACH-000671,-0.5817629326
ACH-000673,-0.633740259323
ACH-000676,-0.486057284621
ACH-000677,-0.717237024711
ACH-000681,-0.575112964121
ACH-000682,-0.46195938259499997
ACH-000683,-0.712910493536
ACH-000684,-0.45314027883
ACH-000688,-0.605940748451
ACH-000693,-0.574781103977
ACH-000694,-0.541959957332
ACH-000695,-0.6595645825850001
ACH-000696,-0.6802047530259999
ACH-000697,-0.8795308105399999
ACH-000699,-0.8058002605600001
ACH-000701,-0.6871102740780001
ACH-000706,-0.5327292560670001
ACH-000711,-0.430347101006
ACH-000713,-0.627263562663
ACH-000714,-0.44676153152599996
