,BTF3L4 (91408)
ACH-000718,-0.6735478114210001
ACH-000720,-0.577093772437
ACH-000721,-0.62000222218
ACH-000724,-0.425964770273
ACH-000725,-0.579963064821
ACH-000732,-0.771251373663
ACH-000734,-0.610561768274
ACH-000735,-0.628872191136
ACH-000736,-0.515904406158
ACH-000738,-0.638936862649
ACH-000746,-0.378962076321
ACH-000747,-0.6447520870319999
ACH-000748,-0.338908721087
ACH-000753,-0.337342443063
ACH-000756,-0.501593044223
ACH-000757,-0.494218033052
ACH-000758,-0.319864151344
ACH-000760,-0.48794231205300004
ACH-000763,-0.7119862690690001
ACH-000764,-0.686860007817
ACH-000765,-0.550841113535
ACH-000766,-0.524074310117
ACH-000767,-0.454776996946
ACH-000768,-0.337207600066
ACH-000769,-0.5297206392530001
ACH-000770,-0.57380649939
ACH-000771,-0.6311281070229999
ACH-000773,-0.283473184122
ACH-000776,-0.6915701131199999
ACH-000777,-0.601466955052
ACH-000778,-0.604827387292
ACH-000781,-0.48732761496699994
ACH-000782,-0.790385859612
ACH-000783,-0.586287374079
ACH-000784,-0.37325712979599995
ACH-000785,-0.800190052579
ACH-000787,-0.36173836317100005
ACH-000788,-0.509810029648
ACH-000791,-0.46528265994499995
ACH-000792,-0.462467647325
ACH-000794,-0.318528802986
ACH-000796,-0.46181034123099995
ACH-000799,-0.467013175734
ACH-000800,-0.378680912581
ACH-000802,-0.371912507703
ACH-000804,-0.47250943437200005
ACH-000805,-0.548182865201
ACH-000809,-0.44227387912
ACH-000810,-0.137396085488
ACH-000811,-0.567872406817
ACH-000817,-0.623651949814
ACH-000819,-0.5036022067539999
ACH-000820,-0.8003428443549999
ACH-000821,-0.679530357597
ACH-000822,-0.48431612444
ACH-000823,-0.5093360226
ACH-000824,-0.528218855934
ACH-000827,-0.422630013821
ACH-000829,-0.612277806432
ACH-000831,-0.351931909807
ACH-000832,-0.46967191227899996
ACH-000833,-0.515298634997
ACH-000834,-0.503165828256
ACH-000835,-0.37670388539300004
ACH-000836,-0.66779293366
ACH-000837,-0.631368751228
ACH-000838,-0.389641415665
ACH-000839,-0.581090245832
ACH-000840,-0.653536226771
ACH-000841,-0.322336301828
ACH-000843,-0.500464019562
ACH-000846,-0.576965438947
ACH-000847,-0.191099661719
ACH-000848,-0.5247246840850001
ACH-000849,-0.35738577516500003
ACH-000851,-0.48171766392300003
ACH-000855,-0.859952957621
ACH-000856,-0.34917895757100004
ACH-000858,-0.628047210314
ACH-000859,-0.322671633284
ACH-000861,-0.5992587692520001
ACH-000862,-0.538212988508
ACH-000865,-0.60215367557
ACH-000866,-0.611968559723
ACH-000867,-0.715228722677
ACH-000869,-0.640371461791
ACH-000872,-0.31956246403099997
ACH-000873,-0.446053428499
ACH-000876,-0.45872069937700005
ACH-000878,-0.6800976444939999
ACH-000880,-0.669711059686
ACH-000881,-0.412737211834
ACH-000882,-0.679617871726
ACH-000884,-0.411510723104
ACH-000885,-0.7568969179199999
ACH-000887,-0.781512592233
ACH-000888,-0.649845849602
ACH-000889,-0.547998925759
ACH-000890,-0.543249387032
ACH-000896,-0.633959895369
ACH-000898,-0.772197331523
ACH-000900,-0.5899630721119999
ACH-000901,-0.738255939192
ACH-000905,-0.586560138721
ACH-000906,-0.6164909346899999
ACH-000907,-0.35022345714599995
ACH-000910,-0.396883092506
ACH-000911,-0.582673247475
ACH-000912,-0.49264708647600003
ACH-000913,-0.43048627
ACH-000915,-0.463387977307
ACH-000916,-0.490410367415
ACH-000917,-0.370311486036
ACH-000921,-0.36289901714199996
ACH-000924,-0.67561101997
ACH-000926,-0.5203862488750001
ACH-000928,-0.38219569636699996
ACH-000929,-0.282926144837
ACH-000932,-0.394581729519
ACH-000935,-0.552049487092
ACH-000936,-0.740785421727
ACH-000937,-0.610374847169
ACH-000938,-0.509287282297
ACH-000939,-0.48376923936300004
ACH-000941,-0.5614956551899999
ACH-000943,-0.611919699748
ACH-000946,-0.507993388867
ACH-000947,-0.62012646128
ACH-000948,-0.532369832169
ACH-000950,-0.46656717155
ACH-000953,-0.75152127459
ACH-000957,-0.503424666036
ACH-000958,-0.650918755103
ACH-000960,-0.710175051797
ACH-000963,-0.631158974916
ACH-000968,-0.494274431334
ACH-000969,-0.528915761061
ACH-000973,-0.7664347641079999
ACH-000974,-0.608966210207
ACH-000975,-0.776507867773
ACH-000976,-0.527726179494
ACH-000978,-0.276686425135
ACH-000980,-0.58661655138
ACH-000984,-0.612934794952
ACH-000986,-0.370592328908
ACH-000988,-0.5333750931
ACH-000993,-0.51536362226
ACH-000994,-0.508688583648
ACH-000996,-0.442918238538
ACH-001001,-0.633174841334
ACH-001020,-1.10418159786
ACH-001028,-0.503953380099
ACH-001031,-0.40424830452200006
ACH-001038,-0.45353260423299996
ACH-001048,-0.497712668721
ACH-001050,-0.620786424727
ACH-001053,-0.567461954718
ACH-001054,-0.478828658511
ACH-001061,-0.272888732487
ACH-001067,-0.610120579565
ACH-001075,-0.543879907471
ACH-001096,-0.6813733829880001
ACH-001128,-0.770975822364
ACH-001134,-0.556730883448
ACH-001151,-0.403492169634
ACH-001163,-0.333490643082
ACH-001164,-0.499694648829
ACH-001173,-0.648685204977
ACH-001183,-0.357371744336
ACH-001184,-0.664385883983
ACH-001190,-0.507528469511
ACH-001192,-0.41145287498099997
ACH-001193,-0.301779448697
ACH-001196,-0.519453789709
ACH-001197,-0.68457102555
ACH-001205,-0.593534924897
ACH-001211,-0.558994422897
ACH-001212,0.103896166133
ACH-001228,-0.35172795424900005
ACH-001232,-0.317450089845
ACH-001239,-0.6107761569160001
ACH-001274,-0.586149438466
ACH-001275,-0.673788338875
ACH-001277,-0.700817509927
ACH-001278,-0.535888152889
ACH-001280,-1.12669179652
ACH-001283,-0.771335023938
ACH-001289,-0.683141568891
ACH-001295,-0.606779067294
ACH-001300,-0.7102613647589999
ACH-001301,-0.322245066492
ACH-001302,-0.7403212156810001
ACH-001303,-0.537256580857
ACH-001306,-0.5289426899949999
ACH-001318,-0.45822635158200004
ACH-001322,-0.523961687715
ACH-001328,-0.500627317487
ACH-001332,-0.211376829154
ACH-001333,-0.47896741287699995
ACH-001336,-0.387094624211
ACH-001340,-0.46345784381300004
ACH-001346,-0.541224932423
ACH-001353,-0.725981268233
ACH-001354,-0.593501107419
ACH-001367,-0.727047459622
ACH-001368,-0.5626316796
ACH-001374,-0.776105245963
ACH-001375,-0.029454999261199998
ACH-001377,-0.483381190899
ACH-001380,-0.5151345521949999
ACH-001391,-0.478814646237
ACH-001407,-0.519546601905
ACH-001408,-0.669472662584
ACH-001413,-0.7905401346619999
ACH-001430,-0.36512685853200005
ACH-001431,-0.544861355429
ACH-001450,-0.500582821993
ACH-001496,-0.44658103993299997
ACH-001500,-0.559126801162
ACH-001521,-0.7144579558580001
ACH-001523,-0.621527189694
ACH-001532,-0.6916468284630001
ACH-001536,-0.53646291023
ACH-001550,-0.555938950872
ACH-001552,-0.598797130758
ACH-001554,-0.589074017162
ACH-001645,-0.602401457397
ACH-001654,-0.586271491486
ACH-001715,-0.266015611591
ACH-001735,-0.668270619506
ACH-001736,-0.7333765894130001
ACH-001737,-1.0526616926
ACH-001740,-0.553343109435
ACH-001745,-0.667571956629
ACH-001750,-0.563969539598
ACH-001765,-0.48938159815399995
ACH-001956,-0.498319957883
ACH-001957,-0.423443769682
