,ZAR1 (326340)
ACH-000004,-0.127030049156
ACH-000007,-0.257673804292
ACH-000009,0.00013898139962
ACH-000011,0.052814576173
ACH-000012,-0.104727917729
ACH-000013,-0.0528084621731
ACH-000014,0.025547743056900003
ACH-000015,-0.248695569474
ACH-000017,-0.0994004721113
ACH-000018,0.0965701702761
ACH-000019,0.0524014025934
ACH-000021,-0.0387834086688
ACH-000022,-0.0411408201664
ACH-000025,-0.0730504971216
ACH-000028,-0.157739280361
ACH-000030,-0.133815662071
ACH-000035,0.186370158726
ACH-000036,-0.290632721885
ACH-000037,-0.121035603408
ACH-000039,0.0159292719564
ACH-000040,-0.07583539065310001
ACH-000041,0.0396846445819
ACH-000042,-0.143764859487
ACH-000045,0.0823619646083
ACH-000047,-0.130716323274
ACH-000052,-0.10310713039200001
ACH-000053,-0.192788945204
ACH-000054,-0.09756749775219999
ACH-000055,-0.09628174698349999
ACH-000060,-0.09683076814300001
ACH-000067,0.024860350285200002
ACH-000070,-0.094253124891
ACH-000075,-0.17008418697099997
ACH-000078,-0.169736467928
ACH-000082,0.07311344269230001
ACH-000085,0.144485754541
ACH-000086,0.025260668602299998
ACH-000087,-0.200722517603
ACH-000092,0.0357099657838
ACH-000095,0.00416018462384
ACH-000097,-0.0998394534632
ACH-000098,0.0919662632607
ACH-000099,-0.15155023902999998
ACH-000108,0.0314103880138
ACH-000113,0.0624940564161
ACH-000115,-0.0586529028353
ACH-000116,-0.0548473482929
ACH-000118,-0.041428711241800004
ACH-000120,-0.117898517942
ACH-000123,-0.17658617978100002
ACH-000127,-0.0885404017358
ACH-000128,-0.074739834568
ACH-000132,-0.045874106480199996
ACH-000133,-0.18379397602800002
ACH-000137,-0.282949321515
ACH-000138,-0.0197286023464
ACH-000142,0.0395522365981
ACH-000143,-0.07269053424710001
ACH-000146,-0.162871876469
ACH-000148,-0.0979650733396
ACH-000150,-0.16794747357599998
ACH-000152,-0.207583576509
ACH-000153,-0.0138287132782
ACH-000159,-0.139653514639
ACH-000160,-0.0302651283077
ACH-000163,0.022660960009
ACH-000167,0.0071485740589199995
ACH-000168,-0.147648912814
ACH-000169,-0.054216272768800006
ACH-000178,-0.08750094486300002
ACH-000182,-0.00808399435749
ACH-000183,0.0665798493621
ACH-000188,0.0313815886412
ACH-000189,-0.14257239075
ACH-000190,0.186552813499
ACH-000198,0.0256414923144
ACH-000204,-0.144662806038
ACH-000206,0.0373987892629
ACH-000207,0.0884026356329
ACH-000211,-0.15118632301100002
ACH-000215,-0.12293489328500001
ACH-000221,-0.172773327909
ACH-000222,-0.333621899862
ACH-000223,-0.013840707019999999
ACH-000226,-0.17596282323600002
ACH-000227,-0.00505981681665
ACH-000228,-0.393415659196
ACH-000231,-0.135456692966
ACH-000232,-0.0125207530214
ACH-000233,0.133587152017
ACH-000234,0.0334718657694
ACH-000235,-0.142331748248
ACH-000237,-0.132228916206
ACH-000238,-0.040016069045800004
ACH-000243,-0.207363945165
ACH-000244,-0.0465255437526
ACH-000246,-0.120112259758
ACH-000248,-0.213088737506
ACH-000250,-0.0522418936094
ACH-000251,0.0644282898311
ACH-000253,-0.109553998932
ACH-000255,-0.0813497397822
ACH-000256,0.17393075874699998
ACH-000257,-0.047626136258300006
ACH-000258,-0.246307371105
ACH-000259,-0.06853216464680001
ACH-000260,-0.25165199613600003
ACH-000261,-0.121931133727
ACH-000262,-0.173065353239
ACH-000263,0.136934232575
ACH-000264,-0.122912498446
ACH-000265,-0.00129015688936
ACH-000266,-0.041063252341100004
ACH-000272,-0.215771053488
ACH-000273,-0.102139613089
ACH-000274,-0.0538442430614
ACH-000277,0.138311283198
ACH-000278,0.038223844285199995
ACH-000279,-0.0982282385303
ACH-000280,0.136162923336
ACH-000281,-0.31288154420200004
ACH-000288,-0.011618428491799998
ACH-000291,-0.0507069966672
ACH-000293,0.0317903124478
ACH-000294,0.10554680103900001
ACH-000295,-0.10095215149499999
ACH-000296,-0.112252565086
ACH-000302,-0.231990397764
ACH-000304,-0.05043981048190001
ACH-000307,-0.172514953778
ACH-000308,-0.100133956363
ACH-000310,-0.165089068585
ACH-000311,-0.289802846323
ACH-000312,-0.231528721825
ACH-000315,0.19312746608
ACH-000316,0.14713805771299998
ACH-000317,-0.341994105078
ACH-000318,-0.0606383600005
ACH-000319,-0.153546863787
ACH-000320,-0.398758074215
ACH-000322,-0.30875292005800004
ACH-000323,-0.050479308932600005
ACH-000324,-0.10207335974199999
ACH-000329,-0.0200402821147
ACH-000330,-0.343856092338
ACH-000331,-0.0380952943227
ACH-000332,-0.07876725115899999
ACH-000334,0.16067866365800001
ACH-000335,-0.246497066543
ACH-000336,-0.22763428072099998
ACH-000337,0.000871655726497
ACH-000339,-0.22747742205600002
ACH-000341,-0.050529795733599996
ACH-000348,-0.061389697449599996
ACH-000350,-0.289748270129
ACH-000352,-0.024674487582400005
ACH-000356,0.05039093311080001
