,VPS26A (9559)
ACH-000004,-0.221060229081
ACH-000007,-0.279828899005
ACH-000009,-0.665872797165
ACH-000011,-0.582045309062
ACH-000012,-0.21440281359900001
ACH-000013,-0.154486800816
ACH-000014,-0.499673052386
ACH-000015,-0.281632657786
ACH-000017,-0.463952482099
ACH-000018,-0.189434335589
ACH-000019,-0.16802505223
ACH-000021,-0.253609476643
ACH-000022,-0.254983594782
ACH-000025,-0.19587835315699997
ACH-000028,-0.28238119566799996
ACH-000030,-0.5817732917930001
ACH-000035,-0.345973226528
ACH-000036,-0.370741060973
ACH-000037,-0.07429001146110001
ACH-000039,-0.352152907006
ACH-000040,0.038815058943
ACH-000041,-0.133636685302
ACH-000042,-0.303206024152
ACH-000045,-0.267986193911
ACH-000047,-0.14947817915699999
ACH-000052,-0.165710751247
ACH-000053,-0.681331352334
ACH-000054,-0.449889563047
ACH-000055,-0.151845704955
ACH-000060,-0.33613738882700006
ACH-000067,-0.244897100889
ACH-000070,-0.447284099815
ACH-000075,-0.162641020569
ACH-000078,-0.341169876052
ACH-000082,-0.07291656540510001
ACH-000085,-0.302014318056
ACH-000086,-0.17759870278700002
ACH-000087,-0.189488301003
ACH-000092,-0.24329791039
ACH-000095,-0.233483569624
ACH-000097,-0.22267242692800002
ACH-000098,0.0751466992072
ACH-000099,-0.13842046320999998
ACH-000108,-0.229646681107
ACH-000113,-0.304926892081
ACH-000115,-0.102073510956
ACH-000116,-0.36087937864200004
ACH-000118,-0.388107124454
ACH-000120,-0.123065248337
ACH-000123,-0.26432706783599996
ACH-000127,-0.243963670641
ACH-000128,-0.257023596294
ACH-000132,-0.36531516717699997
ACH-000133,-0.25971034184
ACH-000137,-0.238975378199
ACH-000138,-0.25039084411
ACH-000142,-0.579250627363
ACH-000143,0.0072632020752099995
ACH-000146,-0.09325075851989999
ACH-000148,-0.285325645668
ACH-000150,-0.19689426242600003
ACH-000152,-0.280509072165
ACH-000153,-0.17462391525899998
ACH-000159,-0.20161754386599998
ACH-000160,-0.603070267018
ACH-000163,-0.43570067567000004
ACH-000167,-0.485322502047
ACH-000168,-0.33596785063900003
ACH-000169,-0.449562711294
ACH-000178,-0.284743362097
ACH-000182,-0.194106792652
ACH-000183,-0.20732028964899998
ACH-000188,-0.280785523395
ACH-000189,-0.5288150406000001
ACH-000190,-0.35844551958899995
ACH-000198,-0.237202439253
ACH-000204,-0.283307778158
ACH-000206,-0.182751350163
ACH-000207,-0.610976747989
ACH-000211,-0.37855943214500004
ACH-000215,-0.043352435868800006
ACH-000221,0.0272057309494
ACH-000222,-0.294750163285
ACH-000223,-0.405813159465
ACH-000226,-0.370995750998
ACH-000227,-0.222408177505
ACH-000228,-0.470282293403
ACH-000231,-0.191185694956
ACH-000232,-0.306287439892
ACH-000233,-0.336870358604
ACH-000234,-0.317718143706
ACH-000235,-0.371115578854
ACH-000237,-0.222265421582
ACH-000238,-0.0970611132749
ACH-000243,-0.288802385359
ACH-000244,-0.200567675671
ACH-000246,-0.201012514169
ACH-000248,-0.571263743675
ACH-000250,-0.459875190164
ACH-000251,-0.49212406375100004
ACH-000253,-0.460111112991
ACH-000255,-0.35126821567
ACH-000256,-0.202281174215
ACH-000257,-0.119137096392
ACH-000258,-0.239402489452
ACH-000259,-0.393097952372
ACH-000260,-0.284114761007
ACH-000261,-0.36884209669600004
ACH-000262,-0.41138217840700003
ACH-000263,-0.135363051619
ACH-000264,-0.33613099014200004
ACH-000265,-0.19755131229400003
ACH-000266,-0.24600110173099998
ACH-000272,-0.274942455711
ACH-000273,-0.553270197413
ACH-000274,-0.127966954566
ACH-000277,-0.370584255375
ACH-000278,-0.12236919615700001
ACH-000279,-0.131856712838
ACH-000280,-0.183861473545
ACH-000281,-0.339812068442
ACH-000288,-0.226622090195
ACH-000291,-0.158815303761
ACH-000293,-0.276250186879
ACH-000294,-0.407515558627
ACH-000295,-0.6189012442230001
ACH-000296,-0.488569321589
ACH-000302,-0.28950114658799997
ACH-000304,-0.08721936087539998
ACH-000307,-0.358901273084
ACH-000308,-0.219671121756
ACH-000310,-0.381459066676
ACH-000311,-0.614466576352
ACH-000312,-0.146015929259
ACH-000315,-0.605605507647
ACH-000316,-0.300448301414
ACH-000317,-0.34735830905299997
ACH-000318,-0.553968235486
ACH-000319,-0.141661583884
ACH-000320,-0.394706071884
ACH-000322,-0.382767281374
ACH-000323,-0.354936394793
ACH-000324,-0.7016544290279999
ACH-000329,-0.220120961582
ACH-000330,-0.315285724147
ACH-000331,-0.39355603524800004
ACH-000332,-0.41289393605700003
ACH-000334,-0.925858541
ACH-000335,-0.21691740357500003
ACH-000336,-0.149801333742
ACH-000337,-0.241875999059
ACH-000339,-0.217902926961
ACH-000341,-0.316735263158
ACH-000348,-0.227372364449
ACH-000350,-0.336008830739
ACH-000352,-0.203357459105
ACH-000356,-0.318642350413
ACH-000361,-0.308617552476
ACH-000362,-0.42541650877
ACH-000363,-0.125491686374
ACH-000364,-0.27610316677499996
ACH-000365,-0.507056971746
ACH-000366,-0.196508548832
ACH-000368,-0.137017038542
ACH-000374,-0.646139044041
ACH-000375,-0.364487244424
ACH-000376,-0.222313636552
ACH-000381,-0.594511422603
ACH-000383,-0.557931692606
ACH-000387,-0.3846214665
ACH-000389,-0.0489142165673
ACH-000390,-0.396016083424
ACH-000393,-0.141763578537
ACH-000395,-0.332634452594
ACH-000397,-0.45475964356700005
ACH-000401,-0.17462525104200002
ACH-000402,-0.612535029535
ACH-000403,-0.39010730980499997
ACH-000404,-0.20284953832400002
ACH-000406,-0.509272555968
ACH-000407,-0.33800825918300004
ACH-000408,-0.485510296061
ACH-000410,-0.221709890874
ACH-000411,-0.46101642745399996
ACH-000414,-0.35148553699699997
ACH-000415,-0.627217912444
ACH-000416,-0.207362660586
ACH-000420,-0.36127952397
ACH-000421,-0.267598337636
ACH-000424,-0.007330842853720001
ACH-000425,-0.279197850825
ACH-000426,-0.239747614
ACH-000427,-0.14229992295399999
ACH-000433,-0.44327255088100004
ACH-000436,-0.11885540685799999
ACH-000444,-0.29108713887
ACH-000445,-0.31748305946899996
ACH-000448,-0.38423130019100005
ACH-000450,-0.559838646458
ACH-000452,-0.774411751937
ACH-000454,-0.194176500731
ACH-000458,-0.270534939597
ACH-000459,-0.114590146904
ACH-000460,-0.848495910089
ACH-000461,-0.545349938236
ACH-000463,-0.275956641446
ACH-000464,-0.301195444991
ACH-000466,-0.316594261006
ACH-000467,-0.323598783646
ACH-000468,-0.0532856825826
ACH-000469,-0.229016383725
ACH-000470,-0.5495621621310001
ACH-000471,-0.43211117412699995
ACH-000472,-0.229923378243
ACH-000473,-0.166604104412
ACH-000475,-0.218793237593
ACH-000476,-0.36815418267
ACH-000477,-0.08936089974980001
ACH-000480,-0.24095306066
ACH-000481,-0.398351107833
ACH-000483,-0.497604283993
ACH-000484,-0.38879910972900006
ACH-000485,-0.568806390285
ACH-000486,-0.299393033855
ACH-000487,-0.189366694345
ACH-000488,-0.15701496082900002
ACH-000490,-0.44548600281000006
ACH-000491,-0.40157292170599995
ACH-000495,-0.471783958922
ACH-000496,-0.327036831109
ACH-000499,-0.08798022287010002
ACH-000500,-0.36158960073299995
ACH-000502,-0.356786211667
ACH-000503,-0.221497450357
ACH-000505,-0.726171452034
ACH-000507,-0.291359233158
ACH-000510,-0.20970236289500002
ACH-000511,-0.140863029055
ACH-000512,-0.24400729748000002
ACH-000516,-0.166581855378
ACH-000517,-0.439330407908
ACH-000518,-0.41403016969800005
ACH-000520,-0.11164711291200001
ACH-000521,-0.428663694466
ACH-000522,-0.09839665900800001
ACH-000524,-0.27661343204
ACH-000527,-0.521974001734
ACH-000528,-0.262042754467
ACH-000537,-0.473804656417
ACH-000541,-0.767843830327
ACH-000542,-0.24773422278499999
ACH-000544,-0.447882838835
ACH-000545,-0.30241469198300003
ACH-000547,-0.19176827333500002
ACH-000548,-0.324814947555
ACH-000549,-0.35627642004
ACH-000550,-0.34760225731
ACH-000552,-0.412977429327
