,GPAM (57678)
ACH-000004,0.034892266397800006
ACH-000007,0.13354051462000002
ACH-000009,-0.119243672053
ACH-000011,-0.08853603772330002
ACH-000012,-0.19996087828499998
ACH-000013,0.0711509228704
ACH-000014,-0.09534703057589998
ACH-000015,-0.168510863324
ACH-000017,-0.10620985476299999
ACH-000018,-0.0875007989549
ACH-000019,-0.0675360722058
ACH-000021,0.004713235274770001
ACH-000022,-0.0649037516769
ACH-000025,-0.046142418947599996
ACH-000028,0.0516324227441
ACH-000030,-0.0651004632065
ACH-000035,0.298001340231
ACH-000036,-0.0728550490315
ACH-000037,0.024033456728
ACH-000039,0.11394921996099999
ACH-000040,0.00749295286674
ACH-000041,-0.251352924258
ACH-000042,-0.13384258354800002
ACH-000045,-0.0694454205222
ACH-000047,0.023626459259
ACH-000052,0.11589135419399998
ACH-000053,0.014432137497
ACH-000054,0.183198459365
ACH-000055,0.171486166323
ACH-000060,-0.12678214055700002
ACH-000067,-0.0110433979389
ACH-000070,0.34956693906400005
ACH-000075,-0.393991233608
ACH-000078,-0.0178256490765
ACH-000082,-0.126702135012
ACH-000085,-0.0504431856017
ACH-000086,0.0419024643099
ACH-000087,-0.0906035650635
ACH-000092,-0.146855351236
ACH-000095,-0.092495347424
ACH-000097,-0.124255971075
ACH-000098,-0.13231901443
ACH-000099,-0.0628131935431
ACH-000108,-0.08206454854939998
ACH-000113,-0.049520905194899996
ACH-000115,-0.048669220613599996
ACH-000116,-0.013932383725
ACH-000118,-0.073686183706
ACH-000120,0.0337379879101
ACH-000123,-0.22664577478
ACH-000127,-0.0690139646098
ACH-000128,0.06891963238769999
ACH-000132,-0.010412625915
ACH-000133,-0.175559442181
ACH-000137,0.00269138349709
ACH-000138,-0.149018063341
ACH-000142,-0.22403985111299998
ACH-000143,-0.027398645751400004
ACH-000146,-0.0597633974902
ACH-000148,-0.08898675001319999
ACH-000150,-0.125880434935
ACH-000152,-0.0061055843998
ACH-000153,0.09353455862500001
ACH-000159,-0.0676240724806
ACH-000160,0.08403587166740001
ACH-000163,0.116235338003
ACH-000167,-0.258272881817
ACH-000168,0.0501848332615
ACH-000169,-0.0175126479651
ACH-000178,-0.067295847346
ACH-000182,-0.201638333176
ACH-000183,-0.07482540411000001
ACH-000188,0.055693831921800004
ACH-000189,-0.0499701037927
ACH-000190,-0.09636954415780001
ACH-000198,-0.0101073408694
ACH-000204,-0.12083930819399999
ACH-000206,-0.0972147909499
ACH-000207,-0.061135553385
ACH-000211,-0.128358192674
ACH-000215,-0.118501589813
ACH-000221,-0.12111309161699998
ACH-000222,-0.18412089790600003
ACH-000223,-0.14476478184
ACH-000226,-0.204807040747
ACH-000227,-0.0669373144972
ACH-000228,-0.020458033464200002
ACH-000231,0.0522071262722
ACH-000232,-0.0203016342838
ACH-000233,-0.11775617168
ACH-000234,-0.031036234640700003
