,GHSR (2693)
ACH-000004,-0.245453607326
ACH-000007,-0.0100414490551
ACH-000009,0.13581624578
ACH-000011,-0.20655127247299998
ACH-000012,0.057158258870699995
ACH-000013,0.019346423100400002
ACH-000014,-0.029922262401400005
ACH-000015,0.147743403366
ACH-000017,-0.046484550014199995
ACH-000018,0.20134407585900002
ACH-000019,0.46046693651799997
ACH-000021,0.159986867231
ACH-000022,0.027584333077400002
ACH-000025,-0.200696826734
ACH-000028,-0.114130201595
ACH-000030,0.06075773703890001
ACH-000035,-0.0127167588197
ACH-000036,0.00795994095023
ACH-000037,0.0571683094924
ACH-000039,0.0672723519657
ACH-000040,0.0013187856873
ACH-000041,-0.11066957193499999
ACH-000042,-0.0205987797186
ACH-000045,0.0901909904096
ACH-000047,0.08549948527699999
ACH-000052,0.0914385498883
ACH-000053,-0.0447713881925
ACH-000054,-0.012704123541200001
ACH-000055,-0.091154197456
ACH-000060,-0.163172149201
ACH-000067,0.242741188317
ACH-000070,-0.0426581011977
ACH-000075,0.150017939549
ACH-000078,0.13616641762
ACH-000082,0.0521031953495
ACH-000085,-0.332123432121
ACH-000086,0.19910639733899999
ACH-000087,0.052933564273699996
ACH-000092,-0.313346198779
ACH-000095,0.0281846942143
ACH-000097,0.138284956809
ACH-000098,0.110970735616
ACH-000099,0.0154622094907
ACH-000108,0.289787501553
ACH-000113,0.10384104000399999
ACH-000115,0.161119919575
ACH-000116,0.110500332513
ACH-000118,0.135768041826
ACH-000120,0.234782085865
ACH-000123,0.0981105498361
ACH-000127,-0.0412725784572
ACH-000128,-0.06467169251919999
ACH-000132,-0.10455275337099999
ACH-000133,0.0105514079428
ACH-000137,0.26270477963100003
ACH-000138,0.056297060060700004
ACH-000142,-0.09151669852250001
ACH-000143,0.013109390594799998
ACH-000146,0.0928483679352
ACH-000148,0.15547370870899999
ACH-000150,0.154440615891
ACH-000152,0.0659396996122
ACH-000153,0.09919555426760002
ACH-000159,0.0557546826201
ACH-000160,0.0899179669878
ACH-000163,0.0345573745485
ACH-000167,-0.0382546335681
ACH-000168,-0.225905557255
ACH-000169,0.0127479334116
ACH-000178,0.09256714675319999
ACH-000182,-0.0300820947615
ACH-000183,-0.0839276237179
ACH-000188,0.0120446001624
ACH-000189,0.00320873777789
ACH-000190,-0.225722323154
ACH-000198,-0.048729815776199996
ACH-000204,0.247418733526
ACH-000206,0.0113611272811
ACH-000207,-0.24233783274999998
ACH-000211,-0.115552034103
ACH-000215,-5.92303566436e-06
ACH-000221,0.217304488521
ACH-000222,0.065420253905
ACH-000223,0.123804828245
ACH-000226,0.0305913726191
ACH-000227,0.12218665512099999
ACH-000228,0.0365485852849
ACH-000231,-0.0349911135111
ACH-000232,0.08560863283610001
ACH-000233,0.146625939537
ACH-000234,-0.427614914146
ACH-000235,0.013742944702000002
ACH-000237,-0.18459250979000003
ACH-000238,-0.0432458625324
ACH-000243,0.106751480374
ACH-000244,-0.325562798934
ACH-000246,0.17935293250700002
ACH-000248,-0.0924856274092
ACH-000250,0.0568642263894
ACH-000251,0.0463432738233
ACH-000253,-0.0258407034729
ACH-000255,0.0965491190958
ACH-000256,-0.153990388701
ACH-000257,-0.286189030138
ACH-000258,0.201402336232
ACH-000259,0.12351461189200001
ACH-000260,-0.0262407746013
ACH-000261,-0.014947756088299999
ACH-000262,0.13695735248500002
ACH-000263,0.143919643926
ACH-000264,0.0742271315321
ACH-000265,0.127753157518
ACH-000266,0.0653682449283
ACH-000272,0.008113003176649999
ACH-000273,-0.0726582359825
ACH-000274,-0.14721181448100001
ACH-000277,0.101584416698
ACH-000278,-0.125424435168
ACH-000279,-0.0932643158955
ACH-000280,-0.0207581303278
ACH-000281,-0.0841625442264
ACH-000288,0.0512062768133
ACH-000291,0.0659584399737
ACH-000293,0.0833422752202
ACH-000294,0.119954700834
ACH-000295,0.00961078610642
ACH-000296,-0.0406758495459
ACH-000302,0.016945304608200002
ACH-000304,0.22393766068000004
ACH-000307,-0.09042169881689999
ACH-000308,0.024046724352700003
ACH-000310,-0.102024254812
ACH-000311,0.194816925314
ACH-000312,0.146680021098
ACH-000315,0.315951206637
ACH-000316,0.0171356900131
ACH-000317,0.189028345819
ACH-000318,0.280080959961
ACH-000319,0.153850377802
ACH-000320,0.124368816222
ACH-000322,0.0830636831592
ACH-000323,-0.0788756204638
ACH-000324,0.17493068575800003
ACH-000329,0.0638594050216
ACH-000330,0.0033139395019599997
ACH-000331,-0.20378836911400003
ACH-000332,0.158561815056
ACH-000334,0.10560520071799999
ACH-000335,-0.0221407802968
ACH-000336,0.18581245443100003
ACH-000337,-0.0806857082095
ACH-000339,0.13470087759500002
ACH-000341,-0.017361627855599998
ACH-000348,0.070992786002
ACH-000350,0.148386800974
ACH-000352,0.118932708305
ACH-000356,-0.025753864600200002
ACH-000361,0.32259437975
ACH-000362,0.06530328829570001
ACH-000363,0.0411553712379
ACH-000364,0.06327126427209999
ACH-000365,0.0196861572964
ACH-000366,-0.054787035846
ACH-000368,-0.061286359026800005
ACH-000374,0.12180304439999999
ACH-000375,0.055129174980899996
ACH-000376,0.0755877122998
ACH-000381,-0.0854946973157
ACH-000383,0.11727697796099999
ACH-000387,0.0763045201619
ACH-000389,0.23932560179600001
ACH-000390,0.107903748587
ACH-000393,0.090801105877
ACH-000395,-0.0856614931446
ACH-000397,-0.0174456327098
ACH-000401,-0.10085075462000001
ACH-000402,0.09696582939889999
ACH-000403,0.0145601237059
ACH-000404,0.20098990796900001
ACH-000406,-0.0064240618033
