,PLEKHB1 (58473)
ACH-000004,-0.21150620569200002
ACH-000007,0.0128566707872
ACH-000009,-0.174353259113
ACH-000011,-0.290629810053
ACH-000012,-0.259565840867
ACH-000013,-0.225468409895
ACH-000014,-0.0766930786395
ACH-000015,-0.112813744788
ACH-000017,-0.179206949206
ACH-000018,-0.168158954093
ACH-000019,-0.557789049298
ACH-000021,-0.276346970113
ACH-000022,-0.14911105348200002
ACH-000025,-0.20074512752700002
ACH-000028,-0.326815621136
ACH-000030,-0.235940312046
ACH-000035,0.0168944530623
ACH-000036,-0.08781246956599999
ACH-000037,-0.18807661267700002
ACH-000039,-0.335204157476
ACH-000040,-0.162316764231
ACH-000041,-0.176280025378
ACH-000042,-0.247630328836
ACH-000045,-0.239251681173
ACH-000047,-0.151176493346
ACH-000052,-0.227310070161
ACH-000053,-0.151145647057
ACH-000054,-0.18757521868500002
ACH-000055,-0.0557132759016
ACH-000060,-0.161742195986
ACH-000067,-0.032310488235200004
ACH-000070,-0.259903228608
ACH-000075,-0.12011595480699999
ACH-000078,-0.11799713668199999
ACH-000082,-0.0500230989244
ACH-000085,-0.34336523792199997
ACH-000086,-0.279403143858
ACH-000087,-0.36964819156999995
ACH-000092,-0.09207422162910002
ACH-000095,-0.244481213594
ACH-000097,-0.203378251056
ACH-000098,-0.0855284495737
ACH-000099,-0.217849883348
ACH-000108,-0.147839159912
ACH-000113,-0.137628492445
ACH-000115,-0.188145246209
ACH-000116,-0.373230953641
ACH-000118,-0.308926768978
ACH-000120,-0.13946840994
ACH-000123,-0.0453496613583
ACH-000127,-0.104668817603
ACH-000128,-0.0640456549055
ACH-000132,-0.344269506354
ACH-000133,-0.191205174686
ACH-000137,-0.192289734172
ACH-000138,-0.277139619671
ACH-000142,-0.24445523727600002
ACH-000143,-0.24186604293000002
ACH-000146,-0.307865266461
ACH-000148,-0.0916554597624
ACH-000150,-0.277369752724
ACH-000152,-0.16651361592299999
ACH-000153,-0.599918284313
ACH-000159,-0.051229016216400004
ACH-000160,-0.286200975259
ACH-000163,-0.0857756813636
ACH-000167,-0.168912452588
ACH-000168,-0.275890298025
ACH-000169,-0.094477111651
ACH-000178,-0.207868544564
ACH-000182,-0.176284920154
ACH-000183,-0.256782749895
ACH-000188,-0.460800932567
ACH-000189,-0.296129746511
ACH-000190,-0.411325882499
ACH-000198,-0.08330450110389999
ACH-000204,-0.37851962685199997
ACH-000206,-0.40815958934600005
ACH-000207,-0.644633878741
ACH-000211,-0.150977927553
ACH-000215,-0.206646673023
ACH-000221,-0.133984353064
ACH-000222,-0.146360073497
ACH-000223,-0.0556062506726
ACH-000226,-0.201981520485
ACH-000227,-0.0420507394239
ACH-000228,-0.41995022505900004
ACH-000231,-0.144155706799
ACH-000232,-0.152601783059
ACH-000233,-0.0329248169465
ACH-000234,0.038779536453900004
ACH-000235,-0.191236802343
ACH-000237,-0.514118222774
ACH-000238,-0.123161042392
ACH-000243,-0.015112480934699999
ACH-000244,0.0223792121745
ACH-000246,-0.170002025589
ACH-000248,-0.09638224157410001
ACH-000250,-0.176024545119
ACH-000251,0.10835389985300001
ACH-000253,-0.189384383491
ACH-000255,-0.10343622262
ACH-000256,-0.435993851792
ACH-000257,-0.24556963621999997
ACH-000258,-0.37208284247
ACH-000259,-0.14981316769
ACH-000260,-0.204055651382
ACH-000261,-0.0452334082694
ACH-000262,-0.142970848426
ACH-000263,-0.47043764240900005
ACH-000264,-0.210104713783
ACH-000265,-0.30160070797899996
ACH-000266,-0.203900794146
ACH-000272,-0.0287200767961
ACH-000273,-0.20740466510699998
ACH-000274,-0.04615758723180001
ACH-000277,-0.147362917653
ACH-000278,-0.46391857879500004
ACH-000279,-0.202368559492
ACH-000280,-0.285045089097
ACH-000281,-0.24698948226999998
ACH-000288,-0.38650880068099996
ACH-000291,-0.108096098859
ACH-000293,-0.153546957982
ACH-000294,-0.40477521292199997
ACH-000295,-0.316596176785
ACH-000296,-0.0740603355437
ACH-000302,-0.11951333830999998
ACH-000304,-0.187509706929
ACH-000307,-0.0475839121958
ACH-000308,-0.318579576839
ACH-000310,-0.144977525147
ACH-000311,-0.14994770535
ACH-000312,-0.400851472593
ACH-000315,-0.061816357758099995
ACH-000316,-0.291295530879
ACH-000317,-0.205082669148
ACH-000318,-0.246187917443
ACH-000319,-0.252631239654
ACH-000320,-0.16142155453
ACH-000322,-0.295856828234
ACH-000323,-0.264424928504
ACH-000324,-0.146142712533
ACH-000329,-0.00210591345083
ACH-000330,-0.470877389076
ACH-000331,-0.11483948240900001
ACH-000332,-0.281687769334
ACH-000334,-0.0330764198035
ACH-000335,-0.108155861639
ACH-000336,-0.504686940047
ACH-000337,-0.569552735653
ACH-000339,-0.14431525619899999
ACH-000341,-0.281984916798
ACH-000348,0.024550383064299998
ACH-000350,-0.422654486303
ACH-000352,-0.10960132676100001
ACH-000356,-0.334701670576
ACH-000361,-0.172807426282
ACH-000362,-0.225172441461
ACH-000363,-0.31639563064
ACH-000364,-0.34605537228699995
ACH-000365,-0.28534784757599996
ACH-000366,-0.325363976903
ACH-000368,-0.151031706912
ACH-000374,-0.155466237742
ACH-000375,-0.151251028043
ACH-000376,-0.228325184585
ACH-000381,-0.156313187751
ACH-000383,-0.12639859696
ACH-000387,-0.19484355311299997
ACH-000389,-0.057991565560099996
ACH-000390,-0.32042701938
ACH-000393,-0.329411117549
ACH-000395,-0.38110370493100004
ACH-000397,-0.30739882458
ACH-000401,0.05001620914890001
ACH-000402,-0.42059079886999995
ACH-000403,-0.14972038097999998
ACH-000404,-0.742891576129
ACH-000406,-0.225053684015
ACH-000407,-0.253475580593
ACH-000408,-0.145460573125
ACH-000410,-0.164973639482
ACH-000411,-0.164241271622
ACH-000414,-0.193426424001
ACH-000415,-0.309089121064
ACH-000416,-0.13551722457
ACH-000420,-0.102344871601
ACH-000421,-0.141371141841
ACH-000424,-0.30394054004099996
ACH-000425,0.000313238897039
ACH-000426,-0.15154729058
ACH-000427,-0.36306738070600003
ACH-000433,-0.130398108558
ACH-000436,-0.289329926146
ACH-000444,-0.25215273799800003
ACH-000445,-0.40342725815200003
ACH-000448,-0.284132222339
ACH-000450,-0.0754435145995
ACH-000452,-0.196618804087
ACH-000454,-0.06522114228180001
ACH-000458,-0.127219855157
ACH-000459,0.037268096834900004
ACH-000460,-0.261042671208
ACH-000461,-0.33326441445099997
ACH-000463,-0.0953305125103
ACH-000464,0.00042423573872300005
ACH-000466,-0.047536219779199994
ACH-000467,-0.08666370557299999
ACH-000468,-0.351311391519
ACH-000469,-0.185937924555
ACH-000470,-0.187312707405
ACH-000471,-0.0750433765882
ACH-000472,-0.267183890524
ACH-000473,-0.23678916313099999
ACH-000475,-0.09507200182919999
ACH-000476,-0.144789147278
ACH-000477,-0.37773473146799996
ACH-000480,-0.351609601911
ACH-000481,-0.100554400332
ACH-000483,-0.171854772382
ACH-000484,-0.0423825429321
ACH-000485,-0.18333121868799998
ACH-000486,-0.255394252551
ACH-000487,-0.161468108814
ACH-000488,-0.18952857370700002
ACH-000490,-0.16876590378800002
ACH-000491,-0.150590780719
ACH-000495,-0.172358741651
ACH-000496,-0.203937682353
ACH-000499,-0.147444024167
ACH-000500,0.134721417487
ACH-000502,-0.17032829737100003
ACH-000503,-0.126686748808
ACH-000505,-0.26977452006999997
ACH-000507,-0.128856844176
ACH-000510,-0.0727589648943
ACH-000511,-0.215696629208
ACH-000512,0.10689026957699999
ACH-000516,-0.09631511954219998
ACH-000517,-0.15194093557399999
ACH-000518,-0.010652590582299998
ACH-000520,-0.09048867385410002
ACH-000521,-0.124271657515
ACH-000522,-0.251506330067
ACH-000524,-0.27999124246999996
ACH-000527,-0.168486127139
ACH-000528,-0.191505419305
ACH-000537,-0.0477086885391
ACH-000541,-0.0925123533642
ACH-000542,-0.180160590639
ACH-000544,-0.338593410519
ACH-000545,-0.25535269836999996
ACH-000547,-0.568143076666
ACH-000548,-0.599494969625
ACH-000549,-0.215742024384
ACH-000550,-0.233925952823
ACH-000552,-0.241072295031
ACH-000556,-0.311343460179
ACH-000557,-0.194723038622
ACH-000570,-0.207222676247
ACH-000571,-0.122554399661
ACH-000573,-0.220880468245
ACH-000576,-0.27976655307
ACH-000580,-0.38144904035
ACH-000584,-0.15021908353900001
ACH-000585,-0.46431469374799994
ACH-000588,-0.0110423243699
ACH-000589,-0.21373635587900003
ACH-000591,-0.230901952167
ACH-000593,-0.30493170561099997
ACH-000600,-0.219702785214
ACH-000601,-0.214959725578
ACH-000604,-0.460338082175
ACH-000605,-0.0965704042852
ACH-000606,-0.222908004812
ACH-000608,-0.212560034147
ACH-000614,-0.201664487678
ACH-000616,-0.051971289344
ACH-000618,-0.31635165598299997
ACH-000619,-0.0070794742301400005
ACH-000620,-0.09335441530310001
ACH-000621,-0.0643283320051
