,PRKACB (5567)
ACH-000004,0.165461030404
ACH-000007,-0.339266844795
ACH-000009,-0.00903437287365
ACH-000011,0.0796747356743
ACH-000012,0.0732106437995
ACH-000013,0.0938967651045
ACH-000014,0.110969430513
ACH-000015,0.055018115441899995
ACH-000017,-0.012082891164799998
ACH-000018,0.162399531815
ACH-000019,0.08974431530850001
ACH-000021,0.00996467286488
ACH-000022,0.09780630084969999
ACH-000025,0.05680457825
ACH-000028,0.00282180607929
ACH-000030,-0.0348694809515
ACH-000035,-0.0376127235655
ACH-000036,0.10758000090700001
ACH-000037,0.061282808079900004
ACH-000039,0.0621905107544
ACH-000040,-0.0252959359313
ACH-000041,0.11290165218
ACH-000042,0.107562339605
ACH-000045,0.06013567361219999
ACH-000047,0.08355918787160001
ACH-000052,-0.387878179828
ACH-000053,-0.040612456526
ACH-000054,0.0138375959511
ACH-000055,0.00694455762417
ACH-000060,-0.104208693119
ACH-000067,-0.22573840129
ACH-000070,-0.141610973402
ACH-000075,-0.142035594277
ACH-000078,-0.105925016281
ACH-000082,0.12342061667000001
ACH-000085,-0.190759490918
ACH-000086,-0.00295805957739
ACH-000087,0.13903861560900002
ACH-000092,0.058172533064099995
ACH-000095,-0.0319277600738
ACH-000097,0.039940476280699994
ACH-000098,-0.08207297757410001
ACH-000099,0.0717156343425
ACH-000108,-0.046241803454300005
ACH-000113,-0.0114591039115
ACH-000115,0.023738576091400003
ACH-000116,0.04611006544580001
ACH-000118,0.0247299143213
ACH-000120,0.04371329145840001
ACH-000123,-0.21524386784400001
ACH-000127,0.0347225460088
ACH-000128,0.08531832459689999
ACH-000132,0.00267408118765
ACH-000133,-0.0295442969339
ACH-000137,0.07009738100839999
ACH-000138,0.0055048282771600005
ACH-000142,-0.0877077914143
ACH-000143,0.205382838231
ACH-000146,-0.00918610300668
ACH-000148,-0.124841439128
ACH-000150,-0.0096957913659
ACH-000152,0.17747597380999997
ACH-000153,0.016761868529799998
ACH-000159,0.066734196781
ACH-000160,0.119852897526
ACH-000163,0.0370882577001
ACH-000167,-0.0882418163825
ACH-000168,0.301963259416
ACH-000169,-0.132392087524
ACH-000178,0.163236780581
ACH-000182,0.000223924706854
ACH-000183,-0.042033664559000004
ACH-000188,0.0163621478223
ACH-000189,0.268462582784
ACH-000190,0.0610330347732
ACH-000198,0.19612475787500003
ACH-000204,-0.118272388676
ACH-000206,-0.00326104803961
ACH-000207,-0.346644635329
ACH-000211,0.0667795420101
ACH-000215,0.061101404807699995
ACH-000221,-0.053726924261300005
ACH-000222,0.10979583477299999
ACH-000223,-0.203618567208
ACH-000226,0.0277439897801
ACH-000227,0.00034416503097199993
ACH-000228,-0.00331201157053
ACH-000231,0.0632085471769
ACH-000232,0.338940752736
ACH-000233,0.15916127659600002
ACH-000234,0.07118155580739999
ACH-000235,0.0982555598929
ACH-000237,-0.054445691616400005
ACH-000238,0.0411870160781
ACH-000243,0.11554760179000001
ACH-000244,0.142774219269
ACH-000246,-0.026289412858000002
ACH-000248,-0.14895606366800002
ACH-000250,0.0689901422409
ACH-000251,-0.12543409907
ACH-000253,0.17052902346299997
ACH-000255,-0.05975159288719999
ACH-000256,0.165435099798
ACH-000257,0.009882746699459998
ACH-000258,-0.0123654616996
ACH-000259,0.09181840296129999
ACH-000260,-0.012462012114899999
ACH-000261,0.00017162903102
ACH-000262,0.206161258651
ACH-000263,-0.11248741792000001
ACH-000264,0.046429909784
ACH-000265,-0.000203746056211
ACH-000266,0.0238971143795
ACH-000272,0.04290567552630001
ACH-000273,0.230275430999
ACH-000274,0.0698532263246
ACH-000277,0.09534602922900001
ACH-000278,0.137903635396
ACH-000279,0.158852798706
ACH-000280,0.032225013601199996
ACH-000281,0.314487954199
ACH-000288,0.137555722816
ACH-000291,0.0260763944946
ACH-000293,0.082967930908
ACH-000294,-0.09127433410189999
ACH-000295,0.254589831168
ACH-000296,0.224910469019
ACH-000302,0.20858103319899998
ACH-000304,0.608236035407
ACH-000307,0.0477821341168
