,EVX1 (2128)
ACH-000004,-0.127967033761
ACH-000007,0.16609736210599998
ACH-000009,-0.0863745781791
ACH-000011,0.155906624284
ACH-000012,0.056108461841599996
ACH-000013,0.08766456263149999
ACH-000014,-0.15748765052000002
ACH-000015,-0.0352967665806
ACH-000017,0.142414129636
ACH-000018,0.0496044762461
ACH-000019,0.257454468708
ACH-000021,0.14267336842599998
ACH-000022,-0.0515244637054
ACH-000025,-0.0379940671318
ACH-000028,0.153366436488
ACH-000030,0.07461300257299999
ACH-000035,-0.11923889791200001
ACH-000036,0.329698088693
ACH-000037,0.0305016636969
ACH-000039,0.23450393394299998
ACH-000040,0.035171760094499994
ACH-000041,-0.0413519096778
ACH-000042,-0.0461663763398
ACH-000045,0.148479999423
ACH-000047,0.056474735845
ACH-000052,-0.144418811521
ACH-000053,0.0410212589286
ACH-000054,-0.029531242880899998
ACH-000055,-0.10892681586
ACH-000060,-0.109045136323
ACH-000067,-0.166219993069
ACH-000070,-0.0810574722767
ACH-000075,-0.185798226422
ACH-000078,0.0538120575813
ACH-000082,-0.257454548814
ACH-000085,-0.057644040366500005
ACH-000086,0.253198927842
ACH-000087,0.16139248611600002
ACH-000092,0.214611144344
ACH-000095,0.0900799055233
ACH-000097,0.0708678651001
ACH-000098,-0.0459769254751
ACH-000099,0.12144778479
ACH-000108,-0.056631803990699996
ACH-000113,0.15308381996
ACH-000115,0.10131288184699999
ACH-000116,-0.00486050900481
ACH-000118,0.0562676061904
ACH-000120,0.119767333103
ACH-000123,-0.0162996982939
ACH-000127,0.0242351427975
ACH-000128,-0.296056693191
ACH-000132,0.0983084669103
ACH-000133,0.21748712787799998
ACH-000137,-0.21364291835700003
ACH-000138,0.0822725791791
ACH-000142,0.020990347146900002
ACH-000143,-0.092356337144
ACH-000146,0.023518319917
ACH-000148,0.0266045705852
ACH-000150,0.018438842507
ACH-000152,-0.0733073015629
ACH-000153,0.33708691755599995
ACH-000159,-0.08914251548519998
ACH-000160,0.100199573303
ACH-000163,-0.0906913351291
ACH-000167,0.119136938013
ACH-000168,0.0679395120314
ACH-000169,0.101219149966
ACH-000178,0.0479039667234
ACH-000182,-0.11494770736
ACH-000183,0.018329151823900002
ACH-000188,0.136106787812
ACH-000189,-0.150615380348
ACH-000190,0.0240915028317
ACH-000198,0.0649594053537
ACH-000204,0.0794921658054
ACH-000206,-0.0329904704133
ACH-000207,0.140207792544
ACH-000211,0.07676807232039999
ACH-000215,0.149985638179
ACH-000221,0.026785977001400004
ACH-000222,-0.14091280132
ACH-000223,0.15624617548
ACH-000226,0.0178866253591
ACH-000227,0.199493201581
ACH-000228,-0.0773491754224
ACH-000231,-0.0247722941473
ACH-000232,0.18578848614799998
ACH-000233,0.14926225143
ACH-000234,0.0507325702003
ACH-000235,0.0679806242421
ACH-000237,0.11146483174900002
ACH-000238,0.159710993047
ACH-000243,0.038449518305
ACH-000244,0.0512767046699
ACH-000246,0.07996784492789999
ACH-000248,0.0912199558879
ACH-000250,-0.06526461154930001
ACH-000251,0.0724114984644
ACH-000253,-0.0625127244971
ACH-000255,0.13127419532600001
ACH-000256,0.0945240113146
ACH-000257,0.00024285492941999998
ACH-000258,-0.050911560194
ACH-000259,0.11135939099099999
ACH-000260,0.0638733409889
ACH-000261,0.121295723895
ACH-000262,-0.16481009050999998
ACH-000263,0.09252664158479999
ACH-000264,-0.0184858554226
ACH-000265,0.220798192605
ACH-000266,0.0630093594785
ACH-000272,-0.028081771737900003
ACH-000273,0.0027882138109
ACH-000274,-0.08229550105889999
ACH-000277,-0.0281943087818
ACH-000278,0.105453568792
ACH-000279,0.109859435915
ACH-000280,0.100463676237
ACH-000281,-0.0829174080599
ACH-000288,-0.0104563152674
ACH-000291,-0.0813411690822
ACH-000293,-0.12452725267999999
ACH-000294,0.0246233417144
ACH-000295,-0.08350915776949999
ACH-000296,-0.0543581789191
ACH-000302,0.18514685587699997
ACH-000304,-0.00494139413921
ACH-000307,-0.0564411736859
ACH-000308,-0.07500683187030001
ACH-000310,0.20747135746
ACH-000311,0.06854525177
ACH-000312,0.159628770111
ACH-000315,-0.02047892254
ACH-000316,-0.17465896301699999
ACH-000317,0.300423501579
ACH-000318,0.153595379831
ACH-000319,0.011621155629399998
ACH-000320,0.304513694307
ACH-000322,0.24123434541900002
ACH-000323,0.14538872843599998
ACH-000324,0.127115827104
ACH-000329,0.06208607871209999
ACH-000330,0.13454222727
ACH-000331,0.18633129866
ACH-000332,0.0799590206738
ACH-000334,0.0649148174022
ACH-000335,0.102032026264
ACH-000336,0.0925533647197
ACH-000337,0.0605004043198
ACH-000339,0.021998995971900002
ACH-000341,-0.052481018738099995
ACH-000348,-0.021703727417099996
ACH-000350,0.113382709373
ACH-000352,0.0707169774749
ACH-000356,-0.103599626054
ACH-000361,-0.0277448128884
ACH-000362,-0.0103656361196
ACH-000363,0.115698040109
ACH-000364,0.289387979142
ACH-000365,-0.0501666424858
ACH-000366,0.0115195338849
ACH-000368,-0.0400431550437
ACH-000374,-0.17199768892700001
ACH-000375,0.0402489016678
ACH-000376,-0.00162453365763
ACH-000381,-0.114530494668
ACH-000383,0.10046831577099999
ACH-000387,0.0345941275754
ACH-000389,-0.0926037847331
ACH-000390,-0.00394780043732
ACH-000393,0.101167808556
ACH-000395,-0.141545297466
ACH-000397,0.0833763771732
ACH-000401,0.278140677633
ACH-000402,-0.04502045095869999
ACH-000403,-0.0539837246034
ACH-000404,0.342705964768
ACH-000406,-0.0341492310133
ACH-000407,-0.000924526080392
