,MRPS18C (51023)
ACH-000004,-0.16971175487799997
ACH-000007,-0.5451476078059999
ACH-000009,-0.254445156384
ACH-000011,-0.227448523279
ACH-000012,-0.553329694063
ACH-000013,-0.478672333663
ACH-000014,-0.441424633909
ACH-000015,-0.567358092276
ACH-000017,-0.296059842093
ACH-000018,-0.0969369071151
ACH-000019,-0.7063480280069999
ACH-000021,-0.328972823378
ACH-000022,-0.518068858301
ACH-000025,-0.47895382817500004
ACH-000028,-0.687742321542
ACH-000030,-0.36435988153099996
ACH-000035,-0.73435756605
ACH-000036,0.029940646101
ACH-000037,-0.306164523104
ACH-000039,-0.585151504765
ACH-000040,-0.192355932412
ACH-000041,-0.529942735597
ACH-000042,-0.331432553565
ACH-000045,-0.404385137306
ACH-000047,-0.595681573926
ACH-000052,0.0393925551473
ACH-000053,-0.279284104509
ACH-000054,-0.401300487616
ACH-000055,-0.652400007473
ACH-000060,-0.230470621561
ACH-000067,-0.146223907109
ACH-000070,-0.278071301507
ACH-000075,-0.19222477857999998
ACH-000078,-0.330730191651
ACH-000082,-0.168370471593
ACH-000085,-0.297255043163
ACH-000086,-0.330954697194
ACH-000087,-0.224940863789
ACH-000092,-0.156657636294
ACH-000095,-0.13940288264599998
ACH-000097,-0.369943282944
ACH-000098,-0.292469931987
ACH-000099,-0.386299670864
ACH-000108,-0.47823635881099996
ACH-000113,-0.439446079132
ACH-000115,-0.08981489434769999
ACH-000116,-0.683077191761
ACH-000118,-0.626644755781
ACH-000120,-0.41508007469700003
ACH-000123,-0.435781916776
ACH-000127,-0.443085120352
ACH-000128,-0.631277997776
ACH-000132,-0.43310363000299995
ACH-000133,-0.283123428961
ACH-000137,-0.272712818426
ACH-000138,-0.403255756621
ACH-000142,-0.36418780790700006
ACH-000143,-0.277874492662
ACH-000146,-0.456071905855
ACH-000148,-0.496373428567
ACH-000150,-0.779377479332
ACH-000152,-0.290998766115
ACH-000153,-0.667943257004
ACH-000159,-0.267854848945
ACH-000160,-0.526517949913
ACH-000163,-0.23390433205800001
ACH-000167,-0.258881808102
ACH-000168,0.0862611377665
ACH-000169,-0.203250248938
ACH-000178,-0.468432404925
ACH-000182,-0.544306523206
ACH-000183,-0.317182754476
ACH-000188,-0.538263414566
ACH-000189,-0.644342562821
ACH-000190,-0.48883816688000004
ACH-000198,-0.146455617873
ACH-000204,-0.127188478729
ACH-000206,-0.620819395184
ACH-000207,-0.12121086468299999
ACH-000211,-0.302158973473
ACH-000215,-0.33981747949600005
ACH-000221,-0.531146230991
ACH-000222,-0.486928822961
ACH-000223,-0.492136807708
ACH-000226,-0.45040024159100006
ACH-000227,-0.0221304245847
ACH-000228,-0.42347155361999994
ACH-000231,-0.21894916519299998
ACH-000232,-0.367472529887
ACH-000233,-0.367061764859
ACH-000234,0.122105986362
