,OOEP (441161)
ACH-000004,-0.0334357028903
ACH-000007,0.277294952106
ACH-000009,0.0665960178131
ACH-000011,-0.045448955629599996
ACH-000012,-0.0712303806774
ACH-000013,-0.143722513498
ACH-000014,-0.051978939076699995
ACH-000015,-0.048940560862800006
ACH-000017,-0.006468537941499999
ACH-000018,-0.09663742361019999
ACH-000019,-0.285460619308
ACH-000021,-0.08532162096750001
ACH-000022,0.028976756232
ACH-000025,-0.103020622052
ACH-000028,-0.100801584222
ACH-000030,-0.0313908038625
ACH-000035,0.026250378264700003
ACH-000036,-0.136477118224
ACH-000037,-0.0271368341532
ACH-000039,-0.000982733804252
ACH-000040,0.0684586230621
ACH-000041,-0.170826668086
ACH-000042,-0.0622485783373
ACH-000045,-0.050721286642699995
ACH-000047,-0.0009631182101960001
ACH-000052,-0.291325047631
ACH-000053,-0.053811753529
ACH-000054,-0.08171173369819999
ACH-000055,-0.161584563845
ACH-000060,-0.0696918082099
ACH-000067,-0.050227110628000005
ACH-000070,-0.114583634217
ACH-000075,-0.039144523825099996
ACH-000078,-0.18174459530900003
ACH-000082,-0.236721879033
ACH-000085,-0.136136864809
ACH-000086,-0.17983479886
ACH-000087,-0.227660245214
ACH-000092,-0.17651220871599999
ACH-000095,-0.156503559509
ACH-000097,-0.07450620932219999
ACH-000098,0.101002020571
ACH-000099,-0.0178540330285
ACH-000108,0.112073670867
ACH-000113,-0.122116612642
ACH-000115,-0.00739888311812
ACH-000116,-0.107270461124
ACH-000118,-0.0403677955341
ACH-000120,-0.140051055043
ACH-000123,-0.170740351286
ACH-000127,0.0375070383966
ACH-000128,0.0208331377348
ACH-000132,-0.0813768687769
ACH-000133,-0.270379314184
ACH-000137,-0.11164622355699999
ACH-000138,-0.0231878667798
ACH-000142,-0.15286661153
ACH-000143,0.146258825327
ACH-000146,-0.042827045659300005
ACH-000148,-0.101582636534
ACH-000150,-0.333299268101
ACH-000152,-0.0481208864241
ACH-000153,-0.296157027479
ACH-000159,-0.0585229225582
ACH-000160,-0.051638237688899996
ACH-000163,-0.276053067646
ACH-000167,-0.0224457903542
ACH-000168,-0.07555359831339999
ACH-000169,-0.03752061472419999
ACH-000178,0.0297425125496
ACH-000182,-0.042764741361100006
ACH-000183,0.047120176810999996
ACH-000188,-0.0625081756278
ACH-000189,-0.28120877449799997
ACH-000190,0.0134467007021
ACH-000198,-0.06586677779540001
ACH-000204,0.0358567114926
ACH-000206,0.00685860526398
ACH-000207,-0.0857187819568
ACH-000211,-0.048113299917599994
ACH-000215,0.0166999452038
ACH-000221,0.0341721996598
ACH-000222,-0.0405726339475
ACH-000223,-0.0305488430414
ACH-000226,-0.22056086944400002
ACH-000227,-0.31033864875100003
ACH-000228,-0.0825866123686
ACH-000231,-0.0246654019603
ACH-000232,-0.0580311053632
ACH-000233,-0.0504932329787
ACH-000234,-0.248146442508
ACH-000235,-0.11270767110400001
ACH-000237,-0.0375218983673
ACH-000238,-0.147705994673
ACH-000243,-0.00159938360896
ACH-000244,-0.154477655198
ACH-000246,-0.0277725085587
ACH-000248,-0.208580090217
ACH-000250,-0.10363206136499999
