,NENF (29937)
ACH-000454,-0.13422568827700002
ACH-000458,-0.022336022224
ACH-000459,-0.18203593036899998
ACH-000460,-0.232183238246
ACH-000461,0.06393167432210001
ACH-000463,-0.21300865665600002
ACH-000464,-0.261561568443
ACH-000466,0.0066383087963
ACH-000467,-0.0596869125173
ACH-000468,-0.295882205755
ACH-000469,-0.11591488962000002
ACH-000470,-0.16220881593
ACH-000471,-0.0815412038938
ACH-000472,-0.206497578645
ACH-000473,-0.06633562323530001
ACH-000475,-0.0687153133227
ACH-000476,-0.031519124452
ACH-000477,-0.053519085625099994
ACH-000480,-0.111677585057
ACH-000481,-0.250484680806
ACH-000483,0.00035239575297300006
ACH-000484,-0.303278550407
ACH-000485,0.0335919042058
ACH-000486,-0.10372056352600001
ACH-000487,-0.0154613583476
ACH-000488,-0.09990572008330001
ACH-000490,-0.144073009334
ACH-000491,-0.0645398530458
ACH-000495,-0.284440757496
ACH-000496,-0.0014796368475799998
ACH-000499,-0.225410118092
ACH-000500,-0.5523436897039999
ACH-000502,-0.162363641133
ACH-000503,-0.168745822975
ACH-000505,-0.0800524806028
ACH-000507,-0.0546271852153
ACH-000510,-0.170414924622
ACH-000511,-0.06041703879819999
ACH-000512,0.0111340962753
ACH-000516,-0.227670061537
ACH-000517,-0.12401221511499999
ACH-000518,-0.250213769222
ACH-000520,-0.0578439508294
ACH-000521,-0.17510990274399998
ACH-000522,-0.142526701451
ACH-000524,-0.0955957720723
ACH-000527,-0.15543996323200002
ACH-000528,-0.221985219365
ACH-000537,-0.293369949302
ACH-000541,-0.151628134257
ACH-000542,0.0148408599988
ACH-000544,-0.154572543606
ACH-000545,-0.197056790315
ACH-000547,-0.20855777444899998
ACH-000548,-0.13521551578500002
ACH-000549,-0.00825113257673
ACH-000550,-0.137154735749
ACH-000552,-0.0936638607646
ACH-000556,-0.0548152062266
ACH-000557,-0.0519707314835
ACH-000570,0.011360462532
ACH-000571,-0.31757242972
ACH-000573,-0.11782067763399999
ACH-000576,-0.292180683931
ACH-000580,-0.157830987368
ACH-000584,-0.13155568044000002
ACH-000585,-0.193568499705
ACH-000588,-0.49106892578199995
ACH-000589,-0.046885517836499996
ACH-000591,0.256444981694
ACH-000593,-0.332049386495
ACH-000600,-0.262639228888
ACH-000601,-0.17976334538400002
ACH-000604,0.25022328924000004
ACH-000605,-0.1232525999
ACH-000606,-0.147948841664
ACH-000608,-0.140316596087
ACH-000614,-0.147122726142
ACH-000616,-0.0305874896163
ACH-000618,-0.152489462108
ACH-000619,-0.16828381875300003
ACH-000620,-0.238973510163
ACH-000621,-0.115128688428
ACH-000622,-0.34754811275200004
ACH-000623,-0.0800706302318
ACH-000624,-0.139842806863
ACH-000627,-0.21882191774300003
ACH-000630,-0.211643535544
ACH-000632,-0.12384535994000001
ACH-000633,-0.0852851844194
ACH-000637,-0.059497645984199994
ACH-000638,-0.27202765323100003
ACH-000646,-0.09267918452849999
ACH-000647,-0.208868199256
ACH-000648,-0.15540127953500002
ACH-000649,-0.253359575858
ACH-000651,-0.13645503974099998
ACH-000652,-0.128833872614
ACH-000653,-0.10414888926000002
ACH-000657,-0.267211925954
ACH-000658,-0.17943758609299998
ACH-000661,-0.106040218596
ACH-000662,-0.18299167210700001
ACH-000663,-0.29906524867600004
ACH-000665,-0.19700000602099998
ACH-000671,-0.23430197544599998
ACH-000673,-0.11310942679099999
ACH-000676,-0.216670897282
ACH-000677,-0.157342146905
ACH-000681,-0.181392421928
ACH-000682,-0.32101683398499997
ACH-000683,-0.21452470458099998
ACH-000684,-0.209982265528
ACH-000688,-0.179825741
ACH-000693,-0.176551241875
ACH-000694,-0.255908026494
ACH-000695,0.17980560130999998
ACH-000696,-0.263021287409
ACH-000697,-0.37490732644100005
ACH-000699,-0.160467277853
ACH-000701,-0.178041756735
ACH-000706,-0.0604394868948
ACH-000711,-0.280330627836
ACH-000713,-0.31005141174
ACH-000714,-0.19397359742400003
ACH-000718,-0.39021180322300003
ACH-000720,-0.0501370850472
ACH-000721,-0.165493994853
ACH-000724,-0.258218134947
ACH-000725,-0.27396109768599997
ACH-000732,-0.013512479729
ACH-000734,-0.18324955193300002
ACH-000735,-0.42510539149300003
ACH-000736,-0.23142093151299997
ACH-000738,-0.146758731336
ACH-000746,-0.19534225868799998
ACH-000747,-0.252553103368
ACH-000748,-0.13124528820999998
ACH-000753,-0.161227351431
ACH-000756,-0.145689669918
ACH-000757,-0.444961608189
ACH-000758,-0.256855091713
ACH-000760,-0.268165871564
ACH-000763,-0.106146987828
ACH-000764,-0.21315801767499998
ACH-000765,-0.149579381576
ACH-000766,-0.177623181951
ACH-000767,-0.18513423769600001
ACH-000768,-0.193596658125
ACH-000769,-0.136712144886
ACH-000770,0.008884361060170001
ACH-000771,-0.153298086077
ACH-000773,-0.17813615327399998
ACH-000776,3.53369454202e-05
ACH-000777,0.023819152016
ACH-000778,0.00856729273465
ACH-000781,-0.25980114994000003
ACH-000782,-0.06305987703509999
ACH-000783,-0.174073218235
ACH-000784,-0.23932099728
ACH-000785,-0.368751279375
ACH-000787,-0.120454243488
ACH-000788,-0.20232893345300001
ACH-000791,-0.28112704926300003
ACH-000792,-0.248702323149
ACH-000794,-0.0538479375702
ACH-000796,-0.17179719390999998
ACH-000799,-0.157174322437
ACH-000800,-0.0877380857999
ACH-000802,-0.256511132903
ACH-000804,0.07120966327360001
ACH-000805,-0.105591622613
ACH-000809,-0.0919873994754
ACH-000810,-0.07277992138889999
ACH-000811,-0.250856100134
ACH-000817,0.08509553548419999
ACH-000819,-0.235554239618
ACH-000820,-0.0465376994917
ACH-000821,-0.158051635112
ACH-000822,-0.14988807917000002
ACH-000823,-0.08502222942500001
ACH-000824,-0.136032539735
ACH-000827,-0.121992856196
ACH-000829,-0.23709492547699998
ACH-000831,-0.160213816209
ACH-000832,-0.18267641772799997
ACH-000833,-0.293397959672
ACH-000834,-0.241804956032
ACH-000835,-0.255415186457
ACH-000836,-0.125818896107
ACH-000837,-0.305314290403
ACH-000838,-0.653437293075
ACH-000839,0.012820823367299998
ACH-000840,0.0665456681988
ACH-000841,-0.118751974987
ACH-000843,-0.164044152696
ACH-000846,-0.156516882306
ACH-000847,-0.297073862663
ACH-000848,-0.32433970598
ACH-000849,-0.41700577166599995
ACH-000851,-0.287113356557
ACH-000855,-0.317985828952
ACH-000856,-0.145539054438
ACH-000858,-0.0458987532262
ACH-000859,-0.128465455609
ACH-000861,-0.182906013994
ACH-000862,-0.131213499752
ACH-000865,-0.177060056983
ACH-000866,-0.339354319208
ACH-000867,-0.323403379194
ACH-000869,-0.160102048721
ACH-000872,-0.156875827084
ACH-000873,-0.400557398704
ACH-000876,-0.17841857071800002
ACH-000878,-0.038053474734900006
ACH-000880,-0.23885436839899998
ACH-000881,-0.194296828695
ACH-000882,0.0363345635258
ACH-000884,-0.239759317547
ACH-000885,-0.0035416028379000003
ACH-000887,-0.18419280606
ACH-000888,-0.235076509279
ACH-000889,-0.19098893281800003
ACH-000890,-0.11373256022299999
ACH-000896,-0.117767187873
ACH-000898,-0.0443730990272
ACH-000900,-0.150092582673
ACH-000901,-0.039917973657
ACH-000905,-0.144737590038
ACH-000906,-0.249821361002
ACH-000907,-0.249793106959
ACH-000910,-0.302762532263
ACH-000911,-0.34167166011
ACH-000912,-0.265927926693
ACH-000913,-0.0706094211783
ACH-000915,-0.164794861674
ACH-000916,-0.334651128075
ACH-000917,-0.277167113715
ACH-000921,-0.0422600084624
ACH-000924,-0.401074172462
ACH-000926,-0.23282288899099998
ACH-000928,-0.137060670269
ACH-000929,-0.0211222498089
ACH-000932,-0.145622428486
ACH-000935,-0.17057443667
ACH-000936,-0.154967753165
ACH-000937,-0.0470275661514
ACH-000938,-0.0250971747712
ACH-000939,0.0553317794271
ACH-000941,-0.09449707882750001
ACH-000943,-0.35832713033299995
ACH-000946,-0.230480342042
ACH-000947,-0.262471088838
ACH-000948,-0.123030307558
ACH-000950,0.0703323241451
ACH-000953,-0.0836617327459
ACH-000957,-0.113526565926
ACH-000958,-0.00757317413863
ACH-000960,-0.138733098346
ACH-000963,-0.156617910497
ACH-000968,-0.242066232774
ACH-000969,-0.276401552128
ACH-000973,-0.13851220807700002
ACH-000974,-0.309542661935
ACH-000975,-0.221873828369
ACH-000976,-0.0546194845565
ACH-000978,0.104259555544
ACH-000980,-0.26389818859499997
ACH-000984,-0.117128765564
ACH-000986,-0.00313596355775
ACH-000988,-0.276979314238
ACH-000993,-0.14499862442800002
ACH-000994,-0.0695781613307
ACH-000996,-0.324126839606
ACH-001001,-0.214009512949
ACH-001020,-0.40228391208700004
ACH-001028,-0.145205706046
ACH-001031,-0.1279684065
ACH-001038,-0.243919172185
ACH-001048,-0.116010108149
ACH-001050,-0.200807458082
ACH-001053,-0.171335556228
ACH-001054,-0.264463081765
ACH-001061,-0.211572350332
ACH-001067,-0.22354590639400002
ACH-001075,-0.173398398385
ACH-001096,-0.36993348678800003
ACH-001128,-0.141182590932
ACH-001134,-0.30708087676
ACH-001151,-0.264788485158
ACH-001163,-0.13525836089600002
ACH-001164,0.04953852045530001
ACH-001173,-0.098143846118
ACH-001183,-0.24018763649900002
ACH-001184,-0.527668929775
ACH-001190,-0.143532570803
ACH-001192,-0.208608180944
ACH-001193,-0.192553514178
ACH-001196,-0.0761902432223
ACH-001197,-0.20568501933400002
ACH-001205,-0.31889766108199996
ACH-001211,-0.314383679804
ACH-001212,-0.188458738062
ACH-001228,-0.247784707059
ACH-001232,-0.143625003336
ACH-001239,-0.08001888449780001
ACH-001274,-0.14638785168
ACH-001275,-0.142738733775
ACH-001277,-0.196073534047
ACH-001278,-0.0826109875726
ACH-001280,-0.152674581438
ACH-001283,-0.07979591585439999
ACH-001289,-0.110566327062
ACH-001295,-0.22367789386599998
ACH-001300,-0.164084937757
ACH-001301,-0.193929557816
ACH-001302,-0.21824765223900003
ACH-001303,-0.0726314216055
ACH-001306,-0.138143320248
ACH-001318,-0.246104894251
ACH-001322,-0.279651065412
ACH-001328,-0.211795491965
ACH-001332,-0.226742329923
ACH-001333,-0.343116387943
ACH-001336,-0.0907187904051
ACH-001340,-0.21161806899500002
ACH-001346,-0.225497637106
ACH-001353,-0.358089837941
ACH-001354,-0.271006004458
ACH-001367,-0.26700791296500004
ACH-001368,-0.199724313284
ACH-001374,-0.46803112908999994
ACH-001375,-0.191798487352
ACH-001377,-0.22138665705899999
ACH-001380,-0.320837579195
ACH-001391,-0.17550228675299998
ACH-001407,-0.16697774342
ACH-001408,0.00507275423854
ACH-001413,0.137088424402
ACH-001430,-0.295457122382
ACH-001431,-0.218889450925
ACH-001450,-0.187546345019
ACH-001496,-0.19423145379700002
ACH-001500,-0.0180528444828
ACH-001521,-0.139393569177
ACH-001523,-0.110723059025
ACH-001532,-0.09895260580700001
ACH-001536,-0.08169886119769999
ACH-001550,-0.183836054839
ACH-001552,-0.133082524777
ACH-001554,-0.157584149748
ACH-001645,0.08911681767139999
ACH-001654,-0.113860915242
ACH-001715,-0.022724532435900002
ACH-001735,-0.10077109043600001
ACH-001736,-0.20440696857299998
ACH-001737,-0.307161314012
ACH-001740,-0.0845058140135
ACH-001745,-0.541963391877
ACH-001750,-0.19646562099599998
ACH-001765,-0.17408309921100001
ACH-001956,-0.167219945176
ACH-001957,-0.212203360717
