,SPDEF (25803)
ACH-000004,0.022659411543900002
ACH-000007,0.18024152835
ACH-000009,0.236208716162
ACH-000011,0.0895531577776
ACH-000012,-0.0342980369417
ACH-000013,0.024648399815899998
ACH-000014,0.160590280771
ACH-000015,0.153532226018
ACH-000017,-0.698685724957
ACH-000018,0.0760430692129
ACH-000019,-0.21340677482999998
ACH-000021,0.253120679597
ACH-000022,-0.043242957554000004
ACH-000025,0.09635007927860001
ACH-000028,-0.396225253776
ACH-000030,0.123918582961
ACH-000035,0.200105464441
ACH-000036,0.206594126924
ACH-000037,0.24484356481800001
ACH-000039,0.105393615948
ACH-000040,0.0797821910523
ACH-000041,0.033345934219400006
ACH-000042,0.313107279833
ACH-000045,0.116803536716
ACH-000047,-0.06925107504769999
ACH-000052,0.0459385797512
ACH-000053,0.11817633267000001
ACH-000054,0.110598522779
ACH-000055,0.157262269873
ACH-000060,0.0419517412649
ACH-000067,0.116456539863
ACH-000070,-0.144112696841
ACH-000075,0.11025331224300002
ACH-000078,0.234126020181
ACH-000082,0.0191345416786
ACH-000085,-0.08879260450510001
ACH-000086,0.18208727110800002
ACH-000087,-0.0584045158386
ACH-000092,0.172160866813
ACH-000095,0.220839086358
ACH-000097,-0.47207629193800005
ACH-000098,0.25686033358800003
ACH-000099,0.06154634955709999
ACH-000108,0.13155243521600002
ACH-000113,0.0058179521493
ACH-000115,0.0145835295969
ACH-000116,0.08941470337169999
ACH-000118,0.09159030084230001
ACH-000120,0.0792268772486
ACH-000123,0.09219046122819999
ACH-000127,0.15104404376
ACH-000128,0.144476020269
ACH-000132,0.01612596852
ACH-000133,0.20121942935400003
ACH-000137,0.125112273543
ACH-000138,0.262945816123
ACH-000142,-0.011151197765600002
ACH-000143,0.12008729972400001
ACH-000146,0.19112410304000002
ACH-000148,0.289293318951
ACH-000150,0.133535725832
ACH-000152,0.0853180499015
ACH-000153,-0.147881118429
ACH-000159,0.0642002874694
ACH-000160,0.205496470462
ACH-000163,0.2194435084
ACH-000167,-0.208601290594
ACH-000168,0.288643462148
ACH-000169,-0.0706836097237
ACH-000178,0.216299600255
ACH-000182,0.202136463446
ACH-000183,0.08961704196510001
ACH-000188,0.06808455036910001
ACH-000189,0.0208331437407
ACH-000190,0.011422813887100002
ACH-000198,0.0496572912225
ACH-000204,0.233925459205
ACH-000206,-0.14546682733799998
