,CSDE1 (7812)
ACH-000517,-0.512173151125
ACH-000518,-0.380221685774
ACH-000520,-0.376191652499
ACH-000521,-0.449258505982
ACH-000522,-0.542633590752
ACH-000524,-0.579948544022
ACH-000527,-0.09680822618789998
ACH-000528,-0.882191620755
ACH-000537,-0.339553952104
ACH-000541,-0.591063031164
ACH-000542,0.115865176857
ACH-000544,-0.628461600039
ACH-000545,-0.448404673109
ACH-000547,-1.01966676131
ACH-000548,-0.829874670986
ACH-000549,-0.329791102326
ACH-000550,-0.683642267177
ACH-000552,-0.577927465613
ACH-000556,-0.047393343647099996
ACH-000557,0.0576647987557
ACH-000570,-0.288742981036
ACH-000571,-0.5170030077009999
ACH-000573,-0.416029188694
ACH-000576,-0.6169239751650001
ACH-000580,-0.7013529282790001
ACH-000584,-0.015361969448899998
ACH-000585,-0.940105844214
ACH-000588,-0.442186798725
ACH-000589,-0.731236784776
ACH-000591,-0.503001813336
ACH-000593,-0.394317846197
ACH-000600,-0.39891560960100003
ACH-000601,-0.503585486967
ACH-000604,-0.580736824849
ACH-000605,-0.296706362079
ACH-000606,-0.628937188376
ACH-000608,-0.506140701318
ACH-000614,-0.684759977486
ACH-000616,-1.00954467039
ACH-000618,-0.40299398145900006
ACH-000619,-0.5327458866170001
ACH-000620,-0.539226368144
ACH-000621,0.059772776113099994
ACH-000622,-0.46435966640500004
ACH-000623,-0.78215713719
ACH-000624,-0.756022075749
ACH-000627,-0.675096442307
ACH-000630,-0.257563411221
ACH-000632,-0.373236819959
ACH-000633,-0.156805892019
ACH-000637,-0.438168272526
ACH-000638,-0.7842010649500001
ACH-000646,0.5063979380020001
ACH-000647,-0.469474956558
ACH-000648,-0.393262436464
ACH-000649,-0.427056092051
ACH-000651,-0.503279395521
ACH-000652,-0.577161577283
ACH-000653,-0.504010771169
ACH-000657,-0.558932667211
ACH-000658,-0.304892479487
ACH-000661,-0.593196832311
ACH-000662,-0.018528080178200002
ACH-000663,-0.0755756613892
ACH-000665,-0.461888229192
ACH-000671,-0.36161114821400003
ACH-000673,-0.23152676726399998
ACH-000676,-0.384888964767
ACH-000677,-0.965378690272
ACH-000681,-0.7994693923649999
ACH-000682,-0.39572069874
ACH-000683,-0.7833485782359999
ACH-000684,-0.6307619741380001
ACH-000688,-0.47895176632200004
ACH-000693,-0.540345227808
ACH-000694,-0.639062121801
ACH-000695,-0.11138672785800001
ACH-000696,-0.297829438001
ACH-000697,-0.7894408147249999
ACH-000699,-0.450717136181
ACH-000701,-0.040364795915900004
ACH-000706,-0.580756805787
ACH-000711,-0.6064252808030001
ACH-000713,-0.38360436225100003
ACH-000714,-0.676447411272
ACH-000718,-0.692548463951
ACH-000720,-0.43337467638099997
ACH-000721,-0.25330966630999996
ACH-000724,-0.09361013240550001
ACH-000725,-0.6580064847770001
ACH-000732,-0.49272846319200003
ACH-000734,-0.250773265571
ACH-000735,-0.609174037942
ACH-000736,-0.262777830268
ACH-000738,-0.516936702581
ACH-000746,-0.269837318391
ACH-000747,-0.635438512321
ACH-000748,-0.20068701571400002
ACH-000753,0.12501500749000002
ACH-000756,-0.08279315537269999
ACH-000757,-0.6517431235710001
ACH-000758,-0.546550801203
ACH-000760,-0.665905332899
ACH-000763,-0.6283717476640001
ACH-000764,-0.636086414793
ACH-000765,-0.43018962469899996
ACH-000766,-0.461574156601
ACH-000767,-0.19229791229
ACH-000768,-0.564139273021
ACH-000769,-0.39063705894100004
ACH-000770,-0.426297359248
ACH-000771,-0.238921730892
ACH-000773,-0.702760292403
ACH-000776,-0.365708406474
ACH-000777,-0.6099635892399999
ACH-000778,-0.355276309039
ACH-000781,-0.491150902464
ACH-000782,-0.48039090926000005
ACH-000783,-0.8601972674439999
ACH-000784,-0.653520264315
ACH-000785,-1.04028825635
ACH-000787,-0.48487682283
ACH-000788,-0.433418664912
ACH-000791,-0.889229330635
ACH-000792,-0.324849524838
ACH-000794,-0.7809047871420001
ACH-000796,-0.594136981623
ACH-000799,-0.539050603627
ACH-000800,-0.18833069269000002
ACH-000802,-0.728356455625
ACH-000804,-0.534217733647
ACH-000805,-0.42749821258500004
ACH-000809,-0.8057622442649999
ACH-000810,-0.796304942734
ACH-000811,-0.379114627763
ACH-000817,-0.335951577132
ACH-000819,-0.44861232619499997
ACH-000820,0.19771353432799998
ACH-000821,-0.370180355092
ACH-000822,-0.640264931012
ACH-000823,-0.417227842423
ACH-000824,-0.5238759595660001
ACH-000827,-0.408295062161
ACH-000829,-0.762311213171
ACH-000831,-0.5369276603149999
ACH-000832,-0.456326382583
ACH-000833,-0.23229651403499998
ACH-000834,-0.41904821599
ACH-000835,-0.7779410255679999
ACH-000836,-0.841793885501
ACH-000837,-0.40099798964100003
ACH-000838,-0.658211888698
ACH-000839,-0.83823821288
ACH-000840,-0.7145068496510001
ACH-000841,-0.7948580283769999
ACH-000843,-0.499758691119
ACH-000846,-0.626280816691
ACH-000847,-0.528976103045
ACH-000848,-0.28220845496999997
ACH-000849,-0.455453045622
ACH-000851,-0.595008017733
ACH-000855,-0.579810897217
ACH-000856,-0.38598148811899996
ACH-000858,-0.738845323021
ACH-000859,-0.476353007725
ACH-000861,-0.6574794150450001
ACH-000862,-0.5505959345929999
ACH-000865,-0.6377591025580001
ACH-000866,-0.319372712039
ACH-000867,-0.362118090178
ACH-000869,-0.8179814971430001
ACH-000872,-0.8689245045880001
ACH-000873,-0.645770391612
ACH-000876,-0.69795695085
ACH-000878,-0.145102450512
ACH-000880,-0.0627030623753
ACH-000881,-0.375734029221
ACH-000882,-0.5457017225240001
ACH-000884,0.114420983147
ACH-000885,-0.789814435462
ACH-000887,-0.43925871848700004
ACH-000888,-0.14128071465
ACH-000889,-0.15968045386
ACH-000890,-1.0990252258600002
ACH-000896,-0.150195584202
ACH-000898,-0.5572430302470001
ACH-000900,-0.105788084951
ACH-000901,-0.09869251612510001
ACH-000905,-0.514196243897
ACH-000906,0.000591863315215
ACH-000907,-0.72700107468
ACH-000910,-0.730417824316
ACH-000911,-0.34800259367499997
ACH-000912,-0.671681627517
ACH-000913,-0.665036691919
ACH-000915,-0.349782741769
ACH-000916,-0.6115017429249999
ACH-000917,-0.8465406558319999
ACH-000921,-0.40190506577600005
ACH-000924,-0.28882204928000005
ACH-000926,-0.38783377922
ACH-000928,-0.468557566114
ACH-000929,-0.760383739314
ACH-000932,-0.430173459145
ACH-000935,-0.501564594304
ACH-000936,-0.589411863112
ACH-000937,-0.387068441004
ACH-000938,-0.296056574438
ACH-000939,-0.187586703224
ACH-000941,-0.0331370519808
ACH-000943,-0.5434445909969999
ACH-000946,-0.719927635308
ACH-000947,-0.22346544620900002
ACH-000948,-0.937910563674
ACH-000950,-0.8892383840360001
ACH-000953,-0.293656275036
ACH-000957,-0.7731821428229999
ACH-000958,-0.802918677015
ACH-000960,-0.687260484051
ACH-000963,-0.6060877766089999
ACH-000968,-0.425553290744
ACH-000969,-0.5557639957680001
ACH-000973,-0.21304327631099998
ACH-000974,-0.486073406416
ACH-000975,-0.756726815633
ACH-000976,-0.731001897984
ACH-000978,-0.774633357202
ACH-000980,-0.160601596096
ACH-000984,-0.782340679355
ACH-000986,-0.607731557976
ACH-000988,-0.567059020891
ACH-000993,-0.118227110877
ACH-000994,-0.210169584665
ACH-000996,-1.0717766451700002
ACH-001001,-0.32180255451900003
ACH-001020,-0.206665752227
ACH-001028,-0.20502909848700002
ACH-001031,-0.812677778315
ACH-001038,-0.302975357705
ACH-001048,-0.35841163695600003
ACH-001050,-0.509081619749
ACH-001053,-0.458770278666
ACH-001054,-0.426854308525
ACH-001061,-0.446865738235
ACH-001067,-0.39104520866400005
ACH-001075,-0.450375996283
ACH-001096,-0.0100962195186
ACH-001128,-0.42349598648000003
ACH-001134,-0.71376373457
ACH-001151,-0.46449102901199996
ACH-001163,-0.528053531511
ACH-001164,-0.348005480679
ACH-001173,-0.43173681791199997
ACH-001183,-0.5531232189649999
ACH-001184,-0.195161266285
ACH-001190,-0.39828971285
ACH-001192,-0.360195281432
ACH-001193,-0.334279694053
ACH-001196,-0.6930586151279999
ACH-001197,-0.35302264173000003
ACH-001205,-0.250112024526
ACH-001211,-0.6616257587309999
ACH-001212,-0.162206907847
ACH-001228,-0.60230193981
ACH-001232,-0.476606905599
ACH-001239,-0.515257185985
ACH-001274,-0.378583164576
ACH-001275,-0.61386501294
ACH-001277,-0.258386438258
ACH-001278,0.261600644311
ACH-001280,-0.551761968636
ACH-001283,-0.878552362017
ACH-001289,-0.41675854572899995
ACH-001295,-0.323142694989
ACH-001300,0.17983991820999998
ACH-001301,-0.185684485097
ACH-001302,-0.128811652237
ACH-001303,0.178034441189
ACH-001306,-0.0867058190434
ACH-001318,-0.291813994396
ACH-001322,-0.670038790379
ACH-001328,-0.280774222952
ACH-001332,-0.572659629492
ACH-001333,-0.51984120451
ACH-001336,-0.56072273514
ACH-001340,-0.165271584911
ACH-001346,-0.498697040934
ACH-001353,-0.759758381698
ACH-001354,-0.0705736572471
ACH-001367,0.0758762958002
ACH-001368,-0.125239872262
ACH-001374,-0.769507436016
ACH-001375,-0.75970476736
ACH-001377,-0.811239435187
ACH-001380,-0.54913460793
ACH-001391,-0.556390893238
ACH-001407,-0.326830872339
ACH-001408,-0.868817937471
ACH-001413,-0.387634625603
ACH-001430,-0.858731734104
ACH-001431,-0.6993170872360001
ACH-001450,-0.27169523359700004
ACH-001496,-0.581045935327
ACH-001500,-0.8741929063349999
ACH-001521,-0.985865890508
ACH-001523,-0.5099414264500001
ACH-001532,-0.364690238412
ACH-001536,-0.8924949103759999
ACH-001550,-0.49908916781400003
ACH-001552,-0.630788965871
ACH-001554,-0.547991569
ACH-001645,-0.038194684185
ACH-001654,-0.464708143545
ACH-001715,-0.8140492129860001
ACH-001735,-0.533166562902
ACH-001736,-0.27397101101300003
ACH-001737,-0.585265659806
ACH-001740,-0.358598086062
ACH-001745,-0.33586895337
ACH-001750,-0.591081532996
ACH-001765,-0.49922454900799995
ACH-001956,-0.708933389309
ACH-001957,-1.11526614965
