,CHIT1 (1118)
ACH-000232,-0.08563913749610001
ACH-000233,-0.0940229671655
ACH-000234,0.013568543148
ACH-000235,-0.164053321274
ACH-000237,-0.09883112018660001
ACH-000238,-0.20084479006900002
ACH-000243,-0.0896705437279
ACH-000244,-0.149690416525
ACH-000246,-0.171830708326
ACH-000248,-0.006079875146819999
ACH-000250,-0.05693845882759999
ACH-000251,-0.35579155049500005
ACH-000253,-0.294656273661
ACH-000255,-0.22454276434599998
ACH-000256,-0.0007138910343830001
ACH-000257,0.236887789723
ACH-000258,-0.20511206483199998
ACH-000259,-0.025368851292
ACH-000260,-0.0886392359677
ACH-000261,-0.0409517234529
ACH-000262,-0.11424754464199999
ACH-000263,-0.33268995769799997
ACH-000264,-0.17564547345400003
ACH-000265,-0.0779509792103
ACH-000266,-0.15641438794399998
ACH-000272,-0.249411071506
ACH-000273,-0.117391926075
ACH-000274,-0.0614057054341
ACH-000277,-0.23157982510000003
ACH-000278,-0.0501941529311
ACH-000279,-0.00300279741797
ACH-000280,-0.0406024434895
ACH-000281,-0.230402855332
ACH-000288,-0.112121067857
ACH-000291,-0.09365679028889999
ACH-000293,-0.0740298804516
ACH-000294,0.033685866430700005
ACH-000295,-0.115657844558
ACH-000296,-0.101212682708
ACH-000302,-0.04635852492169999
ACH-000304,0.0870273632556
ACH-000307,-0.0258146504003
ACH-000308,0.054854708398199996
ACH-000310,-0.261338217007
ACH-000311,-0.256485542831
ACH-000312,-0.0432639939677
ACH-000315,0.237230088822
ACH-000316,-0.288930566381
ACH-000317,-0.149994066866
ACH-000318,-0.039627642708900006
ACH-000319,-0.013747760991
ACH-000320,-0.147789269388
ACH-000322,-0.310733334275
ACH-000323,-0.316406296558
ACH-000324,-0.100755343592
ACH-000329,-0.0623395734171
ACH-000330,-0.131358231204
ACH-000331,-0.08473689377319998
ACH-000332,-0.0611610190082
ACH-000334,-0.249202420168
ACH-000335,-0.222713035001
ACH-000336,0.136451422831
ACH-000337,-0.255979931322
ACH-000339,-0.0368994247954
ACH-000341,-0.20402234383499998
ACH-000348,-0.193737336034
ACH-000350,-0.192574102828
ACH-000352,-0.09859512516419999
ACH-000356,-0.206465243838
ACH-000361,-0.217833893336
ACH-000362,-0.129003014103
ACH-000363,-0.165323464916
ACH-000364,-0.167954136655
ACH-000365,-0.0779132900837
ACH-000366,-0.25412655135400003
ACH-000368,-0.0466574935267
ACH-000374,0.0497958065641
ACH-000375,-0.17431985013700002
ACH-000376,-0.302854163585
ACH-000381,-0.098642709604
ACH-000383,-0.0559656718645
ACH-000387,-0.133279736209
ACH-000389,-0.16807512110800002
ACH-000390,-0.140838669975
ACH-000393,-0.112470111197
ACH-000395,0.00993830991855
ACH-000397,0.0191616008021
ACH-000401,-0.11682248077
ACH-000402,0.022741324696900003
ACH-000403,-0.14480881803200002
ACH-000404,0.0680640044748
ACH-000406,-0.08705457482550001
ACH-000407,-0.0917637067124
ACH-000408,0.004514801845020001
ACH-000410,-0.21270801065
ACH-000411,-0.11969545369699999
ACH-000414,-0.0731790692335
ACH-000415,-0.195941400231
ACH-000416,-0.12769381543400002
ACH-000420,-0.246137514788
ACH-000421,-0.11926352970899999
ACH-000424,-0.0695451229297
ACH-000425,-0.0450817836967
ACH-000426,-0.0156889202212
ACH-000427,-0.127918863424
ACH-000433,-0.14213375906099998
ACH-000436,-0.0016215510889900002
ACH-000444,-0.089780693066
ACH-000445,0.09389978824100001
ACH-000448,-0.17974407348700003
ACH-000450,0.0760808339152
ACH-000452,-0.182195243728
ACH-000454,-0.269375320827
ACH-000458,0.03751135362769999
ACH-000459,-0.283035386504
ACH-000460,-0.21822056683000002
ACH-000461,-0.0256970151467
ACH-000463,0.0250772000886
ACH-000464,0.06856488725740001
ACH-000466,-0.10261920838500001
ACH-000467,-0.115220905405
ACH-000468,0.0447146839147
ACH-000469,-0.08547017869210001
ACH-000470,-0.0598303431497
ACH-000471,-0.0544971065497
ACH-000472,-0.186333193435
ACH-000473,0.0137242598464
ACH-000475,-0.184887921596
ACH-000476,-0.06621696953669999
ACH-000477,-0.117410841071
ACH-000480,-0.135949631213
ACH-000481,-0.208435766331
ACH-000483,-0.075578363191
ACH-000484,-0.271655212728
ACH-000485,-0.0624610746087
ACH-000486,-0.0937041425815
ACH-000487,-0.235685042134
ACH-000488,-0.143624158183
ACH-000490,-0.0270910366076
ACH-000491,0.045189220548599994
ACH-000495,-0.0970254632768
ACH-000496,0.0508638265107
ACH-000499,-0.11178323770700001
ACH-000500,-0.300157661817
ACH-000502,-0.0563939446917
ACH-000503,-0.319975311558
ACH-000505,-0.12601641777
ACH-000507,-0.10177584055299999
ACH-000510,-0.158989862733
ACH-000511,-0.22587337882
ACH-000512,-0.121227515161
ACH-000516,-0.106416119257
ACH-000517,-0.12285175200099999
ACH-000518,-0.0487688578378
ACH-000520,-0.219495137192
ACH-000521,-0.025664935852099998
ACH-000522,-0.135298865288
ACH-000524,-0.131255717893
ACH-000527,-0.105468579145
ACH-000528,0.0315563875726
ACH-000537,-0.332761297911
ACH-000541,0.038641219660199996
ACH-000542,-0.09324889789139999
ACH-000544,-0.137064251248
ACH-000545,-0.245134368011
ACH-000547,-0.230639640772
ACH-000548,-0.202734519047
ACH-000549,-0.172993133134
ACH-000550,-0.0913699725938
ACH-000552,-0.0015354860698499999
ACH-000556,-0.17098241989100002
ACH-000557,-0.06042516224259999
ACH-000570,0.108237472487
ACH-000571,-0.0820004021578
ACH-000573,-0.09408291989769998
ACH-000576,-0.277878551036
ACH-000580,-0.0352202033976
ACH-000584,-0.050820095242
ACH-000585,-0.23442471691300001
ACH-000588,-0.179306173407
ACH-000589,-0.0545296134512
ACH-000591,0.253157521459
ACH-000593,-0.140458898591
ACH-000600,-0.321525525882
ACH-000601,-0.173314151481
ACH-000604,-0.20303429633900003
ACH-000605,-0.24887452475299998
ACH-000606,-0.132011802948
ACH-000608,-0.031041327633500003
ACH-000614,0.055577613503199993
ACH-000616,-0.24346503903499997
ACH-000618,-0.167287686653
ACH-000619,-0.206775440242
ACH-000620,0.014621208080799999
ACH-000621,-0.011970753780399999
ACH-000622,-0.0385826436353
ACH-000623,0.12641161634700002
ACH-000624,-0.14412602652200002
ACH-000627,0.040594409059599997
ACH-000630,-0.139758281819
ACH-000632,-0.10132787671900001
ACH-000633,0.023050581465599997
ACH-000637,-0.018401800746900003
ACH-000638,-0.11171451578199999
ACH-000646,-0.12497168960100001
ACH-000647,-0.289415881579
ACH-000648,-0.296934757293
ACH-000649,-0.0957159969365
ACH-000651,-0.0946951278132
ACH-000652,-0.0825568162413
ACH-000653,-0.19198224906599998
ACH-000657,-0.147794738858
ACH-000658,-0.29448348115899997
ACH-000661,0.0188745067768
ACH-000662,0.086483091242
ACH-000663,-0.0848499837613
ACH-000665,-0.09206735802680001
ACH-000671,-0.189785721968
ACH-000673,-0.177004854716
ACH-000676,-0.225625895995
ACH-000677,-0.115251704878
ACH-000681,-0.150212065951
ACH-000682,-0.140778911947
ACH-000683,-0.232086873398
ACH-000684,0.0245388103223
ACH-000688,-0.13142780782
ACH-000693,-0.171237819641
ACH-000694,-0.0847131779085
ACH-000695,-0.0744809894802
ACH-000696,-0.0838723881816
ACH-000697,-0.0919583535625
ACH-000699,-0.0214777675906
ACH-000701,-0.157106945444
ACH-000706,-0.286472412921
ACH-000711,-0.0700964160303
ACH-000713,-0.251604224773
ACH-000714,-0.32040001192
ACH-000718,-0.18298939864799998
ACH-000720,-0.10788553795499999
ACH-000721,-0.11088129851600001
ACH-000724,0.02908717608
ACH-000725,-0.07301612040410001
ACH-000732,-0.047785536576199994
ACH-000734,-0.136058910199
ACH-000735,-0.272868099077
ACH-000736,-0.127737644249
ACH-000738,-0.150038459204
ACH-000746,-0.0150970714774
ACH-000747,-0.012701246453
ACH-000748,-0.133667368851
ACH-000753,-0.292210829184
ACH-000756,-0.193004586803
ACH-000757,-0.186704380095
ACH-000758,-0.234949293358
ACH-000760,-0.16632019826
ACH-000763,-0.195530361919
ACH-000764,-0.28510312619
ACH-000765,-0.15350505513499998
ACH-000766,-0.12552749945299999
ACH-000767,-0.0953034822233
ACH-000768,0.017285727924200002
ACH-000769,-0.0526183145116
ACH-000770,-0.12937315869000002
ACH-000771,-0.0188168309993
ACH-000773,-0.292625049778
ACH-000776,-0.00786042492126
ACH-000777,-0.198399219446
ACH-000778,0.060634546432300006
ACH-000781,-0.136331337567
ACH-000782,0.0108653146395
ACH-000783,-0.17397003870799999
ACH-000784,-0.0995727517763
ACH-000785,-0.218726793143
ACH-000787,-0.251788319936
ACH-000788,-0.09270186500800001
ACH-000791,-0.163588791139
ACH-000792,-0.09965606924930001
ACH-000794,-0.23966088640099997
ACH-000796,-0.219641420064
ACH-000799,-0.17309187017799998
ACH-000800,-0.40157565490999997
ACH-000802,-0.227452953766
ACH-000804,-0.200143006965
ACH-000805,-0.0291180790174
ACH-000809,-0.0913809683509
ACH-000810,-0.0697651019251
ACH-000811,-0.093730788991
ACH-000817,-0.10566538870400001
ACH-000819,-0.121758731194
ACH-000820,-0.0660057726557
ACH-000821,-0.208441408918
ACH-000822,-0.0755787987495
ACH-000823,-0.0994828664028
ACH-000824,-0.147135226428
ACH-000827,-0.166521687945
ACH-000829,-0.12249605751499999
ACH-000831,-0.0133867258678
ACH-000832,-0.13166203708
ACH-000833,0.033969463182900006
ACH-000834,-0.157007047339
ACH-000835,-0.122663519658
ACH-000836,0.106230701934
ACH-000837,-0.0618235543319
ACH-000838,-0.28053272977
ACH-000839,-0.186351086484
ACH-000840,-0.110588454251
ACH-000841,0.017388799482200002
ACH-000843,0.0934708363174
ACH-000846,-0.324047836828
ACH-000847,-0.24378711043200002
ACH-000848,-0.19372362964
ACH-000849,-0.136825493387
ACH-000851,-0.010356997865200002
ACH-000855,0.00535189131789
ACH-000856,-0.270796697288
ACH-000858,-0.206113823457
ACH-000859,-0.054804982180399996
ACH-000861,-0.27750739520999995
ACH-000862,-0.0352024436905
ACH-000865,-0.164690005343
ACH-000866,-0.10030444408700001
ACH-000867,-0.138617556955
ACH-000869,0.0436107261377
ACH-000872,-0.0604896596144
ACH-000873,-0.0034420116589400002
ACH-000876,-0.123990154126
ACH-000878,-0.10815481011499999
ACH-000880,-0.021253861412999998
ACH-000881,-0.0793786873883
ACH-000882,-0.131212891552
ACH-000884,-0.150831673083
ACH-000885,-0.10058008848200001
ACH-000887,-0.107307992587
ACH-000888,-0.0692374117453
ACH-000889,-0.18159807554000001
ACH-000890,0.0288785603838
ACH-000896,-0.17177677028299998
ACH-000898,0.0586002780844
ACH-000900,-0.11464053182
ACH-000901,-0.0994620007034
ACH-000905,-0.24446042275600002
ACH-000906,-0.123167935658
ACH-000907,-0.128424097905
ACH-000910,-0.24006572564
ACH-000911,-0.165538034778
ACH-000912,-0.18410063244199998
ACH-000913,-0.210240387793
ACH-000915,-0.10391901120899999
ACH-000916,0.07301884611460001
ACH-000917,0.0191014487715
ACH-000921,-0.0385133422084
ACH-000924,-0.213716669166
ACH-000926,-0.119556361323
ACH-000928,-0.24891615501699998
ACH-000929,-0.154080237703
ACH-000932,-0.18142178613899998
ACH-000935,-0.12488457936799999
ACH-000936,-0.269312202992
ACH-000937,-0.19087122350699998
ACH-000938,-0.22790453348900003
ACH-000939,-0.092845569889
ACH-000941,-0.0691673581726
ACH-000943,-0.126518987198
ACH-000946,-0.0407115741193
ACH-000947,-0.202497322486
ACH-000948,-0.0575623430951
ACH-000950,0.0407139853474
ACH-000953,-0.011303556894
ACH-000957,-0.11066313535
ACH-000958,-0.133494734672
ACH-000960,-0.0997363980242
ACH-000963,-0.0694666725801
ACH-000968,-0.19209070716600002
ACH-000969,-0.356611357264
ACH-000973,-0.104432151995
ACH-000974,0.00547978424321
ACH-000975,-0.122222732064
ACH-000976,-0.0759722065546
ACH-000978,0.0068195740554
ACH-000980,-0.225858247618
ACH-000984,-0.142046961578
ACH-000986,-0.194094398072
ACH-000988,-0.0640923840973
ACH-000993,-0.10517205814099999
ACH-000994,0.058950488621500007
ACH-000996,-0.10395509598099999
ACH-001001,-0.207960019306
ACH-001020,-0.163154419472
ACH-001028,-0.0799065923444
ACH-001031,-0.046578653108900005
ACH-001038,-0.169479365057
ACH-001048,-0.09119195124110001
ACH-001050,-0.11224181540400001
ACH-001053,-0.33453947312800003
ACH-001054,-0.16394736072799998
ACH-001061,-0.152934694727
ACH-001067,-0.261772365181
ACH-001075,-0.0388677425184
ACH-001096,-0.24117377491300002
ACH-001128,0.18023403499600002
ACH-001134,-0.24252347937899998
ACH-001151,-0.137614139814
ACH-001163,-0.23556005446999997
ACH-001164,-0.33097951444400003
ACH-001173,-0.139455060858
ACH-001183,-0.187004570673
ACH-001184,-0.250723875669
ACH-001190,-0.050100472984
ACH-001192,0.0819089422371
ACH-001193,-0.114610055195
ACH-001196,-0.17213173788400002
ACH-001197,-0.0504797323249
ACH-001205,-0.134434294579
ACH-001211,-0.343034377063
ACH-001212,-0.19984236339699998
ACH-001228,-0.17386197792599997
ACH-001232,-0.0379860673567
ACH-001239,0.0757535267949
ACH-001274,0.15059778383300002
ACH-001275,-0.28349902800099996
ACH-001277,0.0788021130473
ACH-001278,-0.236978618588
ACH-001280,-0.16693698718699998
ACH-001283,-0.12486616651799999
ACH-001289,-0.20945796950800002
ACH-001295,-0.0288577348635
ACH-001300,-0.18514102221200002
ACH-001301,-0.147501905338
ACH-001302,-0.333675102238
ACH-001303,-0.203606789054
ACH-001306,-0.153730261145
ACH-001318,-0.25668439919
ACH-001322,0.00268320860245
ACH-001328,-0.21837216427900003
ACH-001332,-0.291827209223
ACH-001333,-0.0813026445115
ACH-001336,-0.166969051388
ACH-001340,-0.0577929441744
ACH-001346,-0.09142446478119999
ACH-001353,-0.209315632676
ACH-001354,-0.24880290434099997
ACH-001367,0.00493766249248
ACH-001368,-0.109791773501
ACH-001374,0.07576237634960001
ACH-001375,-0.115353741179
ACH-001377,-0.022491199062000002
ACH-001380,-0.0374601480128
ACH-001391,-0.0320377752734
ACH-001407,-0.114763113051
ACH-001408,-0.03987078733419999
ACH-001413,-0.28663675309500003
ACH-001430,0.058192929514
ACH-001431,-0.142875846138
ACH-001450,-0.209107953624
ACH-001496,-0.114566451798
ACH-001500,-0.113939927233
ACH-001521,-0.07270905039339999
ACH-001523,-0.175453803204
ACH-001532,-0.04546342910759999
ACH-001536,0.037943934582599995
ACH-001550,-0.0994752337611
ACH-001552,-0.0346302568158
ACH-001554,-0.22667584167500002
ACH-001645,-0.12477829395
ACH-001654,-0.0871235135179
ACH-001715,-0.0386480217424
ACH-001735,-0.06775198901740001
ACH-001736,-0.154641179813
ACH-001737,-0.0756055686443
ACH-001740,-0.264857888479
ACH-001745,-0.18181379169
ACH-001750,-0.171026961593
ACH-001765,-0.184983824446
ACH-001956,-0.0933328253686
ACH-001957,-0.38489386108900003
