,SNPH (9751)
ACH-000004,0.311502607404
ACH-000007,0.22292845765900002
ACH-000009,0.28692626305700003
ACH-000011,0.0240547166586
ACH-000012,0.0902434592357
ACH-000013,0.11522792218599999
ACH-000014,0.08818903747689999
ACH-000015,0.15299261128799999
ACH-000017,0.18138988238099998
ACH-000018,0.101768185224
ACH-000019,0.467160717559
ACH-000021,0.359978139526
ACH-000022,-0.0842833177466
ACH-000025,0.265487155515
ACH-000028,0.281611807857
ACH-000030,0.156751147205
ACH-000035,0.193967601156
ACH-000036,0.23581698593699998
ACH-000037,0.21930757835099998
ACH-000039,0.329911925249
ACH-000040,0.10420456457499999
ACH-000041,0.330618908601
ACH-000042,0.130345392353
ACH-000045,0.206803528486
ACH-000047,0.0714663911766
ACH-000052,0.140866517332
ACH-000053,0.247423021849
ACH-000054,0.29291667519299996
ACH-000055,0.010818256327799999
ACH-000060,0.144379428969
ACH-000067,0.128242512951
ACH-000070,0.0970644836915
ACH-000075,0.0672941546472
ACH-000078,0.300801872359
ACH-000082,0.143794663805
ACH-000085,-0.227385636915
ACH-000086,0.27325223329799997
ACH-000087,0.245342186254
ACH-000092,0.236824569588
ACH-000095,0.14795015118899998
ACH-000097,0.09612555930700001
ACH-000098,0.31927539547899997
ACH-000099,0.23673429998300002
ACH-000108,0.279556572531
ACH-000113,0.0759232735252
ACH-000115,0.265593553399
ACH-000116,0.34017219734
ACH-000118,0.168772594999
ACH-000120,0.152889743091
ACH-000123,0.37444177810699997
ACH-000127,0.22467203176699999
ACH-000128,0.46182725300599997
ACH-000132,0.232934549331
ACH-000133,0.264075981178
ACH-000137,0.155978383885
ACH-000138,0.328346183879
ACH-000142,0.414693612819
ACH-000143,0.180726270326
ACH-000146,0.28861076434599997
ACH-000148,0.16296934101399999
ACH-000150,-0.005316607763010001
ACH-000152,0.17623121606400002
ACH-000153,0.350266542129
ACH-000159,0.264451596685
ACH-000160,0.265782567887
ACH-000163,0.300513454182
ACH-000167,0.151605271661
ACH-000168,0.237983960607
ACH-000169,0.162125920994
ACH-000178,0.164479624299
ACH-000182,0.340379430233
ACH-000183,0.151514197468
ACH-000188,0.113575080834
ACH-000189,0.44531654291699996
ACH-000190,0.19100448870499998
ACH-000198,0.268983629493
ACH-000204,0.42046857340800003
ACH-000206,0.173568319768
ACH-000207,0.154139991016
ACH-000211,0.25695067363
ACH-000215,0.290878915767
ACH-000221,0.403599876168
ACH-000222,0.48128409163099994
ACH-000223,0.334421622877
ACH-000226,0.22205676690200002
ACH-000227,0.276062482175
ACH-000228,0.521674266231
ACH-000231,0.208563633217
ACH-000232,0.23413874699099999
ACH-000233,0.23872941857500002
ACH-000234,0.291534966825
ACH-000235,0.263253123047
ACH-000237,0.24917021248000004
ACH-000238,-0.0696946980727
ACH-000243,0.252745808326
ACH-000244,0.13763176792600001
ACH-000246,0.166309080651
ACH-000248,0.31978598610500003
ACH-000250,0.269239098842
ACH-000251,0.095016552791
ACH-000253,0.121423144705
ACH-000255,0.233999277881
ACH-000256,0.156509321479
ACH-000257,0.379302440878
ACH-000258,-0.138729758974
ACH-000259,0.22827708792399998
ACH-000260,0.20577958508400002
ACH-000261,0.236384441611
ACH-000262,0.37666034464599996
ACH-000263,0.110804113293
ACH-000264,0.266593230412
ACH-000265,0.300999618645
