,UGT2B11 (10720)
ACH-000004,-0.36419225834799995
ACH-000007,-0.288858151675
ACH-000009,-0.330317438534
ACH-000011,-0.14853037643300002
ACH-000012,-0.269673161409
ACH-000013,-0.100394247233
ACH-000014,-0.205581284188
ACH-000015,-0.152444466451
ACH-000017,-0.43589763900399997
ACH-000018,-0.40135116151
ACH-000019,-0.596028178129
ACH-000021,-0.377649250844
ACH-000022,-0.30405551112199997
ACH-000025,-0.245835976501
ACH-000028,-0.43196451882
ACH-000030,-0.32530939537500003
ACH-000035,-0.177174079453
ACH-000036,-0.405710035838
ACH-000037,-0.176473190605
ACH-000039,-0.545609088284
ACH-000040,-0.206849690299
ACH-000041,-0.2738815293
ACH-000042,-0.436126220787
ACH-000045,-0.312510464452
ACH-000047,-0.11265055737099999
ACH-000052,-0.233373927958
ACH-000053,-0.27963194277
ACH-000054,-0.344499366111
ACH-000055,-0.258795856753
ACH-000060,-0.36638922729699996
ACH-000067,-0.411293195276
ACH-000070,-0.208642887179
ACH-000075,-0.267687448919
ACH-000078,-0.5626743513229999
ACH-000082,-0.207728156745
ACH-000085,-0.0893990087805
ACH-000086,-0.08822176962760002
ACH-000087,-0.269460004416
ACH-000092,-0.166491582014
ACH-000095,-0.687513424063
ACH-000097,-0.42411932138
ACH-000098,-0.278684084589
ACH-000099,-0.509920414096
ACH-000108,-0.326712516026
ACH-000113,-0.286984954505
ACH-000115,-0.632417907085
ACH-000116,-0.36618893616099996
ACH-000118,-0.24718448306
ACH-000120,-0.254068234661
ACH-000123,-0.360624350351
ACH-000127,-0.46008930368999995
ACH-000128,-0.437960817544
ACH-000132,-0.230912701849
ACH-000133,-0.12655816628799998
ACH-000137,-0.157051337435
ACH-000138,-0.287814249247
ACH-000142,-0.549539712908
ACH-000143,-0.30973072946400004
ACH-000146,-0.33731862880900004
ACH-000148,-0.204787609082
ACH-000150,-0.176018920744
ACH-000152,-0.398852068976
ACH-000153,-0.27338742625
ACH-000159,-0.35389675598399994
ACH-000160,-0.253381216091
ACH-000163,-0.0876164170262
ACH-000167,-0.130505025384
ACH-000168,-0.377084419883
ACH-000169,-0.195440835141
ACH-000178,-0.27422251319200003
ACH-000182,-0.20721750096900002
ACH-000183,-0.184770515926
ACH-000188,-0.457231591271
ACH-000189,-0.554382822815
ACH-000190,-0.00278586307504
ACH-000198,-0.330207670705
ACH-000204,-0.20269562223
ACH-000206,-0.372794058298
ACH-000207,-0.26762025604899997
ACH-000211,-0.351291921553
ACH-000215,-0.37461453949199996
ACH-000221,-0.24381412924899998
ACH-000222,-0.571362706281
ACH-000223,-0.338885874186
ACH-000226,-0.339949443547
