,URB1 (9875)
ACH-000004,-1.01797436131
ACH-000007,-1.36806487791
ACH-000009,-1.3282856648999999
ACH-000011,-1.53208918216
ACH-000012,-1.2244068857600001
ACH-000013,-1.25114955464
ACH-000014,-1.2324827706100001
ACH-000015,-1.4381887235
ACH-000017,-1.5050277767299998
ACH-000018,-1.30308129269
ACH-000019,-1.29743425517
ACH-000021,-1.27992749539
ACH-000022,-1.59154304474
ACH-000025,-1.41815370685
ACH-000028,-1.4169616246599999
ACH-000030,-1.5442499645200003
ACH-000035,-1.51504391834
ACH-000036,-1.37776819252
ACH-000037,-0.725203597569
ACH-000039,-1.3657578932299999
ACH-000040,-1.3667000852899998
ACH-000041,-1.29084472493
ACH-000042,-1.70619537875
ACH-000045,-1.23738320396
ACH-000047,-1.43206743195
ACH-000052,-1.3862403291799998
ACH-000053,-1.38949516817
ACH-000054,-1.3859785440099999
ACH-000055,-1.35196041519
ACH-000060,-1.70282038476
ACH-000067,-1.25838987699
ACH-000070,-1.2344680094
ACH-000075,-1.50585162141
ACH-000078,-1.55467778546
ACH-000082,-1.4511993053999999
ACH-000085,-1.42575726984
ACH-000086,-1.3991556174000002
ACH-000087,-1.40940583245
ACH-000092,-1.39651951167
ACH-000095,-1.4556529111
ACH-000097,-1.5024561867299997
ACH-000098,-1.47086407016
ACH-000099,-1.4437818770200002
ACH-000108,-1.56514634742
ACH-000113,-1.28839926923
ACH-000115,-0.928336702436
ACH-000116,-1.54634808729
ACH-000118,-1.17712291388
ACH-000120,-1.50191577966
ACH-000123,-1.4941439028499999
ACH-000127,-1.5136299827200002
ACH-000128,-1.6762203809799998
ACH-000132,-1.46913637232
ACH-000133,-1.3155925229899998
ACH-000137,-1.30734324669
ACH-000138,-1.46068556326
ACH-000142,-1.59477059834
ACH-000143,-1.16401822454
ACH-000146,-1.31732221151
ACH-000148,-1.3330998274799999
ACH-000150,-1.5495415427
ACH-000152,-1.34652158949
ACH-000153,-1.4429881815
ACH-000159,-1.63870947709
ACH-000160,-1.66032147766
ACH-000163,-1.45046418429
ACH-000167,-1.2950710131299998
ACH-000168,-1.2988615593000001
ACH-000169,-1.6656172142200003
ACH-000178,-1.34489537289
ACH-000182,-1.39376099111
ACH-000183,-1.2403249481999998
ACH-000188,-1.46549442571
ACH-000189,-1.5554291642200002
ACH-000190,-1.4371585893
ACH-000198,-1.3431588604299998
ACH-000204,-1.28581454412
ACH-000206,-1.25875599606
ACH-000207,-1.14473891421
ACH-000211,-1.44510139006
