,SERPIND1 (3053)
ACH-000004,-0.13606506994999998
ACH-000007,-0.189516100786
ACH-000009,-0.0141866843833
ACH-000011,-0.114988670275
ACH-000012,-0.22265795620200002
ACH-000013,0.00829223250709
ACH-000014,-0.0713422862627
ACH-000015,-0.135487995669
ACH-000017,-0.0848757092306
ACH-000018,-0.374107323395
ACH-000019,-0.217587408556
ACH-000021,0.211177305264
ACH-000022,-0.152523549608
ACH-000025,0.023894169681799998
ACH-000028,-0.132391864052
ACH-000030,-0.143404197658
ACH-000035,-0.19770802204799998
ACH-000036,-0.12464250994000001
ACH-000037,-0.234276814018
ACH-000039,-0.005540675049909999
ACH-000040,-0.0821472852397
ACH-000041,-0.15329253685
ACH-000042,-0.36018263571500003
ACH-000045,-0.036965957297
ACH-000047,-0.180002739294
ACH-000052,0.204775177073
ACH-000053,-0.06238656408130001
ACH-000054,-0.15234804445800001
ACH-000055,-0.08846287112189999
ACH-000060,-0.27423965637
ACH-000067,-0.20797736952399998
ACH-000070,-0.055978581563499996
ACH-000075,-0.334904803498
ACH-000078,-0.282127577377
ACH-000082,-0.23004394812800003
ACH-000085,-0.139716912195
ACH-000086,0.103756502916
ACH-000087,-0.13877058892400002
ACH-000092,-0.42234231192599997
ACH-000095,-0.0546527240503
ACH-000097,-0.054297813327599996
ACH-000098,-0.0802016285933
ACH-000099,-0.06937266810619999
ACH-000108,-0.037423016558
ACH-000113,-0.0120677827095
ACH-000115,-0.037214098497099994
ACH-000116,-0.105167598092
ACH-000118,-0.06299025450489999
ACH-000120,-0.00841188502333
ACH-000123,-0.157011210396
ACH-000127,-0.041317060676599994
ACH-000128,0.0177353260144
ACH-000132,-0.020397215431099996
ACH-000133,-0.243015494465
ACH-000137,-0.24590447603799998
ACH-000138,0.0647876617849
ACH-000142,-0.13281358909000002
ACH-000143,-0.08835090438030001
ACH-000146,-0.0905550183081
ACH-000148,-0.18811708348499998
ACH-000150,-0.0801876781102
ACH-000152,-0.09396402418989999
ACH-000153,0.277659215328
ACH-000159,0.0451075248135
ACH-000160,-0.18029200880600002
ACH-000163,-0.293018150409
ACH-000167,-0.25667471958
ACH-000168,-0.12272195305500001
ACH-000169,-0.192468806193
ACH-000178,-0.120112562137
ACH-000182,-0.0533896526429
ACH-000183,-0.0547672419412
ACH-000188,-0.353169375072
ACH-000189,-0.020893715117
ACH-000190,0.061819299693099995
ACH-000198,-0.00697448890908
ACH-000204,-0.257203971692
ACH-000206,0.04392336268349999
ACH-000207,-0.0314995033273
ACH-000211,-0.0441944188579
ACH-000215,-0.12197642380000001
ACH-000221,-0.21830984380899998
ACH-000222,-0.30257671038
ACH-000223,-0.0856958159043
ACH-000226,-0.0792469349276
ACH-000227,0.07311101576000001
ACH-000228,-0.17987281903900001
ACH-000231,-0.366446841621
ACH-000232,-0.10480405917000002
ACH-000233,-0.08591640977460001
ACH-000234,-0.0828826535382
ACH-000235,0.00821977765537
ACH-000237,-0.068829983978
ACH-000238,-0.139559007551
ACH-000243,-0.132269254863
ACH-000244,-0.36099806416599994
ACH-000246,-0.0743410319002
ACH-000248,-0.0805220971855
ACH-000250,-0.0278043441844
ACH-000251,0.14919991685
ACH-000253,-0.0143353038093
ACH-000255,-0.337821789428
ACH-000256,-0.25220874778999997
ACH-000257,-0.15397260986
ACH-000258,-0.24500554179200001
ACH-000259,0.0638329669807
ACH-000260,-0.00527183125471
ACH-000261,-0.0797486880633
ACH-000262,-0.06162449142490001
ACH-000263,-0.08868178358960001
ACH-000264,-0.278798053241
ACH-000265,-0.0496002124321
ACH-000266,-0.0548736135262
ACH-000272,-0.18760173111499998
ACH-000273,-0.0518400379383
ACH-000274,-0.326746378188
ACH-000277,-0.0037819425212100004
ACH-000278,-0.207448299077
ACH-000279,0.0102012306904
ACH-000280,-0.15979409445599999
ACH-000281,0.112002821162
ACH-000288,-0.09227897933250001
ACH-000291,-0.0654796791289
ACH-000293,0.00256013647269
ACH-000294,0.0253972773244
ACH-000295,-0.157053925743
ACH-000296,0.11077295445999999
ACH-000302,-0.17211517697599998
ACH-000304,-0.146353729918
ACH-000307,-0.119340923936
ACH-000308,-0.0966938404582
ACH-000310,-0.0605321008132
ACH-000311,0.08759153761780002
ACH-000312,0.0647913799284
ACH-000315,-0.07802711793719999
ACH-000316,-0.167516971263
ACH-000317,-0.0567652065142
ACH-000318,-0.20353661591699998
ACH-000319,-0.248606367188
ACH-000320,0.0797256395909
ACH-000322,-0.18502406349599998
ACH-000323,-0.345111163534
ACH-000324,-0.15861489695999997
ACH-000329,-0.179545604359
ACH-000330,-0.10185720965299999
ACH-000331,-0.0724731930755
ACH-000332,-0.0585251263781
ACH-000334,0.10169612589299999
ACH-000335,-0.0894633147699
ACH-000336,0.38446224584600003
ACH-000337,-0.402863315521
ACH-000339,-0.12273546806199999
ACH-000341,-0.146662194331
ACH-000348,-0.0497722257551
ACH-000350,0.222025373159
ACH-000352,-0.173193357885
ACH-000356,-0.0522221987269
ACH-000361,-0.161667358473
ACH-000362,-0.0382325286855
ACH-000363,-0.117741973922
ACH-000364,0.0772456814738
ACH-000365,0.0470316001333
ACH-000366,-0.18589064035300001
ACH-000368,-0.160355924366
ACH-000374,0.0316479839392
ACH-000375,-0.104025633974
ACH-000376,-0.148438990376
ACH-000381,-0.15153135964
ACH-000383,-0.0270699924528
ACH-000387,-0.19999818785100001
ACH-000389,-0.29082484586999996
ACH-000390,-0.23248905766800002
ACH-000393,-0.09306374083339998
ACH-000395,-0.100472528076
ACH-000397,-0.038554494906800005
ACH-000401,-0.28731334049
ACH-000402,-0.0705647234283
ACH-000403,-0.174311876026
ACH-000404,0.21026554492400001
ACH-000406,-0.10749819481799999
ACH-000407,-0.0253530039681
ACH-000408,-0.102859724548
ACH-000410,-0.106533079368
ACH-000411,0.012425547664399999
ACH-000414,0.014492842794600001
ACH-000415,0.09099431552480002
ACH-000416,-0.049254458921600006
ACH-000420,-0.137233316167
ACH-000421,-0.33954105108099997
ACH-000424,0.201776021017
ACH-000425,-0.291516112725
ACH-000426,-0.0459668068633
ACH-000427,0.0757362097708
ACH-000433,-0.0782437108797
ACH-000436,-0.447962531843
ACH-000444,0.025362884434199998
ACH-000445,-0.339983293362
ACH-000448,-0.11062575721
ACH-000450,-0.15036219707
ACH-000452,-0.11458396413
ACH-000454,-0.0039288252284599996
ACH-000458,-0.103532388113
ACH-000459,-0.422622559742
ACH-000460,-0.15078586428
ACH-000461,-0.0762069284403
ACH-000463,0.008354866234609999
ACH-000464,-0.23493274704599998
ACH-000466,-0.043640445564400006
ACH-000467,-0.28585636908000006
ACH-000468,-0.043127473585400006
ACH-000469,-0.073723497726
ACH-000470,-0.145570375669
ACH-000471,-0.13019400925000002
ACH-000472,-0.0507290386003
ACH-000473,0.031751332221599995
ACH-000475,-0.149572172428
ACH-000476,-0.241336834118
ACH-000477,-0.241552190927
ACH-000480,-0.347607662458
ACH-000481,-0.08584757424460002
ACH-000483,-0.26428305178800005
ACH-000484,0.03953355229819999
ACH-000485,-0.0485236970292
ACH-000486,-0.29066962661999995
ACH-000487,0.0222788101436
ACH-000488,-0.183343483925
ACH-000490,-0.0945818661275
ACH-000491,0.0412847241512
ACH-000495,-0.22924430114799998
ACH-000496,0.0538001687593
ACH-000499,-0.13645933113800002
ACH-000500,-0.08719272700339999
ACH-000502,-0.155136044769
ACH-000503,-0.021811451373299998
ACH-000505,-0.327111930341
ACH-000507,-0.032186415718799995
ACH-000510,-0.12374760897600001
ACH-000511,0.026133207450799997
ACH-000512,0.0878729588151
ACH-000516,-0.36818792940399997
ACH-000517,-0.415918357994
ACH-000518,-0.00288381966271
ACH-000520,-0.0776066870858
ACH-000521,0.197566924936
ACH-000522,-0.0365980760104
ACH-000524,-0.234936295671
ACH-000527,-0.16309111278400001
ACH-000528,-0.09823693858179999
ACH-000537,-0.0402894695727
ACH-000541,-0.33424954779
ACH-000542,-0.0504978353139
ACH-000544,0.121140021889
ACH-000545,-0.283666454618
ACH-000547,-0.203138969853
ACH-000548,-0.143347020176
ACH-000549,-0.221238675218
ACH-000550,-0.161011799153
ACH-000552,-0.227017727471
ACH-000556,-0.122428635673
ACH-000557,-0.0745414215222
ACH-000570,-0.17325534186
ACH-000571,0.021177958865
ACH-000573,-0.012497103579899999
ACH-000576,-0.121492453395
ACH-000580,-0.192891221719
ACH-000584,-0.045838134978900005
ACH-000585,0.085863150674
ACH-000588,-0.283143354033
ACH-000589,0.021169393533099996
ACH-000591,0.0785789366939
ACH-000593,0.022140141830099998
ACH-000600,0.036662025654699996
ACH-000601,-0.20576171320599998
ACH-000604,0.32238367453600003
ACH-000605,-0.09635963076860002
ACH-000606,-0.23957758680799998
ACH-000608,-0.0481667684318
ACH-000614,0.0290939865542
ACH-000616,-0.302486751502
ACH-000618,-0.0653977722787
ACH-000619,0.142412377147
ACH-000620,0.00896182561071
ACH-000621,-0.11959046572000001
ACH-000622,-0.0593533203312
ACH-000623,-0.190546785862
ACH-000624,-0.0277852491844
ACH-000627,-0.126222684617
ACH-000630,-0.0622385062461
ACH-000632,-0.148565351692
ACH-000633,-0.0052170158957
ACH-000637,-0.15909710836100002
ACH-000638,-0.013625534794299999
ACH-000646,-0.23273071228
ACH-000647,0.129899911246
ACH-000648,0.0205374585265
ACH-000649,0.00143896965642
ACH-000651,-0.110040039327
ACH-000652,-0.08955499062359999
ACH-000653,0.0119421526676
ACH-000657,-0.0880919583924
ACH-000658,-0.00539700448263
ACH-000661,-0.11711341803400001
ACH-000662,-0.30510119117
ACH-000663,-0.017877027055099998
ACH-000665,-0.23762349550999998
ACH-000671,-0.240972240482
ACH-000673,-0.17073235075800003
ACH-000676,-0.15310394234400002
ACH-000677,-0.153166963185
ACH-000681,-0.0363500914204
ACH-000682,-0.019273392596200003
ACH-000683,0.0364207938892
ACH-000684,-0.182406401122
ACH-000688,-0.40497336115599997
ACH-000693,-0.09157533850630001
ACH-000694,-0.154069304293
ACH-000695,-0.14392526024900001
ACH-000696,-0.120077091764
ACH-000697,-0.00283190197605
ACH-000699,-0.127436741838
ACH-000701,-0.032124345175099996
ACH-000706,-0.287083638386
ACH-000711,-0.20427863478500002
ACH-000713,0.141367520922
ACH-000714,-0.115753938117
ACH-000718,-0.202599636138
ACH-000720,-0.17064921179099998
ACH-000721,-0.20017987487
ACH-000724,-0.342741718588
ACH-000725,-0.369773487259
ACH-000732,-0.327721864463
ACH-000734,-0.119625151525
ACH-000735,-0.177665636624
ACH-000736,-0.18869448418600002
ACH-000738,-0.011922611100899998
ACH-000746,0.00592439349308
ACH-000747,0.0139002682833
ACH-000748,-0.270857764238
ACH-000753,-0.194326074667
ACH-000756,0.00361614902356
ACH-000757,-0.101719291205
ACH-000758,-0.00480651189606
ACH-000760,-0.047432930996599995
ACH-000763,0.128232809826
ACH-000764,-0.0184444981866
ACH-000765,-0.014460275629399999
ACH-000766,-0.34553973284999995
ACH-000767,-0.0817371185987
ACH-000768,-0.181045836475
ACH-000769,-0.15139491618200002
ACH-000770,-0.134387833101
ACH-000771,-0.173076223891
ACH-000773,-0.273349110798
ACH-000776,-0.0976210850913
ACH-000777,-0.144526954871
ACH-000778,-0.300380521006
ACH-000781,-0.07354972327380001
ACH-000782,-0.204492148973
ACH-000783,-0.117855811055
ACH-000784,-0.190771511023
ACH-000785,-0.100780454231
ACH-000787,-0.132860308262
ACH-000788,-0.165923600606
ACH-000791,-0.10936336265999999
ACH-000792,-0.0663170048016
ACH-000794,-0.104496102908
ACH-000796,0.0413771038066
ACH-000799,-0.448360367835
ACH-000800,-0.17815713980300002
ACH-000802,-0.0365499307985
ACH-000804,-0.200263588173
ACH-000805,-0.522322599698
ACH-000809,-0.43087409839699997
ACH-000810,0.0584558563174
ACH-000811,-0.11259159249000002
ACH-000817,-0.296752278695
ACH-000819,-0.0670012913464
ACH-000820,-0.164208587852
ACH-000821,0.0850286953201
ACH-000822,-0.125868770567
ACH-000823,-0.0449643040089
ACH-000824,-0.0339968644395
ACH-000827,-0.0929348128094
ACH-000829,-0.163837731095
ACH-000831,-0.15196195467499998
ACH-000832,-0.10856882121
ACH-000833,-0.185441862858
ACH-000834,-0.026076703226600002
ACH-000835,-0.119640326713
ACH-000836,-0.130777750823
ACH-000837,-0.0305972711008
ACH-000838,0.172543362761
ACH-000839,-0.0900030953792
ACH-000840,-0.018892596233999998
ACH-000841,0.0007127866718230001
ACH-000843,-0.10588012969
ACH-000846,-0.33715707677900003
ACH-000847,-0.158428349862
ACH-000848,-0.221202018149
