,OTUB1 (55611)
ACH-000004,-0.35808408778899997
ACH-000007,0.0279625115026
ACH-000009,0.162668513797
ACH-000011,0.233509580285
ACH-000012,-0.19637352986499998
ACH-000013,-0.165728359622
ACH-000014,0.28235483874899997
ACH-000015,-0.161872004847
ACH-000017,-0.0323511324294
ACH-000018,-0.31786216566799996
ACH-000019,-0.589095787749
ACH-000021,-0.0972590281506
ACH-000022,-0.11289424793299999
ACH-000025,0.056488929775199995
ACH-000028,-0.16202425392699998
ACH-000030,-0.351228202808
ACH-000035,0.27616433541700003
ACH-000036,-0.221305685387
ACH-000037,-0.35131352528099996
ACH-000039,-0.183032805734
ACH-000040,-0.40086014822899996
ACH-000041,-0.135942404962
ACH-000042,-0.22135552242400003
ACH-000045,-0.053889179681900004
ACH-000047,-0.060471328129199996
ACH-000052,-0.110743738481
ACH-000053,-0.0322493125248
ACH-000054,0.08698959401900001
ACH-000055,-0.336779618848
ACH-000060,-0.016370280658
ACH-000067,-0.0700502963307
ACH-000070,-0.20015789339499998
ACH-000075,0.077568866312
ACH-000078,-0.283801670419
ACH-000082,-0.412085223336
ACH-000085,-0.012602037395899999
ACH-000086,-0.209765603644
ACH-000087,0.0628677902775
ACH-000092,-0.0825291400813
ACH-000095,-0.29947224841
ACH-000097,-0.36868941812
ACH-000098,-0.0328218690153
ACH-000099,-0.0549157514707
ACH-000108,0.0104058581323
ACH-000113,-0.298287988773
ACH-000115,-0.38228825850000003
ACH-000116,-0.494420920148
ACH-000118,-0.42546926119
ACH-000120,0.0183683295668
ACH-000123,-0.360796200438
ACH-000127,-0.14703887285599998
ACH-000128,0.0280820151975
ACH-000132,-0.0546529945801
ACH-000133,-0.1062329171
ACH-000137,-0.186726722542
ACH-000138,0.06849831556580001
ACH-000142,-0.05019364555480001
ACH-000143,-0.33764066316299995
ACH-000146,-0.0755626877545
ACH-000148,-0.184722193097
ACH-000150,-0.05760483427680001
ACH-000152,-0.256864481273
ACH-000153,-0.17426777887699998
ACH-000159,0.07692205427639999
ACH-000160,0.36243138115199997
ACH-000163,-0.110671558268
ACH-000167,0.551508984191
ACH-000168,-0.134984450735
ACH-000169,-0.044919546524
ACH-000178,0.136019019319
ACH-000182,-0.119538259905
ACH-000183,-0.301463644056
ACH-000188,-0.40180413066799997
ACH-000189,-0.6749230860590001
ACH-000190,0.37565622114299996
ACH-000198,-0.733019337824
ACH-000204,0.143902286034
ACH-000206,0.11542679737400001
ACH-000207,-0.227696142828
ACH-000211,-0.247640585471
ACH-000215,0.12491538282400001
ACH-000221,-0.126139400251
ACH-000222,0.151803167487
ACH-000223,-0.014695774823300001
ACH-000226,-0.09526717141310001
ACH-000227,0.12197481780500001
ACH-000228,-0.186245797161
ACH-000231,-0.16933866188700003
ACH-000232,0.17396796412700002
ACH-000233,-0.030872916859300003
ACH-000234,0.10099663712899999
ACH-000235,-0.00918097249526
ACH-000237,-0.08205150432960001
ACH-000238,-0.199754832505
ACH-000243,0.015055757450899999
ACH-000244,0.844592079407
ACH-000246,-0.224296344047
ACH-000248,-0.0667228464821
ACH-000250,0.0310532393909
ACH-000251,-0.014349692837399999
ACH-000253,0.0954628026712
ACH-000255,-0.07889786879489999
ACH-000256,-0.0425641933426
ACH-000257,-0.22413603886599998
ACH-000258,-0.17336612230999998
ACH-000259,-0.0338474432343
ACH-000260,-0.126477980034
ACH-000261,-0.22793682467700002
ACH-000262,-0.06699733873739999
ACH-000263,0.0196333822343
ACH-000264,-0.221594644167
ACH-000265,-0.0008305161265130001
ACH-000266,-0.00194009754588
ACH-000272,-0.206772887332
ACH-000273,0.026735796692599997
ACH-000274,-0.0654186640013
ACH-000277,-0.0682732450026
ACH-000278,0.0790293267067
ACH-000279,0.020137365804999998
ACH-000280,-0.5448106239989999
ACH-000281,0.139575906331
ACH-000288,-0.326323930236
ACH-000291,0.23399143529199998
ACH-000293,-0.0209273459914
ACH-000294,-0.0977789827072
ACH-000295,-0.455562479512
ACH-000296,0.140044732802
ACH-000302,0.0340568377606
ACH-000304,0.029729150856300002
ACH-000307,-0.0148540761589
ACH-000308,-0.424692588435
ACH-000310,0.0741760721587
ACH-000311,-0.20128547375
ACH-000312,0.017268510818900004
ACH-000315,-0.16417664947000002
ACH-000316,0.11063726693
ACH-000317,-0.121269120635
ACH-000318,-0.163071282903
ACH-000319,-0.10903283791400001
ACH-000320,-0.057642717073400004
ACH-000322,0.15867538501599998
ACH-000323,-0.0605323959449
ACH-000324,-0.263591463553
ACH-000329,-0.00225053238261
ACH-000330,-0.17116184668099999
ACH-000331,-0.332127868419
ACH-000332,0.00991644681145
ACH-000334,-0.0867530533706
ACH-000335,0.195727573225
ACH-000336,0.026078040204599997
ACH-000337,-0.16974603198
ACH-000339,-0.067124104647
ACH-000341,-0.0360534133833
ACH-000348,-0.302370796466
ACH-000350,-0.0613008845794
ACH-000352,-0.126616131069
ACH-000356,-0.47958993711099995
ACH-000361,0.117529624421
ACH-000362,-0.268577807802
ACH-000363,0.07519791553210001
ACH-000364,-0.458209622451
ACH-000365,-0.255224716846
ACH-000366,-0.17733929150299999
ACH-000368,-0.136672342881
ACH-000374,-0.7497495607279999
ACH-000375,-0.355089908371
ACH-000376,0.37217778646
ACH-000381,0.10861053724000001
ACH-000383,-0.0143789864116
ACH-000387,-0.123150410307
ACH-000389,-0.282338281958
ACH-000390,-0.21963712700399998
ACH-000393,-0.10961602621099999
ACH-000395,-0.0680075742378
ACH-000397,-0.10089347548699999
ACH-000401,0.0631670851732
ACH-000402,-0.648105399424
ACH-000403,0.08587699763790001
ACH-000404,-0.0140954125439
ACH-000406,-0.0872464096356
ACH-000407,-0.186388945162
ACH-000408,-0.0501192782435
ACH-000410,0.057730480772699995
ACH-000411,-0.058842253889999994
ACH-000414,0.0807114538984
ACH-000415,-0.38539862953000004
ACH-000416,-0.07490277362389999
ACH-000420,-0.255959642842
ACH-000421,-0.0694136268397
ACH-000424,0.059035803483
ACH-000425,-0.09774223286660001
ACH-000426,-0.033918968551599996
ACH-000427,-0.0235974673844
ACH-000433,-0.39149365806599995
ACH-000436,-0.388667639075
ACH-000444,-0.13455656189600002
ACH-000445,-0.11876107875
ACH-000448,-0.207125323007
ACH-000450,-0.0244577779485
ACH-000452,-0.25535380159800003
ACH-000454,-0.0015170980367
ACH-000458,-0.301881248775
ACH-000459,-0.30230809829
ACH-000460,0.0528691030329
ACH-000461,-0.427579218427
ACH-000463,-0.164179767359
ACH-000464,0.0373081215659
ACH-000466,-0.247741446488
ACH-000467,-0.107396952614
ACH-000468,-0.101491852139
ACH-000469,-0.305455318297
ACH-000470,-0.136472495468
ACH-000471,0.06957296775010001
ACH-000472,0.0777101650601
ACH-000473,-0.17245602842399999
ACH-000475,-0.067341807905
ACH-000476,0.0681285559987
ACH-000477,-0.232864307783
ACH-000480,-0.11834298655400001
ACH-000481,-0.044338905047000006
ACH-000483,-0.0519833956054
ACH-000484,0.0229560499685
ACH-000485,-0.33298676484
ACH-000486,0.145433674283
ACH-000487,-0.0323171032328
ACH-000488,-0.220994551708
ACH-000490,-0.057012941726500004
ACH-000491,0.144184907923
ACH-000495,0.111409498178
ACH-000496,-0.222496340502
ACH-000499,-0.093509478422
ACH-000500,0.481879490448
ACH-000502,0.030978746210099998
ACH-000503,-0.635642732164
ACH-000505,-0.151521901745
ACH-000507,0.0324556974036
ACH-000510,-0.08221120292439998
ACH-000511,-0.26347519687800003
ACH-000512,-0.10155253276699999
ACH-000516,-0.170747457998
ACH-000517,-0.298865108271
ACH-000518,0.0195515610552
ACH-000520,-0.14940801685
ACH-000521,-0.123871482526
ACH-000522,-0.198014588401
ACH-000524,-0.10208879117599999
ACH-000527,0.013696751396299998
ACH-000528,0.0594297379722
ACH-000537,-0.0738608374454
ACH-000541,0.07340363494360001
ACH-000542,0.114656944267
ACH-000544,-0.253795654714
ACH-000545,-0.330192497266
ACH-000547,-0.20828100085499998
ACH-000548,-0.059397084245100006
ACH-000549,-0.403313435243
ACH-000550,-0.491017659317
ACH-000552,-0.2401619595
ACH-000556,0.021748447555400004
ACH-000557,0.0180662202847
ACH-000570,0.17540760255600002
ACH-000571,-0.0352092196813
ACH-000573,-0.0270796405473
ACH-000576,-0.062465020282500006
ACH-000580,0.0511436803585
ACH-000584,-0.022999090667500003
ACH-000585,-0.08650807551039999
ACH-000588,-0.08082722494269999
ACH-000589,-0.178079715673
ACH-000591,-0.136867103326
ACH-000593,-0.175632351492
ACH-000600,-0.467507268125
ACH-000601,-0.0711808750065
ACH-000604,-0.175599129843
ACH-000605,0.111937729318
ACH-000606,-0.34280682738300006
ACH-000608,-0.080443721855
ACH-000614,-0.177225136098
ACH-000616,-0.213001605948
ACH-000618,-0.145571126506
ACH-000619,-0.117326609168
ACH-000620,0.0475039445744
ACH-000621,-0.269060250293
ACH-000622,0.22076744876200002
ACH-000623,-0.0440629589673
ACH-000624,-0.149257655263
ACH-000627,-0.301488189393
ACH-000630,-0.160218047792
ACH-000632,-0.10584779573200001
ACH-000633,-0.065144505305
ACH-000637,-0.06673719361870001
ACH-000638,-0.188038763329
ACH-000646,0.136267567185
ACH-000647,-0.0638114579507
ACH-000648,-0.43246918496200004
ACH-000649,-0.181045444529
ACH-000651,0.026577251587799996
ACH-000652,-0.167397331392
ACH-000653,-0.0822004684656
ACH-000657,-0.103776614706
ACH-000658,0.007053221243500001
ACH-000661,0.120392520921
ACH-000662,0.09251729583589999
ACH-000663,-0.268528464445
