,SUCLG2 (8801)
ACH-000004,0.34347447568499995
ACH-000007,0.139749152426
ACH-000009,-0.015976956669299998
ACH-000011,-0.048837782834599996
ACH-000012,-0.005579019213529999
ACH-000013,-0.033923838579099995
ACH-000014,0.026482177084499996
ACH-000015,-0.12336009696900001
ACH-000017,-0.013805927075799999
ACH-000018,-0.124115002974
ACH-000019,0.13196820774499998
ACH-000021,0.007939730480540001
ACH-000022,-0.0100130212167
ACH-000025,-0.20814862487799998
ACH-000028,0.0065844803651
ACH-000030,0.0659373227879
ACH-000035,-0.037705110494300004
ACH-000036,0.0541761793623
ACH-000037,0.08801151738739998
ACH-000039,-0.0736292354056
ACH-000040,-0.00940126056649
ACH-000041,-0.18829760556699998
ACH-000042,-0.049946086602800005
ACH-000045,-0.260756904217
ACH-000047,-0.1078874854
ACH-000052,0.12888927395400002
ACH-000053,-0.04463050939259999
ACH-000054,0.08363711736139999
ACH-000055,0.276098414322
ACH-000060,-0.0715739517793
ACH-000067,-0.238462770531
ACH-000070,-0.11340817552000002
ACH-000075,0.28260540144499996
ACH-000078,-0.175609281178
ACH-000082,0.0852424142331
ACH-000085,-0.010563509586700002
ACH-000086,0.0907289852199
ACH-000087,0.306330151235
ACH-000092,0.03152140038
ACH-000095,-0.06392854450209999
ACH-000097,0.0346212619046
ACH-000098,-0.119081591892
ACH-000099,-0.10908976688100001
ACH-000108,0.16111943840999998
ACH-000113,-0.161621908877
ACH-000115,-0.0233800339011
ACH-000116,-0.0112180404829
ACH-000118,0.0795226039453
ACH-000120,0.019894069815499998
ACH-000123,-0.0940551375551
ACH-000127,-0.0790157215088
ACH-000128,-0.00594149570934
ACH-000132,0.315072545169
ACH-000133,-0.0132529466608
ACH-000137,-0.32092669105
ACH-000138,0.09143054650879999
ACH-000142,-0.0778366719614
ACH-000143,0.0559940443335
ACH-000146,0.11876167703
ACH-000148,0.0988791113673
ACH-000150,0.18309154886300003
ACH-000152,-0.10341250081499999
ACH-000153,-0.381940841232
ACH-000159,-0.08513877578019999
ACH-000160,-0.0199721517471
ACH-000163,0.063598823626
ACH-000167,-0.13111106447
ACH-000168,-0.035682813593000004
ACH-000169,0.0724359962286
ACH-000178,0.18822559341400003
ACH-000182,0.0974834499883
ACH-000183,0.103033730865
ACH-000188,0.08872501413239998
ACH-000189,-0.15913839106799998
ACH-000190,-0.0135263309812
ACH-000198,-0.289511253838
ACH-000204,-0.25804469917100004
ACH-000206,0.0183633710772
ACH-000207,-0.07393105114160001
ACH-000211,0.00515540066728
ACH-000215,-0.048203994553699996
ACH-000221,-0.0585582923742
ACH-000222,0.00602943229222
ACH-000223,-0.0765491416351
ACH-000226,0.0845921840083
ACH-000227,-0.134998548247
ACH-000228,-0.0618335125665
ACH-000231,0.060905438618
ACH-000232,-0.058642779038000005
ACH-000233,-0.0186475881355
ACH-000234,-0.037666152308
ACH-000235,-0.0417313789658
ACH-000237,-0.0886003158348
ACH-000238,-0.01748450742
ACH-000243,0.0418139193538
ACH-000244,-0.0397182282324
ACH-000246,-0.117892901766
ACH-000248,-0.06968855331650001
ACH-000250,0.019001467587099998
ACH-000251,-0.0281595282761
ACH-000253,-0.0348021535756
ACH-000255,-0.017215598992099998
ACH-000256,-0.117415096179
ACH-000257,0.153351702545
ACH-000258,0.313146314173
ACH-000259,-0.0103326539812
ACH-000260,0.0763895509623
ACH-000261,-0.022924124254099995
ACH-000262,-0.0873646783933
ACH-000263,-0.081723711598
ACH-000264,0.103470930265
ACH-000265,-0.062025156777599996
ACH-000266,0.0156128646209
ACH-000272,0.047564584182099995
ACH-000273,0.0275960032662
ACH-000274,0.054325017144599995
ACH-000277,0.131403835692
ACH-000278,0.022017591238
ACH-000279,0.0019436691334
ACH-000280,-0.027409513010299997
ACH-000281,-0.021431874265299997
ACH-000288,0.0356800336023
ACH-000291,-0.0155303783439
ACH-000293,-0.058160665931699995
ACH-000294,0.111932403784
ACH-000295,-0.0482991429423
ACH-000296,-0.0989542545157
ACH-000302,-0.028479844636900002
ACH-000304,0.0148074601961
ACH-000307,-0.15155169219
ACH-000308,0.0543112482746
ACH-000310,-0.17334386552
ACH-000311,0.0303779377102
ACH-000312,0.153908997553
ACH-000315,0.0891199308678
