,PHF21B (112885)
ACH-000004,0.09335734613189998
ACH-000007,0.268423595753
ACH-000009,-0.0423906649077
ACH-000011,-0.24523000865800001
ACH-000012,-0.15496885179300002
ACH-000013,-0.271512712278
ACH-000014,-0.114020158892
ACH-000015,-0.260668894461
ACH-000017,-0.22596559968000002
ACH-000018,0.0359022990416
ACH-000019,-0.172319805662
ACH-000021,-0.056076394644
ACH-000022,-0.188802210596
ACH-000025,-0.0028248998164299996
ACH-000028,-0.08275052320239999
ACH-000030,-0.148520424788
ACH-000035,0.0730648890398
ACH-000036,-0.168202238383
ACH-000037,0.012727633194799998
ACH-000039,0.209848431079
ACH-000040,-0.11366121238099999
ACH-000041,-0.190003770403
ACH-000042,-0.045373248398099995
ACH-000045,-0.178235589976
ACH-000047,-0.09988753379830001
ACH-000052,-0.06407212250830001
ACH-000053,-0.11537736240999999
ACH-000054,-0.110031787763
ACH-000055,-0.03405796308
ACH-000060,-0.15635558959
ACH-000067,-0.014167375868599999
ACH-000070,-0.275939646805
ACH-000075,-0.0173169833764
ACH-000078,-0.114443889223
ACH-000082,-0.023681032067900003
ACH-000085,-0.15120650434
ACH-000086,0.08978123635119999
ACH-000087,0.016070835473799998
ACH-000092,-0.027108420432899998
ACH-000095,-0.020182692755599998
ACH-000097,-0.143815681186
ACH-000098,-0.12830074550999998
ACH-000099,-0.07251076392189999
ACH-000108,-0.034847982968800005
ACH-000113,-0.034415847620300005
ACH-000115,-0.0626456775502
ACH-000116,-0.0835252132987
ACH-000118,-0.145299734045
ACH-000120,-0.10068405493100001
ACH-000123,-0.19959356123
ACH-000127,-0.052534545063399996
ACH-000128,-0.00168158547554
ACH-000132,-0.10083149569800001
ACH-000133,-0.0063855524705799995
ACH-000137,-0.20798414255800002
ACH-000138,-0.0026372327175300005
ACH-000142,0.136151678875
ACH-000143,-0.18578324039000002
ACH-000146,0.018069773728
ACH-000148,-0.000249830513198
ACH-000150,-0.032613958868
ACH-000152,-0.07221126307239999
ACH-000153,-0.04393012916999999
ACH-000159,-0.0813357854593
ACH-000160,0.36704361549099995
ACH-000163,-0.130271174246
ACH-000167,0.399520457479
ACH-000168,-0.234908259489
ACH-000169,-0.258441380625
ACH-000178,-0.210635361277
ACH-000182,-0.18654966252900002
ACH-000183,0.0545018891305
ACH-000188,-0.12621701681
ACH-000189,0.15509973401
ACH-000190,0.21792644462400002
ACH-000198,-0.039047539914
ACH-000204,-0.241105534094
ACH-000206,-0.145261250225
ACH-000207,-0.0388701647376
ACH-000211,-0.097658238147
ACH-000215,-0.104470124671
ACH-000221,-0.191134732891
ACH-000222,-0.129164324099
ACH-000223,-0.0374449214156
ACH-000226,-0.00196118574141
ACH-000227,0.0327767806603
ACH-000228,0.0187188904132
ACH-000231,0.015865282503
ACH-000232,-0.23568675305
ACH-000233,-0.134148797346
ACH-000234,-0.021632025071
ACH-000235,-0.05837365553999999
ACH-000237,-0.23146381667899998
ACH-000238,-0.231783618061
ACH-000243,-0.024120893472899998
ACH-000244,-0.17668463275600002
ACH-000246,-0.0268725335326
ACH-000248,-0.0285561627426
ACH-000250,-0.0770287431259
ACH-000251,0.057105229839
ACH-000253,-0.186968079794
ACH-000255,0.0265118664104
ACH-000256,-0.264203110365
ACH-000257,0.0510355330638
ACH-000258,-0.239371100121
ACH-000259,-0.17544613094099998
ACH-000260,-0.124996302067
ACH-000261,-0.00678166078633
ACH-000262,-0.054587613410800005
ACH-000263,-0.23788620158100002
ACH-000264,-0.147131527567
ACH-000265,-0.0675252464931
ACH-000266,-0.151957641642
ACH-000272,-0.011056120562799998
ACH-000273,-0.17504313382300002
ACH-000274,-0.140084484152
ACH-000277,-0.040073749158699996
ACH-000278,0.000665161271816
ACH-000279,-0.0653175677018
ACH-000280,-0.00256204887621
ACH-000281,-0.266622356328
ACH-000288,-0.126712798381
ACH-000291,0.00700735245475
ACH-000293,0.04975341160619999
ACH-000294,0.0732045043076
ACH-000295,-0.37943955906599997
ACH-000296,0.005288906431229999
ACH-000302,-0.21018061798700002
ACH-000304,-0.12744596638699998
ACH-000307,-0.0529518242861
ACH-000308,-0.18684313287999998
ACH-000310,-0.0700913776293
ACH-000311,-0.09171949347560002
ACH-000312,-0.126005391312
ACH-000315,0.14436449181299998
ACH-000316,-0.0222799199669
ACH-000317,0.0777739133449
ACH-000318,-0.213444453365
ACH-000319,-0.243923083486
ACH-000320,-0.105092336611
ACH-000322,-0.187873741987
ACH-000323,-0.218588060924
ACH-000324,-0.0577411904186
ACH-000329,0.010332717494200002
ACH-000330,-0.136170193075
ACH-000331,-0.18820647987199998
ACH-000332,-0.05219413763169999
ACH-000334,-0.149356864538
ACH-000335,-0.0809560812773
ACH-000336,-0.085223747774
ACH-000337,-0.17842327410300002
ACH-000339,0.0169655933009
ACH-000341,0.0144850483907
ACH-000348,-0.0384232996922
ACH-000350,-0.00540826818026
ACH-000352,0.12321127483899999
ACH-000356,-0.038775641724699994
ACH-000361,-0.128183275219
ACH-000362,0.00797913776771
ACH-000363,-0.270622778894
ACH-000364,-0.175973770271
ACH-000365,-0.159847327253
ACH-000366,0.153953539126
ACH-000368,-0.116447622679
ACH-000374,-0.109681999635
ACH-000375,0.046993044366699994
ACH-000376,0.000540434307168
ACH-000381,-0.10870997877999998
ACH-000383,0.00286744509427
ACH-000387,0.10534438119999999
ACH-000389,-0.288985392977
ACH-000390,0.018491736759
ACH-000393,-0.00103233871923
ACH-000395,-0.251546154496
ACH-000397,-0.157086882029
ACH-000401,-0.211646254289
ACH-000402,-0.10773271324799999
ACH-000403,-0.09327499744989999
ACH-000404,-0.0484362346215
ACH-000406,-0.063444163749
ACH-000407,0.00957498824955
ACH-000408,-0.234521488111
ACH-000410,-0.20850701797600002
ACH-000411,-0.0209189976157
ACH-000414,-0.184015201322
ACH-000415,-0.207677349327
ACH-000416,-0.0987270190887
ACH-000420,0.0928051750468
ACH-000421,-0.0888482159203
ACH-000424,-0.183020649639
ACH-000425,-0.0327355577891
ACH-000426,-0.0672876633725
ACH-000427,-0.211896594152
ACH-000433,-0.016456087978399998
ACH-000436,-0.110004846236
ACH-000444,0.049170133234
ACH-000445,-0.07403672648160001
ACH-000448,0.012351582812999999
ACH-000450,-0.49921452764799995
ACH-000452,-0.08545292333630002
ACH-000454,0.0398981515096
ACH-000458,-0.011310818047599999
ACH-000459,-0.0766270414784
ACH-000460,-0.0624344501742
ACH-000461,-0.135066811103
ACH-000463,-0.384451332104
ACH-000464,0.147251379373
ACH-000466,-0.125295280986
ACH-000467,-0.104832793235
ACH-000468,0.0248508054454
ACH-000469,-0.302436659107
ACH-000470,-0.286362064503
ACH-000471,-0.210127917632
ACH-000472,-0.14814657418500002
ACH-000473,-0.09262113502599999
ACH-000475,-0.190649326368
ACH-000476,-0.0166893239199
ACH-000477,-0.28681055629
ACH-000480,0.020283767477
ACH-000481,-0.0462452799797
ACH-000483,-0.216702232119
ACH-000484,-0.134334019246
ACH-000485,-0.020896678891900004
ACH-000486,-0.04386737193680001
ACH-000487,-0.25073848511999997
ACH-000488,-0.266400641657
ACH-000490,-0.0747065217825
ACH-000491,-0.18129817665399997
ACH-000495,0.0407149965094
ACH-000496,0.00583865127846
ACH-000499,-0.0362455972734
ACH-000500,-0.240595439399
ACH-000502,-0.107070369515
ACH-000503,0.07306626278589999
ACH-000505,-0.124484008517
ACH-000507,-0.030413415217
ACH-000510,0.00408905919114
ACH-000511,-0.07930426233910001
ACH-000512,0.041413787404499997
ACH-000516,-0.370403494687
ACH-000517,-0.0202422699217
ACH-000518,-0.26117566129
ACH-000520,-0.0802133443486
ACH-000521,-0.26452589093199996
ACH-000522,0.0182289092582
ACH-000524,0.00295496204012
ACH-000527,-0.154235218231
ACH-000528,-0.08187941162739999
ACH-000537,-0.056655348662
ACH-000541,0.173343323115
ACH-000542,-0.124277709907
ACH-000544,-0.21144559933600002
ACH-000545,0.0230310869499
ACH-000547,-0.203692715959
ACH-000548,-0.113352310735
ACH-000549,0.00345831006846
ACH-000550,-0.128693638496
ACH-000552,0.047650563803400006
ACH-000556,-0.0993763157425
ACH-000557,-0.289723778314
ACH-000570,-0.178101022952
ACH-000571,-0.10450872527499999
ACH-000573,-0.156575605551
ACH-000576,-0.008976307689639999
ACH-000580,0.07460326062910001
ACH-000584,-0.042807340850499996
ACH-000585,0.026614112968299998
ACH-000588,-0.15851866501599998
ACH-000589,-0.0762053595465
ACH-000591,-0.38175256700800003
ACH-000593,-0.118291602073
ACH-000600,0.056042471392099995
ACH-000601,-0.104925264633
ACH-000604,0.0125508996378
ACH-000605,0.140208639635
ACH-000606,-0.227554283783
ACH-000608,-0.09117101048250001
ACH-000614,0.118936475387
ACH-000616,-0.0762031046665
ACH-000618,-0.10162577803799999
ACH-000619,-0.338000431348
ACH-000620,-0.048904038773
ACH-000621,-0.0384232265985
ACH-000622,-0.103925334395
ACH-000623,-0.243614149602
ACH-000624,-0.0142791519804
ACH-000627,-0.00403852329656
ACH-000630,-0.113853574888
ACH-000632,-0.020655204112900002
ACH-000633,-0.207367105949
ACH-000637,-0.0724826166253
ACH-000638,-0.10538535448599999
ACH-000646,-0.014497014532
ACH-000647,-0.214696845134
ACH-000648,0.0327056982775
ACH-000649,0.04256471426990001
ACH-000651,-0.225501085103
ACH-000652,0.048890600651
ACH-000653,-0.164440124879
ACH-000657,-0.201173392025
ACH-000658,0.0324980505998
ACH-000661,0.05161828314019999
ACH-000662,-0.210450342866
ACH-000663,-0.029700070372900005
ACH-000665,-0.0951961222776
ACH-000671,-0.0688272313135
ACH-000673,-0.17779842801100001
ACH-000676,-0.114424217221
ACH-000677,-0.0237718530938
ACH-000681,-0.0707238967727
ACH-000682,-0.11880428044399999
ACH-000683,-0.11820452405
ACH-000684,-0.177658832119
ACH-000688,0.16546124577500002
ACH-000693,-0.18991358933699998
ACH-000694,-0.0409440388091
ACH-000695,0.040621748516800005
ACH-000696,-0.00816813966063
ACH-000697,-0.051367121847400006
ACH-000699,-0.0629506781075
ACH-000701,-0.0130028546103
ACH-000706,-0.190214845535
ACH-000711,-0.10575929116
ACH-000713,-0.260063192337
ACH-000714,-0.25979744025400003
ACH-000718,-0.019869868875299998
ACH-000720,-0.0586537986983
ACH-000721,-0.11651324886299999
ACH-000724,0.0691356832118
ACH-000725,-0.27758262733600003
ACH-000732,-0.316144504774
ACH-000734,-0.105030225585
ACH-000735,-0.0826025610266
ACH-000736,-0.0644583321302
ACH-000738,0.0006326284395780001
ACH-000746,0.053519611121500006
ACH-000747,-0.317159968822
ACH-000748,0.07860619695150001
ACH-000753,-0.045146824666800006
ACH-000756,0.106246775111
ACH-000757,-0.11511074328299999
ACH-000758,-0.23681796828
ACH-000760,-0.145918732886
ACH-000763,-0.0707287707108
ACH-000764,-0.153087584578
ACH-000765,-0.0665338169037
ACH-000766,-0.0249255432967
ACH-000767,-0.523354755635
ACH-000768,-0.06943137069000001
ACH-000769,-0.10625370080299999
ACH-000770,0.06743581370480001
ACH-000771,-0.09956068415210001
ACH-000773,-0.180418721044
ACH-000776,-0.110964972806
ACH-000777,-0.227410656457
ACH-000778,0.0421633667844
ACH-000781,-0.23247834444600002
ACH-000782,-0.252214580197
ACH-000783,-0.278105898771
ACH-000784,-0.119490345015
ACH-000785,-0.194476998519
ACH-000787,0.0709642885133
ACH-000788,-0.128634154964
ACH-000791,-0.0212131551273
ACH-000792,-0.00107041884116
ACH-000794,-0.17146089623100003
ACH-000796,-0.0426988960413
ACH-000799,-0.013216093335799999
ACH-000800,-0.289779640972
ACH-000802,0.0466827209542
ACH-000804,0.24937915829799998
ACH-000805,-0.214024602611
