,PPWD1 (23398)
ACH-000265,-1.75355769302
ACH-000266,-1.5295087734000001
ACH-000272,-1.53258464051
ACH-000273,-1.7802827098299998
ACH-000274,-1.5273801686500001
ACH-000277,-1.62746766847
ACH-000278,-1.9189524376900002
ACH-000279,-1.97805645721
ACH-000280,-1.5214681596200001
ACH-000281,-1.6773125999899998
ACH-000288,-1.71337221538
ACH-000291,-1.23161215726
ACH-000293,-1.49756744218
ACH-000294,-1.95951696232
ACH-000295,-1.8653401815000001
ACH-000296,-1.6764092715799999
ACH-000302,-1.97289749741
ACH-000304,-1.60243857424
ACH-000307,-1.696088256
ACH-000308,-1.61091693971
ACH-000310,-1.9171594345900003
ACH-000311,-1.6182681243500001
ACH-000312,-1.6608779374200002
ACH-000315,-1.80199603
ACH-000316,-1.77324829917
ACH-000317,-1.97864627745
ACH-000318,-1.67302961498
ACH-000319,-1.62368191241
ACH-000320,-1.85547598309
ACH-000322,-1.59906721973
ACH-000323,-1.84038310189
ACH-000324,-1.63635587708
ACH-000329,-1.90498141246
ACH-000330,-1.81423945095
ACH-000331,-1.4125239952200002
ACH-000332,-1.5581718057799998
ACH-000334,-1.49882790714
ACH-000335,-1.67279023674
ACH-000336,-1.9459184712200002
ACH-000337,-1.65125545762
ACH-000339,-1.87829914322
ACH-000341,-1.88173082133
ACH-000348,-1.8064493505099999
ACH-000350,-2.12664202738
ACH-000352,-1.5608608346700001
ACH-000356,-1.52145861312
ACH-000361,-2.0109331352
ACH-000362,-1.6472017368599998
ACH-000363,-1.68560036144
ACH-000364,-1.5395036785
ACH-000365,-1.73009800697
ACH-000366,-1.61269694875
ACH-000368,-1.82900023493
ACH-000374,-1.8926978211200003
ACH-000375,-1.53194790649
ACH-000376,-1.62829712974
ACH-000381,-1.68029848489
ACH-000383,-2.1521894275799998
ACH-000387,-1.6491713539500001
ACH-000389,-1.82969877222
ACH-000390,-1.86640325947
ACH-000393,-1.6858950454
ACH-000395,-1.7369698943599998
ACH-000397,-1.56238745329
ACH-000401,-1.79428240565
ACH-000402,-1.42144286669
ACH-000403,-1.69007817437
ACH-000404,-1.8027800295900003
ACH-000406,-1.87984241746
ACH-000407,-1.66386971009
ACH-000408,-1.8473898804700002
ACH-000410,-1.60317561995
ACH-000411,-1.4268562272299998
ACH-000414,-1.6520144500999998
ACH-000415,-2.07276293999
ACH-000416,-1.74577858782
ACH-000420,-1.3930108319999999
ACH-000421,-1.6085411339200002
ACH-000424,-1.6090777492800001
ACH-000425,-1.6649558396200002
ACH-000426,-1.32997522318
ACH-000427,-1.7280297848400004
ACH-000433,-1.56919982476
ACH-000436,-1.48986634385
ACH-000444,-1.6768134092200002
ACH-000445,-1.4522102917700002
ACH-000448,-1.56837529468
ACH-000450,-1.7143296074799999
ACH-000452,-1.76641085213
ACH-000454,-1.4135483221399998
ACH-000458,-1.59979023966
ACH-000459,-1.7244807158200002
ACH-000460,-1.41838270195
ACH-000461,-2.16966614126
ACH-000463,-1.7493820211700002
ACH-000464,-1.46258532935
ACH-000466,-1.78423193808
ACH-000467,-1.3720664951100001
ACH-000468,-1.7058458237
ACH-000469,-1.7394580984299999
ACH-000470,-1.8631595247900001
ACH-000471,-1.7206605209999999
ACH-000472,-1.66448766119
ACH-000473,-1.6302511186700002
ACH-000475,-1.6610404874200002
ACH-000476,-1.49924767605
ACH-000477,-1.56155530296
ACH-000480,-1.61811757135
ACH-000481,-1.99851357336
ACH-000483,-1.49481739079
ACH-000484,-1.69684004254
ACH-000485,-1.74184169782
ACH-000486,-1.57238525037
ACH-000487,-1.50196890234
ACH-000488,-1.5222781896000002
ACH-000490,-1.4837396433899999
ACH-000491,-1.52347458
ACH-000495,-1.4800360291799999
ACH-000496,-1.73882967316
ACH-000499,-1.56622491281
ACH-000500,-2.02465338475
ACH-000502,-1.55589969182
ACH-000503,-1.82496708964
ACH-000505,-1.6640958598299997
ACH-000507,-1.58175539086
ACH-000510,-1.7677768544099999
ACH-000511,-1.70938178466
ACH-000512,-1.81832559152
ACH-000516,-1.83476859405
ACH-000517,-1.81013229568
ACH-000518,-1.6733062437200001
ACH-000520,-1.65272868574
ACH-000521,-1.25739194897
ACH-000522,-1.66041935351
ACH-000524,-1.68868443687
ACH-000527,-1.40056422898
ACH-000528,-1.53824151113
ACH-000537,-1.7031068613
ACH-000541,-1.66696924278
ACH-000542,-1.80798701342
ACH-000544,-1.37645743054
ACH-000545,-1.7423507142200003
ACH-000547,-1.7653372486
ACH-000548,-1.58855131721
ACH-000549,-1.6387527876899999
ACH-000550,-1.62666939744
ACH-000552,-1.43864656792
ACH-000556,-1.827832545
ACH-000557,-1.21537917999
ACH-000570,-1.71106441536
ACH-000571,-1.35181148086
ACH-000573,-2.1553016797
ACH-000576,-1.71865826393
ACH-000580,-1.23162120708
ACH-000584,-2.09544313435
ACH-000585,-1.8188524284599998
ACH-000588,-1.62124712303
ACH-000589,-1.5031495425299999
ACH-000591,-2.0335629773700004
ACH-000593,-1.5371393987200002
ACH-000600,-0.9350189647949999
ACH-000601,-1.6480519806
ACH-000604,-1.5381376625
ACH-000605,-1.81432791663
ACH-000606,-1.45587737072
ACH-000608,-1.9997269102400002
ACH-000614,-1.6600855906099998
ACH-000616,-1.7354094409999998
ACH-000618,-1.7564280833700001
ACH-000619,-1.5491878395899998
ACH-000620,-1.44530022394
ACH-000621,-1.8679338366299998
ACH-000622,-1.06741415017
ACH-000623,-1.64482843845
ACH-000624,-1.57312775174
ACH-000627,-1.7015512477599999
ACH-000630,-1.63672536319
ACH-000632,-1.90694563621
ACH-000633,-1.76236396917
ACH-000637,-1.52703191302
ACH-000638,-1.5362917642299998
ACH-000646,-1.6088276441
ACH-000647,-1.66781335641
ACH-000648,-1.8247063402200001
ACH-000649,-1.8692959522200001
ACH-000651,-1.7858257060499998
ACH-000652,-1.68617925801
ACH-000653,-1.90151646812
ACH-000657,-1.65228381014
ACH-000658,-2.00213761167
ACH-000661,-1.8885606354299997
ACH-000662,-1.8064059017400003
ACH-000663,-1.5646890587
ACH-000665,-1.55305053379
ACH-000671,-1.7689504362900001
ACH-000673,-1.7844571405200003
ACH-000676,-1.7350692205200002
ACH-000677,-1.14659554964
ACH-000681,-1.6067727570299999
ACH-000682,-1.8225277442299999
ACH-000683,-1.9998194455900002
ACH-000684,-1.8090999551499998
ACH-000688,-1.18088010264
ACH-000693,-1.64781292308
ACH-000694,-1.81607739026
ACH-000695,-2.20681971511
ACH-000696,-1.4904067117299997
ACH-000697,-1.80222683478
ACH-000699,-2.1828858429599998
ACH-000701,-1.6373510679700003
ACH-000706,-1.6690548634
ACH-000711,-1.7092055590200002
ACH-000713,-1.8454068491
ACH-000714,-1.4038826984200001
ACH-000718,-1.95583811602
ACH-000720,-1.5156089740399998
ACH-000721,-1.7263482116799997
ACH-000724,-2.0059484991
ACH-000725,-2.3269876468
ACH-000732,-1.68190178443
ACH-000734,-1.50501835135
ACH-000735,-1.81042207854
ACH-000736,-1.7154303856200002
ACH-000738,-1.6870852427
ACH-000746,-1.76118203188
ACH-000747,-1.58525526443
ACH-000748,-1.61435138122
ACH-000753,-2.0119328360599997
ACH-000756,-1.72454794315
ACH-000757,-1.50163420036
ACH-000758,-1.8515011657700002
ACH-000760,-1.8415860611400001
ACH-000763,-1.5833016590900002
ACH-000764,-1.67301883558
ACH-000765,-1.47047765709
ACH-000766,-1.6062509522600001
ACH-000767,-2.17902810854
ACH-000768,-1.76834844565
ACH-000769,-1.6911500821
ACH-000770,-1.53016661255
ACH-000771,-1.55921183873
ACH-000773,-1.7681706151400003
ACH-000776,-1.82505826789
ACH-000777,-1.9664661313599998
ACH-000778,-1.7513988104900002
ACH-000781,-1.72355016037
ACH-000782,-1.6249600295200002
ACH-000783,-1.6317530672999998
ACH-000784,-1.68841363481
ACH-000785,-1.52166598492
ACH-000787,-1.56568328954
ACH-000788,-1.90706762022
ACH-000791,-1.64483195675
ACH-000792,-1.8589738834
ACH-000794,-1.67772244925
ACH-000796,-1.60784458943
ACH-000799,-1.4359852554199999
ACH-000800,-2.13135385627
ACH-000802,-2.00112611503
ACH-000804,-1.8909694746599999
ACH-000805,-1.74682924585
ACH-000809,-1.72729497645
ACH-000810,-2.12604508498
ACH-000811,-1.38636326308
ACH-000817,-1.5969871244100002
ACH-000819,-1.5275359667299997
ACH-000820,-2.1169506556299997
ACH-000821,-1.78462938458
ACH-000822,-1.54439496484
ACH-000823,-1.5767932842299999
ACH-000824,-2.25817271789
ACH-000827,-1.6324779101
ACH-000829,-1.74000873365
ACH-000831,-1.71999577653
ACH-000832,-1.36058303265
ACH-000833,-2.04990800267
ACH-000834,-1.54604276836
ACH-000835,-1.5313154719600002
ACH-000836,-1.87431301839
ACH-000837,-1.6757117091
ACH-000838,-1.98400944135
ACH-000839,-1.8680350870700002
ACH-000840,-1.1506189175100001
ACH-000841,-1.6811849326700001
ACH-000843,-1.7106467027399999
ACH-000846,-1.59826379022
ACH-000847,-1.64476235253
ACH-000848,-1.87715723722
ACH-000849,-1.70581421426
ACH-000851,-1.58395072655
ACH-000855,-1.5102761848800001
ACH-000856,-1.74543757055
ACH-000858,-1.62873065887
ACH-000859,-1.94100910257
ACH-000861,-1.80188798585
ACH-000862,-1.82209630938
ACH-000865,-1.65742548338
ACH-000866,-1.7966265111300002
ACH-000867,-1.86292633158
ACH-000869,-1.61714763075
ACH-000872,-1.6404432061200003
ACH-000873,-1.51191504391
ACH-000876,-1.36512886049
ACH-000878,-1.69574755594
ACH-000880,-1.9140958923900002
ACH-000881,-1.4090457664899998
ACH-000882,-1.57032718835
ACH-000884,-1.7056176569
ACH-000885,-1.3398079917499999
ACH-000887,-1.4842210613999998
ACH-000888,-1.9291285255900001
ACH-000889,-1.7380259753999998
ACH-000890,-1.28165754967
ACH-000896,-1.9719425033200002
ACH-000898,-1.5825549247400001
ACH-000900,-1.79071734948
ACH-000901,-1.9501385379599998
ACH-000905,-1.8226916868
ACH-000906,-1.72580468502
ACH-000907,-1.24127824455
ACH-000910,-1.80049714157
ACH-000911,-1.5402571663999998
ACH-000912,-1.7230378882700002
ACH-000913,-1.6319310061
ACH-000915,-1.906427314
ACH-000916,-1.39987134158
ACH-000917,-1.69102790056
ACH-000921,-1.6916195699399998
ACH-000924,-1.52767769744
ACH-000926,-1.92196901725
ACH-000928,-1.17583336339
ACH-000929,-2.0900567521799998
ACH-000932,-1.6582515468599999
ACH-000935,-1.63563833568
ACH-000936,-1.83591250368
ACH-000937,-2.03708656944
ACH-000938,-1.75049277997
ACH-000939,-1.74496342377
ACH-000941,-1.8880102717099998
ACH-000943,-1.64607622152
ACH-000946,-1.7297251976299999
ACH-000947,-1.6257426676
ACH-000948,-1.52437189178
ACH-000950,-1.79570283721
ACH-000953,-2.16501070598
ACH-000957,-1.7293784198400002
ACH-000958,-1.8057703248099997
ACH-000960,-1.9363056341999998
ACH-000963,-2.13722026251
ACH-000968,-1.7050850188100002
ACH-000969,-1.73158601977
ACH-000973,-1.75135596228
ACH-000974,-1.77063787688
ACH-000975,-2.00593138389
ACH-000976,-1.53957061141
ACH-000978,-1.7038384341100001
ACH-000980,-1.4945857988999998
ACH-000984,-1.68439191968
ACH-000986,-1.7289553786900003
ACH-000988,-1.52045581235
ACH-000993,-1.2983239181
ACH-000994,-1.7150947390600002
ACH-000996,-1.51534698606
ACH-001001,-1.4919824107799997
ACH-001020,-1.7436415477400002
ACH-001028,-1.89761707938
ACH-001031,-1.4830984023700002
ACH-001038,-1.9578617357099999
ACH-001048,-1.6176825303400002
ACH-001050,-1.2837410606200002
ACH-001053,-1.41063841039
ACH-001054,-1.78760853942
ACH-001061,-1.5131993895299998
ACH-001067,-1.68021528074
ACH-001075,-1.59449944042
ACH-001096,-1.65256215495
ACH-001128,-2.06040164636
ACH-001134,-1.58438248033
ACH-001151,-1.69673214012
ACH-001163,-1.7618759634599999
ACH-001164,-1.5888079070399999
ACH-001173,-1.69000662329
ACH-001183,-1.80550777928
ACH-001184,-1.8513838030400003
ACH-001190,-1.57599285434
ACH-001192,-1.89220921937
ACH-001193,-1.7660537310799997
ACH-001196,-1.6466172799
ACH-001197,-1.71232902446
ACH-001205,-1.7456879384000001
ACH-001211,-1.8329666634400001
ACH-001212,-1.58466125097
ACH-001228,-1.87061055376
ACH-001232,-1.79683754499
ACH-001239,-1.73867908186
ACH-001274,-1.6866845831400001
ACH-001275,-1.55401669908
ACH-001277,-1.86498982152
ACH-001278,-1.5834835564399998
ACH-001280,-1.21473238654
ACH-001283,-1.74242797695
ACH-001289,-1.6272275518700001
ACH-001295,-1.80156369518
ACH-001300,-1.55653072164
ACH-001301,-1.73977314057
ACH-001302,-1.5264912223700002
ACH-001303,-1.48957356779
ACH-001306,-1.68818708649
ACH-001318,-1.62391213315
ACH-001322,-1.6427718465399999
ACH-001328,-1.83166962934
ACH-001332,-1.5359050570700001
ACH-001333,-1.35425050698
ACH-001336,-1.62790058259
ACH-001340,-1.5458655997400002
ACH-001346,-1.7652418121
ACH-001353,-1.5414013690600001
ACH-001354,-2.4003542430099998
ACH-001367,-1.6901960543399999
ACH-001368,-1.6445034970399999
ACH-001374,-2.2150818038
ACH-001375,-1.55321629244
ACH-001377,-1.79102852443
ACH-001380,-1.58709176607
ACH-001391,-1.65418992887
ACH-001407,-2.23337613965
ACH-001408,-1.66475116586
ACH-001413,-1.5448010181
ACH-001430,-1.92052179665
ACH-001431,-1.6999799868099998
ACH-001450,-1.9095910558400002
ACH-001496,-1.8867689182599998
ACH-001500,-1.57362852312
ACH-001521,-1.7499875949500001
ACH-001523,-1.7066725111899999
ACH-001532,-1.6683331284399998
ACH-001536,-1.7088159337
ACH-001550,-2.19755038875
ACH-001552,-1.5204894363600001
ACH-001554,-1.8782461532599997
ACH-001645,-1.58219734472
ACH-001654,-1.7323044853999998
ACH-001715,-1.59107769375
ACH-001735,-1.73072486082
ACH-001736,-1.83292273735
ACH-001737,-1.3878116849700002
ACH-001740,-1.6401399718
ACH-001745,-1.7831550778
ACH-001750,-1.5115069400299999
ACH-001765,-1.5603208350400002
ACH-001956,-1.6879091720299997
ACH-001957,-1.16038635873
