,COX6A2 (1339)
ACH-000004,0.0328076464978
ACH-000007,-0.418756657202
ACH-000009,-0.091906452158
ACH-000011,-0.0997103939762
ACH-000012,-0.24040043434
ACH-000013,-0.280422478644
ACH-000014,-0.055936647508500005
ACH-000015,-0.216543952508
ACH-000017,-0.16641054149
ACH-000018,-0.165711560348
ACH-000019,-0.137216585316
ACH-000021,-0.211808997168
ACH-000022,-0.225733018198
ACH-000025,-0.386733640682
ACH-000028,-0.202544924514
ACH-000030,-0.0911396678816
ACH-000035,-0.225811124615
ACH-000036,-0.17928797360800003
ACH-000037,-0.500021339288
ACH-000039,-0.48271950827
ACH-000040,-0.19106903558899999
ACH-000041,0.013512986264799999
ACH-000042,-0.198184144409
ACH-000045,-0.04497493633719999
ACH-000047,0.005590129187319999
ACH-000052,-0.104287271923
ACH-000053,-0.068920125249
ACH-000054,-0.115875321549
ACH-000055,-0.164090463568
ACH-000060,-0.11067048936799999
ACH-000067,0.11028004416
ACH-000070,-0.154696182057
ACH-000075,-0.254408792366
ACH-000078,-0.0827476162073
ACH-000082,-0.313330879863
ACH-000085,-0.17730356819600002
ACH-000086,0.0617426024374
ACH-000087,0.0028187566726199996
ACH-000092,-0.339943885779
ACH-000095,-0.243853203585
ACH-000097,-0.144134974386
ACH-000098,-0.229691228945
ACH-000099,-0.25203477443100003
ACH-000108,-0.134111395839
ACH-000113,-0.00383217978885
ACH-000115,-0.10048539733999999
ACH-000116,-0.17974228421500002
ACH-000118,-0.352525375362
ACH-000120,-0.383378052364
ACH-000123,-0.182249045984
ACH-000127,-0.25388234737300003
ACH-000128,-0.480483950589
ACH-000132,-0.213867822003
ACH-000133,-0.0763084532021
ACH-000137,-0.159510275171
ACH-000138,-0.19185523218400002
ACH-000142,-0.228240152422
ACH-000143,-0.41319958328100004
ACH-000146,-0.182182157676
ACH-000148,-0.265423000586
ACH-000150,-0.1868870659
ACH-000152,-0.13591253414499999
ACH-000153,-0.294461373255
ACH-000159,-0.156462786992
ACH-000160,-0.0963675537321
ACH-000163,0.0606006555776
ACH-000167,-0.247604889298
ACH-000168,-0.24937885100499999
ACH-000169,-0.09904034841060001
ACH-000178,-0.220811722107
ACH-000182,-0.186123624148
ACH-000183,-0.265990720687
ACH-000188,-0.035262791883199994
ACH-000189,0.0807266160917
ACH-000190,-0.35475011071
ACH-000198,-0.186699683522
ACH-000204,-0.23898087198100001
ACH-000206,-0.36969084172399996
ACH-000207,-0.339159757046
ACH-000211,-0.252695646166
ACH-000215,-0.292995673631
ACH-000221,-0.370675454573
ACH-000222,-0.501385284855
ACH-000223,-0.179516633006
ACH-000226,-0.314271625622
ACH-000227,-0.419302965347
ACH-000228,-0.279809021975
ACH-000231,-0.304450882953
ACH-000232,-0.24608308405
ACH-000233,-0.119731745652
ACH-000234,-0.19407886031899999
ACH-000235,-0.201634915987
