,MAN1C1 (57134)
ACH-000004,-0.0372358709957
ACH-000007,0.135758009391
ACH-000009,-0.153642552765
ACH-000011,-0.0883224447853
ACH-000012,-0.0774888590102
ACH-000013,-0.08395804409499999
ACH-000014,-0.228567595813
ACH-000015,0.00447117675604
ACH-000017,-0.17736651141100002
ACH-000018,-0.00483251624392
ACH-000019,0.291052450482
ACH-000021,0.0652624471085
ACH-000022,-0.17095943180999998
ACH-000025,0.0171217303636
ACH-000028,0.11142787027
ACH-000030,-0.0707988392607
ACH-000035,-0.231392345508
ACH-000036,-0.128966258356
ACH-000037,-0.07341976168339999
ACH-000039,-0.22421247740800002
ACH-000040,-0.10148828337000002
ACH-000041,-0.07116666626839999
ACH-000042,-0.0840161631824
ACH-000045,0.0296699172804
ACH-000047,-0.0458232446975
ACH-000052,0.154561548203
ACH-000053,0.08230187601589999
ACH-000054,-0.169645105217
ACH-000055,0.033800074214800004
ACH-000060,-0.25548302017700003
ACH-000067,-0.21953817444200002
ACH-000070,0.032663508042700004
ACH-000075,-0.250940229475
ACH-000078,-0.10510047006899999
ACH-000082,-0.237467288149
ACH-000085,-0.20207262285799998
ACH-000086,-0.0588992092146
ACH-000087,0.0200199208346
ACH-000092,-0.253622055229
ACH-000095,-0.22795460444200003
ACH-000097,-0.166831883373
ACH-000098,-0.16609097954000002
ACH-000099,-0.0274712942601
ACH-000108,-0.163938398447
ACH-000113,-0.10197359117
ACH-000115,-0.192156590009
ACH-000116,-0.04476881130609999
ACH-000118,0.037280982686999996
ACH-000120,-0.0705196289865
ACH-000123,0.049410246059400004
ACH-000127,-0.0656226006232
ACH-000128,-0.28325577238099997
ACH-000132,-0.26845413899099996
ACH-000133,-0.0955739969156
ACH-000137,-0.184953472833
ACH-000138,-0.015809855194299997
ACH-000142,-0.15995745852499998
ACH-000143,0.07313208197769999
ACH-000146,-0.131195353845
ACH-000148,-0.0999905977803
ACH-000150,-0.27622455323
ACH-000152,-0.262386861663
ACH-000153,0.00384448669169
ACH-000159,-0.198267572762
ACH-000160,0.0442433774926
ACH-000163,-0.108292672369
ACH-000167,-0.238028352689
ACH-000168,-0.007120986467630001
ACH-000169,0.0221548152936
ACH-000178,0.030140664498700002
ACH-000182,0.054924334187400004
ACH-000183,-0.0652772185311
ACH-000188,-0.047680467082
ACH-000189,0.3421797673
ACH-000190,-0.0418275477444
ACH-000198,-0.10331512829299999
ACH-000204,-0.244824355205
ACH-000206,-0.251029491732
