,NPTX1 (4884)
ACH-000004,0.08301500947219999
ACH-000007,-0.124007328874
ACH-000009,-0.159910521906
ACH-000011,-0.236114510894
ACH-000012,0.14700774853700002
ACH-000013,-0.0246581652102
ACH-000014,-0.31731191444699997
ACH-000015,-0.046424921389499996
ACH-000017,-0.284050498728
ACH-000018,0.026183982664000002
ACH-000019,-0.297086677865
ACH-000021,-0.236287712443
ACH-000022,-0.245246564304
ACH-000025,-0.123998907634
ACH-000028,-0.15767442979000001
ACH-000030,-0.129063262523
ACH-000035,-0.0804322061798
ACH-000036,-0.286763208381
ACH-000037,-0.20550949692499998
ACH-000039,-0.0716777101809
ACH-000040,-0.2890693766
ACH-000041,-0.287737490429
ACH-000042,-0.24594582285500002
ACH-000045,-0.0944733391029
ACH-000047,-0.171621716591
ACH-000052,-0.253948442342
ACH-000053,0.014602503429
ACH-000054,-0.249388790684
ACH-000055,-0.390235450406
ACH-000060,-0.17721777871599997
ACH-000067,-0.149412021974
ACH-000070,-0.023162246968400003
ACH-000075,-0.308496062971
ACH-000078,-0.296628472791
ACH-000082,-0.152689807487
ACH-000085,-0.0973611552592
ACH-000086,-0.159075329408
ACH-000087,-0.0225660139145
ACH-000092,-0.133457247473
ACH-000095,-0.35772117045699997
ACH-000097,-0.186110948374
ACH-000098,-0.136491374295
ACH-000099,-0.43589719857500003
ACH-000108,-0.055924348907500004
ACH-000113,-0.014456592148799999
ACH-000115,-0.310829845702
ACH-000116,-0.243208139385
ACH-000118,-0.126019862853
ACH-000120,-0.268827149663
ACH-000123,0.0034836547243299997
ACH-000127,-0.17271094381700003
ACH-000128,-0.140547743528
ACH-000132,-0.34085581866899994
ACH-000133,-0.121161601225
ACH-000137,-0.10545219749700001
ACH-000138,-0.247064770495
ACH-000142,-0.166172692413
ACH-000143,-0.34185307928400005
ACH-000146,0.0723995070698
ACH-000148,-0.13941209183800002
ACH-000150,-0.160463971289
ACH-000152,-0.24889678436
ACH-000153,0.111298274674
ACH-000159,-0.259783547766
ACH-000160,-0.188015327414
ACH-000163,-0.115353966163
ACH-000167,-0.0140101368485
ACH-000168,-0.19486380537
ACH-000169,-0.130171437558
ACH-000178,-0.08828453118419999
ACH-000182,-0.11896740861400001
ACH-000183,-0.07957917526410001
ACH-000188,-0.206730152395
ACH-000189,-0.0962716371289
ACH-000190,-0.28441612581
ACH-000198,-0.22210182178000004
ACH-000204,-0.15382162208699998
ACH-000206,-0.265056792613
