,MNS1 (55329)
ACH-000004,0.264170696536
ACH-000007,0.220160067258
ACH-000009,0.203445284759
ACH-000011,0.0065673331623500005
ACH-000012,-0.00104951489406
ACH-000013,0.040392873602900004
ACH-000014,0.0034898006154000004
ACH-000015,0.11597055287000001
ACH-000017,0.0871843912684
ACH-000018,0.0137053022566
ACH-000019,0.17066650943300002
ACH-000021,0.0734888158055
ACH-000022,0.153208540779
ACH-000025,0.021456221055299998
ACH-000028,0.13456532465
ACH-000030,-0.0062488221178200005
ACH-000035,0.011530278191500001
ACH-000036,0.126660071816
ACH-000037,0.160087912472
ACH-000039,0.047013012804
ACH-000040,0.173124249352
ACH-000041,0.23252575128000003
ACH-000042,0.018671155205299998
ACH-000045,0.14795912425899999
ACH-000047,0.14335872164400001
ACH-000052,0.149897522122
ACH-000053,0.12413885744400001
ACH-000054,-0.08574944173480001
ACH-000055,0.0858447861142
ACH-000060,0.15098092246300002
ACH-000067,0.00843769446436
ACH-000070,0.04439047261969999
ACH-000075,-0.182728733767
ACH-000078,-0.044010486298500004
ACH-000082,-0.043376007995699996
ACH-000085,0.189452045854
ACH-000086,0.0894247216649
ACH-000087,-0.22099750259300002
ACH-000092,0.000156711537572
ACH-000095,0.11898745255200001
ACH-000097,0.104898113334
ACH-000098,0.06960555022510001
ACH-000099,3.26677944662e-05
ACH-000108,-0.0938153387332
ACH-000113,0.006221281051669999
ACH-000115,0.0223084598284
ACH-000116,0.0453412712296
ACH-000118,0.035912681792599994
ACH-000120,0.041307217072
ACH-000123,0.0558337727194
ACH-000127,0.0771175374685
ACH-000128,0.0383345191404
ACH-000132,-0.0452187534705
ACH-000133,0.128739772205
ACH-000137,-0.18364216483100002
ACH-000138,-0.023636742457400002
ACH-000142,0.0245874167116
ACH-000143,-0.0305782439783
ACH-000146,0.0157483690892
ACH-000148,0.0291009943629
ACH-000150,0.193964460113
ACH-000152,0.027750981135999997
ACH-000153,-0.08409103797700002
ACH-000159,0.14466390384000002
ACH-000160,0.0516971182074
ACH-000163,0.21934373689300002
ACH-000167,-0.332761767069
ACH-000168,0.10185026557099999
ACH-000169,0.10509493165200001
ACH-000178,-0.0271656990405
ACH-000182,0.00415845704766
ACH-000183,0.0585520168068
ACH-000188,-0.021274527576799998
ACH-000189,0.503680927938
ACH-000190,-0.191638021533
ACH-000198,0.108559113951
ACH-000204,0.0907745685891
ACH-000206,0.266853676846
ACH-000207,0.21608648891499999
ACH-000211,0.061102629597500006
ACH-000215,0.0897615743458
ACH-000221,0.046766120577
ACH-000222,-0.106571032481
ACH-000223,-0.207491936604
ACH-000226,-0.00972231232766
ACH-000227,-0.175533993115
ACH-000228,-0.100191443784
ACH-000231,0.0574990030808
