,MOK (5891)
ACH-000511,-0.555973209629
ACH-000512,-0.512127141286
ACH-000516,-0.295773302108
ACH-000517,-0.590666516286
ACH-000518,-0.8162046035639999
ACH-000520,-0.140801220691
ACH-000521,-0.538330792432
ACH-000522,-0.542473420482
ACH-000524,-0.491717831343
ACH-000527,-0.44080973674199997
ACH-000528,-0.43267359638999997
ACH-000537,-0.150893387308
ACH-000541,-0.19171331987399998
ACH-000542,-0.403277523156
ACH-000544,-0.279135944039
ACH-000545,-0.370088078175
ACH-000547,-0.452518739195
ACH-000548,-0.466379471585
ACH-000549,-0.300236976129
ACH-000550,-0.516378233735
ACH-000552,-0.531583603583
ACH-000556,-0.422434272198
ACH-000557,-0.6053867938790001
ACH-000570,-0.589639746282
ACH-000571,-0.62158365094
ACH-000573,-0.502426770901
ACH-000576,-0.587577984389
ACH-000580,-0.285433049297
ACH-000584,-0.489173287773
ACH-000585,-0.500821709898
ACH-000588,-0.36415856441399996
ACH-000589,-0.405359888539
ACH-000591,-0.6221135949459999
ACH-000593,-0.468638340995
ACH-000600,-0.44783033395800004
ACH-000601,-0.373480883911
ACH-000604,-0.121025814646
ACH-000605,-0.458836443526
ACH-000606,-0.39677367397200003
ACH-000608,-0.510327548686
ACH-000614,-0.393091211128
ACH-000616,-0.435141473316
ACH-000618,-0.347283747122
ACH-000619,-0.318900843136
ACH-000620,-0.356376836683
ACH-000621,-0.479423123754
ACH-000622,-0.45034593352799995
ACH-000623,-0.7375576123459999
ACH-000624,-0.387353911516
ACH-000627,-0.432140143788
ACH-000630,-0.373379760369
ACH-000632,-0.59404964507
ACH-000633,-0.494349083273
ACH-000637,-0.48720685593699997
ACH-000638,-0.293392245261
ACH-000646,-0.324722529961
ACH-000647,-0.373784463579
ACH-000648,-0.35397546420500003
ACH-000649,-0.48937537214500004
ACH-000651,-0.422113161682
ACH-000652,-0.4763872311899999
ACH-000653,-0.373190196394
ACH-000657,-0.496685959098
ACH-000658,-0.543554385607
ACH-000661,-0.457070934545
ACH-000662,-0.8611653618840001
ACH-000663,-0.610155792794
ACH-000665,-0.436774563592
ACH-000671,-0.42266419807800004
ACH-000673,-0.466967036436
ACH-000676,-0.532935318623
ACH-000677,-0.303430629839
ACH-000681,-0.54142343789
ACH-000682,-0.568797926877
ACH-000683,-0.47329101782300004
ACH-000684,-0.275041484683
ACH-000688,-0.5691848708330001
ACH-000693,-0.38583739741800005
ACH-000694,-0.5615350727880001
ACH-000695,-0.67004186149
ACH-000696,-0.357436595973
ACH-000697,-0.67862814559
ACH-000699,-0.38558820377499997
ACH-000701,-0.488608781628
ACH-000706,-0.403442083143
ACH-000711,-0.453591041862
ACH-000713,-0.188903404435
ACH-000714,-0.579767194674
ACH-000718,-0.380379620215
ACH-000720,-0.408198551408
ACH-000721,-0.450070922752
ACH-000724,-0.49265115539399995
ACH-000725,-0.493114973167
ACH-000732,-0.0352635589247
ACH-000734,-0.447645120061
ACH-000735,-0.5348190893670001
ACH-000736,-0.366751819058
ACH-000738,-0.412685472469
ACH-000746,-0.39506779982199997
ACH-000747,-0.46042037275700004
ACH-000748,-0.50806910108
ACH-000753,-0.39705916387699997
ACH-000756,-0.32939372194899996
ACH-000757,-0.521967130771
ACH-000758,-0.44062536725900003
ACH-000760,-0.30890148469900003
ACH-000763,-0.327534886961
ACH-000764,-0.466598228803
ACH-000765,-0.460382258135
ACH-000766,-0.252288249711
ACH-000767,-0.5014972025559999
ACH-000768,-0.49788981484800005
ACH-000769,-0.377357832664
ACH-000770,-0.48595937222900004
ACH-000771,-0.342707862257
ACH-000773,-0.35103202970799996
ACH-000776,-0.192065073378
ACH-000777,-0.48969749148100006
ACH-000778,-0.562895985062
ACH-000781,-0.43919417785099996
ACH-000782,-0.7519260108570001
ACH-000783,-0.5399396957399999
ACH-000784,-0.534170814386
ACH-000785,-0.71868980752
ACH-000787,-0.342872068251
ACH-000788,-0.54676228305
ACH-000791,-0.505619752719
ACH-000792,-0.30469398217099997
ACH-000794,-0.426080455264
ACH-000796,-0.47245192778800005
ACH-000799,-0.228536808574
ACH-000800,-0.336039089066
ACH-000802,-0.506213693601
ACH-000804,-0.364733960172
ACH-000805,-0.48086764518799996
ACH-000809,-0.49627046119499996
ACH-000810,-0.521149679102
ACH-000811,-0.473715829902
ACH-000817,-0.566899785013
ACH-000819,-0.593483074421
ACH-000820,-0.07972824151810001
ACH-000821,-0.22710665389499998
ACH-000822,-0.573345675602
ACH-000823,-0.44252381084200004
ACH-000824,-0.56882727765
ACH-000827,-0.279864785189
ACH-000829,-0.458864634011
ACH-000831,-0.305058669522
ACH-000832,-0.320808586806
ACH-000833,-0.39763761842
ACH-000834,-0.45368248177599996
ACH-000835,-0.383488552923
ACH-000836,-0.499623265206
ACH-000837,-0.40992355868600006
ACH-000838,-0.37707477459399996
ACH-000839,-0.429416360222
ACH-000840,-0.318500357303
ACH-000841,-0.375810789014
ACH-000843,-0.42851429291599996
ACH-000846,-0.453695496348
ACH-000847,-0.642987872486
ACH-000848,-0.457747560841
ACH-000849,-0.276216388902
ACH-000851,-0.36040895632500003
ACH-000855,-0.29529719647
ACH-000856,-0.391587038509
ACH-000858,-0.462318698556
ACH-000859,-0.562155263566
ACH-000861,-0.37705480095399996
ACH-000862,-0.43990951891099994
ACH-000865,-0.42800818957599995
ACH-000866,-0.490988549318
ACH-000867,-0.40493069390299996
ACH-000869,-0.763852391894
ACH-000872,-0.42914953870399997
ACH-000873,-0.332942917534
ACH-000876,-0.447904365969
ACH-000878,-0.92500728768
ACH-000880,-0.300063831412
ACH-000881,-0.43531702225900004
ACH-000882,-0.37978760564900005
ACH-000884,-0.35872250604199996
ACH-000885,-0.474499278295
ACH-000887,-0.37280350317199995
ACH-000888,-0.40082674971199994
ACH-000889,-0.703071506484
ACH-000890,-0.520251166725
ACH-000896,-0.410980392042
ACH-000898,-0.592823692453
ACH-000900,-0.23829119324700002
ACH-000901,-0.44935053250600004
ACH-000905,-0.538553191977
ACH-000906,-0.404435057936
ACH-000907,-0.371481163697
ACH-000910,-0.592902968344
ACH-000911,-0.38594739508500003
ACH-000912,-0.469042570889
ACH-000913,-0.49363773132600003
ACH-000915,-0.38428145959700005
ACH-000916,-0.6897656968160001
ACH-000917,-0.279180313869
ACH-000921,-0.56993158111
ACH-000924,-0.5643115553220001
ACH-000926,-0.37709449420100005
ACH-000928,-0.328383667808
ACH-000929,-0.690191535853
ACH-000932,-0.37503833015500004
ACH-000935,-0.296809978848
ACH-000936,-0.38015228043399996
ACH-000937,-0.497830323883
ACH-000938,-0.73902273745
ACH-000939,-0.345838211577
ACH-000941,-0.364020878424
ACH-000943,-0.27393592548
ACH-000946,-0.421164563873
ACH-000947,-0.5260638872919999
ACH-000948,-0.483162184245
ACH-000950,-0.569069560819
ACH-000953,-0.838252056474
ACH-000957,-0.241640175158
ACH-000958,-0.41626737792499996
ACH-000960,-0.42044906165299994
ACH-000963,-0.23356086588000002
ACH-000968,-0.25663302951699996
ACH-000969,-0.26342958888
ACH-000973,-0.450925741184
ACH-000974,-0.410757134683
ACH-000975,-0.332058427075
ACH-000976,-0.478995512681
ACH-000978,-0.705050508161
ACH-000980,-0.38777977722499996
ACH-000984,-0.47143136648
ACH-000986,-0.498358501304
ACH-000988,-0.367865217521
ACH-000993,-0.263305466865
ACH-000994,-0.295804170734
ACH-000996,-0.360589835507
ACH-001001,-0.69873734434
ACH-001020,-0.415599898348
ACH-001028,-0.47814358472900004
ACH-001031,-0.529339103361
ACH-001038,-0.488648925003
ACH-001048,-0.33385811726500003
ACH-001050,-0.332606053721
ACH-001053,-0.44930565674999995
ACH-001054,-0.45335894257299997
ACH-001061,-0.390906204665
ACH-001067,-0.535065388448
ACH-001075,-0.568812965469
ACH-001096,-0.5968175174629999
ACH-001128,-0.285584562763
ACH-001134,-0.47733282663000004
ACH-001151,-0.525652545698
ACH-001163,-0.539045609085
ACH-001164,-0.748393560222
ACH-001173,-0.496585776972
ACH-001183,-0.41256530749700004
ACH-001184,-0.287252972758
ACH-001190,-0.399657097697
ACH-001192,-0.244105406988
ACH-001193,-0.470168664155
ACH-001196,-0.192850831209
ACH-001197,-0.43447546637199996
ACH-001205,-0.5157814889819999
ACH-001211,-0.35657089461499997
ACH-001212,-0.754228674352
ACH-001228,-0.306053386236
ACH-001232,-0.33873761006499997
ACH-001239,-0.44226860943999996
ACH-001274,-0.466984551433
ACH-001275,-0.536944792506
ACH-001277,-0.6367779376430001
ACH-001278,-0.5326892735809999
ACH-001280,-0.53976770993
ACH-001283,-0.39123618410899996
ACH-001289,-0.44374283023100003
ACH-001295,-0.499513946797
ACH-001300,-0.58467465903
ACH-001301,-0.417808601121
ACH-001302,-0.549154343879
ACH-001303,-0.39640832980499996
ACH-001306,-0.6166466334
ACH-001318,-0.380177349931
ACH-001322,-0.497511650357
ACH-001328,-0.29382645620700004
ACH-001332,-0.37787930014700005
ACH-001333,-0.510481544271
ACH-001336,-0.408776791187
ACH-001340,-0.328765611668
ACH-001346,-0.18475498297600002
ACH-001353,-0.538452085896
ACH-001354,-0.55224705208
ACH-001367,-0.209108034991
ACH-001368,-0.451407150074
ACH-001374,-0.277206512602
ACH-001375,-0.422912435906
ACH-001377,-0.504027963287
ACH-001380,-0.393763342548
ACH-001391,-0.420603399022
ACH-001407,-0.485608589874
ACH-001408,-0.551601649641
ACH-001413,-0.413580189054
ACH-001430,-0.6009604555870001
ACH-001431,-0.6373403934880001
ACH-001450,-0.321087736008
ACH-001496,-0.34651009076899997
ACH-001500,-0.638242320136
ACH-001521,-0.424931412434
ACH-001523,-0.36498464408299996
ACH-001532,-0.446578750089
ACH-001536,-0.250834730755
ACH-001550,-0.5962115148430001
ACH-001552,-0.586584125812
ACH-001554,-0.40802383538000003
ACH-001645,-0.283097524695
ACH-001654,-0.490691863126
ACH-001715,-0.251296952828
ACH-001735,-0.666349764948
ACH-001736,-0.44328876796899996
ACH-001737,-0.313477388185
ACH-001740,-0.423202343944
ACH-001745,-0.556490006571
ACH-001750,-0.555157276319
ACH-001765,-0.451277691765
ACH-001956,-0.433567928253
ACH-001957,-0.32502361460900003
