,DXO (1797)
ACH-000004,-0.225982671014
ACH-000007,0.11481240091600001
ACH-000009,0.0386882898316
ACH-000011,0.0288815142013
ACH-000012,-0.0674462947088
ACH-000013,-0.167099750938
ACH-000014,0.151148388406
ACH-000015,-0.0597683715042
ACH-000017,-0.26362406047200004
ACH-000018,0.07353350909300001
ACH-000019,0.130252214614
ACH-000021,-0.07911185156660001
ACH-000022,0.0175721535858
ACH-000025,-0.151225533878
ACH-000028,-0.122253493421
ACH-000030,-0.0395250142156
ACH-000035,0.013350710653399999
ACH-000036,-0.13420176163
ACH-000037,-0.128597174452
ACH-000039,0.0029974208198200003
ACH-000040,-0.317521277462
ACH-000041,-0.185676936562
ACH-000042,0.023864763034099998
ACH-000045,-0.152261017218
ACH-000047,-0.15375612906400002
ACH-000052,-0.133343129322
ACH-000053,-0.0821233502967
ACH-000054,-0.0424782832831
ACH-000055,0.031831960429500004
ACH-000060,-0.19770205634500002
ACH-000067,-0.165146773133
ACH-000070,-0.00970959857481
ACH-000075,-0.27994925517499997
ACH-000078,-0.08994629897289999
ACH-000082,-0.0610894299645
ACH-000085,0.00914031557313
ACH-000086,-0.141994227732
ACH-000087,-0.214086989217
ACH-000092,-0.062041789819099996
ACH-000095,-0.136663015847
ACH-000097,-0.146988058551
ACH-000098,-0.133714223887
ACH-000099,-0.014759716165200002
ACH-000108,-0.0240768099127
ACH-000113,-0.019016859078500002
ACH-000115,-0.34930843625200003
ACH-000116,0.101564145657
ACH-000118,-0.021071970696700002
ACH-000120,-0.0442382294082
ACH-000123,-0.030549752169999996
ACH-000127,-0.155666885364
ACH-000128,-0.028308490527499997
ACH-000132,-0.00876897583838
ACH-000133,0.0253389854291
ACH-000137,-0.167644351993
ACH-000138,-0.0902585500826
ACH-000142,-0.100914415403
ACH-000143,-0.216704191159
ACH-000146,-0.187521848865
ACH-000148,-0.0348207005834
ACH-000150,-0.050336581576500006
ACH-000152,-0.168048031745
ACH-000153,-0.220687347037
ACH-000159,-0.0744736140719
ACH-000160,0.04242867923830001
ACH-000163,-0.168627482079
ACH-000167,-0.529544781576
ACH-000168,-0.378542445176
ACH-000169,-0.252143043622
ACH-000178,-0.053291321211400004
ACH-000182,-0.188006384149
ACH-000183,-0.229459703502
ACH-000188,-0.321243756456
ACH-000189,-0.0288931640652
ACH-000190,-0.172704061457
ACH-000198,-0.109522584931
ACH-000204,-0.302691103183
ACH-000206,-0.141135771624
ACH-000207,-0.204391191827
ACH-000211,-0.15443878823899998
ACH-000215,-0.109487669135
ACH-000221,-0.0217048061728
ACH-000222,-0.28266553081
ACH-000223,-0.292268008367
