,TRIM16L (147166)
ACH-000004,0.0347291912407
ACH-000007,0.0857654105283
ACH-000009,-0.11539794258899999
ACH-000011,-0.212148571476
ACH-000012,0.031840077859099994
ACH-000013,-0.20734130730500003
ACH-000014,0.053696050016199995
ACH-000015,-0.131920298751
ACH-000017,-0.0517442232417
ACH-000018,0.009501718783950001
ACH-000019,0.11063832387599999
ACH-000021,-0.042634093870800006
ACH-000022,-0.21177282089299998
ACH-000025,-0.1246282175
ACH-000028,0.0017485079454800001
ACH-000030,0.11634412197499999
ACH-000035,-0.020851071478999998
ACH-000036,0.09650016966830001
ACH-000037,0.0534942512907
ACH-000039,0.06027506647940001
ACH-000040,-0.070543585923
ACH-000041,-0.156923406296
ACH-000042,-0.0669531073398
ACH-000045,0.0992709746314
ACH-000047,-0.008677724424790001
ACH-000052,-0.0032053274747900003
ACH-000053,0.00502437498097
ACH-000054,-0.0601457237815
ACH-000055,0.0743176031241
ACH-000060,-0.0491242782331
ACH-000067,-0.10197168418199999
ACH-000070,0.245679503515
ACH-000075,0.011189011712
ACH-000078,0.0563487785525
ACH-000082,-0.15182970253699998
ACH-000085,-0.151348755333
ACH-000086,0.154703337838
ACH-000087,0.031080097009200003
ACH-000092,0.045285009607699996
ACH-000095,-0.0314914770976
ACH-000097,-0.0528710213939
ACH-000098,0.00944745747058
ACH-000099,-0.0562130750179
ACH-000108,0.045619738980800004
ACH-000113,0.14388477158500002
ACH-000115,0.13676587342399998
ACH-000116,0.047813014715800004
ACH-000118,0.0437433037041
ACH-000120,-0.0540007242784
ACH-000123,-0.0439222327735
ACH-000127,0.10766059853
ACH-000128,-0.07136881309689999
ACH-000132,-0.0806475887704
ACH-000133,0.047528070465
ACH-000137,-0.0751404624372
ACH-000138,0.00575269874017
ACH-000142,-0.190138309166
ACH-000143,0.0192109965844
ACH-000146,0.146618314752
ACH-000148,-0.0006999669835030001
ACH-000150,-0.24708045820500002
ACH-000152,-0.135764227927
ACH-000153,-0.635933804644
ACH-000159,-0.0007991156178770001
ACH-000160,-0.0558589806435
ACH-000163,0.0246875722267
ACH-000167,-0.127853878051
ACH-000168,-0.0367885406419
ACH-000169,0.08097564194319999
ACH-000178,-0.0042545344777700006
ACH-000182,-0.0728787622177
ACH-000183,0.115244735735
ACH-000188,-0.184397251191
ACH-000189,-0.0154541212763
ACH-000190,0.0341088446059
ACH-000198,0.0698119608418
ACH-000204,-0.08392094850050001
ACH-000206,-0.00176122507026
ACH-000207,0.0448128891323
ACH-000211,0.08791671480139998
ACH-000215,-0.023927611071500002
ACH-000221,0.140000583091
ACH-000222,-0.042896249405500006
ACH-000223,0.022398683434799997
ACH-000226,-0.0806709525202
ACH-000227,-0.134959847183
ACH-000228,0.148151457028
ACH-000231,0.00157860829379
ACH-000232,0.11355865252399999
ACH-000233,-0.026279358133400002
ACH-000234,-0.0915527815269
ACH-000235,-0.08628934814549999
ACH-000237,-0.056315747675099996
ACH-000238,-0.15645771026900002
ACH-000243,0.00526712561794
ACH-000244,-0.19667231229499998
