,NUBP2 (10101)
ACH-000004,-1.14967016653
ACH-000007,-0.8987284887289999
ACH-000009,-0.753763618411
ACH-000011,-0.712180756893
ACH-000012,-0.791427645258
ACH-000013,-0.5480998571
ACH-000014,-0.911906412005
ACH-000015,-1.0364558588200001
ACH-000017,-0.632445911153
ACH-000018,-1.22371571562
ACH-000019,-0.5374647546760001
ACH-000021,-0.769058641855
ACH-000022,-0.526809412525
ACH-000025,-0.6238388773899999
ACH-000028,-0.895371621407
ACH-000030,-0.757481428133
ACH-000035,-0.746442741256
ACH-000036,-0.841743822314
ACH-000037,-0.7629363373010001
ACH-000039,-0.594830931416
ACH-000040,-1.01957364072
ACH-000041,-1.0644369742200002
ACH-000042,-0.633282825334
ACH-000045,-0.743567263013
ACH-000047,-0.686123431288
ACH-000052,-0.8555205262540001
ACH-000053,-0.346419838145
ACH-000054,-0.751453337666
ACH-000055,-0.343062597398
ACH-000060,-0.970600884297
ACH-000067,-0.785640566232
ACH-000070,-0.8236259243140001
ACH-000075,-0.551735895769
ACH-000078,-1.24294209538
ACH-000082,-0.6443662494560001
ACH-000085,-0.837361414826
ACH-000086,-0.960388454169
ACH-000087,-0.5830736155390001
ACH-000092,-1.1213949431399999
ACH-000095,-0.89177029906
ACH-000097,-0.459943556294
ACH-000098,-1.08295877536
ACH-000099,-0.8426564014579999
ACH-000108,-0.483667193155
ACH-000113,-0.903204394233
ACH-000115,-1.05237984386
ACH-000116,-0.955432134359
ACH-000118,-0.515022175868
ACH-000120,-0.8206700986759999
ACH-000123,-0.908794300363
ACH-000127,-0.9291902026600001
ACH-000128,-0.983564163699
ACH-000132,-1.1086638919299998
ACH-000133,-0.9021981597769999
ACH-000137,-1.12901246882
ACH-000138,-0.886038848397
ACH-000142,-0.7080531846250001
ACH-000143,-0.905473397563
ACH-000146,-0.595764300374
ACH-000148,-0.9054019821179999
ACH-000150,-0.9825479764380001
ACH-000152,-0.736095109536
ACH-000153,-0.8990009618539999
ACH-000159,-0.829015643946
ACH-000160,-0.474271204031
ACH-000163,-0.846757723421
ACH-000167,-0.580265938908
ACH-000168,-1.0034571094
ACH-000169,-0.742276942793
ACH-000178,-0.814441803403
ACH-000182,-0.477472264601
ACH-000183,-0.774572963857
ACH-000188,-0.8244307801649999
ACH-000189,-0.48504696235699996
ACH-000190,-0.983165384542
ACH-000198,-0.722253433263
ACH-000204,-0.528767924578
ACH-000206,-0.6898999462950001
ACH-000207,-0.40308867072
ACH-000211,-0.943385947974
ACH-000215,-0.97626315825
ACH-000221,-1.3149483630399998
ACH-000222,-0.821840147993
ACH-000223,-0.958197846848
ACH-000226,-0.8851758531749999
ACH-000227,-1.31845102963
ACH-000228,-0.738923008994
ACH-000231,-0.8380043377940001
ACH-000232,-0.852093779869
ACH-000233,-0.696294576305
ACH-000234,-0.7274305512029999
ACH-000235,-0.739607922253
ACH-000237,-1.1128895195200001
ACH-000238,-0.398011764642
ACH-000243,-0.756487495016
ACH-000244,-0.874517840237
ACH-000246,-0.7239458091840001
ACH-000248,-1.03070223099
ACH-000250,-0.9697365819429999
ACH-000251,-0.9431422895730001
