,FANCM (57697)
ACH-000004,0.11217488953
ACH-000007,-0.590652680274
ACH-000009,-0.327473741594
ACH-000011,-0.6079876712169999
ACH-000012,-0.276976560265
ACH-000013,-0.33697924287000003
ACH-000014,-0.581175911833
ACH-000015,-0.0678504024237
ACH-000017,-0.440675111673
ACH-000018,-0.06334090121000001
ACH-000019,-0.395756077478
ACH-000021,-0.518967159549
ACH-000022,-0.148318496552
ACH-000025,-0.576201621565
ACH-000028,-0.5869475149369999
ACH-000030,-0.24416302901200002
ACH-000035,-0.38100496633500003
ACH-000036,-0.62863104812
ACH-000037,-0.409745131691
ACH-000039,-0.46324129026999994
ACH-000040,-0.294824606289
ACH-000041,-0.16878125938400002
ACH-000042,-0.236937573137
ACH-000045,-0.47631494147500003
ACH-000047,-0.595702378733
ACH-000052,-0.633913296775
ACH-000053,-0.135791911117
ACH-000054,-0.2640780394
ACH-000055,-0.17984789045299998
ACH-000060,-0.310179298169
ACH-000067,-0.412943036191
ACH-000070,-0.49463105122400003
ACH-000075,-0.45270940823100003
ACH-000078,-0.587778172703
ACH-000082,-0.554637793626
ACH-000085,-0.25094391685899997
ACH-000086,-0.284695610837
ACH-000087,-0.12124237690300001
ACH-000092,-0.6950727568899999
ACH-000095,-0.182893626607
ACH-000097,-0.369734400804
ACH-000098,-0.213375959734
ACH-000099,-0.452493692823
ACH-000108,-0.31120363512800003
ACH-000113,-0.644969002201
ACH-000115,-0.10202183092900001
ACH-000116,-0.528571003043
ACH-000118,-0.6634857485600001
ACH-000120,-0.356996995447
ACH-000123,-0.25452097413400004
ACH-000127,-0.308243181536
ACH-000128,-0.148710438462
ACH-000132,-0.97599592377
ACH-000133,-1.3389859318600001
ACH-000137,-0.347182549736
ACH-000138,-0.0851083510244
ACH-000142,-0.457572484319
ACH-000143,-0.394313774604
ACH-000146,-0.44389022947800005
ACH-000148,-0.537474614226
ACH-000150,-0.178844035487
ACH-000152,-0.654043804282
ACH-000153,-0.361186215006
ACH-000159,-0.360265518877
ACH-000160,-0.20112376351
ACH-000163,-0.179515552151
ACH-000167,-0.11138439657
ACH-000168,-0.20339196581099997
ACH-000169,-0.195729085778
ACH-000178,-0.12984394608
ACH-000182,-0.31660646560600003
ACH-000183,-0.18663162318
ACH-000188,-0.484860311207
ACH-000189,-0.9032716526610001
ACH-000190,-0.641502682253
ACH-000198,-0.161379818355
ACH-000204,-0.26419553255999995
ACH-000206,-0.301313178064
ACH-000207,0.028849292599299997
ACH-000211,-0.578431084035
ACH-000215,-0.198200374175
ACH-000221,-0.29292020102899996
ACH-000222,-0.197835937519
ACH-000223,-0.309201613646
ACH-000226,-0.747287161823
ACH-000227,-0.047713624745300005
ACH-000228,-0.757400786662
ACH-000231,-0.591680073454
ACH-000232,-0.357340574647
ACH-000233,-0.202957107324
ACH-000234,-0.225262539274
ACH-000235,-0.174924210437
ACH-000237,-0.435863217412
ACH-000238,-0.153386711677
ACH-000243,-0.504933205951
ACH-000244,-0.182772939525
ACH-000246,-0.583828449998
ACH-000248,-0.37177447681599995
ACH-000250,-0.358417409216
ACH-000251,-0.23703276753400002
ACH-000253,-0.233170568915
ACH-000255,-0.702852745786
ACH-000256,-0.565579264053
ACH-000257,-0.39065527284400003
ACH-000258,-0.43765418093900005
ACH-000259,-0.748340297745
ACH-000260,-0.145249421077
ACH-000261,-0.439048721047
ACH-000262,-0.44765423458000003
ACH-000263,0.045363553837699994
ACH-000264,-0.17092610030299998
ACH-000265,-0.443889185828
ACH-000266,-0.246220095142
ACH-000272,-0.30239570114799996
ACH-000273,-0.348038673688
ACH-000274,-0.5412430896239999
ACH-000277,-0.057135359189099996
ACH-000278,-1.24056627984
ACH-000279,-0.177573682226
ACH-000280,-0.36806015141599996
ACH-000281,-0.21717387151599998
ACH-000288,-0.330406251082
ACH-000291,-0.293743353621
ACH-000293,-0.190905355174
ACH-000294,-0.533517422117
ACH-000295,-0.251670235024
ACH-000296,-0.67205002082
ACH-000302,-0.11602207578500001
ACH-000304,-0.47482015960600005
ACH-000307,-0.26717653007500003
ACH-000308,-0.273218058617
ACH-000310,-0.370147635993
ACH-000311,-0.654648732499
ACH-000312,-0.207448788554
ACH-000315,-0.354602690825
ACH-000316,-0.0779568723935
ACH-000317,-0.40514133471
ACH-000318,-0.161689780601
ACH-000319,-0.311915184214
ACH-000320,-0.347395649134
ACH-000322,-0.5274441435189999
ACH-000323,-0.346812474933
ACH-000324,-0.249447315783
ACH-000329,-0.424486331047
ACH-000330,-0.400894288675
ACH-000331,-0.39981714628700005
ACH-000332,-0.161965567498
ACH-000334,-0.487351143917
ACH-000335,-0.702073920503
ACH-000336,-0.7273982568459999
ACH-000337,-0.201116229655
ACH-000339,-0.531496083314
ACH-000341,-1.7038638842299998
ACH-000348,-0.404383138286
ACH-000350,-0.396871543109
ACH-000352,-0.128970984946
ACH-000356,-0.560551904838
ACH-000361,-0.622215762641
ACH-000362,-0.214963834883
ACH-000363,-0.136115688151
ACH-000364,-0.8737251709980001
ACH-000365,-0.45795870349600004
ACH-000366,-0.322326643611
ACH-000368,-0.492225646206
ACH-000374,-0.2677929376
ACH-000375,-0.7753332945199999
ACH-000376,-0.234676299571
ACH-000381,-0.029385385651700003
ACH-000383,-0.28391810121
ACH-000387,-0.477918359613
ACH-000389,-0.477620267149
ACH-000390,-0.120968933823
ACH-000393,-0.18669982614100003
ACH-000395,0.165427888984
ACH-000397,-0.307587466081
ACH-000401,-0.634218552546
ACH-000402,0.00362921804755
ACH-000403,-0.200052238422
ACH-000404,-0.518589136232
ACH-000406,-0.34785416994999996
ACH-000407,-0.549864469712
ACH-000408,-0.187221521616
ACH-000410,-1.23029832879
ACH-000411,-0.188300993969
ACH-000414,-0.301359806177
ACH-000415,-0.570577137195
ACH-000416,-0.23160986849399998
ACH-000420,0.0767754321218
ACH-000421,-0.661866346827
