,LRP8 (7804)
ACH-000004,-0.11065875559699999
ACH-000007,-0.182412263776
ACH-000009,-0.37349870302500005
ACH-000011,-0.24861013596
ACH-000012,-0.197033796944
ACH-000013,-0.272635221428
ACH-000014,-0.237196966851
ACH-000015,-0.0540815131304
ACH-000017,-0.347967442003
ACH-000018,-0.0368164474101
ACH-000019,-0.265828902747
ACH-000021,-0.492908736395
ACH-000022,-0.125932133301
ACH-000025,-0.34427024774899995
ACH-000028,-0.07803382721589999
ACH-000030,-0.409011677118
ACH-000035,-0.260400861332
ACH-000036,-0.176715557108
ACH-000037,0.0488631004851
ACH-000039,-0.0825816598795
ACH-000040,-0.230735323427
ACH-000041,-0.207412508354
ACH-000042,-0.00361742337236
ACH-000045,0.0733792109699
ACH-000047,-0.044063795378300005
ACH-000052,-0.23194897766199998
ACH-000053,-0.22230151472100002
ACH-000054,-0.171926457681
ACH-000055,-0.316828286537
ACH-000060,-0.346737138188
ACH-000067,-0.33379598677
ACH-000070,-0.868384456725
ACH-000075,-0.0548348890836
ACH-000078,-0.37304813584200003
ACH-000082,-0.33257838583599997
ACH-000085,0.0202146573005
ACH-000086,-0.261453341804
ACH-000087,-0.162886097266
ACH-000092,-0.29821257782099997
ACH-000095,-0.329810151028
ACH-000097,-0.131747076405
ACH-000098,-0.122096313945
ACH-000099,-0.43182400491899997
ACH-000108,-0.0197830623474
ACH-000113,-0.068481574026
ACH-000115,-0.257187287165
ACH-000116,-0.33785103809699996
ACH-000118,-0.0930471728323
ACH-000120,-0.0427747579249
ACH-000123,-0.109008053937
ACH-000127,-0.205774033171
ACH-000128,-0.158010654838
ACH-000132,-0.339815612025
ACH-000133,-0.295299679452
ACH-000137,-0.221913260192
ACH-000138,-0.151537642632
ACH-000142,-0.145346566023
ACH-000143,-0.27509446317499997
ACH-000146,-0.14650626437699998
ACH-000148,-0.180327052142
ACH-000150,-0.464200473575
ACH-000152,-0.256118845044
ACH-000153,0.13078286992000002
ACH-000159,-0.26426888379700003
ACH-000160,-0.098150477006
ACH-000163,0.00960115940159
ACH-000167,-0.20795390668699998
ACH-000168,-0.645279569392
ACH-000169,-0.120527598529
ACH-000178,-0.180069769247
ACH-000182,0.029103387363900002
ACH-000183,-0.45818368822300004
ACH-000188,-0.0855647352368
ACH-000189,-0.0384509625221
ACH-000190,-0.14930021814000002
ACH-000198,-0.238509898825
ACH-000204,-0.227123276675
ACH-000206,0.173370488077
ACH-000207,-0.354098264253
ACH-000211,0.0181082098298
ACH-000215,-0.18919732660500002
ACH-000221,-0.0794387539651
ACH-000222,0.0049700042309
ACH-000223,-0.342080113965
ACH-000226,-0.386686017941
ACH-000227,-0.938079033929
ACH-000228,-0.29797717600699997
ACH-000231,-0.272998490557
ACH-000232,-0.20228714561299999
ACH-000233,-0.230561127558
ACH-000234,-0.147900005423
ACH-000235,-0.0414934732381
ACH-000237,-0.21641990957199997
ACH-000238,-0.286642104065
ACH-000243,-0.180168188024
ACH-000244,0.138575770877
ACH-000246,-0.12717886610600002
ACH-000248,0.008118288545810001
ACH-000250,-0.23588969953800001
ACH-000251,-0.0168933043503
ACH-000253,-0.345100166517
ACH-000255,-0.155355342884
ACH-000256,-0.117670204735
ACH-000257,-0.298974768103
ACH-000258,-0.2889505752
ACH-000259,-0.0971373928605
ACH-000260,-0.162254644622
ACH-000261,-0.176452976007
ACH-000262,-0.039184067355400004
ACH-000263,-0.367607992923
ACH-000264,-0.212115607197
ACH-000265,-0.043704422868800004
ACH-000266,-0.188022153501
ACH-000272,-0.267324097086
ACH-000273,-0.0480034751798
ACH-000274,-0.261998207299
ACH-000277,-0.150754356006
ACH-000278,-0.303588684103
ACH-000279,-0.291352461613
ACH-000280,-0.0658165131876
ACH-000281,0.04510229361959999
ACH-000288,-0.18016817797
ACH-000291,-0.2456151776
ACH-000293,-0.0307194296554
ACH-000294,-1.1919942659799998
ACH-000295,-0.0134354900405
ACH-000296,-0.629145879504
ACH-000302,-0.32721485688499996
ACH-000304,-0.307098063801
ACH-000307,-0.215891874126
ACH-000308,-0.114454512443
ACH-000310,-0.40249291810599996
ACH-000311,-0.126409668113
ACH-000312,-0.20718985559500003
ACH-000315,0.0144621011687
ACH-000316,-0.27774093090999996
ACH-000317,-0.373249603788
ACH-000318,-0.221200340218
ACH-000319,-0.262417181939
ACH-000320,-0.235951967051
ACH-000322,-0.19851263377099998
ACH-000323,-0.40208828410999997
ACH-000324,-0.20623571751400002
ACH-000329,-0.225455617832
ACH-000330,0.00712971722027
ACH-000331,-0.19656633399
ACH-000332,-0.08958629324039999
ACH-000334,-0.262302016836
ACH-000335,-0.36512548688600005
ACH-000336,0.0380246459778
ACH-000337,-0.112043544538
ACH-000339,-0.121031340806
ACH-000341,-0.15010771935
ACH-000348,-0.317562551209
ACH-000350,-0.0681946464369
ACH-000352,-0.170711332581
ACH-000356,-0.39087476559699996
ACH-000361,-0.020716973542099996
ACH-000362,-0.6758038730529999
ACH-000363,-0.101910478576
ACH-000364,-0.0741337046456
ACH-000365,-0.8063122668580001
ACH-000366,-0.6961213379539999
ACH-000368,-0.125931771654
ACH-000374,-0.11806933317099999
ACH-000375,-0.20763511423099998
ACH-000376,-0.267702683298
ACH-000381,-0.114049729125
ACH-000383,-0.156143133912
ACH-000387,-0.148676762594
ACH-000389,-0.411667719991
ACH-000390,-0.209461459498
ACH-000393,-0.19748992588599998
ACH-000395,-0.246561412559
ACH-000397,0.0118327509922
ACH-000401,-0.35918779047
ACH-000402,-0.891983126375
ACH-000403,-0.152250389252
ACH-000404,0.168195887274
ACH-000406,-0.797362597965
ACH-000407,-0.292993141216
ACH-000408,-0.254251827055
ACH-000410,-0.296256294867
ACH-000411,-0.119271101389
ACH-000414,-0.262570795078
ACH-000415,-0.35813118017800005
ACH-000416,-0.245040594109
ACH-000420,-0.16807808686999998
ACH-000421,-0.144795424206
ACH-000424,-0.11341595882300001
ACH-000425,-0.234431588785
ACH-000426,-0.0527991320009
ACH-000427,0.00570845649724
ACH-000433,0.110353220197
ACH-000436,-0.793485288664
