,CYP2D6 (1565)
ACH-000004,0.197370717306
ACH-000007,0.0718367589222
ACH-000009,0.369542172949
ACH-000011,0.234789087466
ACH-000012,0.30715283179499997
ACH-000013,0.164692062023
ACH-000014,0.045415084552100006
ACH-000015,0.202204170616
ACH-000017,0.291692399065
ACH-000018,0.37852391697099996
ACH-000019,0.214361258902
ACH-000021,0.428165637932
ACH-000022,0.323986764966
ACH-000025,0.231844680485
ACH-000028,0.412254797051
ACH-000030,0.090575385824
ACH-000035,0.39758679688799997
ACH-000036,0.214648724413
ACH-000037,0.285797575496
ACH-000039,0.427657320815
ACH-000040,0.34921437875699995
ACH-000041,0.186576439445
ACH-000042,0.24383858387899998
ACH-000045,0.0462040528163
ACH-000047,0.36403975069
ACH-000052,0.188139200183
ACH-000053,0.40249568744
ACH-000054,-0.00446218514034
ACH-000055,0.23404959195
ACH-000060,0.09227078012569999
ACH-000067,0.224174579225
ACH-000070,0.6449094508300001
ACH-000075,0.185678956082
ACH-000078,0.180204155283
ACH-000082,0.122803268384
ACH-000085,0.282566926507
ACH-000086,0.275854874998
ACH-000087,0.149722897929
ACH-000092,0.408445256976
ACH-000095,0.298081418771
ACH-000097,0.153247269604
ACH-000098,0.140012364257
ACH-000099,0.263198253785
ACH-000108,0.14518872546199998
ACH-000113,0.21947661976799998
ACH-000115,0.06252390379139999
ACH-000116,0.20945035681
ACH-000118,0.297006562742
ACH-000120,0.0468883671986
ACH-000123,0.433503699372
ACH-000127,0.357515916185
ACH-000128,0.0275794378114
ACH-000132,0.285861292573
ACH-000133,0.299453928184
ACH-000137,0.210141398955
ACH-000138,0.37297764435
ACH-000142,0.191725262126
ACH-000143,0.0513019099098
ACH-000146,0.423562068784
ACH-000148,0.412440811274
ACH-000150,0.223965179758
ACH-000152,0.119059272019
ACH-000153,0.12300062692
ACH-000159,0.355532565361
ACH-000160,0.357228222398
ACH-000163,0.332391743338
ACH-000167,0.167508562088
ACH-000168,0.486487240258
ACH-000169,0.124794356103
ACH-000178,0.140710876455
ACH-000182,0.303878682907
ACH-000183,0.29424364873000003
